RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.48961781E-08   2.47422099E-06   5.80716517E-07   4.07734575E-07   2.71018251E-07   1.17624182E-07   9.23267071E-05   9.60993481E+00   -2.07746601E+00   -8.56435299E-03   1.06882818E-01   9.64516258E+00   -2.05589223E+00   -3.86702232E-02   1.06563009E-01   1.68630433E+00   2.14068200E+06   9.58185768E+00   1.68634653E+00   2.14226675E+06   9.59776688E+00 
0 10 9.44805763E-08   1.66552400E-06   7.79751133E-07   7.35003255E-07   3.11424742E-07   1.22549548E-09   1.07384710E-06   9.32239151E+00   -2.12478614E+00   -1.57148525E-01   1.10003091E-01   9.32108498E+00   -1.99568832E+00   -2.91427791E-01   1.10342331E-01   1.67643976E+00   2.06268125E+06   8.85294724E+00   1.67664337E+00   2.06074225E+06   8.84562588E+00 
0 20 5.11575529E-08   1.20298489E-06   5.94058520E-07   4.64831288E-07   1.92391553E-07   1.23502408E-09   1.11144470E-06   9.63494873E+00   -2.28047538E+00   -2.48823673E-01   1.06533006E-01   9.67551517E+00   -2.03101373E+00   -3.64059865E-01   1.06674992E-01   1.67925680E+00   2.03312525E+06   8.74134159E+00   1.67878604E+00   2.03854412E+06   8.76180363E+00 
0 30 4.38139089E-08   1.00250350E-06   4.73243347E-07   4.09074516E-07   1.37768907E-07   9.73868541E-10   1.00294619E-06   9.44750023E+00   -2.15927649E+00   -2.91987866E-01   1.09051690E-01   9.43489933E+00   -2.08340049E+00   -4.28999513E-01   1.09368376E-01   1.68432546E+00   1.92749662E+06   8.34247971E+00   1.68422461E+00   1.93490688E+06   8.37046146E+00 
0 40 2.76589205E-08   8.93182232E-07   4.20490892E-07   4.03362662E-07   9.02333639E-08   8.61709759E-10   8.45624697E-07   9.40669727E+00   -2.14166093E+00   -2.80172348E-01   1.09823279E-01   9.43789864E+00   -2.07539177E+00   -3.77683908E-01   1.09611429E-01   1.68380201E+00   1.87002725E+06   8.12547016E+00   1.68404114E+00   1.87922225E+06   8.16019154E+00 
0 50 1.99691588E-08   7.98235362E-07   3.56858322E-07   3.41139298E-07   6.02137007E-08   8.00725541E-10   7.05605373E-07   9.33080482E+00   -2.09157443E+00   -3.10051560E-01   1.11035518E-01   9.39959908E+00   -2.08786750E+00   -3.61022204E-01   1.10267863E-01   1.68175089E+00   1.82458350E+06   7.95387077E+00   1.68240929E+00   1.83613425E+06   7.99748755E+00 
0 60 1.75607440E-08   6.83010342E-07   3.09045021E-07   2.90659955E-07   5.09091969E-08   7.63816899E-10   6.11954476E-07   9.21278381E+00   -2.07135153E+00   -3.16940099E-01   1.12614088E-01   9.30930996E+00   -2.07822084E+00   -3.51886153E-01   1.11493222E-01   1.67918861E+00   1.78961775E+06   7.82183743E+00   1.68003058E+00   1.79989500E+06   7.86064529E+00 
0 70 1.26485284E-08   5.79756545E-07   2.73389702E-07   2.55898982E-07   3.64702508E-08   7.35140282E-10   5.35012077E-07   9.14721680E+00   -2.07602262E+00   -3.01314622E-01   1.13504075E-01   9.26935673E+00   -2.05430031E+00   -3.27598572E-01   1.12177983E-01   1.67731428E+00   1.76937862E+06   7.74541283E+00   1.67862880E+00   1.78323875E+06   7.79775000E+00 
0 80 9.57713997E-09   5.27172062E-07   2.45361576E-07   2.36440357E-07   2.80297598E-08   7.03028191E-10   4.67618321E-07   9.06727409E+00   -2.08544350E+00   -2.91657835E-01   1.14504740E-01   9.23593903E+00   -2.04728627E+00   -3.09085459E-01   1.12693965E-01   1.67589867E+00   1.74647612E+06   7.66806412E+00   1.67784333E+00   1.77478838E+06   7.76584053E+00 
0 90 8.72931949E-09   4.85979399E-07   2.16119261E-07   2.17623850E-07   2.65835016E-08   6.77724488E-10   4.12808532E-07   8.97272682E+00   -2.10136032E+00   -2.97771215E-01   1.15633406E-01   9.20118904E+00   -2.03846622E+00   -3.11232030E-01   1.13184609E-01   1.67849255E+00   1.70469538E+06   7.57679224E+00   1.67703581E+00   1.76661225E+06   7.73496675E+00 
