RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.23281772E-08   2.28580575E-06   1.03251682E-06   4.01761241E-07   2.62511037E-07   1.18860257E-07   9.33149931E-05   9.01711845E+00   -4.03590918E+00   2.49874089E-02   1.06375575E-01   8.98621464E+00   -4.01861191E+00   -4.67177927E-02   1.06747493E-01   1.68637347E+00   2.14351625E+06   9.61031151E+00   1.68636203E+00   2.14295425E+06   9.60466766E+00 
0 10 9.01864681E-08   1.53093913E-06   9.05175455E-07   6.83971564E-07   2.98142055E-07   1.23560695E-09   1.09336293E-06   8.62576866E+00   -3.93373060E+00   1.14065938E-01   1.10993296E-01   8.60661793E+00   -3.93442106E+00   -2.82223910E-01   1.11015089E-01   1.67584050E+00   2.06825050E+06   8.87397766E+00   1.67616582E+00   2.06525262E+06   8.86265755E+00 
0 20 4.89066103E-08   1.10482813E-06   6.89966100E-07   4.55049758E-07   1.84451764E-07   1.24260946E-09   1.10932626E-06   8.99750137E+00   -4.19994545E+00   2.02277571E-01   1.06293716E-01   8.94231415E+00   -4.09238005E+00   -3.99576336E-01   1.07188649E-01   1.67793083E+00   2.04783925E+06   8.79690361E+00   1.67839050E+00   2.04292550E+06   8.77834892E+00 
0 30 4.10556424E-08   9.27344217E-07   5.48899209E-07   3.85047912E-07   1.30055582E-07   9.89797688E-10   9.96958761E-07   8.80823135E+00   -4.06188440E+00   2.56330103E-01   1.09062344E-01   8.74488068E+00   -3.99451351E+00   -3.85051608E-01   1.09888971E-01   1.68395030E+00   1.94809150E+06   8.42024708E+00   1.68406415E+00   1.94329825E+06   8.40214729E+00 
0 40 2.75616419E-08   8.17440025E-07   4.82953396E-07   3.94701743E-07   8.80108573E-08   8.63925709E-10   8.42604209E-07   8.77856064E+00   -3.99831533E+00   3.28381151E-01   1.09899528E-01   8.71142578E+00   -3.95207548E+00   -3.12848061E-01   1.10709153E-01   1.68427300E+00   1.89184600E+06   8.20785999E+00   1.68419290E+00   1.88675000E+06   8.18861675E+00 
0 50 1.91977669E-08   7.29382009E-07   4.14081114E-07   3.27245260E-07   5.93997385E-08   8.00965128E-10   7.04737772E-07   8.80870628E+00   -3.96986318E+00   3.46697569E-01   1.09998293E-01   8.69215107E+00   -3.91552210E+00   -2.88522601E-01   1.11361243E-01   1.68323767E+00   1.85385188E+06   8.06439114E+00   1.68307102E+00   1.84987775E+06   8.04938412E+00 
0 60 1.70072347E-08   6.30576551E-07   3.55527845E-07   2.75084744E-07   4.90937708E-08   7.60721708E-10   6.15120825E-07   8.74234867E+00   -3.90380859E+00   3.45262825E-01   1.11209087E-01   8.59845066E+00   -3.85587215E+00   -2.90405631E-01   1.12842046E-01   1.68140137E+00   1.81903388E+06   7.93291521E+00   1.68129981E+00   1.81748175E+06   7.92705441E+00 
0 70 1.24703643E-08   5.35176298E-07   3.06590380E-07   2.49725161E-07   3.58169316E-08   7.28366312E-10   5.37304516E-07   8.70795918E+00   -3.88268638E+00   3.70995015E-01   1.11834809E-01   8.53485203E+00   -3.82064795E+00   -2.71743059E-01   1.13862358E-01   1.68009233E+00   1.80068712E+06   7.86363602E+00   1.67997575E+00   1.79919838E+06   7.85801458E+00 
0 80 9.41052392E-09   4.77937192E-07   2.72417225E-07   2.29661268E-07   2.69735327E-08   6.95560942E-10   4.70528619E-07   8.68648529E+00   -3.87914371E+00   3.78514856E-01   1.12194464E-01   8.48908901E+00   -3.81287527E+00   -2.69013852E-01   1.14516847E-01   1.67925119E+00   1.79035200E+06   7.82461023E+00   1.67908514E+00   1.78841438E+06   7.81729364E+00 
0 90 7.99740629E-09   4.30547459E-07   2.43569076E-07   2.08106329E-07   2.19997087E-08   6.71895983E-10   4.17862623E-07   8.65078259E+00   -3.87418985E+00   3.78167331E-01   1.12658493E-01   8.44535828E+00   -3.80565810E+00   -2.78260499E-01   1.15104012E-01   1.67839110E+00   1.78062488E+06   7.78787947E+00   1.67819715E+00   1.77852900E+06   7.77996540E+00 
0 100 6.84532431E-09   3.84642021E-07   2.12442202E-07   1.89336731E-07   1.90651619E-08   6.46157683E-10   3.74628172E-07   8.61191940E+00   -3.86680841E+00   3.68163884E-01   1.13138266E-01   8.40822887E+00   -3.79754543E+00   -2.84048021E-01   1.15602188E-01   1.67727530E+00   1.76898850E+06   7.74393988E+00   1.67718327E+00   1.76807038E+06   7.74047279E+00 
0 110 5.77246162E-09   3.44851600E-07   1.83235670E-07   1.70828486E-07   1.63438685E-08   6.15748563E-10   3.39994529E-07   8.57429695E+00   -3.85438371E+00   3.52495551E-01   1.13609955E-01   8.38043690E+00   -3.79098606E+00   -2.85438597E-01   1.15976192E-01   1.67603922E+00   1.75711675E+06   7.69911098E+00   1.67619991E+00   1.75860812E+06   7.70474243E+00 
