RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.23845279E-08   1.31184129E-06   1.84900742E-07   2.74905801E-07   1.52286660E-07   9.32106730E-08   7.28776722E-05   9.88426971E+00   -1.38922405E+00   1.17959478E-03   1.05276741E-01   9.88344383E+00   -1.38873148E+00   3.77953402E-03   1.05285585E-01   1.68641078E+00   2.14607825E+06   9.63603115E+00   1.68642378E+00   2.14832275E+06   9.65856457E+00 
0 10 6.75406442E-09   9.56000690E-07   1.35641898E-07   9.09629350E-08   3.53014791E-08   1.05127196E-09   6.00971759E-07   9.62320900E+00   -1.36383700E+00   -1.54972412E-02   1.08036391E-01   9.60832882E+00   -1.34529269E+00   3.94669883E-02   1.08263344E-01   1.68107951E+00   2.09461088E+06   9.11933804E+00   1.68157578E+00   2.09718775E+06   9.14520741E+00 
0 20 6.28856300E-09   5.84641953E-07   8.85510829E-08   5.56458382E-08   2.64350462E-08   8.80021667E-10   5.32914783E-07   9.44668388E+00   -1.36177504E+00   -2.44373661E-02   1.09941565E-01   9.46824455E+00   -1.33326387E+00   6.93936646E-02   1.09849960E-01   1.67837024E+00   2.04314550E+06   8.77917957E+00   1.67740345E+00   2.05326662E+06   8.81739712E+00 
0 30 4.94463936E-09   4.38977452E-07   7.46052251E-08   4.91978511E-08   1.93844851E-08   7.59799001E-10   4.79121468E-07   9.35484505E+00   -1.37751186E+00   -3.08941249E-02   1.11002021E-01   9.45730305E+00   -1.36875629E+00   9.44098905E-02   1.09950289E-01   1.68207550E+00   1.99346988E+06   8.59159946E+00   1.68101001E+00   2.01035388E+06   8.65535545E+00 
0 40 3.92083832E-09   3.72543695E-07   6.73831835E-08   4.20844195E-08   1.54565001E-08   6.66948385E-10   4.34983377E-07   9.30010605E+00   -1.39256752E+00   -2.60935277E-02   1.11725964E-01   9.46756744E+00   -1.41794276E+00   1.05782889E-01   1.09850556E-01   1.68365526E+00   1.95826600E+06   8.45866680E+00   1.68264461E+00   1.98282675E+06   8.55141068E+00 
0 50 3.62766972E-09   3.08489064E-07   5.63457441E-08   3.50700198E-08   1.38676119E-08   5.90239968E-10   3.96691945E-07   9.24415684E+00   -1.38933182E+00   -2.79162973E-02   1.12532228E-01   9.42246914E+00   -1.44853175E+00   1.35279194E-01   1.10491015E-01   1.68438029E+00   1.92129338E+06   8.31905556E+00   1.68384886E+00   1.95188075E+06   8.43455601E+00 
0 60 3.19302140E-09   2.59475627E-07   4.57051605E-08   2.99586098E-08   1.19238637E-08   5.25089527E-10   3.63395344E-07   9.18098450E+00   -1.37126684E+00   -3.33317816E-02   1.13436498E-01   9.30496407E+00   -1.44793057E+00   1.65284559E-01   1.12078972E-01   1.68402123E+00   1.87836100E+06   8.15693951E+00   1.68441200E+00   1.91208050E+06   8.28426647E+00 
0 70 2.48925880E-09   2.34908725E-07   3.94000423E-08   2.68127600E-08   9.32863209E-09   4.70083805E-10   3.34242827E-07   9.12203979E+00   -1.35101438E+00   -6.50727525E-02   1.14284500E-01   9.14707470E+00   -1.42451644E+00   1.83156803E-01   1.14251249E-01   1.68230259E+00   1.83414488E+06   7.98997545E+00   1.68372834E+00   1.86757925E+06   8.11622620E+00 
0 80 2.24764296E-09   2.16679027E-07   3.59432875E-08   2.27565504E-08   8.13125656E-09   4.23935387E-10   3.08123361E-07   9.07331467E+00   -1.33533347E+00   -1.08042128E-01   1.15018629E-01   8.99935055E+00   -1.40159464E+00   1.93529844E-01   1.16354652E-01   1.67964208E+00   1.79504075E+06   7.84231472E+00   1.68181193E+00   1.82558762E+06   7.95766258E+00 
0 90 2.24606755E-09   2.00756801E-07   3.43429853E-08   1.89508125E-08   7.76796849E-09   3.85426024E-10   2.84385862E-07   9.03678894E+00   -1.32416046E+00   -1.29775941E-01   1.15622483E-01   8.89452457E+00   -1.39376986E+00   2.01932982E-01   1.17918059E-01   1.67675328E+00   1.76385888E+06   7.72456932E+00   1.67930293E+00   1.79096250E+06   7.82691526E+00 
0 100 1.99612504E-09   1.86491775E-07   3.34420065E-08   1.68575038E-08   6.81562806E-09   3.53564455E-10   2.62739150E-07   9.01126480E+00   -1.31395876E+00   -1.30235791E-01   1.16101980E-01   8.83268452E+00   -1.40024102E+00   2.15685859E-01   1.18913434E-01   1.67690742E+00   1.73124100E+06   7.63478231E+00   1.67684937E+00   1.76478950E+06   7.72808409E+00 
0 110 1.67961844E-09   1.73545686E-07   3.19230971E-08   1.55057958E-08   5.87988813E-09   3.27190608E-10   2.42770113E-07   8.99586964E+00   -1.30189824E+00   -1.24596916E-01   1.16452053E-01   8.79862404E+00   -1.41350532E+00   2.31558889E-01   1.19543985E-01   1.67873335E+00   1.70031025E+06   7.56721306E+00   1.67626226E+00   1.74110975E+06   7.65634108E+00 
0 120 1.48534474E-09   1.61653020E-07   2.94652942E-08   1.45771901E-08   5.40608225E-09   3.05478032E-10   2.24276931E-07   8.99191856E+00   -1.28795278E+00   -1.23965904E-01   1.16643667E-01   8.77658653E+00   -1.42700815E+00   2.43273824E-01   1.20024525E-01   1.67994082E+00   1.67639962E+06   7.51497889E+00   1.67777050E+00   1.71724450E+06   7.60420656E+00 
0 130 1.34883626E-09   1.50739638E-07   2.68038090E-08   1.38053462E-08   4.97866326E-09   2.87803004E-10   2.07198909E-07   9.00030518E+00   -1.27370608E+00   -1.32421538E-01   1.16657101E-01   8.75737476E+00   -1.43683219E+00   2.46241748E-01   1.20477483E-01   1.68076730E+00   1.65754925E+06   7.47379971E+00   1.67882288E+00   1.69865088E+06   7.56358767E+00 
0 140 1.21743182E-09   1.40703705E-07   2.46634180E-08   1.30678286E-08   4.32581881E-09   2.73624540E-10   1.91469468E-07   9.01787663E+00   -1.26030648E+00   -1.47279486E-01   1.16533145E-01   8.73948479E+00   -1.44435060E+00   2.41922781E-01   1.20911889E-01   1.68134487E+00   1.64258338E+06   7.44110584E+00   1.67963505E+00   1.68279888E+06   7.52895832E+00 
0 150 1.16658772E-09   1.31394245E-07   2.31527970E-08   1.21559385E-08   3.76034048E-09   2.62371569E-10   1.76946870E-07   9.03903580E+00   -1.24809718E+00   -1.61323652E-01   1.16351083E-01   8.72478867E+00   -1.45292139E+00   2.34822705E-01   1.21289998E-01   1.68175638E+00   1.63062062E+06   7.41497278E+00   1.68030453E+00   1.66841112E+06   7.49752760E+00 
0 160 1.18074017E-09   1.22729418E-07   2.20236203E-08   1.09146869E-08   3.51261442E-09   2.53535637E-10   1.63491862E-07   9.05943584E+00   -1.23659301E+00   -1.69729754E-01   1.16173796E-01   8.71574306E+00   -1.46307862E+00   2.26799235E-01   1.21573657E-01   1.68205798E+00   1.62089875E+06   7.39373493E+00   1.68086123E+00   1.65523288E+06   7.46873951E+00 
