RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.50943034E-08   1.40482348E-06   1.23766824E-07   2.94671395E-07   1.61923012E-07   1.00222309E-07   7.85866796E-05   9.95655155E+00   -8.71001482E-01   -1.32318586E-04   1.05138041E-01   9.94876003E+00   -8.70474756E-01   -2.67437892E-03   1.05219364E-01   1.68639958E+00   2.15248475E+06   9.70034790E+00   1.68636835E+00   2.15434275E+06   9.71900082E+00 
0 10 6.40871844E-09   1.02685476E-06   9.20773573E-08   9.55421839E-08   3.60441739E-08   1.13435683E-09   6.49064020E-07   9.78035259E+00   -8.63667130E-01   -1.03048692E-02   1.06968813E-01   9.73720455E+00   -8.51850748E-01   8.96248501E-03   1.07472032E-01   1.68266559E+00   2.10335750E+06   9.20714760E+00   1.68230581E+00   2.10123200E+06   9.18580914E+00 
0 20 5.67728398E-09   6.29533417E-07   6.31459471E-08   5.39051292E-08   2.57406114E-08   9.49555656E-10   5.75509318E-07   9.62877655E+00   -8.70008349E-01   -1.10379132E-02   1.08616106E-01   9.61955929E+00   -8.47036839E-01   2.15897001E-02   1.08807802E-01   1.67583466E+00   2.06830438E+06   8.87418079E+00   1.67636156E+00   2.06341950E+06   8.85573483E+00 
0 30 4.69453632E-09   4.70438010E-07   5.49323467E-08   4.60097489E-08   1.93559213E-08   8.19836699E-10   5.17155911E-07   9.52117157E+00   -8.76248837E-01   -1.09437201E-02   1.09884925E-01   9.56400299E+00   -8.40892136E-01   1.69233587E-02   1.09520964E-01   1.68041110E+00   2.01867862E+06   8.68679047E+00   1.68061054E+00   2.01598012E+06   8.67660046E+00 
0 40 3.97919342E-09   3.97341267E-07   5.03644237E-08   3.98687554E-08   1.61109099E-08   7.19548698E-10   4.69454108E-07   9.45185947E+00   -8.61503065E-01   -2.59985942E-02   1.10774197E-01   9.52342701E+00   -8.26344490E-01   2.07388550E-02   1.10115752E-01   1.68257046E+00   1.98430262E+06   8.55698299E+00   1.68267012E+00   1.98231300E+06   8.54947090E+00 
0 50 3.55130259E-09   3.27994059E-07   4.32004086E-08   3.41225714E-08   1.38081235E-08   6.37016662E-10   4.28436834E-07   9.40894604E+00   -8.31701934E-01   -3.86966206E-02   1.11366890E-01   9.47529316E+00   -8.11305046E-01   2.48517469E-02   1.10807404E-01   1.68389142E+00   1.95033362E+06   8.42871380E+00   1.68394709E+00   1.94821425E+06   8.42071056E+00 
0 60 3.07675374E-09   2.75740803E-07   3.56069378E-08   2.91831963E-08   1.16017818E-08   5.66830638E-10   3.92642789E-07   9.37570763E+00   -8.05324674E-01   -4.57828529E-02   1.11840598E-01   9.41658688E+00   -7.99262047E-01   2.15619337E-02   1.11608483E-01   1.68441200E+00   1.91194538E+06   8.28375626E+00   1.68440890E+00   1.90876750E+06   8.27175713E+00 
0 70 2.51349896E-09   2.49514585E-07   3.00144727E-08   2.52876742E-08   9.51442658E-09   5.07374753E-10   3.61154889E-07   9.34127998E+00   -7.91532576E-01   -5.20442538E-02   1.12312049E-01   9.35297585E+00   -7.89377034E-01   4.34009591E-03   1.12458296E-01   1.68385088E+00   1.87173225E+06   8.13190842E+00   1.68369377E+00   1.86647325E+06   8.11205006E+00 
0 80 2.17343010E-09   2.30315578E-07   2.66271609E-08   2.18257643E-08   8.09012768E-09   4.57336419E-10   3.32889670E-07   9.30281448E+00   -7.86994696E-01   -6.08868748E-02   1.12849869E-01   9.29321003E+00   -7.80040741E-01   -1.57246012E-02   1.13257632E-01   1.68230367E+00   1.83416462E+06   7.99005032E+00   1.68187284E+00   1.82660450E+06   7.96150255E+00 
0 90 2.05735096E-09   2.13642082E-07   2.51659014E-08   1.85025595E-08   7.38765227E-09   4.15529833E-10   3.07261189E-07   9.26294708E+00   -7.83721328E-01   -6.94346875E-02   1.13421880E-01   9.24595737E+00   -7.69193053E-01   -2.63552573E-02   1.13902204E-01   1.68020928E+00   1.80220100E+06   7.86935282E+00   1.67948270E+00   1.79310625E+06   7.83501053E+00 
0 100 1.87051619E-09   1.98565587E-07   2.46232030E-08   1.57571094E-08   6.65364830E-09   3.80737275E-10   2.83846504E-07   9.22661877E+00   -7.74360776E-01   -7.77669251E-02   1.13955408E-01   9.21736908E+00   -7.53525138E-01   -2.40482967E-02   1.14318721E-01   1.67799902E+00   1.77642112E+06   7.77200603E+00   1.67708361E+00   1.76708325E+06   7.73674536E+00 
0 110 1.61375879E-09   1.84830455E-07   2.38507010E-08   1.39325929E-08   5.84989701E-09   3.51831342E-10   2.62264848E-07   9.19986629E+00   -7.58611202E-01   -8.16074759E-02   1.14363424E-01   9.20682335E+00   -7.36351728E-01   -1.54391052E-02   1.14512511E-01   1.67591310E+00   1.75595688E+06   7.69473124E+00   1.67608023E+00   1.74381212E+06   7.66224480E+00 
0 120 1.41705547E-09   1.72194319E-07   2.23322587E-08   1.26809603E-08   5.32247801E-09   3.27822713E-10   2.42270431E-07   9.18650532E+00   -7.40902543E-01   -8.22746307E-02   1.14591621E-01   9.20869637E+00   -7.22935796E-01   -9.57972556E-03   1.14547521E-01   1.67693520E+00   1.73080500E+06   7.63382959E+00   1.67772603E+00   1.71799125E+06   7.60583782E+00 
