RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.50899904E-08   1.40786585E-06   1.15021868E-08   2.94639847E-07   1.61907295E-07   1.00168805E-07   7.85446246E-05   9.99397659E+00   3.56921628E-05   -1.18931604E-03   1.05144419E-01   9.98171806E+00   -2.84042355E-04   -4.13060095E-03   1.05272599E-01   1.68638647E+00   2.15335625E+06   9.70909691E+00   1.68634105E+00   2.15556050E+06   9.73122501E+00 
0 10 6.19656149E-09   1.02906290E-06   1.95881285E-08   9.49558014E-08   3.56237173E-08   1.13422671E-09   6.49015647E-07   9.80855656E+00   -5.95172914E-03   -1.93591360E-02   1.07076436E-01   9.74272919E+00   1.45501713E-03   -1.06824394E-02   1.07817814E-01   1.68361199E+00   2.10949250E+06   9.26873779E+00   1.68357563E+00   2.10923875E+06   9.26619244E+00 
0 20 5.41801048E-09   6.30481054E-07   3.06735330E-08   5.26544461E-08   2.51570640E-08   9.49483825E-10   5.75422064E-07   9.64605427E+00   -1.11320354E-02   -2.88902856E-02   1.08855762E-01   9.61076927E+00   8.39418173E-03   -1.03122732E-02   1.09323405E-01   1.67721307E+00   2.07766138E+06   8.94917870E+00   1.67746663E+00   2.07864738E+06   8.95907593E+00 
0 30 4.53290294E-09   4.71227764E-07   3.63022039E-08   4.45160566E-08   1.90149887E-08   8.19772528E-10   5.17057799E-07   9.53135586E+00   -8.60695262E-03   -3.96139510E-02   1.10217355E-01   9.54896545E+00   2.74472013E-02   -9.61728673E-03   1.10109471E-01   1.67894089E+00   2.03678812E+06   8.75517273E+00   1.67845905E+00   2.04217600E+06   8.77551842E+00 
0 40 3.89055943E-09   3.98125451E-07   3.65908264E-08   3.92010762E-08   1.59197118E-08   7.19481863E-10   4.69335475E-07   9.46001434E+00   8.06860533E-03   -6.35947138E-02   1.11132950E-01   9.50392818E+00   4.72893342E-02   -9.72732250E-03   1.10742234E-01   1.68164337E+00   2.00070412E+06   8.61891651E+00   1.68139338E+00   2.00463238E+06   8.63375092E+00 
0 50 3.50218898E-09   3.28511334E-07   3.25506768E-08   3.41460904E-08   1.36697631E-08   6.36944386E-10   4.28308539E-07   9.41509247E+00   3.53992395E-02   -7.74417520E-02   1.11743167E-01   9.44680023E+00   5.61100505E-02   -1.37468483E-02   1.11533016E-01   1.68335748E+00   1.96665650E+06   8.49034977E+00   1.68336475E+00   1.96646912E+06   8.48964310E+00 
0 60 3.05352188E-09   2.76318190E-07   2.65427005E-08   2.95824929E-08   1.15176721E-08   5.66836245E-10   3.92535412E-07   9.37041092E+00   5.87747842E-02   -9.06463489E-02   1.12347677E-01   9.37838078E+00   6.00944757E-02   -2.31626648E-02   1.12462804E-01   1.68430769E+00   1.92903088E+06   8.34827328E+00   1.68435872E+00   1.92411250E+06   8.32970047E+00 
0 70 2.50455190E-09   2.50205488E-07   2.11433626E-08   2.56379309E-08   9.46826617E-09   5.07484721E-10   3.61068260E-07   9.32566833E+00   7.01855943E-02   -1.12633079E-01   1.12975053E-01   9.30323315E+00   6.86054826E-02   -4.85299081E-02   1.13470815E-01   1.68422878E+00   1.88889338E+06   8.19671059E+00   1.68405485E+00   1.87983025E+06   8.16248703E+00 
0 80 2.19641838E-09   2.31121064E-07   1.82671709E-08   2.21122765E-08   8.15338019E-09   4.57525129E-10   3.32792752E-07   9.27665710E+00   7.31636658E-02   -1.44217685E-01   1.13708414E-01   9.23405838E+00   8.22657868E-02   -7.47154951E-02   1.14405900E-01   1.68309927E+00   1.85053338E+06   8.05185986E+00   1.68254435E+00   1.83872888E+06   8.00728512E+00 
0 90 2.11244333E-09   2.14532150E-07   1.79116704E-08   1.88734166E-08   7.58131868E-09   4.15847634E-10   3.07166800E-07   9.22590828E+00   7.52135664E-02   -1.72756344E-01   1.14482410E-01   9.18103313E+00   9.74006206E-02   -8.97690058E-02   1.15138501E-01   1.68131602E+00   1.81772738E+06   7.92798138E+00   1.68041289E+00   1.80488812E+06   7.87949944E+00 
