RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.09061442E-08   1.32769753E-06   3.92843731E-08   2.65799798E-07   1.47549841E-07   1.03569285E-07   8.09490521E-05   9.93655968E+00   1.93486526E-03   9.94587317E-03   1.05753563E-01   9.91915703E+00   -1.47181109E-03   -9.03647207E-03   1.05937786E-01   1.68642402E+00   2.14846225E+06   9.65996361E+00   1.68642271E+00   2.14787700E+06   9.65408993E+00 
0 10 2.08214175E-08   9.96178073E-07   8.58466436E-08   1.32552103E-07   7.67455433E-08   1.05456377E-09   5.87725026E-07   9.42996883E+00   -5.48746251E-03   4.69451472E-02   1.11595057E-01   9.43046188E+00   -2.24574599E-02   -1.25439912E-01   1.11492559E-01   1.67569029E+00   2.07200625E+06   8.89240551E+00   1.67567515E+00   2.06975225E+06   8.87964821E+00 
0 20 1.10694778E-08   6.50732034E-07   1.23156283E-07   1.20900296E-07   3.89674391E-08   9.08822184E-10   5.50070069E-07   9.37207699E+00   -1.39068533E-02   1.70509413E-01   1.12693623E-01   9.51791763E+00   -3.55858877E-02   -2.20328584E-01   1.10904641E-01   1.68087661E+00   2.01226788E+06   8.66258240E+00   1.68142903E+00   2.00408312E+06   8.63167572E+00 
0 30 8.99668251E-09   4.87973011E-07   1.07153831E-07   8.87814977E-08   3.32673409E-08   7.97667654E-10   4.97724670E-07   9.29891109E+00   2.67286412E-03   3.60477000E-01   1.14026941E-01   9.56067944E+00   -3.16905305E-02   -1.77636325E-01   1.10866539E-01   1.68341184E+00   1.96522512E+06   8.48494530E+00   1.68363428E+00   1.95890712E+06   8.46108818E+00 
0 40 7.75707854E-09   4.16226754E-07   7.62652306E-08   7.51255129E-08   2.83351937E-08   6.91271818E-10   4.42972890E-07   9.09808636E+00   -2.84952857E-02   4.68317747E-01   1.17047653E-01   9.43266773E+00   -5.38225006E-03   -1.34842485E-01   1.12678856E-01   1.68422413E+00   1.88860400E+06   8.19561768E+00   1.68422174E+00   1.88845988E+06   8.19507313E+00 
0 50 6.11338091E-09   3.66625898E-07   6.50840519E-08   7.65536825E-08   2.07501678E-08   6.20174412E-10   4.07903684E-07   8.97817326E+00   -9.10252258E-02   5.02908349E-01   1.19187869E-01   9.28930378E+00   -6.89416751E-03   -2.17071235E-01   1.14601120E-01   1.68136883E+00   1.81853288E+06   7.93102312E+00   1.68134224E+00   1.81812788E+06   7.92949390E+00 
0 60 5.97155037E-09   3.11629805E-07   6.58855868E-08   6.02831634E-08   1.96765377E-08   5.65152147E-10   3.80454878E-07   9.00432777E+00   -1.09041691E-01   5.33955097E-01   1.19400017E-01   9.25455189E+00   -1.32434787E-02   -2.95813262E-01   1.15117118E-01   1.67802310E+00   1.77667538E+06   7.77296591E+00   1.67733312E+00   1.76956738E+06   7.74612522E+00 
0 70 4.35742864E-09   2.76386459E-07   6.65380142E-08   5.13111296E-08   1.44397134E-08   5.17022147E-10   3.54740990E-07   9.07758427E+00   -1.03904895E-01   5.61706126E-01   1.18930534E-01   9.28251934E+00   3.79233365E-03   -3.09657663E-01   1.14787787E-01   1.67566216E+00   1.75367275E+06   7.68610620E+00   1.67653716E+00   1.73696150E+06   7.64727879E+00 
0 80 3.47756646E-09   2.55007933E-07   5.99735799E-08   4.91520211E-08   1.20763337E-08   4.68657002E-10   3.27133506E-07   9.13969612E+00   -1.03428200E-01   5.53338289E-01   1.18554816E-01   9.31551838E+00   1.23496791E-02   -3.11284959E-01   1.14345722E-01   1.67708528E+00   1.72843612E+06   7.62865496E+00   1.67789185E+00   1.71519462E+06   7.59972811E+00 
0 90 2.98650282E-09   2.38723572E-07   5.29938902E-08   4.61684095E-08   1.01806181E-08   4.29580288E-10   3.03301306E-07   9.20664024E+00   -1.04821615E-01   5.08060396E-01   1.18060835E-01   9.33641338E+00   4.37480258E-03   -3.30581069E-01   1.14014275E-01   1.67815399E+00   1.71068638E+06   7.58987999E+00   1.67864728E+00   1.70188938E+06   7.57066250E+00 
