RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.01109144E-08   2.30146793E-06   8.24173753E-07   4.07678385E-07   2.54125410E-07   1.19873405E-07   9.41284088E-05   9.30311012E+00   -3.23507953E+00   -1.48304375E-02   1.06688395E-01   9.30404854E+00   -3.21967149E+00   -5.12350234E-04   1.06731124E-01   1.68637109E+00   2.14339600E+06   9.60910416E+00   1.68636954E+00   2.14331575E+06   9.60829639E+00 
0 10 8.71406343E-08   1.55038538E-06   8.10475512E-07   6.72437523E-07   2.88342420E-07   1.24394373E-09   1.02863191E-06   8.87926865E+00   -3.18745661E+00   -1.80269152E-01   1.11506760E-01   8.97879982E+00   -3.20721292E+00   -1.05553240E-01   1.10216267E-01   1.67609131E+00   2.06594412E+06   8.86526871E+00   1.67584264E+00   2.06823162E+06   8.87390614E+00 
0 20 4.76433222E-08   1.11546763E-06   6.23213737E-07   4.48206862E-07   1.78857277E-07   1.28478594E-09   1.07775838E-06   9.31350708E+00   -3.48174524E+00   -3.26769859E-01   1.06155552E-01   9.25240135E+00   -3.31032944E+00   -2.04712614E-01   1.07324459E-01   1.67848539E+00   2.04188725E+06   8.77442741E+00   1.67839968E+00   2.04282512E+06   8.77796936E+00 
0 30 3.96346032E-08   9.27846258E-07   4.91991045E-07   3.77118539E-07   1.25012434E-07   1.01585063E-09   9.77886430E-07   9.09455872E+00   -3.36483312E+00   -3.90007019E-01   1.09031662E-01   9.09372711E+00   -3.29316092E+00   -2.69998968E-01   1.09295167E-01   1.68408215E+00   1.94247138E+06   8.39902496E+00   1.68400085E+00   1.94604150E+06   8.41250610E+00 
0 40 2.68214322E-08   8.07401022E-07   4.37389787E-07   3.78888387E-07   8.61931539E-08   8.73092765E-10   8.27803831E-07   9.05654812E+00   -3.28975248E+00   -4.26249534E-01   1.09926440E-01   9.03050232E+00   -3.20096827E+00   -2.26757064E-01   1.10556193E-01   1.68419838E+00   1.88706688E+06   8.18981266E+00   1.68426991E+00   1.89161888E+06   8.20700169E+00 
0 50 1.86324698E-08   7.20643015E-07   3.74877629E-07   3.18270224E-07   5.78998183E-08   8.06574474E-10   6.97489952E-07   9.05641460E+00   -3.27477193E+00   -4.50244725E-01   1.10237546E-01   8.99638367E+00   -3.16435719E+00   -2.27912143E-01   1.11326404E-01   1.68304300E+00   1.84923450E+06   8.04695511E+00   1.68331647E+00   1.85582800E+06   8.07185268E+00 
0 60 1.63529563E-08   6.24528695E-07   3.21139055E-07   2.68687018E-07   4.71343000E-08   7.60319030E-10   6.08848666E-07   8.94046211E+00   -3.20117474E+00   -4.80705589E-01   1.11949168E-01   8.90687370E+00   -3.11547136E+00   -2.49457031E-01   1.12677865E-01   1.68120384E+00   1.81603900E+06   7.92160606E+00   1.68163121E+00   1.82264362E+06   7.94654560E+00 
0 70 1.18674617E-08   5.30954821E-07   2.77343048E-07   2.41212575E-07   3.44865896E-08   7.25734639E-10   5.34572564E-07   8.88156986E+00   -3.17543435E+00   -4.78301704E-01   1.12876751E-01   8.84694195E+00   -3.09222960E+00   -2.44558513E-01   1.13586150E-01   1.67988193E+00   1.79801325E+06   7.85353947E+00   1.68031490E+00   1.80358662E+06   7.87458515E+00 
0 80 8.93033114E-09   4.76983359E-07   2.47299283E-07   2.20033783E-07   2.54078252E-08   6.92112145E-10   4.70341121E-07   8.82793140E+00   -3.17920256E+00   -4.72030044E-01   1.13597147E-01   8.79777622E+00   -3.10140181E+00   -2.46611580E-01   1.14212453E-01   1.67906868E+00   1.78822475E+06   7.81657696E+00   1.67946815E+00   1.79293188E+06   7.83435154E+00 
0 90 7.64099628E-09   4.30303572E-07   2.22546731E-07   2.00234112E-07   2.10039772E-08   6.63467836E-10   4.17172203E-07   8.76855946E+00   -3.16669488E+00   -4.76252854E-01   1.14408523E-01   8.75543213E+00   -3.10007262E+00   -2.51104027E-01   1.14767626E-01   1.67812645E+00   1.77777288E+06   7.77711010E+00   1.67861760E+00   1.78311462E+06   7.79728127E+00 
0 100 6.57952004E-09   3.87100300E-07   1.92537343E-07   1.80660763E-07   1.83093931E-08   6.35659858E-10   3.74963321E-07   8.72002029E+00   -3.16104960E+00   -4.85045224E-01   1.15043923E-01   8.71310425E+00   -3.09257913E+00   -2.56568104E-01   1.15330070E-01   1.67707253E+00   1.76697425E+06   7.73633385E+00   1.67765021E+00   1.77278912E+06   7.75829124E+00 
0 110 5.62467095E-09   3.49097604E-07   1.64826858E-07   1.61560976E-07   1.56695013E-08   6.05462402E-10   3.41362721E-07   8.68187904E+00   -3.15479732E+00   -4.93389636E-01   1.15543745E-01   8.67564678E+00   -3.08513188E+00   -2.58494079E-01   1.15821891E-01   1.67607534E+00   1.75745050E+06   7.70037127E+00   1.67664802E+00   1.76284550E+06   7.72074318E+00 
0 120 4.88178520E-09   3.14682524E-07   1.44809036E-07   1.43275287E-07   1.31019045E-08   5.75369363E-10   3.14201600E-07   8.65828705E+00   -3.14604282E+00   -4.94833618E-01   1.15878277E-01   8.64789772E+00   -3.07657647E+00   -2.54101694E-01   1.16197392E-01   1.67577732E+00   1.74823825E+06   7.67191362E+00   1.67582035E+00   1.75510838E+06   7.69152689E+00 
0 130 4.29565672E-09   2.84177474E-07   1.28697238E-07   1.23828684E-07   1.13345058E-08   5.45438361E-10   2.91371435E-07   8.63912296E+00   -3.13932061E+00   -4.87342060E-01   1.16156027E-01   8.62763691E+00   -3.07007623E+00   -2.45814785E-01   1.16473541E-01   1.67652905E+00   1.73708512E+06   7.64754915E+00   1.67583966E+00   1.74733438E+06   7.66993904E+00 
0 140 3.82585030E-09   2.56709114E-07   1.15052181E-07   1.06252003E-07   1.03204529E-08   5.15554766E-10   2.71197962E-07   8.61904716E+00   -3.13475728E+00   -4.75002289E-01   1.16441049E-01   8.61128044E+00   -3.06394386E+00   -2.36398593E-01   1.16702661E-01   1.67720449E+00   1.72653400E+06   7.62449980E+00   1.67640054E+00   1.73903362E+06   7.65180588E+00 
0 150 3.43720630E-09   2.32644197E-07   1.03066093E-07   9.15428870E-08   9.53125401E-09   4.87648089E-10   2.52643218E-07   8.59971428E+00   -3.13096237E+00   -4.64123577E-01   1.16715051E-01   8.59623051E+00   -3.05796933E+00   -2.28772804E-01   1.16916820E-01   1.67776537E+00   1.71733150E+06   7.60439634E+00   1.67688704E+00   1.73156000E+06   7.63547897E+00 
0 160 2.97954772E-09   2.12054928E-07   9.27127957E-08   8.05906097E-08   8.11799783E-09   4.63611677E-10   2.35264494E-07   8.58209991E+00   -3.12669373E+00   -4.59360540E-01   1.16966292E-01   8.58259964E+00   -3.05324864E+00   -2.24990770E-01   1.17108770E-01   1.67820764E+00   1.70974925E+06   7.58783245E+00   1.67730141E+00   1.72497425E+06   7.62109232E+00 
0 170 2.56553845E-09   1.94750669E-07   8.38364969E-08   7.28579792E-08   6.76688972E-09   4.44144804E-10   2.19254773E-07   8.56634235E+00   -3.12336135E+00   -4.59728420E-01   1.17185339E-01   8.57074070E+00   -3.04964018E+00   -2.24563301E-01   1.17273323E-01   1.67856383E+00   1.70340750E+06   7.57397890E+00   1.67764854E+00   1.71928425E+06   7.60866213E+00 
0 180 2.32438424E-09   1.80185509E-07   7.66836266E-08   6.63634978E-08   6.15803541E-09   4.28286906E-10   2.04497937E-07   8.55114174E+00   -3.12192369E+00   -4.61567730E-01   1.17384985E-01   8.56112289E+00   -3.04643321E+00   -2.24259675E-01   1.17407501E-01   1.67888725E+00   1.69744662E+06   7.56095695E+00   1.67793918E+00   1.71438800E+06   7.59796619E+00 
0 190 2.14062190E-09   1.67828404E-07   7.09058483E-08   5.98335177E-08   5.71784620E-09   4.14947438E-10   1.90712299E-07   8.53597260E+00   -3.12195325E+00   -4.62934822E-01   1.17575355E-01   8.55381775E+00   -3.04317951E+00   -2.21467182E-01   1.17513537E-01   1.67920423E+00   1.69139725E+06   7.54774189E+00   1.67819011E+00   1.71005662E+06   7.58850384E+00 
0 200 1.93974370E-09   1.57170206E-07   6.58555592E-08   5.32065343E-08   5.14232745E-09   4.03079625E-10   1.77775235E-07   8.52168465E+00   -3.12270999E+00   -4.63120639E-01   1.17751226E-01   8.54802227E+00   -3.03981256E+00   -2.16410354E-01   1.17602639E-01   1.67950392E+00   1.68546538E+06   7.53478336E+00   1.67841935E+00   1.70600762E+06   7.57965899E+00 
0 210 1.76054227E-09   1.47727363E-07   6.13892013E-08   4.67778349E-08   4.67067540E-09   3.91928823E-10   1.65626943E-07   8.50896931E+00   -3.12404561E+00   -4.62001801E-01   1.17905997E-01   8.54279041E+00   -3.03670931E+00   -2.11032271E-01   1.17685057E-01   1.67976916E+00   1.68002575E+06   7.52290058E+00   1.67863560E+00   1.70210375E+06   7.57113075E+00 
0 220 1.60823455E-09   1.39304021E-07   5.75225556E-08   4.08620693E-08   4.32720659E-09   3.81025600E-10   1.54115028E-07   8.49778557E+00   -3.12610269E+00   -4.60028529E-01   1.18039690E-01   8.53786278E+00   -3.03406525E+00   -2.07117453E-01   1.17762834E-01   1.67999303E+00   1.67527938E+06   7.51253176E+00   1.67883360E+00   1.69845125E+06   7.56315184E+00 
0 230 1.45818668E-09   1.31677240E-07   5.40894902E-08   3.60023265E-08   3.98116562E-09   3.70151410E-10   1.43121369E-07   8.48786545E+00   -3.12888622E+00   -4.58030850E-01   1.18154988E-01   8.53332138E+00   -3.03178406E+00   -2.05343753E-01   1.17834613E-01   1.68017697E+00   1.67126362E+06   7.50375938E+00   1.67900610E+00   1.69520350E+06   7.55605698E+00 
0 240 1.34520162E-09   1.24677896E-07   5.09294793E-08   3.20496305E-08   3.76297171E-09   3.59259567E-10   1.32656865E-07   8.47936821E+00   -3.13221145E+00   -4.56576467E-01   1.18250340E-01   8.52913570E+00   -3.02989912E+00   -2.05079049E-01   1.17899947E-01   1.68032086E+00   1.66804425E+06   7.49672651E+00   1.67915344E+00   1.69238088E+06   7.54989100E+00 
0 250 1.31112499E-09   1.18213343E-07   4.80818407E-08   2.88857915E-08   3.81163279E-09   3.48470364E-10   1.22769890E-07   8.47279072E+00   -3.13593078E+00   -4.55691129E-01   1.18320361E-01   8.52515030E+00   -3.02851701E+00   -2.05094680E-01   1.17960148E-01   1.68042171E+00   1.66574075E+06   7.49169445E+00   1.67928052E+00   1.68990638E+06   7.54448509E+00 
0 260 1.29044520E-09   1.12287545E-07   4.56506974E-08   2.62186326E-08   3.84981202E-09   3.37991940E-10   1.13444443E-07   8.46850204E+00   -3.13992620E+00   -4.55134809E-01   1.18361153E-01   8.52127934E+00   -3.02748919E+00   -2.04506874E-01   1.18017197E-01   1.68048012E+00   1.66439238E+06   7.48874855E+00   1.67939353E+00   1.68767438E+06   7.53960943E+00 
0 270 1.22068800E-09   1.06907095E-07   4.35635883E-08   2.38780000E-08   3.64881902E-09   3.28143485E-10   1.04781812E-07   8.46652794E+00   -3.14404488E+00   -4.54665750E-01   1.18373245E-01   8.51750088E+00   -3.02641129E+00   -2.03148007E-01   1.18073523E-01   1.68050075E+00   1.66391088E+06   7.48769712E+00   1.67949843E+00   1.68557462E+06   7.53502226E+00 
0 280 1.12252674E-09   1.02043323E-07   4.16660768E-08   2.17763443E-08   3.31484951E-09   3.19204163E-10   9.69158478E-08   8.46678925E+00   -3.14798307E+00   -4.53944087E-01   1.18359141E-01   8.51380634E+00   -3.02494502E+00   -2.01414227E-01   1.18130967E-01   1.68048966E+00   1.66416950E+06   7.48826170E+00   1.67959976E+00   1.68352175E+06   7.53053761E+00 
0 290 1.05044062E-09   9.76187238E-08   3.98569711E-08   1.99227763E-08   3.06340442E-09   3.11215970E-10   8.97249848E-08   8.46931839E+00   -3.15127492E+00   -4.52489436E-01   1.18320845E-01   8.51016140E+00   -3.02307796E+00   -1.99772209E-01   1.18190065E-01   1.68045044E+00   1.66507975E+06   7.49025011E+00   1.67969966E+00   1.68146762E+06   7.52605057E+00 
0 300 1.02464870E-09   9.35627043E-08   3.81617866E-08   1.83334219E-08   2.93950020E-09   3.04101244E-10   8.30259665E-08   8.47421074E+00   -3.15341401E+00   -4.49938178E-01   1.18259832E-01   8.50650883E+00   -3.02102280E+00   -1.98408395E-01   1.18250541E-01   1.68038404E+00   1.66660575E+06   7.49358368E+00   1.67979836E+00   1.67941288E+06   7.52156162E+00 
0 310 1.02148212E-09   8.98548578E-08   3.66242396E-08   1.69797936E-08   2.82401147E-09   2.97786434E-10   7.67651329E-08   8.48153305E+00   -3.15409493E+00   -4.46330875E-01   1.18176907E-01   8.50291729E+00   -3.01901460E+00   -1.97248369E-01   1.18310481E-01   1.68028986E+00   1.66874175E+06   7.49825001E+00   1.67989242E+00   1.67742975E+06   7.51722956E+00 
