RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.26417255E-08   2.49794607E-06   2.55149700E-07   4.00931697E-07   2.63180226E-07   1.17863841E-07   9.25193381E-05   9.86807919E+00   -2.82582548E-02   2.14018952E-02   1.06493346E-01   9.82562160E+00   -1.10796439E-02   3.28044370E-02   1.06944494E-01   1.68636680E+00   2.14318250E+06   9.60695934E+00   1.68633616E+00   2.14184400E+06   9.59352303E+00 
0 10 9.27805388E-08   1.67620067E-06   6.84532097E-07   7.14705664E-07   3.05678668E-07   1.22813737E-09   1.05108779E-06   9.64258671E+00   -8.74538347E-02   8.27248171E-02   1.09142266E-01   9.64984894E+00   -1.02749251E-01   9.39319655E-02   1.08981103E-01   1.67636204E+00   2.06341575E+06   8.85572147E+00   1.67653239E+00   2.06180212E+06   8.84962749E+00 
0 20 5.05063440E-08   1.20965603E-06   5.61305797E-07   4.65663049E-07   1.89455037E-07   1.24750932E-09   1.11404051E-06   1.01023388E+01   -1.51494145E-01   2.00512081E-01   1.04424737E-01   1.02166166E+01   -1.29894778E-01   2.45044127E-01   1.03290230E-01   1.67883170E+00   2.03802862E+06   8.75985718E+00   1.67918813E+00   2.03392975E+06   8.74438000E+00 
0 30 4.30147438E-08   1.01786486E-06   4.27897163E-07   4.03393415E-07   1.36056755E-07   9.81279169E-10   1.01148396E-06   9.98705387E+00   -8.43442976E-02   2.46578351E-01   1.05891496E-01   1.01311340E+01   -1.17665544E-01   2.76949972E-01   1.04390852E-01   1.68425703E+00   1.93281225E+06   8.36255169E+00   1.68427825E+00   1.93132300E+06   8.35692787E+00 
0 40 2.82051840E-08   9.06040782E-07   3.81765290E-07   4.01558992E-07   9.08769593E-08   8.65015004E-10   8.62734794E-07   1.00516500E+01   -5.06579056E-02   2.60499477E-01   1.05439514E-01   1.01377840E+01   -7.73303881E-02   2.74247944E-01   1.04539149E-01   1.68395734E+00   1.87573225E+06   8.14701271E+00   1.68400061E+00   1.87749000E+06   8.15365028E+00 
0 50 1.97996783E-08   8.06128355E-07   3.30847342E-07   3.38323588E-07   6.06239610E-08   8.04860789E-10   7.26894996E-07   1.00636129E+01   2.29652878E-03   2.04485208E-01   1.05542786E-01   1.01471815E+01   -1.64802279E-02   2.21520260E-01   1.04644656E-01   1.68225169E+00   1.83321475E+06   7.98646355E+00   1.68246388E+00   1.83717275E+06   8.00140953E+00 
0 60 1.70137575E-08   6.94534378E-07   2.91603499E-07   2.88809360E-07   4.92184462E-08   7.61660290E-10   6.30601335E-07   9.99243355E+00   5.52419424E-02   1.66389182E-01   1.06411733E-01   1.00434170E+01   1.21250087E-02   2.08447263E-01   1.05800524E-01   1.67983091E+00   1.79737462E+06   7.85112810E+00   1.68030739E+00   1.80348662E+06   7.87420750E+00 
0 70 1.26411113E-08   5.91231696E-07   2.59372513E-07   2.61263750E-07   3.62814596E-08   7.29533323E-10   5.51966082E-07   9.94735050E+00   7.20686093E-02   1.77341551E-01   1.06915504E-01   9.98528385E+00   3.89064848E-02   2.30512321E-01   1.06404558E-01   1.67810452E+00   1.77753888E+06   7.77622652E+00   1.67884135E+00   1.78562275E+06   7.80675220E+00 
0 80 9.64007985E-09   5.31998921E-07   2.36187304E-07   2.38810514E-07   2.74751581E-08   7.01697422E-10   4.83118242E-07   9.90783596E+00   7.15574473E-02   2.05137178E-01   1.07287847E-01   9.95399761E+00   4.44762520E-02   2.53782630E-01   1.06674194E-01   1.67670405E+00   1.76338362E+06   7.72277546E+00   1.67781043E+00   1.77444588E+06   7.76454735E+00 
0 90 8.27235436E-09   4.85658688E-07   2.12104197E-07   2.18474156E-07   2.37453666E-08   6.75155098E-10   4.24535273E-07   9.84833717E+00   6.17892742E-02   2.17101097E-01   1.07860528E-01   9.91588306E+00   3.73372063E-02   2.58940160E-01   1.07012354E-01   1.67621481E+00   1.74181738E+06   7.65788698E+00   1.67666996E+00   1.76305575E+06   7.72153711E+00 
0 100 7.11394899E-09   4.42011896E-07   1.76825083E-07   2.00279700E-07   2.09596873E-08   6.46881049E-10   3.77253002E-07   9.78945160E+00   5.57304062E-02   2.18062669E-01   1.08446553E-01   9.89145374E+00   3.90611924E-02   2.49505043E-01   1.07228555E-01   1.67823756E+00   1.70922525E+06   7.58668804E+00   1.67550325E+00   1.75216800E+06   7.68049812E+00 
0 110 5.98603123E-09   4.00940422E-07   1.46742835E-07   1.80870558E-07   1.68851955E-08   6.18165852E-10   3.40929063E-07   9.72973347E+00   5.71827218E-02   2.03448460E-01   1.09073684E-01   9.87542534E+00   4.10216413E-02   2.37090990E-01   1.07375257E-01   1.67993712E+00   1.67647675E+06   7.51514769E+00   1.67652071E+00   1.73721175E+06   7.64782572E+00 
0 120 5.36209521E-09   3.65173236E-07   1.27141433E-07   1.59321232E-07   1.41795091E-08   5.89849780E-10   3.12818145E-07   9.67471695E+00   6.49433583E-02   1.85629874E-01   1.09668620E-01   9.86285877E+00   4.05048616E-02   2.32678220E-01   1.07497200E-01   1.68117166E+00   1.64726550E+06   7.45133448E+00   1.67726898E+00   1.72549700E+06   7.62223434E+00 
0 130 4.93209873E-09   3.36574004E-07   1.12204894E-07   1.36989840E-07   1.30534605E-08   5.60876845E-10   2.89748670E-07   9.61209011E+00   7.39654526E-02   1.75530791E-01   1.10368140E-01   9.84488583E+00   3.88311706E-02   2.39122793E-01   1.07685752E-01   1.68213725E+00   1.61817438E+06   7.38778353E+00   1.67799139E+00   1.71349500E+06   7.59601545E+00 
0 140 4.29582458E-09   3.12178202E-07   9.89413991E-08   1.17182665E-07   1.16810677E-08   5.31931388E-10   2.69807458E-07   9.53164005E+00   8.06872547E-02   1.73557252E-01   1.11292586E-01   9.82195473E+00   3.70894000E-02   2.52683699E-01   1.07932717E-01   1.68291724E+00   1.58498788E+06   7.31528616E+00   1.67867184E+00   1.70143938E+06   7.56967926E+00 
0 150 3.84575616E-09   2.89529169E-07   8.69027019E-08   1.00662952E-07   1.11063487E-08   5.04527864E-10   2.51492480E-07   9.43732166E+00   8.38911384E-02   1.73330590E-01   1.12403683E-01   9.80219555E+00   3.66626941E-02   2.64851391E-01   1.08150065E-01   1.68338060E+00   1.54832500E+06   7.23519468E+00   1.67920578E+00   1.69136762E+06   7.54767752E+00 
0 160 3.47558515E-09   2.68829552E-07   7.75341960E-08   8.88600056E-08   1.00603152E-08   4.81240769E-10   2.34408674E-07   9.33714199E+00   8.62602219E-02   1.69239223E-01   1.13613047E-01   9.78849220E+00   3.84477749E-02   2.70263702E-01   1.08305462E-01   1.68342137E+00   1.51072688E+06   7.15305996E+00   1.67958236E+00   1.68387488E+06   7.53130913E+00 
0 170 3.15887183E-09   2.52211862E-07   7.00476406E-08   8.11072880E-08   8.76808492E-09   4.62714617E-10   2.18602963E-07   9.23428822E+00   8.87371674E-02   1.64617985E-01   1.14882939E-01   9.78021717E+00   4.16156650E-02   2.70669848E-01   1.08402446E-01   1.68301797E+00   1.47285800E+06   7.07033396E+00   1.67983842E+00   1.67857150E+06   7.51972342E+00 
0 180 2.97239233E-09   2.40642834E-07   6.33520685E-08   7.52227578E-08   8.01427191E-09   4.48083209E-10   2.04292832E-07   9.12613010E+00   8.97873864E-02   1.63672492E-01   1.16249405E-01   9.77457333E+00   4.46024500E-02   2.70034790E-01   1.08469836E-01   1.68211889E+00   1.43325488E+06   6.98381948E+00   1.68004549E+00   1.67414412E+06   7.51005173E+00 
