RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.22957100E-08   1.36887115E-06   3.66887072E-08   2.75218326E-07   1.52613538E-07   1.07500028E-07   8.41209330E-05   9.91454411E+00   -6.66941458E-04   1.19267004E-02   1.05988391E-01   9.93223667E+00   -7.16312730E-04   -9.88769066E-03   1.05798125E-01   1.68642306E+00   2.14798125E+06   9.65513611E+00   1.68642414E+00   2.14897950E+06   9.66515636E+00 
0 10 1.92429788E-08   1.02948366E-06   7.93699968E-08   1.22971770E-07   7.26356149E-08   1.09621046E-09   6.11294354E-07   9.34230709E+00   1.33195678E-02   1.33147955E-01   1.12572074E-01   9.38841057E+00   -1.47310644E-02   -1.04425244E-01   1.12003125E-01   1.67574227E+00   2.07219212E+06   8.89427090E+00   1.67635655E+00   2.07442738E+06   8.91671181E+00 
0 20 1.02587885E-08   6.69385770E-07   1.14235128E-07   1.07478037E-07   3.71337343E-08   9.40260869E-10   5.68565213E-07   9.33912563E+00   -5.58104133E-03   2.06990272E-01   1.13049001E-01   9.40442944E+00   -5.34184836E-03   -2.31586993E-01   1.12197019E-01   1.68152380E+00   2.00260425E+06   8.62609196E+00   1.68128371E+00   2.00630500E+06   8.64006615E+00 
0 30 8.41812398E-09   5.00822978E-07   9.91200793E-08   8.04819678E-08   3.13408002E-08   8.25920499E-10   5.15445606E-07   9.28225327E+00   -8.68593454E-02   3.19484949E-01   1.14100173E-01   9.44152164E+00   3.00070997E-02   -3.10940564E-01   1.12340063E-01   1.68377531E+00   1.95441850E+06   8.44413853E+00   1.68362713E+00   1.95912212E+06   8.46189976E+00 
0 40 7.30688088E-09   4.25671089E-07   7.20129592E-08   6.93700031E-08   2.70045852E-08   7.17890525E-10   4.60807314E-07   9.12480736E+00   -1.22326501E-01   3.28580320E-01   1.16303258E-01   9.20807362E+00   4.36397567E-02   -2.70869166E-01   1.15853250E-01   1.68418086E+00   1.88607650E+06   8.18607330E+00   1.68422282E+00   1.88851912E+06   8.19529724E+00 
0 50 5.88918780E-09   3.75236624E-07   6.02937789E-08   6.89798156E-08   2.04653805E-08   6.42696285E-10   4.23528178E-07   8.99024963E+00   -1.06677778E-01   2.58345842E-01   1.18267938E-01   9.00705528E+00   7.62319267E-02   -3.17476213E-01   1.19050510E-01   1.68129814E+00   1.81745638E+06   7.92695856E+00   1.68149304E+00   1.82045625E+06   7.93828630E+00 
0 60 5.41300915E-09   3.17643668E-07   6.13437123E-08   5.80387720E-08   1.80954043E-08   5.83567250E-10   3.93742368E-07   8.96055508E+00   -1.22461267E-01   2.07007885E-01   1.18796267E-01   9.01103020E+00   1.08942389E-01   -4.14110601E-01   1.19528852E-01   1.67736590E+00   1.76989762E+06   7.74737263E+00   1.67784214E+00   1.77477575E+06   7.76579285E+00 
0 70 4.05866096E-09   2.80086709E-07   6.12103932E-08   4.89664522E-08   1.38743932E-08   5.33511402E-10   3.67321746E-07   9.00448036E+00   -1.28619567E-01   1.94438726E-01   1.18311785E-01   9.08063126E+00   1.14689395E-01   -4.49405253E-01   1.19100884E-01   1.67649555E+00   1.73759325E+06   7.64865923E+00   1.67577755E+00   1.74823500E+06   7.67190647E+00 
0 80 3.30720251E-09   2.58204011E-07   5.59862343E-08   4.36730048E-08   1.16612489E-08   4.85142704E-10   3.40122341E-07   9.05928516E+00   -1.06396705E-01   1.72324046E-01   1.17652424E-01   9.13517189E+00   1.09580472E-01   -4.59250271E-01   1.18783802E-01   1.67805183E+00   1.71245688E+06   7.59374762E+00   1.67723799E+00   1.72599700E+06   7.62332678E+00 
0 90 2.98900749E-09   2.41280162E-07   4.99221429E-08   4.14680201E-08   1.02046807E-08   4.43789644E-10   3.15267243E-07   9.11021519E+00   -8.69399905E-02   1.33172229E-01   1.17003642E-01   9.19664383E+00   1.10406578E-01   -4.86172676E-01   1.18251815E-01   1.67896819E+00   1.69592300E+06   7.55762863E+00   1.67806566E+00   1.71221650E+06   7.59322262E+00 
0 100 2.71220602E-09   2.26937033E-07   4.67686903E-08   3.95591293E-08   9.00989505E-09   4.11344930E-10   2.93891560E-07   9.15700054E+00   -6.96608052E-02   9.59742367E-02   1.16365343E-01   9.27416229E+00   1.12036347E-01   -5.22926748E-01   1.17401607E-01   1.67955351E+00   1.68446288E+06   7.53259373E+00   1.67865098E+00   1.70182125E+06   7.57051373E+00 
0 110 2.52632404E-09   2.14184070E-07   4.46562147E-08   3.52656926E-08   8.52220339E-09   3.85261073E-10   2.74714438E-07   9.19458008E+00   -4.84580435E-02   7.95236975E-02   1.15817837E-01   9.35656357E+00   1.11316614E-01   -5.44123471E-01   1.16400734E-01   1.67991269E+00   1.67699850E+06   7.51628733E+00   1.67899227E+00   1.69546675E+06   7.55663204E+00 
0 120 2.16567453E-09   2.02653624E-07   4.22116742E-08   3.17897566E-08   7.46234186E-09   3.63129748E-10   2.56588294E-07   9.22474480E+00   -2.74440646E-02   8.49493146E-02   1.15367278E-01   9.42823982E+00   1.10568605E-01   -5.48901439E-01   1.15456372E-01   1.68009484E+00   1.67306875E+06   7.50770235E+00   1.67914188E+00   1.69260500E+06   7.55038023E+00 
0 130 1.91072025E-09   1.91681337E-07   3.95898212E-08   3.00456051E-08   6.66430156E-09   3.44123063E-10   2.39304171E-07   9.25114632E+00   -9.55098122E-03   1.00835659E-01   1.14979565E-01   9.47957230E+00   1.09236039E-01   -5.50972700E-01   1.14701062E-01   1.68012393E+00   1.67243262E+06   7.50631285E+00   1.67921555E+00   1.69117700E+06   7.54726076E+00 
0 140 1.74906611E-09   1.81416709E-07   3.73820406E-08   2.87446831E-08   6.06387429E-09   3.28627653E-10   2.23269510E-07   9.27175999E+00   7.13018514E-03   1.22676589E-01   1.14673711E-01   9.51442432E+00   1.07120037E-01   -5.49197316E-01   1.14126138E-01   1.68008077E+00   1.67337725E+06   7.50837660E+00   1.67927027E+00   1.69010750E+06   7.54492426E+00 
0 150 1.62243696E-09   1.71975316E-07   3.55184078E-08   2.72085057E-08   5.59033220E-09   3.15974108E-10   2.08433619E-07   9.28390312E+00   2.35746577E-02   1.47743151E-01   1.14478163E-01   9.53716564E+00   1.03831083E-01   -5.41242599E-01   1.13712154E-01   1.68008339E+00   1.67331888E+06   7.50824928E+00   1.67935228E+00   1.68849412E+06   7.54139996E+00 
0 160 1.49905022E-09   1.63204589E-07   3.37625465E-08   2.58272141E-08   5.22604271E-09   3.05200476E-10   1.94489218E-07   9.28872681E+00   3.50923613E-02   1.74022794E-01   1.14381403E-01   9.54870319E+00   1.00742914E-01   -5.27315140E-01   1.13463916E-01   1.68015826E+00   1.67167575E+06   7.50465965E+00   1.67949796E+00   1.68558588E+06   7.53504705E+00 
0 170 1.40657508E-09   1.54920045E-07   3.21452660E-08   2.47557406E-08   4.99370945E-09   2.95849650E-10   1.81256382E-07   9.28886127E+00   4.15398814E-02   1.98016196E-01   1.14353590E-01   9.55179024E+00   9.86283571E-02   -5.07118225E-01   1.13350905E-01   1.68024993E+00   1.66963925E+06   7.50021076E+00   1.67967761E+00   1.68192300E+06   7.52704525E+00 
0 180 1.34664691E-09   1.47082389E-07   3.08597734E-08   2.36366819E-08   4.78670836E-09   2.88024410E-10   1.68847876E-07   9.28663254E+00   4.44808565E-02   2.17071906E-01   1.14364989E-01   9.55080128E+00   9.62097943E-02   -4.83611435E-01   1.13315009E-01   1.68033564E+00   1.66770725E+06   7.49599028E+00   1.67984414E+00   1.67845162E+06   7.51946163E+00 
0 190 1.30209787E-09   1.39713208E-07   2.98568743E-08   2.25134258E-08   4.52102977E-09   2.81490165E-10   1.57252174E-07   9.28198147E+00   4.50217873E-02   2.29705036E-01   1.14413194E-01   9.54831409E+00   9.30850133E-02   -4.59979802E-01   1.13319770E-01   1.68044078E+00   1.66530100E+06   7.49073362E+00   1.67999947E+00   1.67514000E+06   7.51222706E+00 
0 200 1.24123356E-09   1.32832582E-07   2.89442621E-08   2.14806324E-08   4.15335366E-09   2.75898138E-10   1.46363391E-07   9.27451420E+00   4.41982150E-02   2.36376464E-01   1.14502281E-01   9.54469395E+00   9.06994939E-02   -4.38368291E-01   1.13356724E-01   1.68058014E+00   1.66204875E+06   7.48362923E+00   1.68017149E+00   1.67138425E+06   7.50402260E+00 
0 210 1.16359089E-09   1.26437044E-07   2.80021411E-08   2.05012096E-08   3.74988662E-09   2.71000528E-10   1.36074817E-07   9.26553726E+00   4.29825969E-02   2.38301724E-01   1.14615940E-01   9.53998661E+00   8.98684636E-02   -4.21033740E-01   1.13421626E-01   1.68073475E+00   1.65834250E+06   7.47553253E+00   1.68036413E+00   1.66706062E+06   7.49457741E+00 
0 220 1.10784459E-09   1.20471952E-07   2.69940479E-08   1.95952712E-08   3.45005025E-09   2.66817457E-10   1.26445869E-07   9.25663757E+00   4.22509275E-02   2.36671671E-01   1.14732958E-01   9.53557587E+00   9.00049135E-02   -4.08910364E-01   1.13494314E-01   1.68087840E+00   1.65480725E+06   7.46780968E+00   1.68054926E+00   1.66277475E+06   7.48521519E+00 
0 230 1.10472498E-09   1.14879938E-07   2.59590696E-08   1.87800726E-08   3.30607852E-09   2.63342265E-10   1.17468105E-07   9.24887276E+00   4.21896242E-02   2.32524320E-01   1.14838824E-01   9.53280067E+00   9.05675218E-02   -4.01253819E-01   1.13554597E-01   1.68099749E+00   1.65179962E+06   7.46123934E+00   1.68070209E+00   1.65913400E+06   7.47726154E+00 
0 240 1.15223608E-09   1.09631181E-07   2.49647165E-08   1.80475030E-08   3.28192562E-09   2.60418964E-10   1.09067877E-07   9.24278069E+00   4.26729210E-02   2.26789802E-01   1.14925817E-01   9.53146458E+00   9.13772136E-02   -3.96938235E-01   1.13600843E-01   1.68109310E+00   1.64933175E+06   7.45584822E+00   1.68081963E+00   1.65626600E+06   7.47099638E+00 
0 250 1.21265853E-09   1.04693093E-07   2.40704185E-08   1.73389054E-08   3.31818928E-09   2.57852878E-10   1.01190182E-07   9.23831272E+00   4.35869172E-02   2.20104158E-01   1.14993095E-01   9.53113937E+00   9.24474150E-02   -3.94919664E-01   1.13635518E-01   1.68117070E+00   1.64729175E+06   7.45139170E+00   1.68091369E+00   1.65392312E+06   7.46587801E+00 
0 260 1.23470878E-09   1.00040907E-07   2.32825865E-08   1.66631242E-08   3.29027650E-09   2.55502952E-10   9.37897227E-08   9.23506355E+00   4.48098369E-02   2.13188052E-01   1.15044348E-01   9.53137779E+00   9.37931314E-02   -3.94546926E-01   1.13662086E-01   1.68123472E+00   1.64558188E+06   7.44765615E+00   1.68099558E+00   1.65184812E+06   7.46134520E+00 
0 270 1.19687782E-09   9.56716804E-08   2.25858923E-08   1.60934821E-08   3.11993698E-09   2.53288501E-10   8.68199734E-08   9.23271561E+00   4.61440608E-02   2.06392393E-01   1.15082808E-01   9.53174591E+00   9.53226015E-02   -3.95018607E-01   1.13684885E-01   1.68128943E+00   1.64410238E+06   7.44442463E+00   1.68106997E+00   1.64993338E+06   7.45716238E+00 
0 280 1.13210097E-09   9.15781442E-08   2.19383942E-08   1.55615680E-08   2.91054914E-09   2.51208443E-10   8.02768625E-08   9.23100281E+00   4.72572558E-02   2.00169876E-01   1.15111232E-01   9.53202343E+00   9.67817828E-02   -3.95912260E-01   1.13705866E-01   1.68133950E+00   1.64273225E+06   7.44143152E+00   1.68113708E+00   1.64817988E+06   7.45333195E+00 
0 290 1.08703002E-09   8.77573427E-08   2.12955857E-08   1.49830655E-08   2.80027668E-09   2.49303217E-10   7.41673887E-08   9.22956848E+00   4.78774719E-02   1.95071131E-01   1.15133777E-01   9.53215885E+00   9.79044810E-02   -3.96809071E-01   1.13725342E-01   1.68138909E+00   1.64135662E+06   7.43842602E+00   1.68119550E+00   1.64663050E+06   7.44994736E+00 
0 300 1.07430165E-09   8.42037977E-08   2.06282635E-08   1.43795038E-08   2.78147105E-09   2.47582455E-10   6.85130601E-08   9.22815609E+00   4.79735844E-02   1.91497177E-01   1.15153767E-01   9.53227901E+00   9.86599475E-02   -3.97657663E-01   1.13741674E-01   1.68144071E+00   1.63990975E+06   7.43526554E+00   1.68124318E+00   1.64535525E+06   7.44716120E+00 
0 310 1.06864406E-09   8.08984311E-08   1.99530881E-08   1.38231693E-08   2.72733258E-09   2.46036191E-10   6.33348023E-08   9.22664070E+00   4.77606133E-02   1.89503327E-01   1.15173221E-01   9.53258610E+00   9.91039798E-02   -3.98393601E-01   1.13752522E-01   1.68149376E+00   1.63840112E+06   7.43196964E+00   1.68127799E+00   1.64441362E+06   7.44510412E+00 
0 320 1.05166442E-09   7.78150095E-08   1.93046148E-08   1.32965852E-08   2.59060751E-09   2.44628262E-10   5.86409250E-08   9.22498894E+00   4.74250056E-02   1.88788921E-01   1.15193292E-01   9.53301525E+00   9.92431864E-02   -3.98922592E-01   1.13758996E-01   1.68154621E+00   1.63689238E+06   7.42867374E+00   1.68130064E+00   1.64379662E+06   7.44375658E+00 
0 330 1.02477515E-09   7.49195266E-08   1.86847000E-08   1.27842306E-08   2.42383713E-09   2.43285919E-10   5.43634364E-08   9.22319698E+00   4.71079051E-02   1.88824981E-01   1.15214758E-01   9.53341961E+00   9.91891995E-02   -3.99137110E-01   1.13763310E-01   1.68159592E+00   1.63544012E+06   7.42550135E+00   1.68131483E+00   1.64340912E+06   7.44290972E+00 
0 340 9.98118921E-10   7.21830844E-08   1.80904713E-08   1.22603616E-08   2.30149655E-09   2.41948461E-10   5.04142399E-08   9.22119427E+00   4.68384922E-02   1.89144567E-01   1.15239069E-01   9.53358936E+00   9.90491882E-02   -3.99030983E-01   1.13768458E-01   1.68164301E+00   1.63404925E+06   7.42246294E+00   1.68132567E+00   1.64311025E+06   7.44225693E+00 
