RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.29870422E-08   2.47401567E-06   4.13993945E-07   4.09175470E-07   2.65025733E-07   1.18582307E-07   9.30961178E-05   9.81050587E+00   1.18844688E+00   2.97413822E-02   1.06340200E-01   9.76746082E+00   1.18236244E+00   -4.99227382E-02   1.06804945E-01   1.68637371E+00   2.14352775E+06   9.61042595E+00   1.68636870E+00   2.14327550E+06   9.60789394E+00 
0 10 9.11272195E-08   1.65169365E-06   6.95790732E-07   6.89647436E-07   3.00353946E-07   1.23654575E-09   1.09741268E-06   9.42463398E+00   1.13316154E+00   1.73781887E-01   1.10808365E-01   9.34746265E+00   1.05281103E+00   -3.58219117E-01   1.11698322E-01   1.67621911E+00   2.06475575E+06   8.86078167E+00   1.67641413E+00   2.06292375E+06   8.85386276E+00 
0 20 5.01106250E-08   1.18492051E-06   5.66465758E-07   4.62315512E-07   1.88338618E-07   1.24454280E-09   1.12110160E-06   9.88317585E+00   1.04421115E+00   3.44270080E-01   1.06161512E-01   9.78946018E+00   1.06025720E+00   -5.16275942E-01   1.07031755E-01   1.67841029E+00   2.04270912E+06   8.77753162E+00   1.67838120E+00   2.04302700E+06   8.77873135E+00 
0 30 4.16550421E-08   9.97759571E-07   4.39670146E-07   3.93220347E-07   1.31358306E-07   9.92321891E-10   1.01160435E-06   9.69079113E+00   1.08430767E+00   3.41741145E-01   1.08451352E-01   9.57539368E+00   1.03683114E+00   -5.43678999E-01   1.09633245E-01   1.68414414E+00   1.93943562E+06   8.38756180E+00   1.68417883E+00   1.93757950E+06   8.38055325E+00 
0 40 2.78094934E-08   8.75838850E-07   3.99514789E-07   3.99750633E-07   8.91433984E-08   8.60453320E-10   8.55764313E-07   9.67561150E+00   1.11911130E+00   3.70290607E-01   1.08804934E-01   9.58701992E+00   1.04415023E+00   -4.90220666E-01   1.09784760E-01   1.68411422E+00   1.88260225E+06   8.17295456E+00   1.68412888E+00   1.88333238E+06   8.17571163E+00 
0 50 1.97069898E-08   7.80071503E-07   3.42180016E-07   3.32135613E-07   6.07106543E-08   8.01564870E-10   7.15496469E-07   9.70051384E+00   1.13171923E+00   3.15392792E-01   1.08805060E-01   9.56582832E+00   1.07026386E+00   -4.97675657E-01   1.10250942E-01   1.68276858E+00   1.84325438E+06   8.02437401E+00   1.68282723E+00   1.84448738E+06   8.02902985E+00 
0 60 1.72332939E-08   6.75885019E-07   2.98187103E-07   2.85050049E-07   4.95733161E-08   7.59207641E-10   6.24242546E-07   9.59442806E+00   1.13356006E+00   2.58144110E-01   1.10183939E-01   9.48980045E+00   1.08444715E+00   -5.05912900E-01   1.11288153E-01   1.68063641E+00   1.80791788E+06   7.89094019E+00   1.68081963E+00   1.81046950E+06   7.90057564E+00 
0 70 1.25959492E-08   5.76455022E-07   2.65269136E-07   2.57786013E-07   3.61629304E-08   7.27293059E-10   5.47234947E-07   9.55025864E+00   1.14641321E+00   2.59742349E-01   1.10810511E-01   9.43790054E+00   1.10312915E+00   -4.94332671E-01   1.12021133E-01   1.67918038E+00   1.78952238E+06   7.82147694E+00   1.67943394E+00   1.79252138E+06   7.83280182E+00 
0 80 9.65041469E-09   5.15656950E-07   2.40349863E-07   2.36726763E-07   2.75850063E-08   6.96959879E-10   4.79068206E-07   9.53005314E+00   1.14339232E+00   2.64837116E-01   1.11125566E-01   9.40145397E+00   1.10147214E+00   -4.92076546E-01   1.12545133E-01   1.67825770E+00   1.77917988E+06   7.78242302E+00   1.67831278E+00   1.77977388E+06   7.78466606E+00 
0 90 8.21267054E-09   4.67357495E-07   2.16407230E-07   2.15356081E-07   2.27732659E-08   6.71115274E-10   4.23318426E-07   9.48813248E+00   1.14222980E+00   2.80264765E-01   1.11627333E-01   9.37313843E+00   1.09198153E+00   -4.99179393E-01   1.12932317E-01   1.67703342E+00   1.76658938E+06   7.73488045E+00   1.67725384E+00   1.76877425E+06   7.74313021E+00 
0 100 7.14576354E-09   4.23701579E-07   1.84599386E-07   1.96039636E-07   2.01698693E-08   6.43388287E-10   3.78751565E-07   9.44501114E+00   1.14446104E+00   2.87964642E-01   1.12117797E-01   9.34863853E+00   1.08577240E+00   -5.06852210E-01   1.13242157E-01   1.67551422E+00   1.75201312E+06   7.68015957E+00   1.67619145E+00   1.75852938E+06   7.70444536E+00 
0 110 6.07007511E-09   3.84634347E-07   1.55807186E-07   1.76319958E-07   1.73186709E-08   6.14089057E-10   3.43622531E-07   9.40546608E+00   1.15315199E+00   2.81818748E-01   1.12555742E-01   9.32609367E+00   1.07641160E+00   -5.12142241E-01   1.13523178E-01   1.67714238E+00   1.72752812E+06   7.62667131E+00   1.67589855E+00   1.74647712E+06   7.66806650E+00 
0 120 5.21593391E-09   3.49424113E-07   1.34988085E-07   1.55585312E-07   1.40679983E-08   5.85894999E-10   3.16014308E-07   9.37129116E+00   1.16072631E+00   2.72774696E-01   1.12936035E-01   9.31417370E+00   1.06806433E+00   -5.12232840E-01   1.13678806E-01   1.67838633E+00   1.70659538E+06   7.58094311E+00   1.67664790E+00   1.73526625E+06   7.64357567E+00 
0 130 4.60957095E-09   3.18909372E-07   1.18376228E-07   1.33890524E-07   1.20340733E-08   5.57264845E-10   2.92667323E-07   9.33878517E+00   1.16393328E+00   2.64992356E-01   1.13311820E-01   9.30142498E+00   1.06193578E+00   -5.09385705E-01   1.13844171E-01   1.67935884E+00   1.68836388E+06   7.54111528E+00   1.67722690E+00   1.72617388E+06   7.62371302E+00 
0 140 4.10698453E-09   2.91956098E-07   1.03584355E-07   1.15768948E-07   1.07940066E-08   5.28751765E-10   2.72141534E-07   9.30154610E+00   1.16421402E+00   2.61170596E-01   1.13757297E-01   9.28151894E+00   1.05710864E+00   -5.02158642E-01   1.14097953E-01   1.68022704E+00   1.67015038E+06   7.50132751E+00   1.67783654E+00   1.71613075E+06   7.60177326E+00 
0 150 3.65749409E-09   2.67648431E-07   9.07970019E-08   1.02200289E-07   9.85780790E-09   5.01605202E-10   2.53453379E-07   9.25707150E+00   1.16383302E+00   2.60158956E-01   1.14299595E-01   9.25720692E+00   1.05454242E+00   -4.91320282E-01   1.14405520E-01   1.68104053E+00   1.65069288E+06   7.45882177E+00   1.67841578E+00   1.70607225E+06   7.57980013E+00 
0 160 3.25785043E-09   2.45904033E-07   8.01331126E-08   9.13915699E-08   9.06697561E-09   4.77356543E-10   2.36355660E-07   9.20555305E+00   1.16661608E+00   2.57856071E-01   1.14932969E-01   9.23452759E+00   1.05298245E+00   -4.80767101E-01   1.14693545E-01   1.68177688E+00   1.62998738E+06   7.41358948E+00   1.67889631E+00   1.69727775E+06   7.56058788E+00 
0 170 2.89673752E-09   2.26866547E-07   7.16614963E-08   8.22049628E-08   8.06822431E-09   4.56958499E-10   2.20555705E-07   9.14948654E+00   1.17281806E+00   2.53221899E-01   1.15626141E-01   9.21731853E+00   1.05091000E+00   -4.72833663E-01   1.14916399E-01   1.68239653E+00   1.60863562E+06   7.36694574E+00   1.67925215E+00   1.69046375E+06   7.54570293E+00 
0 180 2.61312305E-09   2.11227288E-07   6.46786162E-08   7.41837169E-08   7.09371362E-09   4.39990655E-10   2.05617113E-07   9.09029293E+00   1.18149221E+00   2.48061016E-01   1.16361760E-01   9.20613194E+00   1.04894996E+00   -4.66888726E-01   1.15066260E-01   1.68288338E+00   1.58680275E+06   7.31925106E+00   1.67949855E+00   1.68557212E+06   7.53501654E+00 
0 190 2.42126852E-09   1.99429394E-07   5.87931979E-08   6.68346090E-08   6.50246035E-09   4.25859265E-10   1.91805995E-07   9.02709484E+00   1.19190931E+00   2.44250685E-01   1.17152467E-01   9.19851398E+00   1.04732168E+00   -4.61607069E-01   1.15173183E-01   1.68323565E+00   1.56382962E+06   7.26906490E+00   1.67969239E+00   1.68161862E+06   7.52638006E+00 
0 200 2.25905894E-09   1.90218245E-07   5.38930607E-08   5.99284746E-08   6.17872509E-09   4.13581863E-10   1.79255437E-07   8.95870018E+00   1.20377100E+00   2.42649823E-01   1.18016563E-01   9.19147110E+00   1.04580998E+00   -4.56762195E-01   1.15274236E-01   1.68343103E+00   1.53916988E+06   7.21519518E+00   1.67988527E+00   1.67758100E+06   7.51755953E+00 
0 210 2.08875561E-09   1.82054549E-07   4.97367694E-08   5.33737428E-08   5.84603344E-09   4.02260669E-10   1.67533457E-07   8.88558006E+00   1.21662486E+00   2.42946655E-01   1.18952237E-01   9.18384552E+00   1.04429662E+00   -4.52578813E-01   1.15383379E-01   1.68343210E+00   1.51317438E+06   7.15840673E+00   1.68008888E+00   1.67319875E+06   7.50798655E+00 
0 220 1.89061189E-09   1.74319794E-07   4.62713317E-08   4.73660222E-08   5.30758237E-09   3.91396637E-10   1.56228708E-07   8.80967522E+00   1.22937703E+00   2.44536489E-01   1.19938925E-01   9.17611408E+00   1.04280591E+00   -4.49368477E-01   1.15493521E-01   1.68321705E+00   1.48668588E+06   7.10054159E+00   1.68028355E+00   1.66888588E+06   7.49856520E+00 
0 230 1.74673676E-09   1.67325837E-07   4.31448370E-08   4.22153441E-08   4.92041519E-09   3.80809106E-10   1.45330688E-07   8.73222733E+00   1.24121821E+00   2.47533143E-01   1.20963268E-01   9.16896629E+00   1.04147959E+00   -4.46888655E-01   1.15595020E-01   1.68278396E+00   1.46021325E+06   7.04271126E+00   1.68044949E+00   1.66510062E+06   7.49029589E+00 
0 240 1.70065473E-09   1.61361712E-07   4.03212574E-08   3.80407918E-08   4.91657204E-09   3.70544373E-10   1.35116778E-07   8.65353203E+00   1.25187862E+00   2.52413809E-01   1.22023195E-01   9.16273022E+00   1.04050910E+00   -4.44640011E-01   1.15683414E-01   1.68213356E+00   1.43376450E+06   6.98493242E+00   1.68058181E+00   1.66200862E+06   7.48354101E+00 
0 250 1.68177594E-09   1.56057411E-07   3.79691265E-08   3.47528513E-08   5.00669417E-09   3.60587810E-10   1.25570452E-07   8.57389641E+00   1.26138985E+00   2.59109080E-01   1.23116150E-01   9.15723515E+00   1.03995037E+00   -4.42359030E-01   1.15761124E-01   1.68126678E+00   1.40735300E+06   6.92723560E+00   1.68068910E+00   1.65944900E+06   7.47794962E+00 
0 260 1.62211333E-09   1.50817513E-07   3.61660568E-08   3.21199281E-08   4.88930674E-09   3.51007862E-10   1.16533762E-07   8.49444389E+00   1.26960635E+00   2.67031223E-01   1.24228060E-01   9.15182972E+00   1.03967297E+00   -4.40074563E-01   1.15836874E-01   1.68020093E+00   1.38133650E+06   6.87040138E+00   1.68078780E+00   1.65704900E+06   7.47270679E+00 
0 270 1.51141399E-09   1.45597596E-07   3.47101761E-08   2.98982386E-08   4.53719062E-09   3.42040396E-10   1.08015946E-07   8.41667271E+00   1.27619064E+00   2.75712550E-01   1.25338376E-01   9.14602852E+00   1.03947401E+00   -4.37871337E-01   1.15917429E-01   1.67897177E+00   1.35621300E+06   6.81551790E+00   1.68088984E+00   1.65452038E+06   7.46718311E+00 
