RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.26046352E-08   2.35151697E-06   8.86113980E-07   4.04878705E-07   2.63006513E-07   1.18245076E-07   9.28191075E-05   9.24332333E+00   -3.40329337E+00   1.24679469E-02   1.06690802E-01   9.20430660E+00   -3.37480783E+00   3.41968201E-02   1.07187271E-01   1.68636906E+00   2.14329075E+06   9.60804558E+00   1.68633986E+00   2.14199150E+06   9.59500313E+00 
0 10 9.13326730E-08   1.58405589E-06   8.56434269E-07   7.07259574E-07   3.01038511E-07   1.22796950E-09   1.05646643E-06   8.88136101E+00   -3.39165449E+00   8.45045596E-02   1.10714018E-01   8.86863232E+00   -3.36745143E+00   1.43362746E-01   1.10893101E-01   1.67569482E+00   2.06957525E+06   8.87897968E+00   1.67562020E+00   2.07024888E+06   8.88152313E+00 
0 20 4.98208657E-08   1.14124873E-06   6.59655143E-07   4.58558020E-07   1.86812898E-07   1.24598554E-09   1.10733390E-06   9.16117096E+00   -3.56197143E+00   2.40074113E-01   1.07337311E-01   9.21432209E+00   -3.57814646E+00   3.48280221E-01   1.06745213E-01   1.67786646E+00   2.04851275E+06   8.79944611E+00   1.67838717E+00   2.04296112E+06   8.77848244E+00 
0 30 4.23339657E-08   9.50755407E-07   5.20480057E-07   3.97487071E-07   1.34077510E-07   9.81549841E-10   9.97520146E-07   8.95045185E+00   -3.44186783E+00   3.51111442E-01   1.10259384E-01   8.99990845E+00   -3.47708225E+00   4.21077043E-01   1.09571338E-01   1.68397880E+00   1.94694975E+06   8.41593552E+00   1.68402362E+00   1.94508275E+06   8.40888596E+00 
0 40 2.79510051E-08   8.45309728E-07   4.59073817E-07   3.95665467E-07   9.01292552E-08   8.64160077E-10   8.44677345E-07   8.92858410E+00   -3.39907074E+00   4.15981412E-01   1.10898897E-01   8.93093777E+00   -3.42214870E+00   4.53333855E-01   1.10776298E-01   1.68424869E+00   1.89017125E+06   8.20153522E+00   1.68426371E+00   1.89119038E+06   8.20538425E+00 
0 50 1.95665457E-08   7.53874644E-07   3.96104042E-07   3.28826843E-07   5.96816676E-08   8.04165345E-10   7.12695453E-07   8.90870571E+00   -3.32984161E+00   4.19880033E-01   1.11674026E-01   8.92406940E+00   -3.33551836E+00   4.23313528E-01   1.11486726E-01   1.68301702E+00   1.84864525E+06   8.04473019E+00   1.68315744E+00   1.85190575E+06   8.05704212E+00 
0 60 1.67765819E-08   6.47535899E-07   3.42217533E-07   2.80681235E-07   4.84873084E-08   7.61373575E-10   6.19335538E-07   8.84825039E+00   -3.25435901E+00   4.08698052E-01   1.12877049E-01   8.83842468E+00   -3.25232887E+00   4.08172429E-01   1.13001056E-01   1.68107796E+00   1.81418012E+06   7.91458702E+00   1.68133843E+00   1.81806925E+06   7.92927265E+00 
0 70 1.22360326E-08   5.49978438E-07   2.96555157E-07   2.54036678E-07   3.53423495E-08   7.29006300E-10   5.42696625E-07   8.81097126E+00   -3.20757532E+00   4.25202429E-01   1.13668844E-01   8.79515839E+00   -3.19917798E+00   4.11073953E-01   1.13889985E-01   1.67970133E+00   1.79576888E+06   7.84506464E+00   1.68004322E+00   1.80005688E+06   7.86125660E+00 
0 80 9.39768618E-09   4.91923572E-07   2.64944617E-07   2.32189890E-07   2.66708167E-08   6.99816649E-10   4.76379199E-07   8.78109741E+00   -3.18840361E+00   4.40077782E-01   1.14214748E-01   8.77956200E+00   -3.18116474E+00   4.15878743E-01   1.14280842E-01   1.67863238E+00   1.78327850E+06   7.79790020E+00   1.67913210E+00   1.78895938E+06   7.81935120E+00 
0 90 7.92240229E-09   4.45049892E-07   2.37511472E-07   2.11385171E-07   2.25455832E-08   6.71971312E-10   4.20223699E-07   8.73141098E+00   -3.18976283E+00   4.35897946E-01   1.14868246E-01   8.74871731E+00   -3.18091750E+00   4.09281015E-01   1.14730619E-01   1.67729723E+00   1.76920762E+06   7.74476719E+00   1.67811668E+00   1.77766938E+06   7.77671909E+00 
