RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.04413594E-08   2.43124714E-06   2.64949847E-07   4.12656931E-07   2.55314319E-07   1.19548901E-07   9.38731828E-05   9.86779022E+00   -3.63199651E-01   -1.19436542E-02   1.06419615E-01   9.85538673E+00   -3.50441277E-01   -1.90763418E-02   1.06556401E-01   1.68634570E+00   2.14223200E+06   9.59741879E+00   1.68635035E+00   2.14242750E+06   9.59937954E+00 
0 10 8.74464803E-08   1.64125743E-06   6.56445593E-07   6.83619817E-07   2.88215205E-07   1.24504407E-09   1.02593424E-06   9.54208851E+00   -4.14155841E-01   -1.39308244E-01   1.10166937E-01   9.59266758E+00   -4.42992181E-01   -1.60654813E-01   1.09441452E-01   1.67650199E+00   2.06209188E+06   8.85072231E+00   1.67644155E+00   2.06266475E+06   8.85288525E+00 
0 20 4.85173643E-08   1.18210448E-06   5.26174972E-07   4.54046244E-07   1.82256031E-07   1.28346622E-09   1.07657274E-06   1.01015978E+01   -5.47036767E-01   -2.17154682E-01   1.04380615E-01   9.99549675E+00   -4.76213157E-01   -2.26476997E-01   1.05406202E-01   1.67936742E+00   2.03181550E+06   8.73639584E+00   1.67928660E+00   2.03277288E+06   8.74001122E+00 
0 30 4.06879757E-08   9.89283762E-07   4.10607186E-07   3.87106269E-07   1.27816008E-07   1.01224662E-09   9.80266577E-07   9.96504784E+00   -5.18623352E-01   -2.47136369E-01   1.06035888E-01   9.85885334E+00   -5.60356140E-01   -2.97850043E-01   1.07067868E-01   1.68431079E+00   1.92877725E+06   8.34731483E+00   1.68426859E+00   1.93201625E+06   8.35954571E+00 
0 40 2.68993681E-08   8.59754891E-07   3.72367850E-07   3.84917996E-07   8.69529728E-08   8.72965256E-10   8.36707841E-07   1.00234833E+01   -4.82764244E-01   -2.86418408E-01   1.05650701E-01   9.83566856E+00   -5.36735773E-01   -2.64964670E-01   1.07576206E-01   1.68395329E+00   1.87557338E+06   8.14641285E+00   1.68404520E+00   1.87939975E+06   8.16086197E+00 
0 50 1.92366993E-08   7.66348364E-07   3.20302490E-07   3.26029465E-07   5.95131162E-08   8.05638001E-10   7.08416451E-07   1.00754776E+01   -4.98746276E-01   -3.26209128E-01   1.05339706E-01   9.80631542E+00   -5.50135732E-01   -2.78215736E-01   1.08163945E-01   1.68238378E+00   1.83565375E+06   7.99567318E+00   1.68268597E+00   1.84155225E+06   8.01794624E+00 
0 60 1.66224954E-08   6.63363949E-07   2.76191713E-07   2.75895758E-07   4.79934457E-08   7.60603858E-10   6.19647039E-07   1.00093317E+01   -4.76979762E-01   -3.77908200E-01   1.06192790E-01   9.72123051E+00   -5.38597345E-01   -2.80411959E-01   1.09317653E-01   1.68021286E+00   1.80224738E+06   7.86952782E+00   1.68071866E+00   1.80905462E+06   7.89523220E+00 
0 70 1.21604549E-08   5.64275922E-07   2.48473327E-07   2.48493592E-07   3.52941285E-08   7.25533467E-10   5.43695364E-07   9.99484158E+00   -4.90954190E-01   -3.84911954E-01   1.06485717E-01   9.67615795E+00   -5.35593569E-01   -2.64628261E-01   1.09994493E-01   1.67877531E+00   1.78487762E+06   7.80393839E+00   1.67923987E+00   1.79021888E+06   7.82410717E+00 
0 80 9.30272215E-09   5.09020936E-07   2.23317670E-07   2.27794388E-07   2.65881184E-08   6.92022717E-10   4.76769060E-07   9.96158600E+00   -5.06424248E-01   -3.76686424E-01   1.06925666E-01   9.64682007E+00   -5.49962103E-01   -2.60318339E-01   1.10433608E-01   1.67775333E+00   1.77385262E+06   7.76230717E+00   1.67825031E+00   1.77909938E+06   7.78211880E+00 
0 90 7.97085953E-09   4.60970341E-07   2.00784768E-07   2.07439257E-07   2.20858496E-08   6.63917532E-10   4.22278674E-07   9.92825603E+00   -5.07448554E-01   -3.71168762E-01   1.07324131E-01   9.62797642E+00   -5.55430412E-01   -2.59244502E-01   1.10707864E-01   1.67666852E+00   1.76304225E+06   7.72148609E+00   1.67726529E+00   1.76888862E+06   7.74356270E+00 
