RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.26130917E-08   1.32545370E-06   2.63747157E-08   2.76458081E-07   1.53126933E-07   9.37658982E-08   7.33296765E-05   9.98174477E+00   -1.74295306E-01   -2.65139062E-03   1.05257630E-01   9.98050785E+00   -1.74279645E-01   -1.98849337E-03   1.05270818E-01   1.68641484E+00   2.14652300E+06   9.64049625E+00   1.68641019E+00   2.14601850E+06   9.63543129E+00 
0 10 6.90379531E-09   9.66778998E-07   2.76005654E-08   9.31833526E-08   3.58582071E-08   1.05805886E-09   6.04984280E-07   9.69991207E+00   -1.75134182E-01   -5.12968227E-02   1.08320691E-01   9.69792747E+00   -1.74522728E-01   -3.93240377E-02   1.08340286E-01   1.68101656E+00   2.09429300E+06   9.11614704E+00   1.68088675E+00   2.09364250E+06   9.10961628E+00 
0 20 6.21540774E-09   5.91322419E-07   3.78670819E-08   5.79547113E-08   2.63631605E-08   8.85695239E-10   5.36498192E-07   9.51535320E+00   -1.78931668E-01   -8.38058293E-02   1.10507123E-01   9.50219822E+00   -1.82144150E-01   -1.06862247E-01   1.10640563E-01   1.67750943E+00   2.05219325E+06   8.81334400E+00   1.67892683E+00   2.03694800E+06   8.75577641E+00 
0 30 4.96474195E-09   4.42745659E-07   4.50596005E-08   4.87923018E-08   1.95808045E-08   7.64997121E-10   4.82387975E-07   9.44514561E+00   -1.70112520E-01   -1.08658187E-01   1.11378029E-01   9.41733074E+00   -1.90175444E-01   -1.13107473E-01   1.11743622E-01   1.68122232E+00   2.00722750E+06   8.64354992E+00   1.68261659E+00   1.98338888E+06   8.55353260E+00 
0 40 3.99292466E-09   3.74969318E-07   4.54355131E-08   4.24149462E-08   1.57730238E-08   6.71487921E-10   4.37821740E-07   9.41579533E+00   -1.54339492E-01   -1.01684041E-01   1.11746073E-01   9.36026192E+00   -1.97082847E-01   -8.39068145E-02   1.12515077E-01   1.68312907E+00   1.97231000E+06   8.51169777E+00   1.68402243E+00   1.94513075E+06   8.40906715E+00 
0 50 3.71744302E-09   3.10568367E-07   3.94665349E-08   3.59590793E-08   1.41431560E-08   5.94210403E-10   3.99192942E-07   9.35764885E+00   -1.42152354E-01   -8.31786543E-02   1.12491369E-01   9.27586460E+00   -1.99835569E-01   -5.36782965E-02   1.13598667E-01   1.68421793E+00   1.93531625E+06   8.37200737E+00   1.68440306E+00   1.90670000E+06   8.26394939E+00 
0 60 3.33062045E-09   2.61579231E-07   3.11037063E-08   3.09627701E-08   1.22883606E-08   5.28959654E-10   3.65780181E-07   9.25426579E+00   -1.37224346E-01   -8.76634195E-02   1.13867141E-01   9.15616226E+00   -1.93963915E-01   -3.92401442E-02   1.15175411E-01   1.68429303E+00   1.89333475E+06   8.21348095E+00   1.68357027E+00   1.86273525E+06   8.09793472E+00 
0 70 2.64514788E-09   2.37144093E-07   2.45343408E-08   2.80555259E-08   9.71279590E-09   4.73952322E-10   3.36468304E-07   9.13723660E+00   -1.32367715E-01   -1.11026876E-01   1.15514122E-01   9.02563286E+00   -1.79854065E-01   -5.17924950E-02   1.16989210E-01   1.68306994E+00   1.84985225E+06   8.04928780E+00   1.68121433E+00   1.81619575E+06   7.92219830E+00 
0 80 2.30269381E-09   2.19210534E-07   2.13982112E-08   2.49623184E-08   8.26149993E-09   4.27801905E-10   3.10158441E-07   9.03682137E+00   -1.21358961E-01   -1.39462814E-01   1.17021501E-01   8.91676331E+00   -1.59893006E-01   -8.06735009E-02   1.18608221E-01   1.68078995E+00   1.81005212E+06   7.89899921E+00   1.67769814E+00   1.77328238E+06   7.76015377E+00 
0 90 2.34868147E-09   2.03429707E-07   2.10983107E-08   2.08356479E-08   8.15997669E-09   3.89391241E-10   2.86243989E-07   8.96328831E+00   -1.05910525E-01   -1.63704008E-01   1.18226297E-01   8.84528732E+00   -1.36348248E-01   -1.09885804E-01   1.19791113E-01   1.67809582E+00   1.77744675E+06   7.77587891E+00   1.67708683E+00   1.72841125E+06   7.62860060E+00 
0 100 2.15482387E-09   1.89195134E-07   2.23331504E-08   1.77135195E-08   7.40937356E-09   3.57960550E-10   2.64574993E-07   8.91874123E+00   -9.10180584E-02   -1.77778184E-01   1.19079925E-01   8.81185532E+00   -1.10854134E-01   -1.31373301E-01   1.20494038E-01   1.67556334E+00   1.75278312E+06   7.68274689E+00   1.67956340E+00   1.68426025E+06   7.53215075E+00 
0 110 1.75055437E-09   1.76298968E-07   2.29372077E-08   1.63536296E-08   6.10256112E-09   3.32062794E-10   2.44542264E-07   8.89725971E+00   -7.84922913E-02   -1.87162638E-01   1.19635485E-01   8.80457115E+00   -8.63882974E-02   -1.46263376E-01   1.20848857E-01   1.67745340E+00   1.72250312E+06   7.61569405E+00   1.68094909E+00   1.65302875E+06   7.46392441E+00 
0 120 1.52072011E-09   1.64419319E-07   2.16058904E-08   1.54773883E-08   5.47503953E-09   3.10574705E-10   2.25816919E-07   8.89168549E+00   -6.61887005E-02   -2.02043876E-01   1.19968668E-01   8.80945206E+00   -6.70709908E-02   -1.61531985E-01   1.21027157E-01   1.67873132E+00   1.70034588E+06   7.56729078E+00   1.68176007E+00   1.63050788E+06   7.41472673E+00 
0 130 1.40819445E-09   1.53479064E-07   1.90967455E-08   1.47446553E-08   5.18503329E-09   2.93057023E-10   2.08480898E-07   8.89426136E+00   -5.20730764E-02   -2.24108860E-01   1.20179564E-01   8.81718159E+00   -5.20717427E-02   -1.82343110E-01   1.21146120E-01   1.67959929E+00   1.68353112E+06   7.53055811E+00   1.68227899E+00   1.61309025E+06   7.37667704E+00 
0 140 1.24321908E-09   1.43464277E-07   1.69440728E-08   1.42443310E-08   4.52151783E-09   2.79140183E-10   1.92573992E-07   8.90017605E+00   -3.69907282E-02   -2.50362188E-01   1.20330572E-01   8.82495403E+00   -3.89876552E-02   -2.07104266E-01   1.21247508E-01   1.68022120E+00   1.67027975E+06   7.50160980E+00   1.68264127E+00   1.59848600E+06   7.34477329E+00 
0 150 1.15546483E-09   1.34201329E-07   1.58103806E-08   1.34244784E-08   3.91850019E-09   2.68092576E-10   1.77916192E-07   8.90783310E+00   -2.30701491E-02   -2.76358157E-01   1.20442249E-01   8.83410454E+00   -2.70362254E-02   -2.34145805E-01   1.21315792E-01   1.68068290E+00   1.65959750E+06   7.47827435E+00   1.68290067E+00   1.58588325E+06   7.31724215E+00 
0 160 1.17527044E-09   1.25558842E-07   1.54106505E-08   1.22051080E-08   3.71208220E-09   2.59231164E-10   1.64321051E-07   8.91752529E+00   -1.17968814E-02   -2.99360216E-01   1.20511696E-01   8.84810925E+00   -1.67246927E-02   -2.60472447E-01   1.21306606E-01   1.68104708E+00   1.65052438E+06   7.45845366E+00   1.68308043E+00   1.57529275E+06   7.29410696E+00 
0 170 1.16609444E-09   1.17507945E-07   1.52831188E-08   1.10823350E-08   3.53622642E-09   2.52134896E-10   1.51690415E-07   8.93024158E+00   -2.90495134E-03   -3.18682998E-01   1.20526955E-01   8.86903381E+00   -7.89659750E-03   -2.83603132E-01   1.21194184E-01   1.68134141E+00   1.64267825E+06   7.44131327E+00   1.68319666E+00   1.56700962E+06   7.27601194E+00 
0 180 1.09688425E-09   1.10028921E-07   1.50347930E-08   1.04197753E-08   3.21901261E-09   2.46437509E-10   1.39908806E-07   8.94646168E+00   4.67322441E-03   -3.35465550E-01   1.20480433E-01   8.89566231E+00   2.03512158E-04   -3.02267194E-01   1.20995246E-01   1.68156481E+00   1.63635038E+06   7.42748976E+00   1.68326485E+00   1.56126225E+06   7.26345682E+00 
0 190 1.03013031E-09   1.03062895E-07   1.44873837E-08   1.00727755E-08   2.96348590E-09   2.41841186E-10   1.28869374E-07   8.96514225E+00   1.16479639E-02   -3.50560069E-01   1.20380439E-01   8.92451286E+00   7.96771701E-03   -3.17614377E-01   1.20753482E-01   1.68171060E+00   1.63201700E+06   7.41802359E+00   1.68329990E+00   1.55790112E+06   7.25611401E+00 
