   2.5500000e+02   4.2397400e+05   6.1514470e+06	   7.3175540e+00   1.9648134e+00
   2.5500000e+02   4.2403300e+05   6.1508890e+06	   7.3836303e+00   1.8596584e+00
   2.5500000e+02   4.2409200e+05   6.1503310e+06	   7.3591495e+00   1.8575364e+00
   2.5500000e+02   4.2415100e+05   6.1497730e+06	   7.0664167e+00   1.8234522e+00
   2.5500000e+02   4.2420900e+05   6.1492160e+06	   7.4186716e+00   1.8366551e+00
   2.5500000e+02   4.2426800e+05   6.1486580e+06	   7.2739954e+00   1.7468505e+00
   2.5500000e+02   4.2432700e+05   6.1481000e+06	   6.9193940e+00   1.6988499e+00
   2.5500000e+02   4.2438600e+05   6.1475430e+06	   7.3233657e+00   1.8929411e+00
   2.5500000e+02   4.2453400e+05   6.1514470e+06	   7.3133712e+00   1.9781963e+00
   2.5500000e+02   4.2459300e+05   6.1508890e+06	   7.3851080e+00   1.8707657e+00
   2.5500000e+02   4.2465200e+05   6.1503310e+06	   7.3590260e+00   1.8659122e+00
   2.5500000e+02   4.2471100e+05   6.1497730e+06	   7.0662317e+00   1.8304513e+00
   2.5500000e+02   4.2477000e+05   6.1492160e+06	   7.4059677e+00   1.8405180e+00
   2.5500000e+02   4.2482900e+05   6.1486580e+06	   7.3966398e+00   1.8763496e+00
   2.5500000e+02   4.2488800e+05   6.1481000e+06	   7.0285783e+00   1.7345043e+00
   2.5500000e+02   4.2494700e+05   6.1475430e+06	   7.2444339e+00   1.7936524e+00
   2.5500000e+02   4.2509400e+05   6.1514470e+06	   7.3071232e+00   1.9773047e+00
   2.5500000e+02   4.2515300e+05   6.1508890e+06	   7.3793211e+00   1.8687631e+00
   2.5500000e+02   4.2521200e+05   6.1503310e+06	   7.3547068e+00   1.8632574e+00
   2.5500000e+02   4.2527100e+05   6.1497730e+06	   7.0631380e+00   1.8271249e+00
   2.5500000e+02   4.2533000e+05   6.1492160e+06	   7.4024777e+00   1.8360587e+00
   2.5500000e+02   4.2538900e+05   6.1486580e+06	   7.3896499e+00   1.8714851e+00
   2.5500000e+02   4.2544800e+05   6.1481000e+06	   7.4302373e+00   1.8182031e+00
   2.5500000e+02   4.2550700e+05   6.1475430e+06	   7.2420664e+00   1.7893219e+00
   2.5500000e+02   4.2565400e+05   6.1514470e+06	   7.0966220e+00   1.8990729e+00
   2.5500000e+02   4.2571300e+05   6.1508890e+06	   7.1903305e+00   1.8070228e+00
   2.5500000e+02   4.2577200e+05   6.1503310e+06	   7.1720886e+00   1.7994678e+00
   2.5500000e+02   4.2583100e+05   6.1497730e+06	   6.9138722e+00   1.7684179e+00
   2.5500000e+02   4.2589000e+05   6.1492160e+06	   7.2513490e+00   1.7851808e+00
   2.5500000e+02   4.2594900e+05   6.1486580e+06	   7.2480474e+00   1.8192158e+00
   2.5500000e+02   4.2600900e+05   6.1481000e+06	   7.2817936e+00   1.7712454e+00
   2.5500000e+02   4.2606800e+05   6.1475430e+06	   7.3768129e+00   1.8075671e+00
   2.5500000e+02   4.2621400e+05   6.1514470e+06	   6.4443655e+00   1.7335588e+00
   2.5500000e+02   4.2627300e+05   6.1508890e+06	   6.4778805e+00   1.6472366e+00
   2.5500000e+02   4.2633200e+05   6.1503310e+06	   6.4481711e+00   1.6297892e+00
   2.5500000e+02   4.2639200e+05   6.1497730e+06	   6.4377541e+00   1.6081333e+00
   2.5500000e+02   4.2645100e+05   6.1492160e+06	   6.0995407e+00   1.5248501e+00
   2.5500000e+02   4.2651000e+05   6.1486580e+06	   6.5941529e+00   1.6557399e+00
   2.5500000e+02   4.2656900e+05   6.1481000e+06	   6.4848404e+00   1.6003096e+00
   2.5500000e+02   4.2662800e+05   6.1475430e+06	   7.3749604e+00   1.8076786e+00
   2.5500000e+02   4.2677400e+05   6.1514470e+06	   6.4094067e+00   1.7274541e+00
   2.5500000e+02   4.2683300e+05   6.1508890e+06	   6.4353209e+00   1.6413972e+00
   2.5500000e+02   4.2689300e+05   6.1503310e+06	   6.2627711e+00   1.6271454e+00
   2.5500000e+02   4.2695200e+05   6.1497730e+06	   6.3827901e+00   1.6005373e+00
   2.5500000e+02   4.2701100e+05   6.1492160e+06	   6.0480790e+00   1.5195444e+00
   2.5500000e+02   4.2707000e+05   6.1486580e+06	   6.5410099e+00   1.6497748e+00
   2.5500000e+02   4.2713000e+05   6.1481000e+06	   6.4542222e+00   1.6033108e+00
   2.5500000e+02   4.2718900e+05   6.1475430e+06	   7.1930189e+00   1.8202008e+00
   2.5500000e+02   4.2733400e+05   6.1514470e+06	   6.3961477e+00   1.7187263e+00
   2.5500000e+02   4.2739300e+05   6.1508890e+06	   6.4221482e+00   1.6336886e+00
   2.5500000e+02   4.2745300e+05   6.1503310e+06	   6.2488275e+00   1.6196013e+00
   2.5500000e+02   4.2751200e+05   6.1497730e+06	   6.3690987e+00   1.5945529e+00
   2.5500000e+02   4.2757100e+05   6.1492160e+06	   6.0361242e+00   1.5153890e+00
   2.5500000e+02   4.2763100e+05   6.1486580e+06	   6.2152090e+00   1.5602709e+00
   2.5500000e+02   4.2769000e+05   6.1481000e+06	   6.4473290e+00   1.6050161e+00
   2.5500000e+02   4.2774900e+05   6.1475430e+06	   7.1902342e+00   1.8215972e+00
   2.5500000e+02   4.2789400e+05   6.1514470e+06	   6.1542463e+00   1.6434594e+00
   2.5500000e+02   4.2795300e+05   6.1508890e+06	   6.1962056e+00   1.5710638e+00
   2.5500000e+02   4.2801300e+05   6.1503310e+06	   6.0435500e+00   1.5574954e+00
   2.5500000e+02   4.2807200e+05   6.1497730e+06	   6.1695509e+00   1.5427043e+00
