RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.28185299E-08   2.36283813E-06   8.24483607E-07   4.01246751E-07   2.64258688E-07   1.18780342E-07   9.32518233E-05   9.39930725E+00   3.03261399E+00   2.63605099E-02   1.06401190E-01   9.36609936E+00   3.02032638E+00   -4.90044728E-02   1.06780954E-01   1.68637240E+00   2.14346225E+06   9.60976887E+00   1.68636525E+00   2.14310875E+06   9.60621834E+00 
0 10 9.04546766E-08   1.58963087E-06   8.19760317E-07   6.88701277E-07   2.98718248E-07   1.23560817E-09   1.09962093E-06   9.01090813E+00   2.91237783E+00   1.49448708E-01   1.11038201E-01   8.97493362E+00   2.82858396E+00   -2.93778390E-01   1.11699857E-01   1.67564237E+00   2.07004900E+06   8.88076878E+00   1.67580295E+00   2.06859312E+06   8.87527180E+00 
0 20 4.94321668E-08   1.13795511E-06   6.34211688E-07   4.55707749E-07   1.85719685E-07   1.24948041E-09   1.12411931E-06   9.41110992E+00   2.88237882E+00   3.22569937E-01   1.07141599E-01   9.37218952E+00   2.88731623E+00   -3.91046226E-01   1.07498653E-01   1.67782629E+00   2.04893225E+06   8.80103016E+00   1.67782927E+00   2.04890175E+06   8.80091476E+00 
0 30 4.10584242E-08   9.53281074E-07   5.03991259E-07   3.89238693E-07   1.29447940E-07   9.92475102E-10   1.00964485E-06   9.20184612E+00   2.87969184E+00   3.42424065E-01   1.09628186E-01   9.16379452E+00   2.83274436E+00   -3.94718379E-01   1.10153146E-01   1.68393338E+00   1.94875075E+06   8.42273712E+00   1.68391943E+00   1.94928388E+06   8.42474937E+00 
0 40 2.74454965E-08   8.32997443E-07   4.58428786E-07   3.93853810E-07   8.80163213E-08   8.61358040E-10   8.52369112E-07   9.11620140E+00   2.90440464E+00   3.80335301E-01   1.10718474E-01   9.17531872E+00   2.82920909E+00   -3.45646143E-01   1.10328682E-01   1.68428743E+00   1.89290562E+06   8.21186066E+00   1.68431711E+00   1.89530262E+06   8.22091198E+00 
0 50 1.92690823E-08   7.40114274E-07   3.97233748E-07   3.26553504E-07   5.93236678E-08   8.02564182E-10   7.11944665E-07   9.09863186E+00   2.92189503E+00   3.38936269E-01   1.11169308E-01   9.16280079E+00   2.84356046E+00   -3.75461370E-01   1.10679254E-01   1.68323350E+00   1.85375012E+06   8.06400681E+00   1.68339729E+00   1.85793150E+06   8.07979584E+00 
0 60 1.69474674E-08   6.38749214E-07   3.43867441E-07   2.79506850E-07   4.86721454E-08   7.58904384E-10   6.20001401E-07   8.95843315E+00   2.92679644E+00   2.86813885E-01   1.12956315E-01   9.09751415E+00   2.83882546E+00   -3.96129638E-01   1.11613810E-01   1.68140793E+00   1.81913525E+06   7.93329763E+00   1.68177223E+00   1.82493288E+06   7.95519018E+00 
0 70 1.23287949E-08   5.42560997E-07   3.01098680E-07   2.51124163E-07   3.54027350E-08   7.26884442E-10   5.43926546E-07   8.88628864E+00   2.93448687E+00   2.87330747E-01   1.13940038E-01   9.05101204E+00   2.84892964E+00   -3.89897853E-01   1.12270348E-01   1.68010771E+00   1.80088475E+06   7.86438274E+00   1.68059075E+00   1.80729112E+06   7.88857317E+00 
0 80 9.41400735E-09   4.81743257E-07   2.72536738E-07   2.30493399E-07   2.66972062E-08   6.97562785E-10   4.76183544E-07   8.85038662E+00   2.92707539E+00   2.90085971E-01   1.14511557E-01   9.01180363E+00   2.84464264E+00   -3.76446187E-01   1.12850390E-01   1.67929327E+00   1.79084888E+06   7.82648611E+00   1.67961442E+00   1.79470288E+06   7.84103918E+00 
0 90 7.98110289E-09   4.34500492E-07   2.45880500E-07   2.09981422E-07   2.20535217E-08   6.71078804E-10   4.20065817E-07   8.79992676E+00   2.91309333E+00   3.03763330E-01   1.15211330E-01   8.98330212E+00   2.83228946E+00   -3.69592994E-01   1.13288224E-01   1.67820430E+00   1.77860575E+06   7.78025484E+00   1.67867279E+00   1.78372900E+06   7.79960108E+00 
