RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.20671096E-08   2.16997114E-06   1.25515726E-06   4.00138504E-07   2.61480182E-07   1.18921520E-07   9.33633128E-05   8.54575062E+00   -4.95640802E+00   2.34120917E-02   1.06376089E-01   8.51722527E+00   -4.93607521E+00   -4.59977426E-02   1.06743559E-01   1.68638444E+00   2.14411950E+06   9.61636639E+00   1.68636882E+00   2.14328375E+06   9.60797691E+00 
0 10 8.95073740E-08   1.46238131E-06   1.00695706E-06   6.82103575E-07   2.96159385E-07   1.23483013E-09   1.09140399E-06   8.15790558E+00   -4.81464148E+00   1.04004376E-01   1.11086085E-01   8.13640213E+00   -4.80647135E+00   -2.58470118E-01   1.11165404E-01   1.67550302E+00   2.07130112E+06   8.88549709E+00   1.67578399E+00   2.06876562E+06   8.87592220E+00 
0 20 4.86993095E-08   1.06110190E-06   7.51251150E-07   4.52361320E-07   1.83470974E-07   1.24547606E-09   1.10844064E-06   8.49787712E+00   -5.09256697E+00   1.74577758E-01   1.06535368E-01   8.43345261E+00   -4.98869991E+00   -3.51398587E-01   1.07594833E-01   1.67802405E+00   2.04685712E+06   8.79319477E+00   1.67813861E+00   2.04564000E+06   8.78859806E+00 
0 30 4.07358094E-08   8.87702186E-07   6.04402203E-07   3.83740371E-07   1.29436316E-07   9.89255677E-10   9.93909907E-07   8.31664467E+00   -4.93201065E+00   2.26968274E-01   1.09412991E-01   8.23644543E+00   -4.86777401E+00   -3.27542454E-01   1.10436164E-01   1.68393958E+00   1.94850900E+06   8.42182350E+00   1.68398154E+00   1.94683725E+06   8.41551113E+00 
0 40 2.73890279E-08   7.84821566E-07   5.30584941E-07   3.93105097E-07   8.73755823E-08   8.64414151E-10   8.39815016E-07   8.29443073E+00   -4.87027025E+00   3.04297119E-01   1.10225059E-01   8.18212795E+00   -4.81456757E+00   -2.55356222E-01   1.11554712E-01   1.68428302E+00   1.89257725E+06   8.21062088E+00   1.68425441E+00   1.89055075E+06   8.20296860E+00 
0 50 1.89733385E-08   7.00521639E-07   4.58716869E-07   3.25391937E-07   5.85827742E-08   8.01125111E-10   7.02387467E-07   8.31841183E+00   -4.82985783E+00   3.26635480E-01   1.10498540E-01   8.14747143E+00   -4.77946329E+00   -2.32121810E-01   1.12382837E-01   1.68326831E+00   1.85461100E+06   8.06725693E+00   1.68323863E+00   1.85387462E+06   8.06447697E+00 
0 60 1.69029217E-08   6.05220237E-07   3.92923397E-07   2.74108658E-07   4.87008300E-08   7.60634500E-10   6.13399436E-07   8.25911903E+00   -4.75221872E+00   3.27190608E-01   1.11752197E-01   8.05109501E+00   -4.70990562E+00   -2.37898067E-01   1.13985159E-01   1.68151700E+00   1.82083100E+06   7.93970108E+00   1.68157601E+00   1.82176262E+06   7.94321918E+00 
0 70 1.23224693E-08   5.13609450E-07   3.35560571E-07   2.48077413E-07   3.53927483E-08   7.28741789E-10   5.36015875E-07   8.23104095E+00   -4.72427607E+00   3.50749135E-01   1.12371840E-01   7.98461866E+00   -4.66621447E+00   -2.22346336E-01   1.15104318E-01   1.68024898E+00   1.80272025E+06   7.87131357E+00   1.68030334E+00   1.80343425E+06   7.87400961E+00 
0 80 9.33579081E-09   4.58023493E-07   2.97304695E-07   2.28271816E-07   2.66131082E-08   6.95714930E-10   4.69658147E-07   8.21067810E+00   -4.71299314E+00   3.56398910E-01   1.12771466E-01   7.94153929E+00   -4.65152359E+00   -2.18011066E-01   1.15770526E-01   1.67944324E+00   1.79263300E+06   7.83322334E+00   1.67947352E+00   1.79299638E+06   7.83459520E+00 
0 90 7.85095633E-09   4.11650120E-07   2.65156473E-07   2.07417628E-07   2.15296723E-08   6.72128631E-10   4.17039985E-07   8.17649460E+00   -4.70474243E+00   3.55936050E-01   1.13245577E-01   7.90115690E+00   -4.63683701E+00   -2.25769058E-01   1.16371989E-01   1.67863619E+00   1.78332100E+06   7.79806042E+00   1.67863262E+00   1.78328150E+06   7.79791117E+00 
