RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.13744417E-08   1.32843968E-06   2.14109434E-07   2.69653412E-07   1.49193824E-07   1.05135179E-07   8.22108414E-05   9.79136086E+00   -1.55419862E+00   -1.33567424E-02   1.05992451E-01   9.75312424E+00   -1.54589772E+00   2.68550590E-02   1.06412023E-01   1.68640125E+00   2.14524700E+06   9.62768555E+00   1.68638897E+00   2.14439725E+06   9.61915398E+00 
0 10 2.14282387E-08   9.96300400E-07   1.80686783E-07   1.31264898E-07   7.88680836E-08   1.07010034E-09   5.96317307E-07   9.19606781E+00   -1.46387851E+00   -1.56147748E-01   1.12749584E-01   9.02348709E+00   -1.48745060E+00   1.18363217E-01   1.14889279E-01   1.67895973E+00   2.03657225E+06   8.75435829E+00   1.67858124E+00   2.04083175E+06   8.77044201E+00 
0 20 1.15691217E-08   6.48321475E-07   1.63441584E-07   1.19741443E-07   4.04748342E-08   9.21854759E-10   5.57525084E-07   9.08822346E+00   -1.48823726E+00   -1.80188686E-01   1.14176482E-01   9.07728767E+00   -1.61984897E+00   1.97716504E-01   1.14068918E-01   1.68289804E+00   1.97753462E+06   8.53142738E+00   1.68242598E+00   1.98709300E+06   8.56752014E+00 
0 30 8.77216166E-09   4.86591887E-07   1.32297586E-07   9.08240807E-08   3.27575300E-08   8.10768619E-10   5.05951618E-07   9.08775806E+00   -1.51288319E+00   -1.11775443E-01   1.14478581E-01   9.11001778E+00   -1.61868584E+00   3.39570850E-01   1.14202388E-01   1.68408120E+00   1.94251512E+06   8.39918995E+00   1.68400490E+00   1.94587650E+06   8.41188335E+00 
0 40 7.86583421E-09   4.13808181E-07   9.86017952E-08   7.36015764E-08   2.93636333E-08   7.00793423E-10   4.49459321E-07   8.98883152E+00   -1.49384010E+00   -1.36867717E-01   1.15998499E-01   8.89581776E+00   -1.56648052E+00   4.51945305E-01   1.17535360E-01   1.68390083E+00   1.87355812E+06   8.13880348E+00   1.68386555E+00   1.87226275E+06   8.13391113E+00 
0 50 5.57374902E-09   3.65600073E-07   8.42807779E-08   7.38721440E-08   1.97122603E-08   6.27632613E-10   4.13289655E-07   8.88952827E+00   -1.46429110E+00   -2.15143293E-01   1.17539011E-01   8.67562771E+00   -1.53910673E+00   4.59544659E-01   1.21092677E-01   1.68022859E+00   1.80245212E+06   7.87030125E+00   1.68011379E+00   1.80096275E+06   7.86467695E+00 
0 60 5.81211124E-09   3.09717478E-07   7.85864884E-08   5.62000544E-08   1.93332017E-08   5.71007519E-10   3.85059934E-07   8.81235600E+00   -1.42206776E+00   -2.51347065E-01   1.18833795E-01   8.64180088E+00   -1.52592206E+00   4.62927967E-01   1.22222386E-01   1.67575634E+00   1.75452638E+06   7.68932962E+00   1.67573524E+00   1.75433462E+06   7.68860531E+00 
0 70 4.35999548E-09   2.72792931E-07   7.47724371E-08   4.82585811E-08   1.44015644E-08   5.24670085E-10   3.60748487E-07   8.78909111E+00   -1.39723754E+00   -2.53753841E-01   1.19317263E-01   8.72939014E+00   -1.51707029E+00   4.72068399E-01   1.21656217E-01   1.67801714E+00   1.71305200E+06   7.59504795E+00   1.67789960E+00   1.71506312E+06   7.59944105E+00 
0 80 3.57871954E-09   2.51028297E-07   6.72315466E-08   4.55747902E-08   1.25322002E-08   4.74616901E-10   3.32296707E-07   8.81464863E+00   -1.38812137E+00   -2.39907488E-01   1.19023547E-01   8.81965733E+00   -1.50613105E+00   4.56635356E-01   1.21025942E-01   1.67921793E+00   1.69112925E+06   7.54715681E+00   1.67913079E+00   1.69281725E+06   7.55084419E+00 
0 90 2.97850322E-09   2.34571218E-07   6.06343704E-08   4.27690878E-08   1.03556861E-08   4.33854536E-10   3.07569906E-07   8.85005188E+00   -1.37539053E+00   -2.36781046E-01   1.18562542E-01   8.89162827E+00   -1.49733889E+00   4.15014684E-01   1.20561689E-01   1.67987525E+00   1.67779375E+06   7.51802444E+00   1.67991579E+00   1.67693425E+06   7.51614714E+00 
