RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.13705585E-08   1.34002050E-06   7.94940007E-08   2.69339267E-07   1.49179655E-07   1.05025492E-07   8.21245194E-05   9.90084553E+00   -5.21125257E-01   -1.06358798E-02   1.05985984E-01   9.86313915E+00   -5.17614841E-01   2.18301453E-02   1.06392235E-01   1.68641067E+00   2.14607125E+06   9.63596153E+00   1.68640161E+00   2.14527225E+06   9.62794018E+00 
0 10 2.06911785E-08   1.00598243E-06   1.01019907E-07   1.29752493E-07   7.66369794E-08   1.06983589E-09   5.96215102E-07   9.29160690E+00   -4.87715214E-01   -1.60526544E-01   1.12835862E-01   9.13606644E+00   -5.19032001E-01   1.18594050E-01   1.14795849E-01   1.67766249E+00   2.05062725E+06   8.80743122E+00   1.67734194E+00   2.05388638E+06   8.81973743E+00 
0 20 1.13970966E-08   6.54214602E-07   1.28867129E-07   1.16151384E-07   3.98841067E-08   9.21762167E-10   5.57398948E-07   9.19165897E+00   -5.05223751E-01   -1.70372352E-01   1.14209108E-01   9.16603565E+00   -6.13177896E-01   1.91203594E-01   1.14501245E-01   1.68238246E+00   1.98791375E+06   8.57061958E+00   1.68199241E+00   1.99490962E+06   8.59703636E+00 
0 30 8.71460593E-09   4.91377762E-07   1.09771335E-07   8.91430432E-08   3.22546221E-08   8.10543799E-10   5.05726007E-07   9.22420883E+00   -5.27161658E-01   -9.90913436E-02   1.14167303E-01   9.22302341E+00   -6.21408761E-01   3.32756013E-01   1.14325687E-01   1.68395317E+00   1.94797575E+06   8.41981030E+00   1.68391442E+00   1.94947262E+06   8.42546272E+00 
0 40 7.87965071E-09   4.18246316E-07   7.78211984E-08   7.39622408E-08   2.91126607E-08   7.00724145E-10   4.49318094E-07   9.13433838E+00   -5.30746698E-01   -1.51107445E-01   1.15602605E-01   9.05770111E+00   -6.00154400E-01   4.49582815E-01   1.16976142E-01   1.68400633E+00   1.87772688E+06   8.15454483E+00   1.68396807E+00   1.87616025E+06   8.14862919E+00 
0 50 5.75321968E-09   3.69977670E-07   6.61165416E-08   7.51098810E-08   1.99439540E-08   6.27638219E-10   4.13160052E-07   9.02817345E+00   -5.21611273E-01   -2.44679213E-01   1.17235959E-01   8.87260342E+00   -5.92927217E-01   4.65022415E-01   1.19995952E-01   1.68044567E+00   1.80532700E+06   7.88115692E+00   1.68046224E+00   1.80554900E+06   7.88199520E+00 
0 60 5.98071459E-09   3.13868156E-07   6.55979733E-08   5.78265471E-08   1.97468903E-08   5.71069636E-10   3.84956905E-07   8.95589924E+00   -4.96339262E-01   -2.78387338E-01   1.18414059E-01   8.87151718E+00   -5.88631213E-01   4.84965771E-01   1.20615259E-01   1.67603123E+00   1.75704300E+06   7.69883251E+00   1.67617214E+00   1.75834962E+06   7.70376635E+00 
0 70 4.35121228E-09   2.77171637E-07   6.51143210E-08   5.02748527E-08   1.43536782E-08   5.25135602E-10   3.60839834E-07   8.95680237E+00   -4.75938886E-01   -2.80853093E-01   1.18523784E-01   8.97369385E+00   -5.68327010E-01   5.21129131E-01   1.19833089E-01   1.67773008E+00   1.71792362E+06   7.60569000E+00   1.67761624E+00   1.71982138E+06   7.60983562E+00 
0 80 3.56301544E-09   2.55405212E-07   5.84400617E-08   4.73545576E-08   1.24637660E-08   4.75127326E-10   3.32344541E-07   9.01645660E+00   -4.62661922E-01   -2.76124060E-01   1.17740303E-01   9.07545090E+00   -5.42878926E-01   5.14892340E-01   1.19033478E-01   1.67897117E+00   1.69586700E+06   7.55750608E+00   1.67896092E+00   1.69606138E+06   7.55793095E+00 
0 90 2.97637404E-09   2.38968397E-07   5.22593311E-08   4.49941524E-08   1.02746718E-08   4.34283581E-10   3.07501182E-07   9.07068920E+00   -4.46215421E-01   -2.80905366E-01   1.16993114E-01   9.15303135E+00   -5.23140073E-01   4.71597970E-01   1.18460916E-01   1.67969596E+00   1.68154562E+06   7.52622080E+00   1.67981398E+00   1.67908750E+06   7.52085114E+00 
