RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.13745127E-08   1.33150195E-06   1.90872655E-07   2.69660745E-07   1.49194221E-07   1.05117898E-07   8.21972353E-05   9.81455421E+00   -1.38290083E+00   -1.35163767E-02   1.06018439E-01   9.77676010E+00   -1.37549508E+00   2.68917903E-02   1.06431782E-01   1.68640268E+00   2.14535300E+06   9.62875080E+00   1.68639016E+00   2.14446850E+06   9.61987019E+00 
0 10 2.13585363E-08   9.98753421E-07   1.65557950E-07   1.30760313E-07   7.86500891E-08   1.07005638E-09   5.96299458E-07   9.20710659E+00   -1.30180860E+00   -1.57912269E-01   1.12908557E-01   9.03014088E+00   -1.33009040E+00   9.98329371E-02   1.15112416E-01   1.67882073E+00   2.03815338E+06   8.76032829E+00   1.67848063E+00   2.04194038E+06   8.77462864E+00 
0 20 1.15415579E-08   6.49887340E-07   1.56415084E-07   1.19310485E-07   4.03658440E-08   9.21791643E-10   5.57474948E-07   9.09945488E+00   -1.32490659E+00   -1.63079545E-01   1.14341862E-01   9.07941151E+00   -1.46177292E+00   1.34802103E-01   1.14395596E-01   1.68283975E+00   1.97878912E+06   8.53616428E+00   1.68239307E+00   1.98771462E+06   8.56986713E+00 
0 30 8.75029116E-09   4.87852333E-07   1.27515904E-07   9.08089035E-08   3.26901457E-08   8.10711553E-10   5.05909441E-07   9.10416126E+00   -1.35056472E+00   -8.62259492E-02   1.14594981E-01   9.10452747E+00   -1.46411633E+00   2.57552654E-01   1.14646092E-01   1.68405581E+00   1.94366938E+06   8.40354919E+00   1.68400192E+00   1.94599975E+06   8.41234875E+00 
0 40 7.86510679E-09   4.14869390E-07   9.41386347E-08   7.37480903E-08   2.93543252E-08   7.00778546E-10   4.49437522E-07   9.00529194E+00   -1.33544457E+00   -1.18780553E-01   1.16141394E-01   8.88672829E+00   -1.41607118E+00   3.64345551E-01   1.18068948E-01   1.68392658E+00   1.87453275E+06   8.14248371E+00   1.68385959E+00   1.87204438E+06   8.13308716E+00 
0 50 5.58132562E-09   3.66568287E-07   8.02773670E-08   7.39685930E-08   1.97124699E-08   6.27619900E-10   4.13267031E-07   8.90201950E+00   -1.30645311E+00   -2.13074401E-01   1.17741898E-01   8.67463875E+00   -1.39013124E+00   3.70541304E-01   1.21569552E-01   1.68028247E+00   1.80315888E+06   7.87296963E+00   1.68009019E+00   1.80065938E+06   7.86353111E+00 
0 60 5.83442583E-09   3.10593521E-07   7.55097247E-08   5.62295703E-08   1.93748555E-08   5.70966108E-10   3.85030205E-07   8.82857037E+00   -1.26217496E+00   -2.55766869E-01   1.18980609E-01   8.64851379E+00   -1.37792504E+00   3.91167462E-01   1.22584112E-01   1.67578924E+00   1.75482562E+06   7.69045925E+00   1.67569411E+00   1.75396175E+06   7.68719721E+00 
0 70 4.36002656E-09   2.73668121E-07   7.23541831E-08   4.85528453E-08   1.43767593E-08   5.24631116E-10   3.60733395E-07   8.81169701E+00   -1.23715174E+00   -2.57208496E-01   1.19362444E-01   8.74044514E+00   -1.36519420E+00   4.13121521E-01   1.21941701E-01   1.67797709E+00   1.71374075E+06   7.59655237E+00   1.67795634E+00   1.71409600E+06   7.59732819E+00 
0 80 3.58310381E-09   2.51904822E-07   6.50098144E-08   4.57073170E-08   1.25371757E-08   4.74574657E-10   3.32280109E-07   8.83981228E+00   -1.22721803E+00   -2.48434260E-01   1.19020239E-01   8.83838367E+00   -1.35035467E+00   4.11096215E-01   1.21192992E-01   1.67917514E+00   1.69196075E+06   7.54897308E+00   1.67919266E+00   1.69162238E+06   7.54823351E+00 
0 90 2.97579383E-09   2.35448127E-07   5.85627689E-08   4.29583551E-08   1.03375442E-08   4.33805825E-10   3.07553165E-07   8.87464809E+00   -1.21536016E+00   -2.51522422E-01   1.18547387E-01   8.91283989E+00   -1.34040928E+00   3.75826806E-01   1.20686017E-01   1.67985451E+00   1.67823338E+06   7.51898479E+00   1.67998409E+00   1.67547225E+06   7.51295328E+00 
0 100 2.81841794E-09   2.21385321E-07   5.54592354E-08   3.93327078E-08   9.19450382E-09   4.02503281E-10   2.86843687E-07   8.89092445E+00   -1.20213413E+00   -2.63502717E-01   1.18316092E-01   8.96812248E+00   -1.32948852E+00   3.25500399E-01   1.20314516E-01   1.68028831E+00   1.66877812E+06   7.49832964E+00   1.68051136E+00   1.66366462E+06   7.48715878E+00 
0 110 2.73270406E-09   2.08828851E-07   5.29658841E-08   3.49668845E-08   8.86362539E-09   3.77843368E-10   2.68653906E-07   8.89422226E+00   -1.19690812E+00   -2.60042578E-01   1.18249878E-01   9.01609039E+00   -1.31887174E+00   2.89620310E-01   1.19899325E-01   1.68057847E+00   1.66208588E+06   7.48370981E+00   1.68085778E+00   1.65532088E+06   7.46893167E+00 
0 120 2.25586283E-09   1.97417592E-07   4.99568458E-08   3.26095453E-08   7.48584128E-09   3.56382618E-10   2.51067405E-07   8.89713955E+00   -1.19999099E+00   -2.35688552E-01   1.18186757E-01   9.05978012E+00   -1.31313372E+00   2.72109717E-01   1.19406700E-01   1.68074834E+00   1.65801175E+06   7.47481012E+00   1.68107438E+00   1.64981712E+06   7.45690870E+00 
0 130 1.92879246E-09   1.86535047E-07   4.68296371E-08   3.10031929E-08   6.46114717E-09   3.37479406E-10   2.34025833E-07   8.90398216E+00   -1.20759177E+00   -2.04367951E-01   1.18073240E-01   9.09295940E+00   -1.31232691E+00   2.66613305E-01   1.18946292E-01   1.68077803E+00   1.65728812E+06   7.47322941E+00   1.68115163E+00   1.64779662E+06   7.45249462E+00 
0 140 1.76631976E-09   1.76435975E-07   4.43493882E-08   2.92207609E-08   5.57501734E-09   3.22095461E-10   2.18351644E-07   8.91139317E+00   -1.21958447E+00   -1.78760037E-01   1.17952906E-01   9.11250591E+00   -1.31721675E+00   2.69078761E-01   1.18594892E-01   1.68073356E+00   1.65837200E+06   7.47559690E+00   1.68113995E+00   1.64810438E+06   7.45316696E+00 
0 150 1.71412573E-09   1.67088061E-07   4.22144737E-08   2.71256280E-08   5.17150811E-09   3.09303222E-10   2.03866506E-07   8.91269207E+00   -1.23356795E+00   -1.60943717E-01   1.17920481E-01   9.11871719E+00   -1.32357275E+00   2.81559169E-01   1.18390977E-01   1.68074238E+00   1.65815838E+06   7.47513056E+00   1.68115556E+00   1.64769212E+06   7.45226622E+00 
0 160 1.58134139E-09   1.58366433E-07   4.00495495E-08   2.54934225E-08   4.85073892E-09   2.98152031E-10   1.90204346E-07   8.90506458E+00   -1.24549484E+00   -1.47392645E-01   1.18017867E-01   9.11385441E+00   -1.32850885E+00   3.01328003E-01   1.18335634E-01   1.68084836E+00   1.65555288E+06   7.46943855E+00   1.68125308E+00   1.64508875E+06   7.44657946E+00 
0 170 1.44334678E-09   1.50143720E-07   3.80757363E-08   2.40633291E-08   4.57612215E-09   2.88487761E-10   1.77274288E-07   8.89293289E+00   -1.25467730E+00   -1.36360154E-01   1.18180983E-01   9.10267925E+00   -1.33263648E+00   3.24556261E-01   1.18380740E-01   1.68098080E+00   1.65222388E+06   7.46216583E+00   1.68136787E+00   1.64194525E+06   7.43971205E+00 
0 180 1.39140111E-09   1.42347758E-07   3.64788697E-08   2.26371206E-08   4.38211156E-09   2.80514112E-10   1.65201541E-07   8.88236904E+00   -1.26233029E+00   -1.28749132E-01   1.18322678E-01   9.09037113E+00   -1.33625901E+00   3.48563075E-01   1.18464060E-01   1.68108296E+00   1.64959500E+06   7.45642328E+00   1.68144071E+00   1.63990738E+06   7.43526030E+00 
0 190 1.38295142E-09   1.35001670E-07   3.51293998E-08   2.14255120E-08   4.17437684E-09   2.73840645E-10   1.53878119E-07   8.87374210E+00   -1.26851106E+00   -1.25268623E-01   1.18437439E-01   9.07950687E+00   -1.33881116E+00   3.71171892E-01   1.18552350E-01   1.68118489E+00   1.64691325E+06   7.45056486E+00   1.68149519E+00   1.63836238E+06   7.43188524E+00 
0 200 1.34307998E-09   1.28185633E-07   3.37813795E-08   2.04033181E-08   3.85061227E-09   2.68063294E-10   1.43187592E-07   8.86281586E+00   -1.27241254E+00   -1.25311896E-01   1.18583754E-01   9.06789017E+00   -1.34000492E+00   3.90627563E-01   1.18670277E-01   1.68133557E+00   1.64283788E+06   7.44166183E+00   1.68157935E+00   1.63592612E+06   7.42656326E+00 
0 210 1.30162148E-09   1.21894900E-07   3.23763345E-08   1.94578362E-08   3.56512975E-09   2.63103567E-10   1.33234224E-07   8.84822750E+00   -1.27426755E+00   -1.27558634E-01   1.18779145E-01   9.05505943E+00   -1.34000957E+00   4.05774891E-01   1.18819781E-01   1.68153107E+00   1.63733062E+06   7.42963123E+00   1.68169999E+00   1.63233850E+06   7.41872597E+00 
0 220 1.32325007E-09   1.16048604E-07   3.10508952E-08   1.84031226E-08   3.53532492E-09   2.58885857E-10   1.23959268E-07   8.83288860E+00   -1.27507091E+00   -1.30630046E-01   1.18983284E-01   9.04289627E+00   -1.33928370E+00   4.15872067E-01   1.18974209E-01   1.68173087E+00   1.63140212E+06   7.41668034E+00   1.68182886E+00   1.62836862E+06   7.41005325E+00 
0 230 1.39618150E-09   1.10589298E-07   2.98377856E-08   1.73944557E-08   3.69088737E-09   2.55277993E-10   1.15247808E-07   8.81945801E+00   -1.27543581E+00   -1.33654818E-01   1.19160779E-01   9.03342724E+00   -1.33815408E+00   4.21039224E-01   1.19104512E-01   1.68190813E+00   1.62584800E+06   7.40454721E+00   1.68194044E+00   1.62480150E+06   7.40226078E+00 
0 240 1.45555845E-09   1.05491232E-07   2.86901507E-08   1.65220122E-08   3.80953891E-09   2.52180332E-10   1.07142192E-07   8.80800056E+00   -1.27549160E+00   -1.36741847E-01   1.19311877E-01   9.02687931E+00   -1.33694351E+00   4.22086596E-01   1.19203664E-01   1.68206346E+00   1.62071425E+06   7.39333200E+00   1.68202722E+00   1.62193450E+06   7.39599752E+00 
0 250 1.46023837E-09   1.00710700E-07   2.75886851E-08   1.57390954E-08   3.77645160E-09   2.49449711E-10   9.96062894E-08   8.79730129E+00   -1.27551675E+00   -1.39972076E-01   1.19453445E-01   9.02235794E+00   -1.33581460E+00   4.20207500E-01   1.19279385E-01   1.68220735E+00   1.61569688E+06   7.38237143E+00   1.68209410E+00   1.61966725E+06   7.39104462E+00 
