RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.44658379E-08   2.49869504E-06   4.58203203E-07   4.07047736E-07   2.69641163E-07   1.17548517E-07   9.22671243E-05   9.73953438E+00   1.33238518E+00   -1.22774513E-02   1.06900699E-01   9.76752281E+00   1.36531758E+00   -2.73078941E-02   1.06554836E-01   1.68631148E+00   2.14092750E+06   9.58432198E+00   1.68635654E+00   2.14269975E+06   9.60211277E+00 
0 10 9.42078699E-08   1.68041618E-06   7.45308455E-07   7.35379217E-07   3.10357137E-07   1.22475963E-09   1.07711014E-06   9.46099949E+00   1.22159612E+00   -2.04915851E-01   1.10277809E-01   9.39624023E+00   1.31290996E+00   -2.17035547E-01   1.10897429E-01   1.67686284E+00   2.05862312E+06   8.83762360E+00   1.67662871E+00   2.06088275E+06   8.84615612E+00 
0 20 5.08177536E-08   1.21585515E-06   5.79419975E-07   4.65815958E-07   1.90942444E-07   1.23291066E-09   1.11015811E-06   9.83081245E+00   1.17696905E+00   -3.07837784E-01   1.06535397E-01   9.77222347E+00   1.36361957E+00   -3.13203096E-01   1.06878571E-01   1.67934382E+00   2.03209662E+06   8.73745728E+00   1.67908704E+00   2.03510612E+06   8.74882126E+00 
0 30 4.39106671E-08   1.01426406E-06   4.64540051E-07   4.09995749E-07   1.38036555E-07   9.76422720E-10   1.00585771E-06   9.59288979E+00   1.20963645E+00   -3.87473702E-01   1.09303139E-01   9.53556252E+00   1.26819313E+00   -3.65558535E-01   1.09883651E-01   1.68435717E+00   1.92429062E+06   8.33037376E+00   1.68426883E+00   1.93199450E+06   8.35946369E+00 
0 40 2.76306071E-08   8.99687564E-07   4.13999231E-07   4.05877444E-07   9.01162167E-08   8.60141236E-10   8.51698758E-07   9.55114651E+00   1.23762596E+00   -4.07283515E-01   1.10000558E-01   9.60040379E+00   1.26202500E+00   -3.65381032E-01   1.09421670E-01   1.68370438E+00   1.86680875E+06   8.11331654E+00   1.68396986E+00   1.87622875E+06   8.14888763E+00 
0 50 2.00224424E-08   8.06046444E-07   3.55051384E-07   3.42998078E-07   6.00897962E-08   8.02080846E-10   7.10509823E-07   9.47345924E+00   1.25727236E+00   -4.61764097E-01   1.11091591E-01   9.58800125E+00   1.24646747E+00   -3.91601175E-01   1.09845147E-01   1.68160295E+00   1.82219275E+06   7.94484329E+00   1.68221354E+00   1.83252338E+06   7.98385239E+00 
0 60 1.74135462E-08   6.90630031E-07   3.11035791E-07   2.91973578E-07   5.04042390E-08   7.65020047E-10   6.14691373E-07   9.35116768E+00   1.26706088E+00   -4.96650666E-01   1.12677090E-01   9.53339767E+00   1.23018050E+00   -4.09531265E-01   1.10685326E-01   1.67895329E+00   1.78689775E+06   7.81156635E+00   1.67978156E+00   1.79675962E+06   7.84880543E+00 
0 70 1.26082540E-08   5.85555426E-07   2.76495228E-07   2.58417970E-07   3.61327572E-08   7.35141836E-10   5.37472772E-07   9.28661537E+00   1.26600790E+00   -4.89254564E-01   1.13602005E-01   9.51087189E+00   1.24063468E+00   -3.97049516E-01   1.11115031E-01   1.67696524E+00   1.76591988E+06   7.73235226E+00   1.67830479E+00   1.77968712E+06   7.78433847E+00 
0 80 9.66692237E-09   5.32939850E-07   2.50166522E-07   2.37515295E-07   2.82602439E-08   7.05604075E-10   4.69569443E-07   9.20610142E+00   1.26536000E+00   -4.64045376E-01   1.14679143E-01   9.48661232E+00   1.24108732E+00   -3.71260464E-01   1.11528248E-01   1.67642272E+00   1.73869762E+06   7.65107155E+00   1.67747390E+00   1.77098925E+06   7.75149488E+00 
0 90 8.74881056E-09   4.92592108E-07   2.23066024E-07   2.18657036E-07   2.68255516E-08   6.79982681E-10   4.13028289E-07   9.10228634E+00   1.26952434E+00   -4.53006685E-01   1.15994520E-01   9.46159840E+00   1.23633242E+00   -3.59886587E-01   1.11900836E-01   1.67913306E+00   1.69277350E+06   7.55074835E+00   1.67661047E+00   1.76248612E+06   7.71938610E+00 
0 100 7.16026793E-09   4.48651036E-07   1.87681010E-07   1.99476304E-07   2.12118536E-08   6.51406651E-10   3.68362407E-07   8.99361515E+00   1.28282464E+00   -4.62846905E-01   1.17342129E-01   9.42736149E+00   1.23029590E+00   -3.68969798E-01   1.12330273E-01   1.68128347E+00   1.64426312E+06   7.44477558E+00   1.67554164E+00   1.75162125E+06   7.67930412E+00 
0 110 6.28752117E-09   4.05958588E-07   1.57262789E-07   1.77074696E-07   1.72055898E-08   6.22055352E-10   3.34765105E-07   8.88700199E+00   1.30079818E+00   -4.73254979E-01   1.18668832E-01   9.40072155E+00   1.22464287E+00   -3.80406678E-01   1.12638652E-01   1.68261421E+00   1.59967925E+06   7.34738016E+00   1.67679667E+00   1.73296800E+06   7.63855505E+00 
0 120 5.81865711E-09   3.72991451E-07   1.36913670E-07   1.54205395E-07   1.54660516E-08   5.93694260E-10   3.09175391E-07   8.77756786E+00   1.31684613E+00   -4.68520343E-01   1.20079823E-01   9.38617802E+00   1.22296810E+00   -3.83469880E-01   1.12793833E-01   1.68331265E+00   1.55658350E+06   7.25323582E+00   1.67770052E+00   1.71841850E+06   7.60677099E+00 
0 130 4.89879470E-09   3.48046342E-07   1.20374366E-07   1.32950078E-07   1.31275231E-08   5.64081060E-10   2.87743148E-07   8.65135002E+00   1.32771540E+00   -4.48925346E-01   1.21785343E-01   9.37353325E+00   1.22221792E+00   -3.78894895E-01   1.12934403E-01   1.68341553E+00   1.50953838E+06   7.15046358E+00   1.67839670E+00   1.70641225E+06   7.58054304E+00 
0 140 4.34022818E-09   3.23449598E-07   1.05564659E-07   1.14166163E-07   1.23939570E-08   5.33556477E-10   2.68092663E-07   8.51162434E+00   1.33705187E+00   -4.23361093E-01   1.23747177E-01   9.35937881E+00   1.22093880E+00   -3.69317591E-01   1.13106683E-01   1.68277323E+00   1.45969538E+06   7.04157972E+00   1.67896485E+00   1.69598588E+06   7.55776596E+00 
0 150 4.13432089E-09   2.99144148E-07   9.35023152E-08   1.00098788E-07   1.19959189E-08   5.05793740E-10   2.50105813E-07   8.37068653E+00   1.34660172E+00   -3.97445381E-01   1.25795379E-01   9.34607792E+00   1.21865189E+00   -3.59366387E-01   1.13278590E-01   1.68141258E+00   1.41136825E+06   6.93600702E+00   1.67938101E+00   1.68792450E+06   7.54015541E+00 
0 160 3.91504384E-09   2.79692273E-07   8.39495939E-08   9.07952540E-08   1.09219975E-08   4.83273865E-10   2.33699282E-07   8.23105812E+00   1.35405207E+00   -3.69536370E-01   1.27899423E-01   9.33240986E+00   1.21616340E+00   -3.52380395E-01   1.13456443E-01   1.67943001E+00   1.36512112E+06   6.83497810E+00   1.67970395E+00   1.68138088E+06   7.52586079E+00 
0 170 3.53773899E-09   2.65646975E-07   7.56882841E-08   8.41629273E-08   9.52355439E-09   4.65679939E-10   2.18696599E-07   8.08957958E+00   1.35915935E+00   -3.37550491E-01   1.30110845E-01   9.31841087E+00   1.21437502E+00   -3.48609209E-01   1.13634318E-01   1.67679024E+00   1.31899950E+06   6.73422384E+00   1.67998242E+00   1.67550762E+06   7.51303053E+00 
0 180 3.19249072E-09   2.52226869E-07   6.85708343E-08   7.74524480E-08   8.55723137E-09   4.51701954E-10   2.04785024E-07   7.94881773E+00   1.36229408E+00   -3.02714616E-01   1.32391751E-01   9.30550480E+00   1.21355307E+00   -3.46622258E-01   1.13794580E-01   1.65979850E+00   1.26981588E+06   6.63612604E+00   1.68022907E+00   1.67010650E+06   7.50123119E+00 
0 190 2.97891400E-09   2.38025621E-07   6.29015631E-08   7.06521419E-08   8.09694178E-09   4.40446929E-10   1.91625205E-07   7.81025600E+00   1.36151075E+00   -2.67280668E-01   1.34724647E-01   9.29446220E+00   1.21326721E+00   -3.44293058E-01   1.13930754E-01   1.63479555E+00   1.22187488E+06   6.54631376E+00   1.68044674E+00   1.66516325E+06   7.49043274E+00 
0 200 2.67698130E-09   2.25832196E-07   5.84834616E-08   6.42022755E-08   7.24901428E-09   4.31125635E-10   1.79192270E-07   7.67559624E+00   1.35764384E+00   -2.31333658E-01   1.37078762E-01   9.28550434E+00   1.21309078E+00   -3.40672791E-01   1.14043064E-01   1.61183119E+00   1.17772450E+06   6.46360207E+00   1.68063438E+00   1.66075950E+06   7.48081255E+00 
0 210 2.53306132E-09   2.15494580E-07   5.46557821E-08   5.80800261E-08   6.89815183E-09   4.22983787E-10   1.67447638E-07   7.55011177E+00   1.35071158E+00   -1.94626570E-01   1.39359936E-01   9.27730274E+00   1.21275139E+00   -3.36499393E-01   1.14148520E-01   1.59130144E+00   1.13815825E+06   6.38947868E+00   1.68080652E+00   1.65658888E+06   7.47170162E+00 
0 220 2.38557196E-09   2.06250206E-07   5.11957055E-08   5.18339469E-08   6.49990728E-09   4.15265766E-10   1.56066662E-07   7.43106508E+00   1.34119761E+00   -1.58966184E-01   1.41606256E-01   9.26811790E+00   1.21218407E+00   -3.33033413E-01   1.14267342E-01   1.57237959E+00   1.10160975E+06   6.32100916E+00   1.68098307E+00   1.65216712E+06   7.46204233E+00 
0 230 2.22333685E-09   1.97246621E-07   4.83616027E-08   4.61947280E-08   6.07669737E-09   4.07646833E-10   1.45051445E-07   7.31880999E+00   1.32956243E+00   -1.26549244E-01   1.43802688E-01   9.25778294E+00   1.21154571E+00   -3.30768257E-01   1.14400111E-01   1.55488634E+00   1.06775075E+06   6.25757742E+00   1.68116128E+00   1.64754062E+06   7.45193529E+00 
0 240 2.11913109E-09   1.88421623E-07   4.60228335E-08   4.15995487E-08   5.94118754E-09   4.00237232E-10   1.34552636E-07   7.21366835E+00   1.31619859E+00   -9.85186249E-02   1.45933434E-01   9.24751472E+00   1.21101737E+00   -3.29143018E-01   1.14531256E-01   1.53884900E+00   1.03665031E+06   6.19931412E+00   1.68132174E+00   1.64322038E+06   7.44249773E+00 
0 250 2.03434358E-09   1.80187087E-07   4.38176144E-08   3.80186300E-08   5.86676263E-09   3.93140964E-10   1.24452598E-07   7.11516523E+00   1.30160511E+00   -7.49477446E-02   1.47997260E-01   9.23834610E+00   1.21061862E+00   -3.27251405E-01   1.14648364E-01   1.52422786E+00   1.00824662E+06   6.14610243E+00   1.68145287E+00   1.63956688E+06   7.43451643E+00 
0 260 1.89377070E-09   1.72526498E-07   4.17385344E-08   3.51012197E-08   5.49613732E-09   3.86578769E-10   1.14756567E-07   7.02280235E+00   1.28649247E+00   -5.58225997E-02   1.49993196E-01   9.23039532E+00   1.21018434E+00   -3.24757069E-01   1.14750899E-01   1.51092172E+00   9.82356062E+05   6.09759903E+00   1.68155932E+00   1.63650950E+06   7.42783737E+00 
0 270 1.72088832E-09   1.65248338E-07   3.99460731E-08   3.25669056E-08   4.95077579E-09   3.80828979E-10   1.05661691E-07   6.93675661E+00   1.27128303E+00   -4.10194099E-02   1.51908025E-01   9.22327518E+00   1.20950341E+00   -3.22005242E-01   1.14844523E-01   1.49882615E+00   9.58786812E+05   6.05344439E+00   1.68165219E+00   1.63377462E+06   7.42186308E+00 
0 280 1.58478786E-09   1.58406408E-07   3.84552408E-08   3.03062642E-08   4.55839633E-09   3.76215142E-10   9.73580683E-08   6.85711288E+00   1.25599670E+00   -3.00491415E-02   1.53732523E-01   9.21667194E+00   1.20850646E+00   -3.19565445E-01   1.14933454E-01   1.48782206E+00   9.37315562E+05   6.01322031E+00   1.68173838E+00   1.63117262E+06   7.41617870E+00 
0 290 1.50272828E-09   1.52085477E-07   3.71183120E-08   2.82476993E-08   4.34433778E-09   3.72881059E-10   8.99230912E-08   6.78364372E+00   1.24059093E+00   -2.20711585E-02   1.55465335E-01   9.21046448E+00   1.20732760E+00   -3.17721158E-01   1.15018792E-01   1.47772968E+00   9.17599375E+05   5.97628403E+00   1.68181968E+00   1.62865688E+06   7.41068316E+00 
0 300 1.44778722E-09   1.46143876E-07   3.57881760E-08   2.63879425E-08   4.15987556E-09   3.70783709E-10   8.32451121E-08   6.71588421E+00   1.22516036E+00   -1.64442267E-02   1.57111421E-01   9.20457840E+00   1.20619118E+00   -3.16350043E-01   1.15100719E-01   1.46834564E+00   8.99702250E+05   5.94195938E+00   1.68189597E+00   1.62623675E+06   7.40539598E+00 
0 310 1.40732126E-09   1.40411530E-07   3.44368729E-08   2.46625955E-08   3.97690192E-09   3.69816455E-10   7.71811983E-08   6.65362549E+00   1.20959342E+00   -1.31228156E-02   1.58671916E-01   9.19895744E+00   1.20525515E+00   -3.15168858E-01   1.15179256E-01   1.45935607E+00   8.86396500E+05   5.90952826E+00   1.68196738E+00   1.62392088E+06   7.40033674E+00 
0 320 1.40254286E-09   1.34660553E-07   3.30958976E-08   2.31745272E-08   3.90054034E-09   3.69887038E-10   7.16412316E-08   6.59789848E+00   1.19423723E+00   -1.19337644E-02   1.60117403E-01   9.19363976E+00   1.20455778E+00   -3.13959897E-01   1.15253605E-01   1.45102727E+00   8.74054688E+05   5.87944698E+00   1.68203318E+00   1.62173362E+06   7.39555883E+00 
0 330 1.39382750E-09   1.28942460E-07   3.18547251E-08   2.19068941E-08   3.79996390E-09   3.70943082E-10   6.66969342E-08   6.54864597E+00   1.17930484E+00   -1.23075778E-02   1.61443219E-01   9.18874645E+00   1.20405257E+00   -3.12644958E-01   1.15322269E-01   1.44338202E+00   8.62713750E+05   5.85180473E+00   1.68209243E+00   1.61972538E+06   7.39117193E+00 
0 340 1.36161860E-09   1.23428322E-07   3.07296979E-08   2.07416626E-08   3.62155128E-09   3.72893189E-10   6.23709155E-08   6.50581741E+00   1.16489089E+00   -1.34408800E-02   1.62645325E-01   9.18435097E+00   1.20366311E+00   -3.11261803E-01   1.15384541E-01   1.43643665E+00   8.52400875E+05   5.82666826E+00   1.68214417E+00   1.61793100E+06   7.38725185E+00 
