RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.22952198E-08   1.36691199E-06   1.01775242E-07   2.75258941E-07   1.52611733E-07   1.07580917E-07   8.41846268E-05   9.88519859E+00   -6.92465782E-01   1.37662534E-02   1.06043376E-01   9.90416336E+00   -6.93364441E-01   -1.26362983E-02   1.05838947E-01   1.68641591E+00   2.14665425E+06   9.64181328E+00   1.68642271E+00   2.14787700E+06   9.65408897E+00 
0 10 1.96187280E-08   1.02780893E-06   1.08276836E-07   1.24665291E-07   7.37219281E-08   1.09637122E-09   6.11352107E-07   9.28501511E+00   -6.34684026E-01   1.38736531E-01   1.13004923E-01   9.33201981E+00   -6.66644275E-01   -1.17636740E-01   1.12374291E-01   1.67678177E+00   2.05940938E+06   8.84059334E+00   1.67637265E+00   2.06331588E+06   8.85534382E+00 
0 20 1.05275255E-08   6.68593714E-07   1.25234081E-07   1.09653804E-07   3.79215415E-08   9.40556411E-10   5.68797816E-07   9.25693226E+00   -6.62917972E-01   2.27437615E-01   1.13735683E-01   9.32325840E+00   -6.57324553E-01   -2.48083368E-01   1.12808935E-01   1.68201494E+00   1.99452088E+06   8.59556866E+00   1.68188012E+00   1.99681762E+06   8.60424137E+00 
0 30 8.48456772E-09   4.99984651E-07   1.05808525E-07   8.24244353E-08   3.16108313E-08   8.25980728E-10   5.15490740E-07   9.17792988E+00   -7.48740733E-01   3.20266455E-01   1.14993289E-01   9.32448673E+00   -6.24961615E-01   -3.23586345E-01   1.13334939E-01   1.68395567E+00   1.94787575E+06   8.41943264E+00   1.68382955E+00   1.95256425E+06   8.43713665E+00 
0 40 7.28884642E-09   4.24698896E-07   7.80164271E-08   6.99516320E-08   2.70626774E-08   7.17890192E-10   4.60893290E-07   9.00273895E+00   -7.74107277E-01   3.31515402E-01   1.17450207E-01   9.08218670E+00   -5.97266376E-01   -2.99239218E-01   1.16948940E-01   1.68394220E+00   1.87513600E+06   8.14476109E+00   1.68391943E+00   1.87425825E+06   8.14144707E+00 
0 50 5.69296521E-09   3.74300612E-07   6.53228298E-08   6.87418193E-08   1.99870858E-08   6.42646325E-10   4.23620634E-07   8.86328602E+00   -7.55189538E-01   2.64451236E-01   1.19571172E-01   8.87191200E+00   -5.55882871E-01   -3.46291691E-01   1.20312408E-01   1.68054891E+00   1.80672100E+06   7.88642073E+00   1.68001068E+00   1.79964250E+06   7.85969162E+00 
0 60 5.33267386E-09   3.16594338E-07   6.40923190E-08   5.66967664E-08   1.78872952E-08   5.83262716E-10   3.93718238E-07   8.82959747E+00   -7.71274149E-01   2.02701911E-01   1.20174974E-01   8.85731983E+00   -5.19242704E-01   -4.38999355E-01   1.21072099E-01   1.67659068E+00   1.76229662E+06   7.71867037E+00   1.67557180E+00   1.75285850E+06   7.68303156E+00 
0 70 4.03396516E-09   2.78800087E-07   6.29085690E-08   4.74607269E-08   1.37707374E-08   5.33038447E-10   3.67261350E-07   8.86752033E+00   -7.92576194E-01   1.89759791E-01   1.19747661E-01   8.90283966E+00   -5.15447021E-01   -4.77599829E-01   1.20958723E-01   1.67731690E+00   1.72472425E+06   7.62054634E+00   1.67825019E+00   1.70900350E+06   7.58620358E+00 
0 80 3.29979999E-09   2.56734126E-07   5.73345140E-08   4.23134416E-08   1.16264731E-08   4.84722151E-10   3.40144169E-07   8.92105770E+00   -7.81196952E-01   1.69684708E-01   1.19104199E-01   8.94071770E+00   -5.23360193E-01   -4.87967730E-01   1.20853119E-01   1.67887402E+00   1.69769650E+06   7.56150293E+00   1.67961752E+00   1.68315912E+06   7.52974558E+00 
0 90 2.98297764E-09   2.39785749E-07   5.11353946E-08   4.02286027E-08   1.01480104E-08   4.43333481E-10   3.15328663E-07   8.97448063E+00   -7.63928354E-01   1.30459443E-01   1.18423946E-01   8.98681355E+00   -5.25005043E-01   -5.13649523E-01   1.20505087E-01   1.67966151E+00   1.68225550E+06   7.52777147E+00   1.68034339E+00   1.66753225E+06   7.49560785E+00 
0 100 2.69348388E-09   2.25455622E-07   4.79273936E-08   3.81967169E-08   8.85953888E-09   4.10753181E-10   2.93962387E-07   9.02187157E+00   -7.46032596E-01   9.47594717E-02   1.17775969E-01   9.04310703E+00   -5.22882640E-01   -5.53785682E-01   1.19895190E-01   1.68009496E+00   1.67306800E+06   7.50770092E+00   1.68076599E+00   1.65758138E+06   7.47386980E+00 
0 110 2.49156851E-09   2.12674777E-07   4.58846117E-08   3.41595339E-08   8.29728375E-09   3.84443977E-10   2.74771054E-07   9.06199646E+00   -7.23652542E-01   7.92453289E-02   1.17198639E-01   9.10648823E+00   -5.23373663E-01   -5.78867316E-01   1.19093701E-01   1.68037260E+00   1.66686738E+06   7.49415541E+00   1.68097556E+00   1.65235938E+06   7.46246195E+00 
0 120 2.11896323E-09   2.01102694E-07   4.35167991E-08   3.10666515E-08   7.15382331E-09   3.62138847E-10   2.56679812E-07   9.09655952E+00   -7.03068972E-01   8.67875293E-02   1.16691910E-01   9.16253471E+00   -5.22344530E-01   -5.86147964E-01   1.18314825E-01   1.68049359E+00   1.66407812E+06   7.48806238E+00   1.68104506E+00   1.65057662E+06   7.45856762E+00 
0 130 1.86891569E-09   1.90142714E-07   4.09135090E-08   2.94933500E-08   6.27890540E-09   3.42909312E-10   2.39408848E-07   9.12758160E+00   -6.86629832E-01   1.05196238E-01   1.16240986E-01   9.20274830E+00   -5.22238553E-01   -5.85649490E-01   1.17684461E-01   1.68046260E+00   1.66479675E+06   7.48963213E+00   1.68106520E+00   1.65005712E+06   7.45743275E+00 
0 140 1.72564185E-09   1.79865353E-07   3.86807137E-08   2.83246973E-08   5.62653613E-09   3.27098321E-10   2.23363159E-07   9.15253448E+00   -6.71488345E-01   1.29188195E-01   1.15877502E-01   9.23001099E+00   -5.24797797E-01   -5.79204440E-01   1.17197745E-01   1.68038797E+00   1.66651562E+06   7.49338722E+00   1.68106759E+00   1.64999438E+06   7.45729589E+00 
0 150 1.63032365E-09   1.70365752E-07   3.67999640E-08   2.67654610E-08   5.15616883E-09   3.14104742E-10   2.08514294E-07   9.16909599E+00   -6.58267796E-01   1.57748282E-01   1.15624435E-01   9.24700642E+00   -5.29462695E-01   -5.68643928E-01   1.16851561E-01   1.68037879E+00   1.66672488E+06   7.49384403E+00   1.68108380E+00   1.64957188E+06   7.45637274E+00 
0 160 1.53018276E-09   1.61518344E-07   3.49825982E-08   2.53029278E-08   4.78690998E-09   3.02919689E-10   1.94525441E-07   9.17725945E+00   -6.50427282E-01   1.87489808E-01   1.15481481E-01   9.25394249E+00   -5.34206569E-01   -5.51735640E-01   1.16663761E-01   1.68044353E+00   1.66523812E+06   7.49059629E+00   1.68115819E+00   1.64762375E+06   7.45211697E+00 
0 170 1.44320533E-09   1.53166226E-07   3.32852252E-08   2.41144207E-08   4.51227411E-09   2.93217617E-10   1.81280456E-07   9.17955399E+00   -6.47071421E-01   2.14721173E-01   1.15420677E-01   9.25259876E+00   -5.38796306E-01   -5.29278874E-01   1.16615340E-01   1.68052888E+00   1.66325238E+06   7.48625851E+00   1.68127644E+00   1.64445425E+06   7.44519329E+00 
0 180 1.40712653E-09   1.45249729E-07   3.19086837E-08   2.29488020E-08   4.33933023E-09   2.85067664E-10   1.68847791E-07   9.17930889E+00   -6.45920813E-01   2.35616326E-01   1.15401603E-01   9.24748230E+00   -5.44724166E-01   -5.04027665E-01   1.16643362E-01   1.68061411E+00   1.66124112E+06   7.48186445E+00   1.68139088E+00   1.64130762E+06   7.43831921E+00 
0 190 1.40308487E-09   1.37804562E-07   3.08169916E-08   2.17353016E-08   4.19264401E-09   2.78305351E-10   1.57257205E-07   9.17578125E+00   -6.46584034E-01   2.48669669E-01   1.15430549E-01   9.24141026E+00   -5.51315844E-01   -4.79264170E-01   1.16705127E-01   1.68071902E+00   1.65872662E+06   7.47637177E+00   1.68149328E+00   1.63841625E+06   7.43200302E+00 
0 200 1.38151535E-09   1.30872976E-07   2.98353520E-08   2.06170903E-08   3.96839406E-09   2.72552453E-10   1.46405469E-07   9.16841125E+00   -6.48234248E-01   2.55118370E-01   1.15513891E-01   9.23418140E+00   -5.57060301E-01   -4.57663447E-01   1.16797626E-01   1.68085504E+00   1.65538725E+06   7.46907663E+00   1.68160820E+00   1.63507950E+06   7.42471361E+00 
