RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.46372208E-08   2.52687369E-06   3.11836459E-07   4.27198614E-07   2.70194164E-07   1.17442312E-07   9.21836472E-05   9.82264519E+00   4.85628456E-01   -8.40126909E-03   1.06854178E-01   9.84447861E+00   5.10143995E-01   -3.45366336E-02   1.06607161E-01   1.68631983E+00   2.14122550E+06   9.58731365E+00   1.68635607E+00   2.14267825E+06   9.60189724E+00 
0 10 9.40158458E-08   1.69960140E-06   7.21895901E-07   7.42887380E-07   3.09746298E-07   1.22502930E-09   1.07535550E-06   9.60728550E+00   3.70634377E-01   -1.47715241E-01   1.09437324E-01   9.48277283E+00   4.91811395E-01   -2.49456778E-01   1.10789932E-01   1.67642188E+00   2.06285038E+06   8.85358620E+00   1.67662477E+00   2.06092038E+06   8.84629822E+00 
0 20 5.13222318E-08   1.23280086E-06   5.63373192E-07   4.72639897E-07   1.92547873E-07   1.23383759E-09   1.11202291E-06   9.98789120E+00   2.90306896E-01   -2.34403074E-01   1.05595268E-01   9.87961197E+00   5.23719251E-01   -3.27332228E-01   1.06609859E-01   1.67966735E+00   2.02819262E+06   8.72271538E+00   1.67907012E+00   2.03530250E+06   8.74956322E+00 
0 30 4.42150068E-08   1.03157788E-06   4.47710988E-07   4.17089495E-07   1.38993755E-07   9.75145964E-10   1.00772320E-06   9.79643917E+00   3.42991143E-01   -3.27522993E-01   1.07850172E-01   9.66496468E+00   4.36499327E-01   -3.94425750E-01   1.09252594E-01   1.68437910E+00   1.92147600E+06   8.31974506E+00   1.68426657E+00   1.93215338E+06   8.36006355E+00 
0 40 2.77691754E-08   9.14920975E-07   4.00484623E-07   4.11699460E-07   9.08459441E-08   8.60357952E-10   8.53980453E-07   9.77309990E+00   3.68521988E-01   -3.59444439E-01   1.08368739E-01   9.75271606E+00   4.27464068E-01   -3.66208106E-01   1.08551584E-01   1.68358612E+00   1.86319762E+06   8.09968090E+00   1.68399918E+00   1.87742762E+06   8.15341473E+00 
0 50 2.01949284E-08   8.18705814E-07   3.42912159E-07   3.48368729E-07   6.06804491E-08   8.02028388E-10   7.13701638E-07   9.70225620E+00   3.95756692E-01   -4.21267629E-01   1.09386533E-01   9.76786995E+00   3.96241039E-01   -3.74705315E-01   1.08673535E-01   1.68127096E+00   1.81704650E+06   7.92541075E+00   1.68230057E+00   1.83410675E+06   7.98983192E+00 
0 60 1.75936048E-08   7.00816656E-07   3.00162640E-07   2.97454903E-07   5.08728419E-08   7.65087049E-10   6.17777857E-07   9.58345127E+00   4.01232004E-01   -4.58367884E-01   1.10920705E-01   9.71956062E+00   3.74154598E-01   -3.83058041E-01   1.09437577E-01   1.67845309E+00   1.78130088E+06   7.79043198E+00   1.67991149E+00   1.79838550E+06   7.85494518E+00 
0 70 1.26965096E-08   5.94644234E-07   2.68074530E-07   2.63322448E-07   3.63717092E-08   7.35371042E-10   5.39968028E-07   9.51766586E+00   3.90048146E-01   -4.52021509E-01   1.11846477E-01   9.69933605E+00   3.75959337E-01   -3.68077129E-01   1.09867446E-01   1.67631245E+00   1.75966062E+06   7.70871687E+00   1.67846656E+00   1.78144925E+06   7.79099274E+00 
0 80 9.80884440E-09   5.41669920E-07   2.41738405E-07   2.42444003E-07   2.87515523E-08   7.05373204E-10   4.71313342E-07   9.43391514E+00   3.81370813E-01   -4.34937119E-01   1.12936527E-01   9.68026924E+00   3.74661118E-01   -3.47724169E-01   1.10227488E-01   1.67722666E+00   1.72617888E+06   7.62372398E+00   1.67764747E+00   1.77276150E+06   7.75818682E+00 
0 90 8.87254270E-09   5.01546651E-07   2.14998337E-07   2.22770325E-07   2.72997198E-08   6.80305867E-10   4.14730891E-07   9.32527828E+00   3.75739187E-01   -4.31634843E-01   1.14292406E-01   9.65929413E+00   3.72326910E-01   -3.41364920E-01   1.10546790E-01   1.67988241E+00   1.67764288E+06   7.51769495E+00   1.67680192E+00   1.76432950E+06   7.72634649E+00 
0 100 7.23115434E-09   4.57865497E-07   1.80074451E-07   2.03310663E-07   2.14613323E-08   6.52138676E-10   3.69869838E-07   9.21221256E+00   3.77490520E-01   -4.48038936E-01   1.15700491E-01   9.62983513E+00   3.66382658E-01   -3.54341686E-01   1.10908635E-01   1.68188798E+00   1.62649388E+06   7.40595770E+00   1.67566741E+00   1.75372062E+06   7.68628693E+00 
0 110 6.36170405E-09   4.15677732E-07   1.50226256E-07   1.80859971E-07   1.73952035E-08   6.23438745E-10   3.36071196E-07   9.09638882E+00   3.84193391E-01   -4.62565303E-01   1.17165051E-01   9.60753536E+00   3.60586941E-01   -3.68010551E-01   1.11159354E-01   1.68303955E+00   1.57789062E+06   7.29978228E+00   1.67659009E+00   1.73615300E+06   7.64551258E+00 
0 120 5.90618532E-09   3.83202547E-07   1.30557993E-07   1.58341422E-07   1.57261386E-08   5.95469896E-10   3.10446779E-07   8.97341156E+00   3.89651358E-01   -4.59187955E-01   1.18773028E-01   9.59905338E+00   3.56836289E-01   -3.71627301E-01   1.11248605E-01   1.68345594E+00   1.52950950E+06   7.19409180E+00   1.67751765E+00   1.72145000E+06   7.61339331E+00 
0 130 5.02106712E-09   3.58952377E-07   1.14260182E-07   1.36184326E-07   1.35752325E-08   5.66042657E-10   2.89204280E-07   8.82985020E+00   3.91563922E-01   -4.40753937E-01   1.20719381E-01   9.59201622E+00   3.53773892E-01   -3.66372228E-01   1.11329548E-01   1.68306863E+00   1.47600800E+06   7.07721519E+00   1.67824531E+00   1.70909038E+06   7.58639336E+00 
0 140 4.47688508E-09   3.34822658E-07   1.00141015E-07   1.16739685E-07   1.28609079E-08   5.35689881E-10   2.69967416E-07   8.66948605E+00   3.93738061E-01   -4.18090701E-01   1.22970000E-01   9.58336830E+00   3.50828320E-01   -3.55614990E-01   1.11436658E-01   1.68165994E+00   1.41852425E+06   6.95163965E+00   1.67883432E+00   1.69843775E+06   7.56312227E+00 
0 150 4.28116431E-09   3.11171988E-07   8.89412775E-08   1.02461385E-07   1.24379129E-08   5.08265097E-10   2.52440714E-07   8.50507450E+00   3.97877395E-01   -3.96938235E-01   1.25360802E-01   9.57411957E+00   3.48075420E-01   -3.44646156E-01   1.11551486E-01   1.67924654E+00   1.36149638E+06   6.82705975E+00   1.67926311E+00   1.69024788E+06   7.54523087E+00 
0 160 4.10232959E-09   2.92977489E-07   8.02647762E-08   9.31774338E-08   1.14684324E-08   4.86101492E-10   2.36416597E-07   8.33866882E+00   4.01400566E-01   -3.74360085E-01   1.27874047E-01   9.56294441E+00   3.46345007E-01   -3.37222457E-01   1.11683771E-01   1.67588747E+00   1.30542850E+06   6.70457745E+00   1.67959774E+00   1.68356162E+06   7.53062439E+00 
0 170 4.05356326E-09   2.77173484E-07   7.26219866E-08   8.66718679E-08   1.11398037E-08   4.68962980E-10   2.21607237E-07   8.17148876E+00   4.02948052E-01   -3.47514361E-01   1.30503461E-01   9.55063725E+00   3.46125841E-01   -3.33491057E-01   1.11822963E-01   1.64630234E+00   1.24395475E+06   6.58767796E+00   1.67988765E+00   1.67753238E+06   7.51745367E+00 
0 180 3.65915653E-09   2.63164424E-07   6.61000428E-08   8.05553384E-08   9.82327819E-09   4.55745774E-10   2.08017468E-07   7.99339914E+00   4.02732134E-01   -3.18846136E-01   1.33425459E-01   9.53914261E+00   3.46996278E-01   -3.31906497E-01   1.11949205E-01   1.61398566E+00   1.18187150E+06   6.47137117E+00   1.68014300E+00   1.67201275E+06   7.50539589E+00 
0 190 3.22213900E-09   2.49859937E-07   6.06302635E-08   7.38731600E-08   8.53198046E-09   4.45088855E-10   1.95445651E-07   7.81537724E+00   4.02087092E-01   -2.89411306E-01   1.36481270E-01   9.52946186E+00   3.47977519E-01   -3.30260545E-01   1.12054951E-01   1.58316386E+00   1.12244962E+06   6.36005020E+00   1.68036664E+00   1.66700275E+06   7.49445105E+00 
0 200 2.96886093E-09   2.36569790E-07   5.62218005E-08   6.76442795E-08   7.85470533E-09   4.36051917E-10   1.83479287E-07   7.64297104E+00   4.00356323E-01   -2.58655369E-01   1.39583245E-01   9.52171040E+00   3.48598272E-01   -3.27384859E-01   1.12141587E-01   1.55424273E+00   1.06650362E+06   6.25524139E+00   1.68055987E+00   1.66252650E+06   7.48467255E+00 
0 210 2.82185209E-09   2.24759532E-07   5.21481063E-08   6.15882314E-08   7.48633955E-09   4.28178326E-10   1.71924796E-07   7.47567892E+00   3.97547990E-01   -2.25748733E-01   1.42738983E-01   9.51461315E+00   3.48837674E-01   -3.23842019E-01   1.12224236E-01   1.52689362E+00   1.01342875E+06   6.15581083E+00   1.68073726E+00   1.65828262E+06   7.47540188E+00 
0 220 2.69261280E-09   2.14288733E-07   4.83916516E-08   5.54687354E-08   7.16841431E-09   4.20719293E-10   1.60692153E-07   7.31331730E+00   3.93742174E-01   -1.92707375E-01   1.45948842E-01   9.50647449E+00   3.48762244E-01   -3.20704192E-01   1.12321176E-01   1.50081861E+00   9.62671438E+05   6.06072187E+00   1.68091679E+00   1.65384362E+06   7.46570444E+00 
0 230 2.54932653E-09   2.04178562E-07   4.51676492E-08   4.98868431E-08   6.85090162E-09   4.13417717E-10   1.49697087E-07   7.15552473E+00   3.89362961E-01   -1.62267148E-01   1.49214894E-01   9.49704361E+00   3.48669767E-01   -3.18574160E-01   1.12433486E-01   1.47590148E+00   9.14025562E+05   5.96958876E+00   1.68109620E+00   1.64925075E+06   7.45567131E+00 
0 240 2.39267450E-09   1.94353063E-07   4.24592344E-08   4.52802240E-08   6.57116273E-09   4.06455952E-10   1.39003561E-07   7.00257874E+00   3.84349257E-01   -1.35806590E-01   1.52526245E-01   9.48733521E+00   3.48833203E-01   -3.16988915E-01   1.12548396E-01   1.45179892E+00   8.75198688E+05   5.88223505E+00   1.68125904E+00   1.64492750E+06   7.44622660E+00 
0 250 2.25523800E-09   1.84920012E-07   3.99946281E-08   4.16124948E-08   6.32375396E-09   3.99945604E-10   1.28517513E-07   6.85632896E+00   3.78318787E-01   -1.13843478E-01   1.55835092E-01   9.47834969E+00   3.49253625E-01   -3.15108299E-01   1.12654507E-01   1.42890644E+00   8.41208875E+05   5.79938936E+00   1.68139553E+00   1.64117700E+06   7.43803358E+00 
0 260 2.07823780E-09   1.75956274E-07   3.75975731E-08   3.85358341E-08   5.82461501E-09   3.94157790E-10   1.18356859E-07   6.71710348E+00   3.72360975E-01   -9.60566774E-02   1.59120545E-01   9.47040939E+00   3.49731416E-01   -3.12599778E-01   1.12749085E-01   1.40744340E+00   8.09246938E+05   5.72148609E+00   1.68150902E+00   1.63796388E+06   7.43101454E+00 
0 270 1.86740889E-09   1.67675680E-07   3.53972744E-08   3.58588430E-08   5.16431164E-09   3.89400762E-10   1.08853918E-07   6.58462858E+00   3.67039829E-01   -8.24485123E-02   1.62375912E-01   9.46331978E+00   3.50017577E-01   -3.09829414E-01   1.12835325E-01   1.38734472E+00   7.79232938E+05   5.64833117E+00   1.68160725E+00   1.63510612E+06   7.42477179E+00 
0 280 1.70824443E-09   1.60126049E-07   3.35540413E-08   3.36081136E-08   4.71398875E-09   3.85918270E-10   1.00215864E-07   6.45896959E+00   3.62357229E-01   -7.26894215E-02   1.65587917E-01   9.45684814E+00   3.50039035E-01   -3.07414293E-01   1.12916172E-01   1.36849833E+00   7.51014750E+05   5.57955265E+00   1.68169618E+00   1.63245438E+06   7.41897917E+00 
0 290 1.60732738E-09   1.53252145E-07   3.19937108E-08   3.16535704E-08   4.46699300E-09   3.83863580E-10   9.24187376E-08   6.33970118E+00   3.58182549E-01   -6.61069229E-02   1.68756217E-01   9.45075035E+00   3.49924743E-01   -3.05641145E-01   1.12994052E-01   1.35075235E+00   7.24378250E+05   5.51462984E+00   1.68177927E+00   1.62991262E+06   7.41342640E+00 
0 300 1.54504287E-09   1.46836683E-07   3.05313286E-08   2.98664027E-08   4.28601954E-09   3.83143989E-10   8.53043218E-08   6.22657871E+00   3.54399174E-01   -6.22610152E-02   1.71876371E-01   9.44488621E+00   3.49884242E-01   -3.04355085E-01   1.13069914E-01   1.33401155E+00   6.99191062E+05   5.45323896E+00   1.68185818E+00   1.62744462E+06   7.40803480E+00 
0 310 1.51871604E-09   1.40564993E-07   2.91167801E-08   2.82477437E-08   4.17444834E-09   3.83588245E-10   7.87174201E-08   6.11964464E+00   3.50997895E-01   -6.10786118E-02   1.74935594E-01   9.43927479E+00   3.50037545E-01   -3.03208143E-01   1.13143012E-01   1.31824982E+00   6.75424062E+05   5.39530993E+00   1.68193197E+00   1.62507650E+06   7.40286160E+00 
0 320 1.51745960E-09   1.34294339E-07   2.77778973E-08   2.68190661E-08   4.12547196E-09   3.85058152E-10   7.26126075E-08   6.01913404E+00   3.47846955E-01   -6.24347925E-02   1.77914411E-01   9.43404579E+00   3.50367218E-01   -3.01942348E-01   1.13211565E-01   1.30351067E+00   6.53152312E+05   5.34102583E+00   1.68199921E+00   1.62287025E+06   7.39804220E+00 
0 330 1.50206025E-09   1.28103252E-07   2.65471556E-08   2.55647823E-08   4.01419697E-09   3.87472054E-10   6.70477860E-08   5.92523909E+00   3.44870925E-01   -6.59367368E-02   1.80792809E-01   9.42931557E+00   3.50792378E-01   -3.00507247E-01   1.13274202E-01   1.28983891E+00   6.32452812E+05   5.29057312E+00   1.68205869E+00   1.62087600E+06   7.39368534E+00 
0 340 1.45471102E-09   1.22158184E-07   2.54235779E-08   2.44310847E-08   3.78950116E-09   3.90689092E-10   6.20349709E-08   5.83798647E+00   3.41892153E-01   -7.10174963E-02   1.83555141E-01   9.42506218E+00   3.51232022E-01   -2.98979849E-01   1.13331303E-01   1.27722824E+00   6.13324875E+05   5.24395132E+00   1.68211079E+00   1.61909112E+06   7.38978624E+00 
0 350 1.39519907E-09   1.16604163E-07   2.44131826E-08   2.33086208E-08   3.53567819E-09   3.94549143E-10   5.74806727E-08   5.75716400E+00   3.38710725E-01   -7.70188048E-02   1.86193466E-01   9.42118263E+00   3.51627737E-01   -2.97444850E-01   1.13384277E-01   1.26561272E+00   5.95676562E+05   5.20093584E+00   1.68215716E+00   1.61747738E+06   7.38626099E+00 
