RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.18875779E-08   1.33684989E-06   2.62508621E-07   2.73408432E-07   1.51057804E-07   1.06684418E-07   8.34622406E-05   9.70430565E+00   -1.89121211E+00   -2.45025326E-02   1.06282495E-01   9.72199821E+00   -1.89211416E+00   -2.41688620E-02   1.06092557E-01   1.68641078E+00   2.14608275E+06   9.63607693E+00   1.68640125E+00   2.14524275E+06   9.62764454E+00 
0 10 2.16683169E-08   1.00479849E-06   2.12268588E-07   1.22684639E-07   7.99250586E-08   1.08585430E-09   6.05350579E-07   8.93479824E+00   -1.74672306E+00   -2.19474703E-01   1.15400963E-01   9.14360714E+00   -1.77968705E+00   -2.26728290E-01   1.12687454E-01   1.67808855E+00   2.04617312E+06   8.79061222E+00   1.67925489E+00   2.03314650E+06   8.74142170E+00 
0 20 1.18989645E-08   6.50926324E-07   1.76794373E-07   1.18418903E-07   4.13929762E-08   9.32185773E-10   5.63461469E-07   8.88926220E+00   -1.68616915E+00   -3.13864440E-01   1.16435878E-01   9.05312538E+00   -1.75944746E+00   -3.14590484E-01   1.13971464E-01   1.68273687E+00   1.98094838E+06   8.54431725E+00   1.68295908E+00   1.97619612E+06   8.52637291E+00 
0 30 8.85086759E-09   4.88410990E-07   1.45154161E-07   8.82175968E-08   3.30826246E-08   8.20609691E-10   5.11900566E-07   8.97459698E+00   -1.69869423E+00   -3.10900688E-01   1.15893275E-01   8.98670292E+00   -1.78796279E+00   -2.42800400E-01   1.15112327E-01   1.68391252E+00   1.94954775E+06   8.42574596E+00   1.68391919E+00   1.94929125E+06   8.42477703E+00 
0 40 8.03398237E-09   4.16820967E-07   1.10750470E-07   6.91193591E-08   3.00024148E-08   7.12485737E-10   4.56778594E-07   8.77956676E+00   -1.66700542E+00   -3.92205596E-01   1.18973643E-01   8.88148975E+00   -1.77212059E+00   -2.05941647E-01   1.16910361E-01   1.68412817E+00   1.88329688E+06   8.17557716E+00   1.68404377E+00   1.87933925E+06   8.16063309E+00 
0 50 5.70023362E-09   3.69871032E-07   9.41976595E-08   6.83183785E-08   2.02024797E-08   6.37576991E-10   4.19952613E-07   8.49506855E+00   -1.59748065E+00   -4.87901449E-01   1.23442017E-01   8.77924156E+00   -1.72092664E+00   -2.86627084E-01   1.18627839E-01   1.68087816E+00   1.81129725E+06   7.90370083E+00   1.68030095E+00   1.80340262E+06   7.87388992E+00 
0 60 5.83636428E-09   3.11860958E-07   8.61025526E-08   5.34377627E-08   1.92528038E-08   5.78733395E-10   3.90600889E-07   8.39744186E+00   -1.54135680E+00   -5.65901935E-01   1.25417992E-01   8.69697666E+00   -1.68875611E+00   -3.33949775E-01   1.19956881E-01   1.67671263E+00   1.76346612E+06   7.72308636E+00   1.67555940E+00   1.75274762E+06   7.68261290E+00 
0 70 4.59161287E-09   2.73156047E-07   8.11876077E-08   4.43231265E-08   1.49412358E-08   5.30586963E-10   3.65250543E-07   8.42393017E+00   -1.51684213E+00   -6.21166945E-01   1.25540420E-01   8.66282558E+00   -1.67321837E+00   -2.97240019E-01   1.20625354E-01   1.67700911E+00   1.72964238E+06   7.63128996E+00   1.67830610E+00   1.70801975E+06   7.58405447E+00 
0 80 3.60459906E-09   2.50816157E-07   7.35052552E-08   4.27716209E-08   1.24102773E-08   4.80681550E-10   3.37390361E-07   8.45684433E+00   -1.52311444E+00   -6.50737584E-01   1.25475958E-01   8.67179489E+00   -1.66367102E+00   -2.60797530E-01   1.20700583E-01   1.67829549E+00   1.70820562E+06   7.58446074E+00   1.67952752E+00   1.68498875E+06   7.53374243E+00 
0 90 3.00613645E-09   2.34135683E-07   6.55590568E-08   4.16525658E-08   1.04475255E-08   4.38895975E-10   3.12508348E-07   8.48151016E+00   -1.52694046E+00   -6.90256357E-01   1.25461921E-01   8.69983196E+00   -1.65953553E+00   -2.51808941E-01   1.20464735E-01   1.67904282E+00   1.69450438E+06   7.55452967E+00   1.68014705E+00   1.67192325E+06   7.50520039E+00 
0 100 2.72542588E-09   2.20115510E-07   6.11313098E-08   3.79927059E-08   8.94079921E-09   4.06696732E-10   2.91472247E-07   8.51531982E+00   -1.52829492E+00   -7.33351231E-01   1.25234529E-01   8.71279716E+00   -1.65645981E+00   -2.50820130E-01   1.20379761E-01   1.67951179E+00   1.68530725E+06   7.53443813E+00   1.68054652E+00   1.66284038E+06   7.48535824E+00 
0 110 2.62502420E-09   2.07364877E-07   5.83283075E-08   3.34082948E-08   8.47772519E-09   3.80756260E-10   2.72713208E-07   8.55057526E+00   -1.52985239E+00   -7.55515218E-01   1.24928311E-01   8.70757103E+00   -1.65304768E+00   -2.38031134E-01   1.20507330E-01   1.67981732E+00   1.67901550E+06   7.52069378E+00   1.68086624E+00   1.65510875E+06   7.46846819E+00 
0 120 2.25081931E-09   1.95881555E-07   5.50766828E-08   3.11828501E-08   7.46413331E-09   3.58194224E-10   2.54637712E-07   8.57737160E+00   -1.52917850E+00   -7.51060784E-01   1.24709517E-01   8.70202637E+00   -1.65359139E+00   -2.13659301E-01   1.20620705E-01   1.68001282E+00   1.67485262E+06   7.51159954E+00   1.68104863E+00   1.65048600E+06   7.45836973E+00 
0 130 1.92338834E-09   1.85133302E-07   5.15750109E-08   3.01578282E-08   6.53031362E-09   3.38578693E-10   2.37288745E-07   8.59538269E+00   -1.53117573E+00   -7.33025730E-01   1.24564223E-01   8.70437813E+00   -1.65951121E+00   -1.86437577E-01   1.20612673E-01   1.68007946E+00   1.67340550E+06   7.50843859E+00   1.68104792E+00   1.65050300E+06   7.45840693E+00 
0 140 1.73193426E-09   1.75180219E-07   4.87130478E-08   2.85738810E-08   5.55275648E-09   3.22770172E-10   2.21451515E-07   8.60856438E+00   -1.53694189E+00   -7.10925519E-01   1.24430820E-01   8.70590878E+00   -1.66800141E+00   -1.63385049E-01   1.20601363E-01   1.68003333E+00   1.67440950E+06   7.51063156E+00   1.68096554E+00   1.65261300E+06   7.46301603E+00 
0 150 1.69568393E-09   1.65903387E-07   4.63199328E-08   2.63501576E-08   5.06908693E-09   3.09704068E-10   2.06842230E-07   8.61530495E+00   -1.54144990E+00   -6.86547458E-01   1.24352530E-01   8.69885540E+00   -1.67674410E+00   -1.46204352E-01   1.20692477E-01   1.68000615E+00   1.67499638E+06   7.51191378E+00   1.68095338E+00   1.65292188E+06   7.46369076E+00 
0 160 1.59304847E-09   1.57233657E-07   4.39810073E-08   2.44851819E-08   4.72475659E-09   2.98353980E-10   1.93041529E-07   8.61171150E+00   -1.54323745E+00   -6.59843683E-01   1.24401122E-01   8.68510628E+00   -1.68306684E+00   -1.31527230E-01   1.20870300E-01   1.68011343E+00   1.67266225E+06   7.50681448E+00   1.68104327E+00   1.65062400E+06   7.45867109E+00 
0 170 1.46867785E-09   1.49065826E-07   4.16983887E-08   2.30988562E-08   4.47557591E-09   2.88348179E-10   1.79870298E-07   8.59994030E+00   -1.54438853E+00   -6.32145524E-01   1.24553896E-01   8.67198563E+00   -1.68713522E+00   -1.18180633E-01   1.21042222E-01   1.68030715E+00   1.66835350E+06   7.49740171E+00   1.68115103E+00   1.64780988E+06   7.45252371E+00 
0 180 1.40963630E-09   1.41336429E-07   3.97066842E-08   2.17817320E-08   4.30138725E-09   2.79927220E-10   1.67517982E-07   8.58679104E+00   -1.54639995E+00   -6.06166780E-01   1.24719106E-01   8.66331863E+00   -1.69085431E+00   -1.07756525E-01   1.21154562E-01   1.68047535E+00   1.66450062E+06   7.48898506E+00   1.68122184E+00   1.64592875E+06   7.44841433E+00 
0 190 1.39304202E-09   1.34064067E-07   3.80296576E-08   2.05350315E-08   4.08844514E-09   2.72952300E-10   1.56019340E-07   8.57548237E+00   -1.55003345E+00   -5.84429801E-01   1.24853045E-01   8.65698242E+00   -1.69418824E+00   -1.02085114E-01   1.21234946E-01   1.68059504E+00   1.66169600E+06   7.48285818E+00   1.68128312E+00   1.64427525E+06   7.44480181E+00 
