RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.27946627E-08   2.46857553E-06   2.58716369E-07   4.09860348E-07   2.64120814E-07   1.18857358E-07   9.33156189E-05   9.84810066E+00   -1.82882488E-01   -3.91661152E-02   1.06685191E-01   9.84610653E+00   -1.74963489E-01   2.15180237E-02   1.06708765E-01   1.68633509E+00   2.14179875E+06   9.59306908E+00   1.68635857E+00   2.14279125E+06   9.60303211E+00 
0 10 9.12236544E-08   1.66020777E-06   6.69188523E-07   6.93002903E-07   3.01475524E-07   1.23895205E-09   1.07917356E-06   9.49481106E+00   -2.18948931E-01   -2.75359958E-01   1.10613137E-01   9.45912361E+00   -2.22123265E-01   2.02250659E-01   1.11069448E-01   1.67730212E+00   2.05428625E+06   8.82124710E+00   1.67649388E+00   2.06216800E+06   8.85100937E+00 
0 20 4.94060366E-08   1.19623189E-06   5.37754147E-07   4.59427127E-07   1.85722158E-07   1.21576016E-09   1.08636323E-06   9.95454121E+00   -2.68882900E-01   -3.98534864E-01   1.05861731E-01   9.86646938E+00   -2.19637796E-01   3.04771185E-01   1.06815547E-01   1.67928076E+00   2.03284188E+06   8.74027157E+00   1.67858887E+00   2.04074662E+06   8.77012062E+00 
0 30 4.18515320E-08   1.00772093E-06   4.13216384E-07   3.91573735E-07   1.31847273E-07   9.83312209E-10   9.95173423E-07   9.79499245E+00   -2.78261870E-01   -3.86355370E-01   1.07853331E-01   9.71492958E+00   -2.49324664E-01   3.49406779E-01   1.08738497E-01   1.68436825E+00   1.92295838E+06   8.32534313E+00   1.68410325E+00   1.94147162E+06   8.39525032E+00 
0 40 2.72359060E-08   8.80861307E-07   3.74821099E-07   3.93937370E-07   8.77705446E-08   8.63058180E-10   8.44919668E-07   9.85879040E+00   -2.99032271E-01   -3.00054014E-01   1.07417651E-01   9.73191833E+00   -2.00370222E-01   3.83617252E-01   1.08807266E-01   1.68370962E+00   1.86697638E+06   8.11394978E+00   1.68415129E+00   1.88448125E+06   8.18004990E+00 
0 50 1.97157632E-08   7.79166328E-07   3.24907063E-07   3.26485974E-07   6.04260819E-08   7.98668742E-10   7.07863137E-07   9.90687656E+00   -3.11489016E-01   -3.20771962E-01   1.07158199E-01   9.77334499E+00   -1.98072910E-01   3.53827775E-01   1.08649127E-01   1.68188179E+00   1.82675500E+06   7.96207047E+00   1.68294740E+00   1.84708825E+06   8.03885078E+00 
0 60 1.71081727E-08   6.71916155E-07   2.79823468E-07   2.85727509E-07   4.92888681E-08   7.54831586E-10   6.20083995E-07   9.86760330E+00   -3.01507026E-01   -3.33337605E-01   1.07747130E-01   9.72635841E+00   -1.84123188E-01   3.04958105E-01   1.09402664E-01   1.67942858E+00   1.79245675E+06   7.83255768E+00   1.68106878E+00   1.81404450E+06   7.91407490E+00 
0 70 1.21402914E-08   5.74444528E-07   2.50519321E-07   2.52146918E-07   3.53581804E-08   7.25796978E-10   5.43993679E-07   9.87403107E+00   -3.10333312E-01   -3.26423198E-01   1.07796520E-01   9.73248100E+00   -1.69199795E-01   2.90432751E-01   1.09503545E-01   1.67799914E+00   1.77642225E+06   7.77200985E+00   1.67978311E+00   1.79677950E+06   7.84888077E+00 
0 80 9.56222568E-09   5.15560089E-07   2.28156722E-07   2.34121998E-07   2.67289089E-08   6.94002855E-10   4.75593083E-07   9.87704945E+00   -3.14993888E-01   -3.27014208E-01   1.07802197E-01   9.73563290E+00   -1.73559085E-01   2.93058991E-01   1.09569214E-01   1.67706919E+00   1.76694088E+06   7.73620749E+00   1.67882967E+00   1.78549150E+06   7.80625629E+00 
0 90 8.17231083E-09   4.69069619E-07   2.05599648E-07   2.14236536E-07   2.28250805E-08   6.67241429E-10   4.21432389E-07   9.86694145E+00   -3.23624313E-01   -3.17509830E-01   1.07884079E-01   9.72633457E+00   -1.73757628E-01   2.98729062E-01   1.09710857E-01   1.67583454E+00   1.75523800E+06   7.69201660E+00   1.67778623E+00   1.77419375E+06   7.76359510E+00 
0 100 7.02343872E-09   4.25708606E-07   1.73004779E-07   1.93896213E-07   1.98257926E-08   6.41300346E-10   3.77856907E-07   9.85662651E+00   -3.35909784E-01   -3.19578916E-01   1.07947312E-01   9.71658230E+00   -1.71392500E-01   3.00892770E-01   1.09819084E-01   1.67653561E+00   1.73698450E+06   7.64732933E+00   1.67666316E+00   1.76299100E+06   7.72129250E+00 
0 110 6.08159034E-09   3.86820403E-07   1.42808730E-07   1.72903356E-07   1.68923293E-08   6.12939977E-10   3.43043837E-07   9.84721279E+00   -3.42405647E-01   -3.21919620E-01   1.08005546E-01   9.70687199E+00   -1.65838107E-01   3.00312072E-01   1.09906584E-01   1.67767286E+00   1.71887988E+06   7.60777855E+00   1.67551780E+00   1.75196212E+06   7.68004847E+00 
0 120 5.41227330E-09   3.51425086E-07   1.22999850E-07   1.53641764E-07   1.44804391E-08   5.84401083E-10   3.15489132E-07   9.84083652E+00   -3.47260416E-01   -3.16813678E-01   1.08043350E-01   9.70596886E+00   -1.59605429E-01   3.00182909E-01   1.09889127E-01   1.67852294E+00   1.70414762E+06   7.57559538E+00   1.67645681E+00   1.73818188E+06   7.64994478E+00 
0 130 4.68028949E-09   3.21175577E-07   1.08257524E-07   1.34199823E-07   1.22568604E-08   5.55806845E-10   2.92072286E-07   9.82906723E+00   -3.51087332E-01   -3.08487207E-01   1.08154252E-01   9.70629883E+00   -1.54385120E-01   3.02984715E-01   1.09863602E-01   1.67925811E+00   1.69034700E+06   7.54544783E+00   1.67708647E+00   1.72841638E+06   7.62861204E+00 
0 140 4.13379553E-09   2.93224787E-07   9.45398355E-08   1.15618640E-07   1.11053273E-08   5.27831390E-10   2.71338735E-07   9.81032562E+00   -3.52765471E-01   -3.00514221E-01   1.08351097E-01   9.70187569E+00   -1.50059566E-01   3.10058594E-01   1.09898329E-01   1.67992985E+00   1.67663275E+06   7.51548815E+00   1.67762327E+00   1.71970412E+06   7.60957956E+00 
0 150 3.68289488E-09   2.67333121E-07   8.21043571E-08   9.99845611E-08   1.01422977E-08   5.01496400E-10   2.52595726E-07   9.78792858E+00   -3.53286088E-01   -2.95362175E-01   1.08593360E-01   9.69290447E+00   -1.48037761E-01   3.17813784E-01   1.09988928E-01   1.68048906E+00   1.66418212E+06   7.48828936E+00   1.67809439E+00   1.71172150E+06   7.59214115E+00 
