RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.54711291E-08   1.41620080E-06   7.49957678E-08   2.97270276E-07   1.63260850E-07   1.00916388E-07   7.91507991E-05   9.97299862E+00   -5.22759795E-01   -3.78524745E-03   1.05221570E-01   9.96169853E+00   -5.22250593E-01   3.50702158E-03   1.05340265E-01   1.68639016E+00   2.15313050E+06   9.70683002E+00   1.68640995E+00   2.15159900E+06   9.69145393E+00 
0 10 6.66748923E-09   1.03498337E-06   5.76292081E-08   9.59562172E-08   3.67033977E-08   1.14333332E-09   6.54263829E-07   9.68175697E+00   -5.12099028E-01   -1.36489766E-02   1.08373605E-01   9.64274216E+00   -5.10651231E-01   2.43477970E-02   1.08753502E-01   1.68173194E+00   2.09802625E+06   9.15362644E+00   1.68151402E+00   2.09686062E+06   9.14192390E+00 
0 20 5.98689587E-09   6.31625937E-07   4.63669494E-08   5.53764572E-08   2.65154139E-08   9.57013468E-10   5.79881998E-07   9.48687458E+00   -5.15646517E-01   -1.44906202E-02   1.10633075E-01   9.43932724E+00   -5.22604287E-01   6.37450293E-02   1.11021146E-01   1.67776203E+00   2.04959950E+06   8.80354977E+00   1.67770374E+00   2.05020275E+06   8.80582809E+00 
0 30 4.74236872E-09   4.73124260E-07   4.63436827E-08   4.82841003E-08   1.94814902E-08   8.26059388E-10   5.21029563E-07   9.45107365E+00   -5.25364220E-01   -9.60459094E-03   1.11135289E-01   9.38248444E+00   -5.52749515E-01   1.07122168E-01   1.11681111E-01   1.68133950E+00   2.00545800E+06   8.63686752E+00   1.68141592E+00   2.00428488E+06   8.63243771E+00 
0 40 3.86875731E-09   4.01165806E-07   4.38118413E-08   4.13210692E-08   1.59532370E-08   7.24843519E-10   4.72887621E-07   9.44680691E+00   -5.27117312E-01   -5.07007055E-02   1.11278184E-01   9.38541031E+00   -5.85758090E-01   1.33134559E-01   1.11720845E-01   1.68292618E+00   1.97692275E+06   8.52911663E+00   1.68304324E+00   1.97430325E+06   8.51922512E+00 
0 50 3.60755248E-09   3.31578377E-07   3.71320183E-08   3.36406423E-08   1.42452388E-08   6.41663223E-10   4.31516185E-07   9.37890053E+00   -5.15757203E-01   -1.03920169E-01   1.12159021E-01   9.36586380E+00   -6.11505926E-01   1.57172620E-01   1.12048946E-01   1.68405569E+00   1.94367838E+06   8.40358257E+00   1.68406951E+00   1.94305238E+06   8.40121937E+00 
0 60 3.15025028E-09   2.78044922E-07   2.99588976E-08   2.88292128E-08   1.19834240E-08   5.71066472E-10   3.95494169E-07   9.23860931E+00   -4.95024621E-01   -1.16221286E-01   1.13943718E-01   9.30682850E+00   -6.27594829E-01   1.67463481E-01   1.12860687E-01   1.68437266E+00   1.90116375E+06   8.24304390E+00   1.68439436E+00   1.90466500E+06   8.25626564E+00 
0 70 2.49109311E-09   2.51499642E-07   2.49682799E-08   2.61347513E-08   9.42084100E-09   5.11216403E-10   3.63800041E-07   9.08476639E+00   -4.71285969E-01   -1.24166094E-01   1.15984194E-01   9.22258186E+00   -6.37179613E-01   1.62169024E-01   1.14015810E-01   1.68326879E+00   1.85462550E+06   8.06731224E+00   1.68357205E+00   1.86278662E+06   8.09812927E+00 
0 80 2.22329999E-09   2.32135420E-07   2.22293792E-08   2.26844463E-08   8.12247336E-09   4.60841199E-10   3.35366138E-07   8.96418571E+00   -4.55040544E-01   -1.45559862E-01   1.17699839E-01   9.13466072E+00   -6.46171033E-01   1.54310331E-01   1.15251616E-01   1.68091977E+00   1.81189175E+06   7.90594578E+00   1.68172884E+00   1.82422275E+06   7.95250893E+00 
0 90 2.17336948E-09   2.15360672E-07   2.13999325E-08   1.88401721E-08   7.64688490E-09   4.18687751E-10   3.09538194E-07   8.89476490E+00   -4.48866367E-01   -1.70689374E-01   1.18805453E-01   9.06023884E+00   -6.59050465E-01   1.53521106E-01   1.16331443E-01   1.67813897E+00   1.77790625E+06   7.77761364E+00   1.67948556E+00   1.79314088E+06   7.83514118E+00 
