RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 4.29568416E-08   1.33295384E-06   1.29245814E-08   2.78886915E-07   1.54335297E-07   9.43239087E-08   7.37843802E-05   9.97741318E+00   3.01153341E-04   2.15608696E-03   1.05319113E-01   9.97639847E+00   -7.52357737E-05   2.87473365E-03   1.05330251E-01   1.68642259E+00   2.14974725E+06   9.67286587E+00   1.68638325E+00   2.15354500E+06   9.71099281E+00 
0 10 6.64410571E-09   9.71905138E-07   2.10054161E-08   9.23970234E-08   3.53545282E-08   1.06543574E-09   6.09385438E-07   9.69971561E+00   -1.71343249E-03   2.55207438E-02   1.08289257E-01   9.66458797E+00   -6.17867336E-04   4.11454178E-02   1.08722448E-01   1.68152583E+00   2.09692288E+06   9.14254856E+00   1.68339252E+00   2.10798725E+06   9.25362778E+00 
0 20 6.07643047E-09   5.91350215E-07   3.47342741E-08   5.51383010E-08   2.60461075E-08   8.91823559E-10   5.40029589E-07   9.51800823E+00   -1.56340133E-02   3.73020358E-02   1.10352144E-01   9.46676636E+00   -1.69377122E-03   8.24610367E-02   1.11060850E-01   1.67739403E+00   2.05336150E+06   8.81775570E+00   1.67720234E+00   2.07762038E+06   8.94876575E+00 
0 30 4.74731854E-09   4.44370642E-07   4.26567688E-08   4.66836525E-08   1.90568059E-08   7.69787345E-10   4.85267492E-07   9.41603088E+00   -2.94257700E-02   9.62932706E-02   1.11604802E-01   9.40952587E+00   -1.26879439E-02   1.11839280E-01   1.11843027E-01   1.68128812E+00   2.00623725E+06   8.63981056E+00   1.67859089E+00   2.04072412E+06   8.77003574E+00 
0 40 3.88402288E-09   3.77897464E-07   4.31655245E-08   4.03565110E-08   1.55269326E-08   6.75685785E-10   4.40581033E-07   9.36034393E+00   -4.29450497E-02   1.68670774E-01   1.12332240E-01   9.39628315E+00   -3.27531286E-02   1.44542724E-01   1.12108566E-01   1.68311596E+00   1.97261850E+06   8.51286316E+00   1.68131161E+00   2.00588112E+06   8.63846588E+00 
0 50 3.66933417E-09   3.12783754E-07   3.74652913E-08   3.47288669E-08   1.40364280E-08   5.97895622E-10   4.01795688E-07   9.32466793E+00   -5.59942611E-02   2.02201590E-01   1.12819768E-01   9.33525467E+00   -4.97875661E-02   1.86213449E-01   1.12924367E-01   1.68416727E+00   1.93821088E+06   8.38293743E+00   1.68322015E+00   1.97012325E+06   8.50344086E+00 
0 60 3.28783223E-09   2.62620972E-07   2.95776079E-08   3.08081560E-08   1.21895347E-08   5.31887423E-10   3.67997217E-07   9.28441906E+00   -6.38475344E-02   1.98055893E-01   1.13384478E-01   9.21971607E+00   -5.75260632E-02   2.21529692E-01   1.14419863E-01   1.68434227E+00   1.89765462E+06   8.22979355E+00   1.68430781E+00   1.92902100E+06   8.34823513E+00 
0 70 2.61747801E-09   2.37885757E-07   2.34529107E-08   2.83762613E-08   9.72568870E-09   4.76372608E-10   3.38498296E-07   9.23124218E+00   -6.72069937E-02   1.75038278E-01   1.14142768E-01   9.07875729E+00   -5.93291596E-02   2.48331726E-01   1.16307966E-01   1.68324888E+00   1.85412775E+06   8.06543255E+00   1.68417537E+00   1.88576925E+06   8.18491364E+00 
0 80 2.29941599E-09   2.19905985E-07   2.07255262E-08   2.52627306E-08   8.31360225E-09   4.29794533E-10   3.12019182E-07   9.17361355E+00   -7.07760155E-02   1.48629680E-01   1.14967793E-01   8.94851780E+00   -6.35950267E-02   2.59451836E-01   1.18159689E-01   1.68106389E+00   1.81397450E+06   7.91381025E+00   1.68288946E+00   1.84582112E+06   8.03406620E+00 
0 90 2.32849828E-09   2.04255159E-07   2.06992805E-08   2.07479207E-08   8.11501444E-09   3.91003119E-10   2.87977116E-07   9.12314415E+00   -7.72242546E-02   1.28714114E-01   1.15690053E-01   8.85484314E+00   -7.53614157E-02   2.61733353E-01   1.19610779E-01   1.67847252E+00   1.78151438E+06   7.79123831E+00   1.68099296E+00   1.81294262E+06   7.90991402E+00 
0 100 2.10958540E-09   1.90140625E-07   2.18633147E-08   1.74574843E-08   7.31169036E-09   3.59030639E-10   2.66076171E-07   9.08822632E+00   -8.75522420E-02   1.20604694E-01   1.16200961E-01   8.80456734E+00   -9.31167826E-02   2.65933156E-01   1.20520607E-01   1.67609608E+00   1.75764325E+06   7.70109892E+00   1.67903960E+00   1.78788825E+06   7.81530666E+00 
