RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.05558065E-08   2.41610610E-06   3.43797637E-07   4.11675700E-07   2.55689827E-07   1.19616274E-07   9.39261736E-05   9.83427334E+00   8.35923970E-01   -6.40296750E-03   1.06471807E-01   9.81689358E+00   8.46873581E-01   -3.07844374E-02   1.06644504E-01   1.68635917E+00   2.14281950E+06   9.60331631E+00   1.68636084E+00   2.14289875E+06   9.60411263E+00 
0 10 8.76323512E-08   1.63554853E-06   6.66009100E-07   6.81504787E-07   2.89162955E-07   1.24496446E-09   1.02668753E-06   9.53187656E+00   7.12134540E-01   -1.23068348E-01   1.10122338E-01   9.51872349E+00   6.98535800E-01   -2.47153446E-01   1.10083714E-01   1.67607653E+00   2.06608162E+06   8.86578751E+00   1.67635238E+00   2.06350600E+06   8.85606194E+00 
0 20 4.85508806E-08   1.17342142E-06   5.34887477E-07   4.53145901E-07   1.82540163E-07   1.27926525E-09   1.07324615E-06   1.00454302E+01   6.35106146E-01   -2.08847404E-01   1.04941234E-01   9.87600422E+00   7.23879635E-01   -3.81087422E-01   1.06474310E-01   1.67891788E+00   2.03705025E+06   8.75616264E+00   1.67888772E+00   2.03739300E+06   8.75745678E+00 
0 30 4.08350047E-08   9.80063419E-07   4.15196553E-07   3.83710301E-07   1.28386205E-07   1.01093778E-09   9.76157366E-07   9.84748077E+00   6.55683339E-01   -2.92442828E-01   1.07221931E-01   9.67136955E+00   6.55979216E-01   -4.73819762E-01   1.08988330E-01   1.68422818E+00   1.93468962E+06   8.36964035E+00   1.68420982E+00   1.93580512E+06   8.37385273E+00 
0 40 2.68199862E-08   8.49509149E-07   3.78892793E-07   3.82390141E-07   8.68994618E-08   8.72052930E-10   8.33296326E-07   9.85730171E+00   7.16771781E-01   -3.42789829E-01   1.07278720E-01   9.61238670E+00   6.91905499E-01   -4.56766397E-01   1.09856412E-01   1.68406153E+00   1.88013112E+06   8.16362286E+00   1.68413055E+00   1.88341738E+06   8.17603207E+00 
0 50 1.92383780E-08   7.58926717E-07   3.26380160E-07   3.22852515E-07   5.93536846E-08   8.04829592E-10   7.05578884E-07   9.87277126E+00   7.11852551E-01   -4.13365185E-01   1.07353285E-01   9.56112480E+00   6.88476324E-01   -4.88264322E-01   1.10694900E-01   1.68260825E+00   1.83998850E+06   8.01204205E+00   1.68286872E+00   1.84537338E+06   8.03237534E+00 
0 60 1.64969371E-08   6.56009433E-07   2.82484166E-07   2.73906068E-07   4.75749893E-08   7.59904695E-10   6.17507851E-07   9.77186394E+00   7.31670201E-01   -4.82541889E-01   1.08591199E-01   9.45257187E+00   6.84950531E-01   -5.09930372E-01   1.12121031E-01   1.68046641E+00   1.80560638E+06   7.88221169E+00   1.68098724E+00   1.81286062E+06   7.90960455E+00 
0 70 1.20643202E-08   5.57395424E-07   2.55523190E-07   2.46187227E-07   3.50282079E-08   7.25368543E-10   5.42197483E-07   9.73067760E+00   7.26558089E-01   -4.99710679E-01   1.09226339E-01   9.38758564E+00   6.77650630E-01   -5.01601100E-01   1.13024741E-01   1.67898393E+00   1.78724838E+06   7.81289005E+00   1.67956340E+00   1.79408200E+06   7.83869505E+00 
0 80 9.25191923E-09   5.02457851E-07   2.30564766E-07   2.24910735E-07   2.65011142E-08   6.91456392E-10   4.75742041E-07   9.68152428E+00   7.12673187E-01   -4.90550816E-01   1.09927543E-01   9.34418011E+00   6.60225570E-01   -4.92356658E-01   1.13632135E-01   1.67792559E+00   1.77564875E+06   7.76908922E+00   1.67856395E+00   1.78252038E+06   7.79503727E+00 
0 90 7.90907428E-09   4.54516766E-07   2.07248547E-07   2.04704719E-07   2.19292851E-08   6.63190280E-10   4.21964643E-07   9.63460541E+00   7.18050063E-01   -4.77594316E-01   1.10549785E-01   9.31160069E+00   6.53605044E-01   -4.86187249E-01   1.14052847E-01   1.67681599E+00   1.76446562E+06   7.72686100E+00   1.67760265E+00   1.77230175E+06   7.75645113E+00 
0 100 6.81422963E-09   4.10434382E-07   1.75688442E-07   1.84545655E-07   1.91796143E-08   6.35178243E-10   3.78797154E-07   9.59753704E+00   7.15578318E-01   -4.64707345E-01   1.11033879E-01   9.28338814E+00   6.48724139E-01   -4.88552004E-01   1.14399642E-01   1.67559588E+00   1.75307562E+06   7.68385124E+00   1.67651224E+00   1.76154862E+06   7.71584606E+00 
0 110 5.84228532E-09   3.72318965E-07   1.46794861E-07   1.64947451E-07   1.63795342E-08   6.04797545E-10   3.43994287E-07   9.56736469E+00   7.18955755E-01   -4.57026422E-01   1.11403733E-01   9.25656891E+00   6.44315004E-01   -4.91754979E-01   1.14726223E-01   1.67660868E+00   1.73586888E+06   7.64489222E+00   1.67565215E+00   1.75004225E+06   7.67585468E+00 
0 120 5.08909936E-09   3.38414907E-07   1.26204895E-07   1.45619282E-07   1.37725102E-08   5.74858106E-10   3.16128421E-07   9.54921055E+00   7.22296000E-01   -4.51727748E-01   1.11618884E-01   9.23936462E+00   6.43267930E-01   -4.91034031E-01   1.14937276E-01   1.67751312E+00   1.72152288E+06   7.61355257E+00   1.67656279E+00   1.73657000E+06   7.64642382E+00 
0 130 4.44353487E-09   3.08174009E-07   1.09857019E-07   1.26668851E-07   1.18311734E-08   5.45256784E-10   2.92988574E-07   9.53172779E+00   7.21831918E-01   -4.47545618E-01   1.11826606E-01   9.22489166E+00   6.42635643E-01   -4.85209197E-01   1.15121566E-01   1.67826223E+00   1.70879212E+06   7.58574152E+00   1.67721295E+00   1.72639888E+06   7.62420464E+00 
0 140 3.91363075E-09   2.81116598E-07   9.62050990E-08   1.08969139E-07   1.06115081E-08   5.16303833E-10   2.72781080E-07   9.51210880E+00   7.19383299E-01   -4.42235619E-01   1.12066157E-01   9.20980644E+00   6.42157376E-01   -4.74619210E-01   1.15319565E-01   1.67893124E+00   1.69662012E+06   7.55915165E+00   1.67774570E+00   1.71766225E+06   7.60511923E+00 
0 150 3.54645868E-09   2.56664777E-07   8.43055119E-08   9.44656406E-08   9.75568781E-09   4.89351670E-10   2.54283236E-07   9.48991108E+00   7.17710137E-01   -4.36384052E-01   1.12339996E-01   9.19396973E+00   6.40923262E-01   -4.62383211E-01   1.15530811E-01   1.67950976E+00   1.68534712E+06   7.53452539E+00   1.67821407E+00   1.70963638E+06   7.58758593E+00 
0 160 3.10985526E-09   2.35293157E-07   7.40465467E-08   8.35348146E-08   8.45348413E-09   4.66064021E-10   2.36932834E-07   9.46639729E+00   7.18886077E-01   -4.32072520E-01   1.12628907E-01   9.17782879E+00   6.38817370E-01   -4.52807188E-01   1.15745589E-01   1.68000317E+00   1.67506025E+06   7.51205301E+00   1.67862892E+00   1.70222488E+06   7.57139540E+00 
0 170 2.71002532E-09   2.17070152E-07   6.59515891E-08   7.51934692E-08   7.20756743E-09   4.46851084E-10   2.20848847E-07   9.44240189E+00   7.21563935E-01   -4.28798944E-01   1.12922825E-01   9.16277885E+00   6.36438191E-01   -4.46932465E-01   1.15943782E-01   1.68044662E+00   1.66516688E+06   7.49044037E+00   1.67898488E+00   1.69560775E+06   7.55694008E+00 
0 180 2.49030330E-09   2.01610050E-07   5.95463909E-08   6.81200021E-08   6.65773969E-09   4.31089858E-10   2.05987092E-07   9.41639709E+00   7.24660397E-01   -4.25553799E-01   1.13240011E-01   9.14976692E+00   6.34479642E-01   -4.42719012E-01   1.16113685E-01   1.68088472E+00   1.65464900E+06   7.46746397E+00   1.67928255E+00   1.68986650E+06   7.54439783E+00 
0 190 2.29611330E-09   1.88648897E-07   5.43054810E-08   6.12667677E-08   6.22836138E-09   4.17619161E-10   1.92048503E-07   9.38751984E+00   7.27998853E-01   -4.22674835E-01   1.13591127E-01   9.13878918E+00   6.33407891E-01   -4.37811971E-01   1.16257176E-01   1.68133307E+00   1.64290650E+06   7.44181204E+00   1.67953575E+00   1.68482125E+06   7.53337669E+00 
