RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 1.77139157E-07   4.23350457E-06   6.47338993E-07   7.66929759E-07   6.65762741E-07   3.43555286E-07   1.92043721E-04   1.39910250E+01   -4.73923609E-03   4.69437381E-03   1.05153702E-01   1.39894276E+01   -1.67548936E-02   2.98362062E-03   1.05165236E-01   1.39855318E+01   -8.65984149E-03   -3.56622227E-03   1.05194882E-01   1.67821169E+00   2.29774075E+06   1.36784849E+01   1.67821538E+00   2.29773725E+06   1.36774588E+01   1.67821121E+00   2.29774125E+06   1.36786251E+01 
0 10 2.12492665E-07   3.58928992E-06   1.28088311E-06   1.08242909E-06   7.39030611E-07   2.60002375E-09   3.43818442E-06   1.38036318E+01   -5.21581657E-02   2.85354871E-02   1.06594287E-01   1.37936087E+01   -7.94337764E-02   5.38916420E-03   1.06665961E-01   1.37835226E+01   -2.42151618E-02   -1.51316151E-02   1.06750146E-01   1.67850530E+00   2.29677750E+06   1.33950815E+01   1.67849433E+00   2.29675475E+06   1.33884258E+01   1.67849803E+00   2.29676225E+06   1.33905849E+01 
0 20 2.04662442E-07   2.99633507E-06   1.49674747E-06   1.32992716E-06   6.92188109E-07   2.31090835E-09   2.81932421E-06   1.38034601E+01   -8.11577737E-02   3.91101688E-02   1.06602706E-01   1.37790861E+01   -9.91597772E-02   3.54686193E-03   1.06785715E-01   1.37855682E+01   -1.33532211E-02   -1.29952384E-02   1.06748149E-01   1.67831779E+00   2.29650350E+06   1.33144827E+01   1.67830026E+00   2.29648450E+06   1.33088474E+01   1.67830968E+00   2.29649450E+06   1.33118591E+01 
0 30 1.71193150E-07   2.69559246E-06   1.49411846E-06   1.35693358E-06   5.39608948E-07   2.19762608E-09   2.38082680E-06   1.38727818E+01   -1.04621165E-01   4.26463932E-02   1.06083207E-01   1.38368921E+01   -1.35051012E-01   -1.16356704E-02   1.06357977E-01   1.38599358E+01   -1.45042352E-02   -1.05771599E-02   1.06200762E-01   1.67823672E+00   2.29642000E+06   1.32898817E+01   1.67821026E+00   2.29639475E+06   1.32825069E+01   1.67821741E+00   2.29640150E+06   1.32844858E+01 
0 40 1.43850897E-07   2.40289364E-06   1.39113706E-06   1.29536602E-06   4.27214871E-07   2.01297867E-09   2.02854858E-06   1.38849716E+01   -1.31786987E-01   3.24546397E-02   1.06032655E-01   1.38510752E+01   -1.67797387E-01   -3.83844189E-02   1.06287546E-01   1.38848896E+01   -2.00308524E-02   -2.95022614E-02   1.06050298E-01   1.67803895E+00   2.29625125E+06   1.32402487E+01   1.67800295E+00   2.29622400E+06   1.32322760E+01   1.67799413E+00   2.29621750E+06   1.32303448E+01 
0 50 1.22981930E-07   2.25019426E-06   1.24489225E-06   1.17554157E-06   3.56394111E-07   1.86995486E-09   1.74462673E-06   1.38536053E+01   -1.56132981E-01   2.34391112E-02   1.06314391E-01   1.38247290E+01   -1.75059631E-01   -5.16532250E-02   1.06526725E-01   1.38584585E+01   -2.13392563E-02   -4.68301475E-02   1.06290475E-01   1.67772555E+00   2.29603900E+06   1.31777945E+01   1.67768550E+00   2.29601500E+06   1.31707201E+01   1.67764986E+00   2.29599400E+06   1.31645575E+01 
0 60 1.07539812E-07   2.18960054E-06   1.11899021E-06   1.03858054E-06   3.13686883E-07   1.80403503E-09   1.53553026E-06   1.38189411E+01   -1.65015444E-01   2.57966965E-02   1.06601939E-01   1.37892857E+01   -1.70403928E-01   -4.87553142E-02   1.06822811E-01   1.38192749E+01   -2.08900776E-02   -4.07895036E-02   1.06613740E-01   1.67734230E+00   2.29582775E+06   1.31156721E+01   1.67730582E+00   2.29580950E+06   1.31103067E+01   1.67723155E+00   2.29577325E+06   1.30996017E+01 
0 70 9.30934689E-08   2.12105010E-06   1.02034483E-06   9.21973140E-07   2.74326510E-07   1.76780091E-09   1.37583220E-06   1.37854872E+01   -1.71723858E-01   3.17961760E-02   1.06880955E-01   1.37483530E+01   -1.69972286E-01   -4.86712232E-02   1.07161172E-01   1.37780561E+01   -2.40632575E-02   -3.10505554E-02   1.06952004E-01   1.67688334E+00   2.29561475E+06   1.30529871E+01   1.67686105E+00   2.29560525E+06   1.30501823E+01   1.67672348E+00   2.29554750E+06   1.30332174E+01 
0 80 8.06468492E-08   2.02298065E-06   9.36895674E-07   8.39869756E-07   2.38130397E-07   1.73004477E-09   1.24725932E-06   1.37454996E+01   -1.72960460E-01   3.10741346E-02   1.07222825E-01   1.36990337E+01   -1.68849662E-01   -5.48585393E-02   1.07575051E-01   1.37298098E+01   -2.61715651E-02   -2.98388321E-02   1.07354246E-01   1.67634058E+00   2.29539750E+06   1.29890757E+01   1.67633593E+00   2.29539575E+06   1.29885712E+01   1.67612469E+00   2.29531850E+06   1.29658480E+01 
0 90 7.32839354E-08   1.89757304E-06   8.57756504E-07   7.80485323E-07   2.17027377E-07   1.67967518E-09   1.13335341E-06   1.37039099E+01   -1.65272236E-01   2.91115865E-02   1.07582271E-01   1.36520824E+01   -1.62999496E-01   -5.83737418E-02   1.07975952E-01   1.36799831E+01   -2.64459681E-02   -2.91248225E-02   1.07774399E-01   1.67578197E+00   2.29520000E+06   1.29310036E+01   1.67578554E+00   2.29520125E+06   1.29313526E+01   1.67553055E+00   2.29511775E+06   1.29067745E+01 
