RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.49659187E-08   4.32398610E-06   5.93415621E-07   6.46919716E-07   3.07840310E-07   1.27188400E-07   9.95363298E-05   9.93569088E+00   -2.59135813E-02   -1.39264986E-02   1.05766028E-01   9.94816875E+00   -2.66081840E-02   4.87649022E-03   1.05632477E-01   9.93826103E+00   -7.10806064E-03   -1.35354446E-02   1.05738491E-01   1.68640089E+00   2.15238450E+06   9.69933987E+00   1.68640077E+00   2.15238975E+06   9.69939232E+00   1.68640387E+00   2.15214600E+06   9.69694614E+00 
0 10 2.50410977E-07   3.60112040E-06   1.71214185E-06   1.22161589E-06   8.62647425E-07   1.01584308E-09   9.01258431E-07   9.49111366E+00   -1.10793278E-01   -4.53334898E-02   1.10730454E-01   9.54153633E+00   -1.63526267E-01   6.87523633E-02   1.10067979E-01   9.49616051E+00   -1.03940167E-01   -7.73154870E-02   1.10641487E-01   1.67943919E+00   2.08685125E+06   9.04143810E+00   1.67936897E+00   2.08654050E+06   9.03831768E+00   1.67920029E+00   2.08580088E+06   9.03089333E+00 
0 20 2.39177695E-07   3.30391867E-06   2.06293544E-06   1.71266311E-06   8.01636531E-07   1.31609357E-09   1.03687955E-06   9.76466274E+00   -2.63208926E-01   -6.64709508E-02   1.07617036E-01   9.75418282E+00   -2.93236494E-01   1.17940940E-01   1.07576557E-01   9.78586960E+00   -1.88374072E-01   -1.15718938E-01   1.07312642E-01   1.67589581E+00   2.07274500E+06   8.89982128E+00   1.67563295E+00   2.07180150E+06   8.89034939E+00   1.67571700E+00   2.07210162E+06   8.89336300E+00 
0 30 1.81563124E-07   2.89249147E-06   2.07904691E-06   1.68417466E-06   5.85758073E-07   1.57513436E-09   1.17134800E-06   1.01182384E+01   -3.16857129E-01   -1.07833199E-01   1.03928708E-01   1.00790014E+01   -3.61815453E-01   9.98005122E-02   1.04209669E-01   1.01272316E+01   -2.28332713E-01   -1.19856402E-01   1.03783265E-01   1.67675567E+00   2.05966150E+06   8.84154415E+00   1.67677557E+00   2.05946912E+06   8.84081841E+00   1.67663693E+00   2.06080338E+06   8.84585667E+00 
0 40 1.34993698E-07   2.50006178E-06   1.76993785E-06   1.49334278E-06   4.35745847E-07   1.19671750E-09   9.38570793E-07   1.02086344E+01   -3.55981082E-01   -1.40270233E-01   1.03064135E-01   1.01948805E+01   -3.42090160E-01   7.89475963E-02   1.03142768E-01   1.02480574E+01   -2.47333422E-01   -1.43327892E-01   1.02655537E-01   1.68057656E+00   2.01644438E+06   8.67835331E+00   1.68030751E+00   2.02005400E+06   8.69198322E+00   1.68019676E+00   2.02150450E+06   8.69746113E+00 
0 50 1.10181006E-07   2.34962954E-06   1.48077413E-06   1.32072421E-06   3.53866483E-07   9.63801150E-10   7.73865906E-07   1.02260647E+01   -3.61810714E-01   -1.46002412E-01   1.02936484E-01   1.01908464E+01   -2.94471592E-01   7.73199201E-02   1.03274189E-01   1.02454472E+01   -2.51506835E-01   -1.48533314E-01   1.02738909E-01   1.68325579E+00   1.96924425E+06   8.50012207E+00   1.68306386E+00   1.97383088E+06   8.51744080E+00   1.68295312E+00   1.97632800E+06   8.52687073E+00 
0 60 9.34371016E-08   2.34268236E-06   1.28905026E-06   1.15985586E-06   2.97829303E-07   8.77098782E-10   6.73307113E-07   1.02433434E+01   -3.24635029E-01   -1.30311251E-01   1.02835447E-01   1.01537256E+01   -2.34226733E-01   8.30885544E-02   1.03743218E-01   1.02146006E+01   -2.41547108E-01   -1.31021976E-01   1.03113472E-01   1.68432689E+00   1.92736312E+06   8.34197521E+00   1.68428349E+00   1.93093500E+06   8.35546303E+00   1.68421841E+00   1.93528675E+06   8.37189579E+00 
0 70 7.93806123E-08   2.27511077E-06   1.14649981E-06   1.03897230E-06   2.51092189E-07   8.57990790E-10   6.06301569E-07   1.02360029E+01   -2.66278446E-01   -1.29966125E-01   1.03011519E-01   1.01010084E+01   -1.61648348E-01   7.82559738E-02   1.04404256E-01   1.01825352E+01   -2.15704590E-01   -1.29702792E-01   1.03550717E-01   1.68421996E+00   1.88834650E+06   8.19464493E+00   1.68426633E+00   1.89136775E+06   8.20605373E+00   1.68434489E+00   1.89791938E+06   8.23079300E+00 
0 80 6.79437093E-08   2.11747238E-06   1.02656998E-06   9.49905200E-07   2.07198681E-07   8.77758921E-10   5.60834565E-07   1.01899614E+01   -2.00640514E-01   -1.30619109E-01   1.03596017E-01   1.00304193E+01   -1.06066309E-01   6.95846677E-02   1.05268747E-01   1.01255894E+01   -1.83283180E-01   -1.29461586E-01   1.04273438E-01   1.68319893E+00   1.85290425E+06   8.06081295E+00   1.68333817E+00   1.85638562E+06   8.07395840E+00   1.68363976E+00   1.86480225E+06   8.10574055E+00 
0 90 6.08143722E-08   1.94448307E-06   9.28259055E-07   8.78186995E-07   1.78666141E-07   8.96033969E-10   5.23609572E-07   1.01239824E+01   -1.46567419E-01   -1.24478348E-01   1.04393594E-01   9.95638847E+00   -7.91984499E-02   7.26630166E-02   1.06173173E-01   1.00420990E+01   -1.56687453E-01   -1.22248001E-01   1.05277248E-01   1.68175745E+00   1.82469062E+06   7.95427513E+00   1.68200362E+00   1.82882575E+06   7.96989012E+00   1.68249190E+00   1.83770975E+06   8.00343704E+00 
