RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.51601953E-08   4.33180230E-06   5.86051840E-07   6.17507737E-07   3.09061136E-07   1.27501963E-07   9.97917086E-05   9.94855976E+00   -2.24918779E-02   2.17615440E-03   1.05628565E-01   9.94063568E+00   -3.06256022E-02   6.71811961E-03   1.05713457E-01   9.94592381E+00   -1.86456833E-02   -5.22687659E-03   1.05657093E-01   1.68640387E+00   2.15214250E+06   9.69691086E+00   1.68640137E+00   2.15234175E+06   9.69891262E+00   1.68640089E+00   2.15237775E+06   9.69927311E+00 
0 10 2.50483993E-07   3.60731224E-06   1.72616546E-06   1.22654012E-06   8.62974389E-07   1.02435083E-09   1.79439917E-06   9.55629253E+00   -1.28516465E-01   3.37112918E-02   1.09947555E-01   9.50975704E+00   -1.85359925E-01   1.91361480E-03   1.10490218E-01   9.53237534E+00   -1.23041026E-01   -8.45862180E-03   1.10220172E-01   1.67908406E+00   2.08529600E+06   9.02582359E+00   1.67940700E+00   2.08670862E+06   9.04000664E+00   1.67926872E+00   2.08609975E+06   9.03389359E+00 
0 20 2.39555646E-07   3.29101636E-06   2.07116955E-06   1.71553791E-06   8.02551483E-07   1.34561773E-09   1.63334619E-06   9.73394966E+00   -2.11200655E-01   5.91264516E-02   1.07941449E-01   9.73067665E+00   -2.84342408E-01   -1.25118950E-02   1.07944496E-01   9.70128536E+00   -1.93133935E-01   -2.37853676E-02   1.08292699E-01   1.67553973E+00   2.07146925E+06   8.88701439E+00   1.67607236E+00   2.07338538E+06   8.90625000E+00   1.67558599E+00   2.07163400E+06   8.88866806E+00 
0 30 1.80486424E-07   2.87921716E-06   2.07339735E-06   1.68182851E-06   5.80266033E-07   1.60723368E-09   1.56684678E-06   1.00696592E+01   -2.76375353E-01   6.97076917E-02   1.04432225E-01   1.00498886E+01   -3.37666512E-01   -2.46367585E-02   1.04571305E-01   1.00098448E+01   -2.40664512E-01   -6.76794276E-02   1.05047382E-01   1.67710745E+00   2.05622400E+06   8.82856464E+00   1.67651987E+00   2.06192175E+06   8.85007954E+00   1.67700231E+00   2.05726000E+06   8.83247662E+00 
0 40 1.33706763E-07   2.49614754E-06   1.76109324E-06   1.48849131E-06   4.31270848E-07   1.20187960E-09   1.26836039E-06   1.01979504E+01   -3.27401727E-01   5.34489937E-02   1.03199229E-01   1.01232395E+01   -3.38444740E-01   -5.69485538E-02   1.03895187E-01   1.01128035E+01   -2.75677890E-01   -8.48702490E-02   1.04039118E-01   1.68084776E+00   2.01267662E+06   8.66412640E+00   1.68039513E+00   2.01889262E+06   8.68759823E+00   1.68073630E+00   2.01424225E+06   8.67003822E+00 
0 50 1.08893360E-07   2.35671814E-06   1.47350590E-06   1.31236288E-06   3.49750991E-07   9.66578595E-10   1.05255788E-06   1.01982660E+01   -3.36822510E-01   5.04561700E-02   1.03237346E-01   1.00986223E+01   -3.09990019E-01   -5.66654801E-02   1.04207195E-01   1.01119881E+01   -2.65010655E-01   -7.19074234E-02   1.04098767E-01   1.68341970E+00   1.96501238E+06   8.48414230E+00   1.68316603E+00   1.97143112E+06   8.50837994E+00   1.68341053E+00   1.96526038E+06   8.48507786E+00 
0 60 9.18205103E-08   2.34821709E-06   1.28405952E-06   1.15662272E-06   2.92308158E-07   8.91933971E-10   9.09356800E-07   1.01884604E+01   -3.10487121E-01   6.73369914E-02   1.03385836E-01   1.00609207E+01   -2.52681702E-01   -3.95777524E-02   1.04645267E-01   1.00785465E+01   -2.04396769E-01   -4.90892865E-02   1.04502968E-01   1.68437243E+00   1.92241588E+06   8.32329369E+00   1.68430173E+00   1.92952262E+06   8.35013008E+00   1.68438232E+00   1.92098662E+06   8.31789684E+00 
0 70 7.84676644E-08   2.26443944E-06   1.14354305E-06   1.03514992E-06   2.47395377E-07   8.81034079E-10   8.01845715E-07   1.01710482E+01   -2.59168833E-01   6.43167421E-02   1.03644349E-01   1.00311460E+01   -1.86853155E-01   -3.51055823E-02   1.05039850E-01   1.00297890E+01   -1.35323942E-01   -4.25511375E-02   1.05104417E-01   1.68412340E+00   1.88305738E+06   8.17467308E+00   1.68427145E+00   1.89172950E+06   8.20741940E+00   1.68407679E+00   1.88082362E+06   8.16623783E+00 
0 80 6.69751259E-08   2.09892414E-06   1.02833189E-06   9.44580677E-07   2.03082564E-07   9.04015585E-10   7.21546257E-07   1.01371832E+01   -2.00328916E-01   5.53350113E-02   1.04093604E-01   9.98451710E+00   -1.23456940E-01   -3.09022963E-02   1.05635352E-01   9.96704388E+00   -6.94144517E-02   -4.45944555E-02   1.05877779E-01   1.68300307E+00   1.84833075E+06   8.04354191E+00   1.68340456E+00   1.85812388E+06   8.08052254E+00   1.68291950E+00   1.84647625E+06   8.03653908E+00 
0 90 6.01262968E-08   1.92849711E-06   9.31947056E-07   8.74605405E-07   1.76267235E-07   9.19609222E-10   6.54504163E-07   1.00984955E+01   -1.51906386E-01   5.74041046E-02   1.04601346E-01   9.92930508E+00   -7.15064704E-02   -2.06447560E-02   1.06332280E-01   9.90122414E+00   -2.32895650E-02   -4.00133803E-02   1.06693752E-01   1.68156624E+00   1.82160812E+06   7.94263554E+00   1.68216276E+00   1.83161325E+06   7.98041582E+00   1.68148899E+00   1.82039288E+06   7.93804646E+00 
