RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 7.49974305E-08   4.36913842E-06   5.93738605E-07   6.21541460E-07   2.69353478E-07   1.48062611E-07   1.15905081E-04   9.94474792E+00   -1.86381359E-02   2.42425804E-03   1.05669357E-01   9.95400620E+00   -2.67902459E-03   6.61263848E-03   1.05571531E-01   9.95210743E+00   -9.69701726E-03   5.14995882E-05   1.05591483E-01   1.68639266E+00   2.15296400E+06   9.70515919E+00   1.68638778E+00   2.15327250E+06   9.70825577E+00   1.68638957E+00   2.15316200E+06   9.70714664E+00 
0 10 2.35609050E-07   3.72872751E-06   1.43266266E-06   1.17449702E-06   8.06512332E-07   1.03898101E-09   8.27921724E-07   9.57009792E+00   -1.24853410E-01   4.25917171E-02   1.09778643E-01   9.59606266E+00   -5.89704290E-02   4.82347868E-02   1.09500356E-01   9.57040691E+00   -8.98060054E-02   1.06023578E-02   1.09797537E-01   1.68119621E+00   2.09520588E+06   9.12531185E+00   1.68144202E+00   2.09648125E+06   9.13811493E+00   1.68125069E+00   2.09548600E+06   9.12812424E+00 
0 20 2.13959510E-07   3.51216886E-06   1.87716091E-06   1.66635937E-06   7.23515598E-07   1.42429557E-09   1.06880486E-06   9.79118252E+00   -2.49437854E-01   8.56746137E-02   1.07255310E-01   9.76778412E+00   -1.49274528E-01   7.16738850E-02   1.07567050E-01   9.72965145E+00   -1.40764505E-01   2.20597535E-03   1.08027473E-01   1.67917633E+00   2.08569638E+06   9.02984428E+00   1.67937553E+00   2.08656950E+06   9.03860950E+00   1.67928398E+00   2.08616662E+06   9.03456402E+00 
0 30 1.78776943E-07   3.18407569E-06   1.86707200E-06   1.70806675E-06   5.89899173E-07   1.53996338E-09   1.10998872E-06   1.00378294E+01   -3.14559698E-01   1.01652294E-01   1.04676276E-01   9.99114513E+00   -2.02952951E-01   6.03550933E-02   1.05204754E-01   9.95259857E+00   -2.04649255E-01   -1.24590192E-02   1.05637118E-01   1.67694151E+00   2.07662050E+06   8.93872929E+00   1.67703998E+00   2.07699638E+06   8.94250202E+00   1.67694962E+00   2.07665125E+06   8.93903732E+00 
0 40 1.42322449E-07   2.76669198E-06   1.69669488E-06   1.63209381E-06   4.55242741E-07   1.28333910E-09   9.12255530E-07   1.01740370E+01   -3.21501404E-01   8.90163481E-02   1.03344679E-01   1.01116657E+01   -2.35656485E-01   3.78582664E-02   1.04009025E-01   1.00649538E+01   -2.63043582E-01   -3.62353176E-02   1.04488701E-01   1.67788351E+00   2.04833462E+06   8.79877377E+00   1.67773259E+00   2.04990500E+06   8.80470371E+00   1.67796564E+00   2.04747338E+06   8.79552078E+00 
0 50 1.16888380E-07   2.57306806E-06   1.50703329E-06   1.53033625E-06   3.66336678E-07   1.09065557E-09   7.58189628E-07   1.02251940E+01   -2.87340969E-01   7.98455775E-02   1.02912620E-01   1.01523123E+01   -2.42396474E-01   1.73730850E-02   1.03664018E-01   1.00988894E+01   -2.77729094E-01   -5.16013317E-02   1.04174010E-01   1.68077838E+00   2.01365362E+06   8.66781521E+00   1.68062615E+00   2.01576662E+06   8.67579365E+00   1.68087471E+00   2.01229475E+06   8.66268349E+00 
0 60 1.05293715E-07   2.53214307E-06   1.33084916E-06   1.39920633E-06   3.34620267E-07   9.47747880E-10   6.38904737E-07   1.02284136E+01   -2.48233721E-01   8.03529173E-02   1.02955051E-01   1.01330557E+01   -2.25398794E-01   1.61775630E-02   1.03929825E-01   1.00880251E+01   -2.54314780E-01   -4.59314846E-02   1.04337946E-01   1.68260860E+00   1.98354662E+06   8.55412865E+00   1.68253291E+00   1.98503688E+06   8.55975628E+00   1.68271589E+00   1.98137950E+06   8.54594517E+00 
0 70 9.37180786E-08   2.50599078E-06   1.20021309E-06   1.24931512E-06   3.04783327E-07   8.64335936E-10   5.51702897E-07   1.02019386E+01   -2.08042607E-01   8.34750012E-02   1.03297159E-01   1.00932417E+01   -1.99057057E-01   2.81845126E-02   1.04409851E-01   1.00464630E+01   -2.13256255E-01   -2.98360158E-02   1.04836099E-01   1.68377960E+00   1.95427575E+06   8.44359970E+00   1.68376315E+00   1.95482525E+06   8.44567490E+00   1.68385720E+00   1.95158488E+06   8.43343830E+00 
0 80 8.26716970E-08   2.41771659E-06   1.08993152E-06   1.09843802E-06   2.70516580E-07   8.62591942E-10   5.09557026E-07   1.01356020E+01   -1.72873899E-01   7.96610117E-02   1.04060456E-01   1.00250092E+01   -1.65780425E-01   3.29998620E-02   1.05200551E-01   9.98016071E+00   -1.71506584E-01   -2.39137579E-02   1.05608642E-01   1.68436933E+00   1.92282012E+06   8.32482052E+00   1.68436384E+00   1.92350912E+06   8.32742214E+00   1.68438947E+00   1.91980462E+06   8.31343365E+00 
0 90 7.07757977E-08   2.29502734E-06   9.92804189E-07   9.72885346E-07   2.21010566E-07   8.98508712E-10   4.94967196E-07   1.00396376E+01   -1.41497061E-01   7.34207854E-02   1.05152167E-01   9.92886543E+00   -1.31221443E-01   2.86275726E-02   1.06307983E-01   9.89540863E+00   -1.38704866E-01   -2.39094608E-02   1.06592916E-01   1.68423247E+00   1.88912400E+06   8.19758129E+00   1.68425965E+00   1.89090950E+06   8.20432377E+00   1.68417990E+00   1.88601912E+06   8.18585682E+00 
