RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.76256294E-08   4.34810954E-06   5.96187363E-07   6.46567059E-07   3.18464203E-07   1.25199065E-07   9.79293545E-05   9.94090366E+00   3.10955127E-03   3.34400008E-03   1.05710797E-01   9.93985081E+00   -6.11886661E-03   8.83813761E-03   1.05721384E-01   9.94463825E+00   -1.60541572E-02   1.14271315E-02   1.05671585E-01   1.68640554E+00   2.15200400E+06   9.69552135E+00   1.68640184E+00   2.15230925E+06   9.69858456E+00   1.68640423E+00   2.15211600E+06   9.69664478E+00 
0 10 2.52036330E-07   3.60655372E-06   1.73014428E-06   1.23316147E-06   8.68354221E-07   1.01316433E-09   1.77819516E-06   9.52076626E+00   -5.99273890E-02   4.73303758E-02   1.10392720E-01   9.51105785E+00   -5.80142327E-02   1.17050391E-02   1.10494226E-01   9.49887085E+00   -1.02121621E-01   7.28627220E-02   1.10655181E-01   1.67897522E+00   2.08482675E+06   9.02111244E+00   1.67915606E+00   2.08560812E+06   9.02895737E+00   1.67901027E+00   2.08497750E+06   9.02262592E+00 
0 20 2.39518215E-07   3.30705188E-06   2.07867902E-06   1.72587147E-06   8.02405850E-07   1.31512190E-09   1.60996387E-06   9.74232388E+00   -1.75886557E-01   1.09762736E-01   1.07908599E-01   9.74121475E+00   -1.71612620E-01   -5.28281380E-04   1.07873954E-01   9.78402042E+00   -2.30096832E-01   1.13286294E-01   1.07361987E-01   1.67557299E+00   2.07158750E+06   8.88820076E+00   1.67558002E+00   2.07061088E+06   8.88289070E+00   1.67552805E+00   2.07107725E+06   8.88465118E+00 
0 30 1.80946230E-07   2.88543561E-06   2.07771996E-06   1.68423242E-06   5.82364066E-07   1.57292768E-09   1.53887572E-06   1.00536909E+01   -2.66472369E-01   1.43778846E-01   1.04625538E-01   1.01043415E+01   -2.55361080E-01   -5.69830947E-02   1.04084745E-01   1.01459799E+01   -2.98102409E-01   1.42849281E-01   1.03589743E-01   1.67705286E+00   2.05676238E+06   8.83059692E+00   1.67705429E+00   2.05674838E+06   8.83054447E+00   1.67704058E+00   2.05688375E+06   8.83105564E+00 
0 40 1.33918761E-07   2.49827326E-06   1.76850597E-06   1.48718641E-06   4.31856591E-07   1.19924115E-09   1.24834321E-06   1.01750517E+01   -3.18904102E-01   1.53068423E-01   1.03430584E-01   1.02455711E+01   -3.16223532E-01   -1.13880031E-01   1.02723673E-01   1.02286711E+01   -3.04856360E-01   1.40236408E-01   1.02856986E-01   1.68083608E+00   2.01284088E+06   8.66474628E+00   1.68078041E+00   2.01362550E+06   8.66770935E+00   1.68078101E+00   2.01361625E+06   8.66767406E+00 
0 50 1.09313653E-07   2.35206653E-06   1.47778371E-06   1.31657350E-06   3.51884381E-07   9.70309944E-10   1.03628565E-06   1.01711664E+01   -3.12871903E-01   1.59503624E-01   1.03512138E-01   1.02524672E+01   -3.23813736E-01   -1.21089227E-01   1.02702402E-01   1.02250156E+01   -2.89317369E-01   1.24964125E-01   1.02954112E-01   1.68343210E+00   1.96468075E+06   8.48289013E+00   1.68345439E+00   1.96407550E+06   8.48060417E+00   1.68340611E+00   1.96537525E+06   8.48551273E+00 
0 60 9.26415851E-08   2.34044478E-06   1.28572924E-06   1.15625312E-06   2.95012256E-07   8.89709306E-10   8.93154436E-07   1.01533785E+01   -2.80006289E-01   1.49951667E-01   1.03760295E-01   1.02349329E+01   -3.04119945E-01   -1.17171720E-01   1.02939203E-01   1.02134876E+01   -2.52025813E-01   1.20839924E-01   1.03135824E-01   1.68437517E+00   1.92204125E+06   8.32187939E+00   1.68438923E+00   1.91983375E+06   8.31354427E+00   1.68437767E+00   1.92167975E+06   8.32051468E+00 
0 70 7.88942387E-08   2.25723034E-06   1.14790350E-06   1.03423508E-06   2.48863671E-07   8.76078710E-10   7.88055218E-07   1.01341887E+01   -2.39936322E-01   1.11177281E-01   1.04061060E-01   1.02118721E+01   -2.74104357E-01   -1.24620549E-01   1.03266351E-01   1.01953163E+01   -2.02586815E-01   1.05910942E-01   1.03428103E-01   1.68412852E+00   1.88331150E+06   8.17563248E+00   1.68406284E+00   1.88018912E+06   8.16384220E+00   1.68407905E+00   1.88093212E+06   8.16664791E+00 
0 80 6.73432723E-08   2.09123345E-06   1.02972501E-06   9.45392060E-07   2.04791988E-07   9.02130370E-10   7.12528902E-07   1.00852098E+01   -1.92293182E-01   7.37890899E-02   1.04688384E-01   1.01587753E+01   -2.33406350E-01   -1.31412253E-01   1.03925623E-01   1.01519241E+01   -1.50244176E-01   8.77782702E-02   1.03999123E-01   1.68303144E+00   1.84897175E+06   8.04596329E+00   1.68288934E+00   1.84581850E+06   8.03405571E+00   1.68285155E+00   1.84500488E+06   8.03098392E+00 
0 90 6.04495582E-08   1.91953268E-06   9.30151202E-07   8.76541833E-07   1.77602743E-07   9.17950216E-10   6.48467733E-07   1.00271206E+01   -1.35169357E-01   5.57717718E-02   1.05419233E-01   1.00933933E+01   -1.86048523E-01   -1.29393324E-01   1.04725800E-01   1.00931406E+01   -1.12110905E-01   7.78294355E-02   1.04734041E-01   1.68161011E+00   1.82230550E+06   7.94526863E+00   1.68140340E+00   1.81906425E+06   7.93302965E+00   1.68128920E+00   1.81732188E+06   7.92645025E+00 
