RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.46409165E-08   4.42807277E-06   6.09757478E-07   6.48059029E-07   3.05664770E-07   1.26222645E-07   9.87683234E-05   9.94206715E+00   -2.68480387E-02   -7.98602472E-04   1.05697460E-01   9.95038986E+00   -9.85477958E-03   -1.28853880E-02   1.05609566E-01   9.95062447E+00   -2.55572349E-02   7.98115681E-04   1.05606779E-01   1.68640232E+00   2.15227050E+06   9.69819736E+00   1.68639922E+00   2.15251000E+06   9.70060158E+00   1.68640149E+00   2.15233300E+06   9.69882393E+00 
0 10 2.57623327E-07   3.69909662E-06   1.77557729E-06   1.25497456E-06   8.87326451E-07   1.01949704E-09   1.82912424E-06   9.54888058E+00   -1.47065431E-01   -3.44868787E-02   1.10020354E-01   9.55099106E+00   -1.06956847E-01   -6.60686195E-02   1.09986365E-01   9.52255154E+00   -1.08391583E-01   3.82749806E-03   1.10339031E-01   1.67916310E+00   2.08563862E+06   9.02926350E+00   1.67963672E+00   2.08773350E+06   9.05029488E+00   1.67930293E+00   2.08624975E+06   9.03539848E+00 
0 20 2.46627053E-07   3.39345638E-06   2.13570797E-06   1.76110586E-06   8.27090275E-07   1.34607647E-09   1.63654431E-06   9.79191875E+00   -2.40897879E-01   -7.75890350E-02   1.07268818E-01   9.75317574E+00   -2.11064875E-01   -1.13875732E-01   1.07664950E-01   9.68906593E+00   -1.35510594E-01   -4.75000031E-03   1.08412348E-01   1.67550111E+00   2.07131850E+06   8.88556290E+00   1.67609251E+00   2.07345862E+06   8.90698528E+00   1.67558372E+00   2.07162588E+06   8.88858700E+00 
0 30 1.87327430E-07   2.97411998E-06   2.13950466E-06   1.72964940E-06   6.03394199E-07   1.61347891E-09   1.55614725E-06   1.01340790E+01   -3.16455156E-01   -1.12450935E-01   1.03727423E-01   1.00794497E+01   -2.67016947E-01   -1.39114991E-01   1.04286194E-01   1.00216923E+01   -2.29289129E-01   -1.60374865E-02   1.04900159E-01   1.67703474E+00   2.05694162E+06   8.83127403E+00   1.67644870E+00   2.06259638E+06   8.85262680E+00   1.67683291E+00   2.05891388E+06   8.83872223E+00 
0 40 1.39191442E-07   2.57491365E-06   1.82337953E-06   1.53392000E-06   4.48576827E-07   1.23173260E-09   1.25609415E-06   1.02593594E+01   -3.37300777E-01   -1.35793179E-01   1.02553576E-01   1.02181244E+01   -2.78104097E-01   -1.58832371E-01   1.02976948E-01   1.01056376E+01   -2.94697523E-01   -2.47016419E-02   1.04123175E-01   1.68080342E+00   2.01330162E+06   8.66648674E+00   1.68027997E+00   2.02041712E+06   8.69335461E+00   1.68042243E+00   2.01852675E+06   8.68621635E+00 
0 50 1.13325221E-07   2.43223121E-06   1.53346309E-06   1.35851212E-06   3.63828747E-07   9.87832594E-10   1.02954061E-06   1.02500048E+01   -3.20030242E-01   -1.31492451E-01   1.02711722E-01   1.02509918E+01   -2.75273919E-01   -1.59022719E-01   1.02717340E-01   1.00632944E+01   -2.98995674E-01   -1.62514281E-02   1.04597352E-01   1.68343902E+00   1.96449400E+06   8.48218441E+00   1.68316555E+00   1.97144288E+06   8.50842381E+00   1.68312824E+00   1.97233112E+06   8.51177788E+00 
0 60 9.60479269E-08   2.42285364E-06   1.33784965E-06   1.19454171E-06   3.05971270E-07   8.96284436E-10   8.74289128E-07   1.02213659E+01   -2.76582927E-01   -1.19602695E-01   1.03054017E-01   1.02451591E+01   -2.37891003E-01   -1.33484319E-01   1.02856003E-01   1.00112906E+01   -2.42890120E-01   6.63595682E-04   1.05198801E-01   1.68437493E+00   1.92206988E+06   8.32198715E+00   1.68433452E+00   1.92665650E+06   8.33930683E+00   1.68428445E+00   1.93086350E+06   8.35519314E+00 
0 70 8.17720434E-08   2.34200866E-06   1.18698756E-06   1.06868254E-06   2.58145036E-07   8.83799589E-10   7.64063429E-07   1.01944456E+01   -2.19508171E-01   -1.18193850E-01   1.03414446E-01   1.02203560E+01   -1.79650620E-01   -1.23195104E-01   1.03218302E-01   9.97731304E+00   -1.74886972E-01   1.09899789E-03   1.05656244E-01   1.68412960E+00   1.88336675E+06   8.17584133E+00   1.68419909E+00   1.88710975E+06   8.18997478E+00   1.68428814E+00   1.89295862E+06   8.21206093E+00 
0 80 6.96833098E-08   2.17352908E-06   1.06769789E-06   9.76087676E-07   2.11929901E-07   9.10452880E-10   6.85055738E-07   1.01495180E+01   -1.74737602E-01   -1.19603954E-01   1.03982754E-01   1.01732769E+01   -1.33564413E-01   -1.23583093E-01   1.03825457E-01   9.94381523E+00   -1.17513426E-01   1.56406988E-03   1.06118917E-01   1.68303144E+00   1.84897088E+06   8.04595947E+00   1.68326628E+00   1.85456025E+06   8.06706524E+00   1.68343031E+00   1.85881362E+06   8.08312702E+00 
0 90 6.21726670E-08   1.99445162E-06   9.68649829E-07   9.05674199E-07   1.82443770E-07   9.26495214E-10   6.19502487E-07   1.00857038E+01   -1.51006877E-01   -1.13701627E-01   1.04756758E-01   1.01130590E+01   -9.85832512E-02   -1.19262777E-01   1.04568794E-01   9.90398026E+00   -6.62201047E-02   5.25666773E-03   1.06645077E-01   1.68158269E+00   1.82186975E+06   7.94362402E+00   1.68207860E+00   1.83012762E+06   7.97480583E+00   1.68215311E+00   1.83144138E+06   7.97976685E+00 
0 100 5.73128141E-08   1.83949692E-06   8.91489719E-07   8.49938999E-07   1.69070489E-07   9.32595556E-10   5.61654133E-07   1.00332518E+01   -1.38749585E-01   -1.13477737E-01   1.05420969E-01   1.00650320E+01   -7.63580501E-02   -1.14791013E-01   1.05185010E-01   9.87599182E+00   -3.60661671E-02   2.47689453E-03   1.07047781E-01   1.68037498E+00   1.80438262E+06   7.87759066E+00   1.68112612E+00   1.81488688E+06   7.91725540E+00   1.68105698E+00   1.81387350E+06   7.91342878E+00 
0 110 4.92933694E-08   1.70505598E-06   8.41938913E-07   8.09405492E-07   1.45964563E-07   9.38965128E-10   5.10561222E-07   1.00131464E+01   -1.33267820E-01   -1.23901345E-01   1.05745278E-01   1.00417528E+01   -6.99364021E-02   -1.17630824E-01   1.05535217E-01   9.86967087E+00   -2.35484075E-02   -8.75245035E-03   1.07219145E-01   1.67967892E+00   1.79549225E+06   7.84401989E+00   1.68061829E+00   1.80766838E+06   7.88999796E+00   1.68043995E+00   1.80525050E+06   7.88086796E+00 
0 120 4.11867092E-08   1.57874638E-06   8.08989398E-07   7.85942689E-07   1.20972089E-07   9.52713242E-10   4.69093493E-07   1.00108032E+01   -1.29156530E-01   -1.32950649E-01   1.05875865E-01   1.00320559E+01   -7.66591579E-02   -1.24336064E-01   1.05734833E-01   9.87100124E+00   -1.98613331E-02   -2.17953231E-02   1.07307345E-01   1.67925954E+00   1.79045038E+06   7.82498121E+00   1.68032229E+00   1.80368375E+06   7.87495136E+00   1.68007517E+00   1.80046712E+06   7.86280584E+00 
0 130 3.69949404E-08   1.46153684E-06   7.75065018E-07   7.61590286E-07   1.07865013E-07   9.75122760E-10   4.41440079E-07   1.00032911E+01   -1.24020375E-01   -1.30759805E-01   1.06056757E-01   1.00149851E+01   -9.05750766E-02   -1.27730131E-01   1.06004216E-01   9.86484146E+00   -2.15210561E-02   -2.82648951E-02   1.07475124E-01   1.67870760E+00   1.78411762E+06   7.80106831E+00   1.67986357E+00   1.79778312E+06   7.85267019E+00   1.67954314E+00   1.79383688E+06   7.83776903E+00 
0 140 3.40955388E-08   1.36140079E-06   7.31004661E-07   7.29165379E-07   9.79656036E-08   9.90816873E-10   4.17599949E-07   9.98344040E+00   -1.20134369E-01   -1.18790291E-01   1.06365532E-01   9.98008823E+00   -1.09458029E-01   -1.24940649E-01   1.06451862E-01   9.84544754E+00   -2.74468623E-02   -2.39594374E-02   1.07783101E-01   1.67778802E+00   1.77421350E+06   7.76366949E+00   1.67905664E+00   1.78808525E+06   7.81605053E+00   1.67860353E+00   1.78295862E+06   7.79669189E+00 
0 150 3.11505204E-08   1.27423539E-06   6.77170306E-07   6.91763546E-07   8.81524116E-08   9.89366478E-10   3.91010190E-07   9.95597744E+00   -1.23071738E-01   -1.03663556E-01   1.06751241E-01   9.93590641E+00   -1.29970834E-01   -1.17705584E-01   1.06984809E-01   9.81950951E+00   -3.56548354E-02   -1.17553994E-02   1.08155645E-01   1.67653537E+00   1.76176850E+06   7.71667624E+00   1.67799640E+00   1.77639375E+06   7.77190256E+00   1.67734110E+00   1.76964875E+06   7.74643278E+00 
0 160 2.95098541E-08   1.18918388E-06   6.19759135E-07   6.49264450E-07   8.44491268E-08   9.75256542E-10   3.63393667E-07   9.92884254E+00   -1.32818401E-01   -9.27161127E-02   1.07123159E-01   9.89867115E+00   -1.45916998E-01   -1.09430291E-01   1.07424818E-01   9.79866123E+00   -4.21096794E-02   1.31174142E-03   1.08461626E-01   1.67583501E+00   1.74740175E+06   7.67008591E+00   1.67694378E+00   1.76570950E+06   7.73155785E+00   1.67608333E+00   1.75752450E+06   7.70065069E+00 
