RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.48258566E-08   4.38447660E-06   5.94848132E-07   6.23494827E-07   3.08514103E-07   1.25341614E-07   9.80280456E-05   9.94306564E+00   7.61498522E-04   4.36524861E-04   1.05686076E-01   9.94304085E+00   -2.00706366E-02   1.03809265E-02   1.05687432E-01   9.95527077E+00   5.66687784E-04   7.31804408E-03   1.05557650E-01   1.68640387E+00   2.15214400E+06   9.69692612E+00   1.68640041E+00   2.15242000E+06   9.69969654E+00   1.68640268E+00   2.15223775E+06   9.69786739E+00 
0 10 2.53505505E-07   3.64976586E-06   1.74498098E-06   1.24810958E-06   8.73906004E-07   1.00221242E-09   8.68140773E-07   9.53621483E+00   -3.67246494E-02   3.67414467E-02   1.10155776E-01   9.55083847E+00   -9.34882909E-02   3.68567072E-02   1.10001922E-01   9.55061531E+00   -5.98377995E-02   5.39200529E-02   1.10023335E-01   1.67906868E+00   2.08522950E+06   9.02515697E+00   1.67950153E+00   2.08712812E+06   9.04421711E+00   1.67940998E+00   2.08672188E+06   9.04013920E+00 
0 20 2.41710694E-07   3.33845537E-06   2.09207428E-06   1.73787998E-06   8.09713868E-07   1.33092004E-09   1.03279012E-06   9.78600597E+00   -1.18445024E-01   6.21427521E-02   1.07344359E-01   9.79606628E+00   -1.85150474E-01   3.14542726E-02   1.07187860E-01   9.68103886E+00   -1.40302852E-01   8.04821104E-02   1.08523473E-01   1.67550588E+00   2.07134938E+06   8.88580990E+00   1.67615449E+00   2.07368500E+06   8.90925884E+00   1.67620742E+00   2.07387862E+06   8.91120243E+00 
0 30 1.82535814E-07   2.91917968E-06   2.09643963E-06   1.69807606E-06   5.87394027E-07   1.59035396E-09   1.17237153E-06   1.00951862E+01   -2.10892871E-01   7.09422082E-02   1.04132101E-01   1.00766945E+01   -2.37046987E-01   3.47728468E-03   1.04299277E-01   9.98027611E+00   -1.90187350E-01   8.50368440E-02   1.05345011E-01   1.67705655E+00   2.05672675E+06   8.83046246E+00   1.67668092E+00   2.06038175E+06   8.84426498E+00   1.67643535E+00   2.06272275E+06   8.85310459E+00 
0 40 1.35329941E-07   2.52383734E-06   1.78436574E-06   1.50270830E-06   4.36506355E-07   1.19461185E-09   9.31495435E-07   1.02163563E+01   -2.63963431E-01   7.70339221E-02   1.02967061E-01   1.01220360E+01   -2.53436506E-01   -7.08265509E-03   1.03931114E-01   1.00566607E+01   -2.20753580E-01   7.31017888E-02   1.04644209E-01   1.68079615E+00   2.01340400E+06   8.66687298E+00   1.68071687E+00   2.01451262E+06   8.67105865E+00   1.68042922E+00   2.01843662E+06   8.68587685E+00 
0 50 1.10129903E-07   2.37797121E-06   1.49783796E-06   1.32970388E-06   3.53202665E-07   9.54239132E-10   7.61228080E-07   1.02298832E+01   -2.77473778E-01   7.86613449E-02   1.02872282E-01   1.00674171E+01   -2.41684109E-01   -8.43170471E-03   1.04550287E-01   1.00456676E+01   -1.99243709E-01   6.67034835E-02   1.04809530E-01   1.68341506E+00   1.96513862E+06   8.48461819E+00   1.68337190E+00   1.96628088E+06   8.48893166E+00   1.68320978E+00   1.97037538E+06   8.50439262E+00 
0 60 9.33636812E-08   2.36824258E-06   1.30197498E-06   1.17115758E-06   2.96820616E-07   8.73176587E-10   6.62677053E-07   1.02176952E+01   -2.75834233E-01   9.88223851E-02   1.03040196E-01   1.00188875E+01   -1.96285129E-01   -9.22410935E-03   1.05127074E-01   1.00181246E+01   -1.67498678E-01   7.07443208E-02   1.05150603E-01   1.68437159E+00   1.92251988E+06   8.32368660E+00   1.68435001E+00   1.92508225E+06   8.33336258E+00   1.68431294E+00   1.92859712E+06   8.34663486E+00 
0 70 7.95027333E-08   2.28824206E-06   1.15969362E-06   1.04971616E-06   2.50653358E-07   8.59715632E-10   5.96081236E-07   1.01903353E+01   -2.66583443E-01   1.06389321E-01   1.03401996E-01   9.98725414E+00   -1.33410752E-01   -1.60294790E-02   1.05570212E-01   9.98431396E+00   -1.25493184E-01   5.97191006E-02   1.05599508E-01   1.68414021E+00   1.88390512E+06   8.17787457E+00   1.68420267E+00   1.88731525E+06   8.19075108E+00   1.68426716E+00   1.89142638E+06   8.20627499E+00 
0 80 6.81699746E-08   2.12314353E-06   1.04668163E-06   9.58667897E-07   2.07356294E-07   8.84445461E-10   5.53037069E-07   1.01452751E+01   -2.45260984E-01   9.25709009E-02   1.03978187E-01   9.93145084E+00   -7.03115612E-02   -1.70520451E-02   1.06288567E-01   9.92739296E+00   -8.06166753E-02   4.48658504E-02   1.06312424E-01   1.68306315E+00   1.84969575E+06   8.04869652E+00   1.68321609E+00   1.85332075E+06   8.06238556E+00   1.68342781E+00   1.85874850E+06   8.08288097E+00 
0 90 6.13299562E-08   1.95009352E-06   9.48647710E-07   8.87814338E-07   1.80705882E-07   8.99176344E-10   5.16051045E-07   1.00877981E+01   -2.00858667E-01   8.11368674E-02   1.04707532E-01   9.86152649E+00   -3.21939103E-02   -1.57490484E-02   1.07162215E-01   9.86452770E+00   -5.06464802E-02   3.69588546E-02   1.07095890E-01   1.68164968E+00   1.82293925E+06   7.94766235E+00   1.68188310E+00   1.82677688E+06   7.96215343E+00   1.68223250E+00   1.83286588E+06   7.98514557E+00 
