RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.26541111E-08   4.39244741E-06   6.02119371E-07   6.44579472E-07   2.98514635E-07   1.28633090E-07   1.00687372E-04   9.94549370E+00   -6.56471401E-03   -1.48113146E-02   1.05662078E-01   9.93775654E+00   -2.28689276E-02   -1.80878360E-02   1.05740942E-01   9.94250011E+00   -9.25280806E-03   1.28657287E-02   1.05692461E-01   1.68640029E+00   2.15243000E+06   9.69979763E+00   1.68639767E+00   2.15262375E+06   9.70174217E+00   1.68640482E+00   2.15206325E+06   9.69611549E+00 
0 10 2.54831974E-07   3.63901108E-06   1.75087280E-06   1.23793325E-06   8.77793639E-07   1.03020703E-09   1.29314969E-06   9.55749989E+00   -8.37309361E-02   -8.88568163E-02   1.09948851E-01   9.51307201E+00   -1.51854366E-01   -4.69946228E-02   1.10356875E-01   9.52617073E+00   -6.90635666E-02   6.97339177E-02   1.10267237E-01   1.67933512E+00   2.08639162E+06   9.03682327E+00   1.67980385E+00   2.08849000E+06   9.05788898E+00   1.67912304E+00   2.08546500E+06   9.02752018E+00 
0 20 2.42474584E-07   3.34601486E-06   2.10407256E-06   1.74151921E-06   8.12460542E-07   1.38389245E-09   1.28270483E-06   9.79411507E+00   -1.84565768E-01   -1.26505643E-01   1.07271060E-01   9.70918179E+00   -2.23840311E-01   -4.65289652E-02   1.08060256E-01   9.67879105E+00   -1.28774643E-01   7.52140433E-02   1.08476259E-01   1.67560136E+00   2.07168862E+06   8.88921642E+00   1.67625844E+00   2.07406625E+06   8.91308498E+00   1.67586434E+00   2.07263112E+06   8.89867878E+00 
0 30 1.83517685E-07   2.92349660E-06   2.11272072E-06   1.70256135E-06   5.91308606E-07   1.66632141E-09   1.33716412E-06   1.00997086E+01   -2.63461530E-01   -1.50929183E-01   1.04105450E-01   1.00274658E+01   -2.59318411E-01   -7.16997087E-02   1.04773894E-01   1.00142536E+01   -1.55565277E-01   5.53239770E-02   1.04950204E-01   1.67698789E+00   2.05740138E+06   8.83301067E+00   1.67638254E+00   2.06322262E+06   8.85499191E+00   1.67647684E+00   2.06233038E+06   8.85162258E+00 
0 40 1.36232856E-07   2.53137250E-06   1.79953793E-06   1.50329606E-06   4.40148341E-07   1.23956045E-09   1.05111542E-06   1.02033138E+01   -2.98621833E-01   -1.82687104E-01   1.03133298E-01   1.01506596E+01   -2.83218622E-01   -1.08767413E-01   1.03624448E-01   1.01638565E+01   -1.92048237E-01   4.57211658E-02   1.03522420E-01   1.68074465E+00   2.01412562E+06   8.66959763E+00   1.68015456E+00   2.02205325E+06   8.69953251E+00   1.68003869E+00   2.02354338E+06   8.70516014E+00 
0 50 1.11589529E-07   2.38510665E-06   1.50912308E-06   1.33102799E-06   3.58384995E-07   9.71845715E-10   8.49762955E-07   1.01864061E+01   -2.97369570E-01   -1.80524737E-01   1.03355102E-01   1.01356344E+01   -2.62885749E-01   -1.06809966E-01   1.03859186E-01   1.01152420E+01   -2.01454386E-01   4.21257168E-02   1.04055554E-01   1.68337917E+00   1.96609050E+06   8.48821259E+00   1.68302977E+00   1.97461000E+06   8.52038288E+00   1.68282974E+00   1.97900150E+06   8.53696632E+00 
0 60 9.43675289E-08   2.37685117E-06   1.30795661E-06   1.17172669E-06   3.00082007E-07   8.87298235E-10   7.32248452E-07   1.01607666E+01   -2.67209828E-01   -1.55388519E-01   1.03674211E-01   1.01023579E+01   -2.31223568E-01   -8.23365077E-02   1.04286864E-01   1.00191107E+01   -1.85878173E-01   5.00271022E-02   1.05100423E-01   1.68436575E+00   1.92326288E+06   8.32649231E+00   1.68427920E+00   1.93124675E+06   8.35664082E+00   1.68415833E+00   1.93869188E+06   8.38475323E+00 
0 70 8.02707518E-08   2.29709394E-06   1.16409558E-06   1.04762989E-06   2.52783479E-07   8.75703288E-10   6.53135032E-07   1.01438131E+01   -2.24103436E-01   -1.39780208E-01   1.03943281E-01   1.00807667E+01   -1.90303758E-01   -8.34151059E-02   1.04627304E-01   9.95563030E+00   -1.42118245E-01   4.22658101E-02   1.05869681E-01   1.68413341E+00   1.88356138E+06   8.17657661E+00   1.68428099E+00   1.89242212E+06   8.21003532E+00   1.68438590E+00   1.90313975E+06   8.25050545E+00 
0 80 6.86057291E-08   2.13088992E-06   1.04655282E-06   9.56627673E-07   2.08227348E-07   8.97042829E-10   5.98135102E-07   1.01053467E+01   -1.89463437E-01   -1.33766636E-01   1.04454182E-01   1.00285664E+01   -1.54958770E-01   -8.99385363E-02   1.05295368E-01   9.89818764E+00   -1.00597724E-01   3.58691067E-02   1.06600434E-01   1.68300676E+00   1.84841288E+06   8.04385281E+00   1.68345296E+00   1.85943038E+06   8.08545589E+00   1.68384969E+00   1.87169050E+06   8.13175106E+00 
0 90 6.13682261E-08   1.95686516E-06   9.49217736E-07   8.87389945E-07   1.80270888E-07   9.12466436E-10   5.52269853E-07   1.00471582E+01   -1.56721920E-01   -1.28521457E-01   1.05180077E-01   9.96218300E+00   -1.36092201E-01   -9.27330256E-02   1.06108561E-01   9.83130741E+00   -7.00269565E-02   3.85901518E-02   1.07438236E-01   1.68154335E+00   1.82124688E+06   7.94127131E+00   1.68231881E+00   1.83444400E+06   7.99110508E+00   1.68289673E+00   1.84597825E+06   8.03465939E+00 
