RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.31690343E-08   4.38166853E-06   6.00237513E-07   6.41496342E-07   3.00902911E-07   1.27940666E-07   1.00162491E-04   9.93599129E+00   -2.81476378E-02   8.99051025E-04   1.05762906E-01   9.93537045E+00   -1.76923722E-02   -8.15446547E-04   1.05768286E-01   9.94012451E+00   -2.36140136E-02   -1.32553997E-02   1.05718322E-01   1.68640327E+00   2.15219525E+06   9.69744015E+00   1.68640232E+00   2.15227225E+06   9.69821453E+00   1.68640137E+00   2.15234425E+06   9.69893551E+00 
0 10 2.55348738E-07   3.64899597E-06   1.75568118E-06   1.25497650E-06   8.79622291E-07   1.01961184E-09   1.37290317E-06   9.49808407E+00   -1.48964927E-01   -1.18584158E-02   1.10670961E-01   9.52310658E+00   -1.39946163E-01   1.60123315E-02   1.10313855E-01   9.49516773E+00   -1.29584000E-01   -5.56154959E-02   1.10680446E-01   1.67912626E+00   2.08547900E+06   9.02766132E+00   1.67936814E+00   2.08653712E+06   9.03828430E+00   1.67943311E+00   2.08682425E+06   9.04116726E+00 
0 20 2.42700906E-07   3.35637469E-06   2.11601673E-06   1.75411481E-06   8.13986219E-07   1.33133282E-09   1.32681555E-06   9.76777554E+00   -2.62878001E-01   -3.64019535E-02   1.07638694E-01   9.73684025E+00   -2.18832254E-01   1.98479183E-02   1.07875295E-01   9.76454544E+00   -2.51017988E-01   -9.56718847E-02   1.07658297E-01   1.67564559E+00   2.07184638E+06   8.89079952E+00   1.67611182E+00   2.07352888E+06   8.90769100E+00   1.67606556E+00   2.07336038E+06   8.90600014E+00 
0 30 1.83516804E-07   2.93080438E-06   2.12379132E-06   1.71278793E-06   5.91011485E-07   1.61646352E-09   1.35987341E-06   1.01591721E+01   -3.37053150E-01   -7.70156533E-02   1.03523225E-01   1.00402498E+01   -2.76951224E-01   1.45509467E-03   1.04688123E-01   1.01175804E+01   -3.33966494E-01   -1.08762674E-01   1.03940479E-01   1.67692542E+00   2.05801288E+06   8.83531952E+00   1.67633879E+00   2.06363375E+06   8.85654449E+00   1.67663336E+00   2.06083825E+06   8.84598827E+00 
0 40 1.36025150E-07   2.54438692E-06   1.80677989E-06   1.51779875E-06   4.40180202E-07   1.21770694E-09   1.08126483E-06   1.02522163E+01   -3.69596511E-01   -1.10646509E-01   1.02642655E-01   1.00905142E+01   -3.08965385E-01   4.57990868E-03   1.04241937E-01   1.01977701E+01   -3.75074446E-01   -1.17847584E-01   1.03199728E-01   1.68075562E+00   2.01397212E+06   8.66901779E+00   1.68040085E+00   2.01881575E+06   8.68730831E+00   1.68063021E+00   2.01571000E+06   8.67558098E+00 
0 50 1.11619094E-07   2.39496239E-06   1.51444613E-06   1.34323170E-06   3.59087295E-07   9.69688330E-10   8.74717273E-07   1.02321253E+01   -3.47815156E-01   -1.26137838E-01   1.02897614E-01   1.00619669E+01   -2.98640400E-01   2.02316158E-02   1.04590558E-01   1.02022381E+01   -3.66543859E-01   -1.13949649E-01   1.03203058E-01   1.68338716E+00   1.96587888E+06   8.48741341E+00   1.68328142E+00   1.96860100E+06   8.49769306E+00   1.68336749E+00   1.96639500E+06   8.48936272E+00 
0 60 9.42478025E-08   2.38757116E-06   1.32148296E-06   1.17721629E-06   2.99466848E-07   8.94208041E-10   7.48726563E-07   1.02170095E+01   -3.00073236E-01   -1.16623193E-01   1.03114337E-01   1.00455351E+01   -2.57993907E-01   4.51576374E-02   1.04819231E-01   1.01998005E+01   -3.24120730E-01   -9.83678848E-02   1.03297338E-01   1.68436527E+00   1.92332962E+06   8.32674408E+00   1.68435776E+00   1.92422688E+06   8.33013248E+00   1.68436408E+00   1.92347600E+06   8.32729721E+00 
0 70 8.04332743E-08   2.30789624E-06   1.17684397E-06   1.05283300E-06   2.53057806E-07   8.78706941E-10   6.58751730E-07   1.02062674E+01   -2.40223214E-01   -1.20527342E-01   1.03313342E-01   1.00172510E+01   -2.00917616E-01   5.25187999E-02   1.05215624E-01   1.01830645E+01   -2.58240670E-01   -1.01722114E-01   1.03569582E-01   1.68413997E+00   1.88389162E+06   8.17782307E+00   1.68416154E+00   1.88501938E+06   8.18208122E+00   1.68416870E+00   1.88540862E+06   8.18355179E+00 
0 80 6.89235904E-08   2.13827116E-06   1.05768993E-06   9.63306888E-07   2.09121211E-07   9.01516750E-10   5.98148290E-07   1.01650639E+01   -1.84554562E-01   -1.25943318E-01   1.03835300E-01   9.96440983E+00   -1.33731723E-01   5.73529527E-02   1.05884492E-01   1.01390924E+01   -1.96377844E-01   -1.10161334E-01   1.04133144E-01   1.68303812E+00   1.84912475E+06   8.04654121E+00   1.68316841E+00   1.85216750E+06   8.05803013E+00   1.68316042E+00   1.85197738E+06   8.05731201E+00 
0 90 6.14968769E-08   1.96272981E-06   9.58782607E-07   8.93617084E-07   1.80599386E-07   9.16994314E-10   5.48868627E-07   1.01069031E+01   -1.46954760E-01   -1.24363326E-01   1.04550056E-01   9.90273762E+00   -8.23544711E-02   6.27898797E-02   1.06655374E-01   1.00837793E+01   -1.50712818E-01   -1.14437163E-01   1.04822099E-01   1.68162966E+00   1.82261800E+06   7.94644928E+00   1.68191612E+00   1.82733325E+06   7.96425438E+00   1.68179286E+00   1.82527375E+06   7.95647764E+00 
