RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.69624373E-08   4.47321190E-06   6.12159852E-07   6.50952813E-07   3.15783410E-07   1.22010221E-07   9.54040297E-05   9.95560360E+00   -1.85287502E-02   2.43405160E-03   1.05553977E-01   9.94672394E+00   -2.47220099E-02   -5.56669431E-03   1.05648503E-01   9.94977474E+00   -2.25067325E-02   -1.78807566E-03   1.05615243E-01   1.68640101E+00   2.15236800E+06   9.69917583E+00   1.68640351E+00   2.15217450E+06   9.69723225E+00   1.68640113E+00   2.15236750E+06   9.69917011E+00 
0 10 2.58841311E-07   3.70995144E-06   1.77628863E-06   1.27249007E-06   8.91790251E-07   9.79297976E-10   2.33855985E-06   9.55486298E+00   -9.98307467E-02   3.53509113E-02   1.09933861E-01   9.50442600E+00   -1.44003481E-01   -3.71311083E-02   1.10567518E-01   9.52084827E+00   -7.29781836E-02   -7.83516676E-04   1.10360652E-01   1.67926574E+00   2.08608688E+06   9.03376389E+00   1.67915976E+00   2.08562412E+06   9.02911758E+00   1.67941248E+00   2.08673300E+06   9.04025078E+00 
0 20 2.47160187E-07   3.40116594E-06   2.14468491E-06   1.78256732E-06   8.28438885E-07   1.32191413E-09   2.02256479E-06   9.74392414E+00   -2.12275371E-01   6.54283389E-02   1.07745454E-01   9.78899574E+00   -2.65278369E-01   -8.70077237E-02   1.07304029E-01   9.72893047E+00   -2.04123884E-01   -2.40387511E-03   1.07987985E-01   1.67559624E+00   2.07167038E+06   8.88903236E+00   1.67558897E+00   2.07164475E+06   8.88877487E+00   1.67606127E+00   2.07334462E+06   8.90584183E+00 
0 30 1.86342035E-07   2.97572819E-06   2.15623254E-06   1.74703621E-06   5.99612463E-07   1.64608271E-09   1.85463591E-06   1.01075401E+01   -2.92563677E-01   8.21363702E-02   1.03973851E-01   1.01126642E+01   -3.26695591E-01   -1.14706084E-01   1.03959970E-01   1.00691013E+01   -2.66292542E-01   8.89170822E-03   1.04408182E-01   1.67694497E+00   2.05782138E+06   8.83459663E+00   1.67686522E+00   2.05859975E+06   8.83753586E+00   1.67667937E+00   2.06039612E+06   8.84431934E+00 
0 40 1.38608456E-07   2.58097953E-06   1.83009388E-06   1.54064264E-06   4.47336674E-07   1.23180877E-09   1.49446782E-06   1.02504053E+01   -3.44176024E-01   9.11278054E-02   1.02623455E-01   1.02051716E+01   -3.62552017E-01   -1.44693166E-01   1.03127964E-01   1.01269436E+01   -2.45223016E-01   1.43166101E-02   1.03914782E-01   1.68071520E+00   2.01453488E+06   8.67114258E+00   1.68049788E+00   2.01751350E+06   8.68239117E+00   1.68082297E+00   2.01302638E+06   8.66544628E+00 
0 50 1.13438055E-07   2.43541012E-06   1.53433155E-06   1.36036442E-06   3.63669130E-07   9.93634952E-10   1.23493601E-06   1.02495565E+01   -3.31453145E-01   9.93407369E-02   1.02697521E-01   1.02030544E+01   -3.69221687E-01   -1.59605101E-01   1.03203215E-01   1.00916615E+01   -2.43057892E-01   1.96116921E-02   1.04337461E-01   1.68338990E+00   1.96580738E+06   8.48714352E+00   1.68322778E+00   1.96993562E+06   8.50273228E+00   1.68350923E+00   1.96255388E+06   8.47485828E+00 
0 60 9.55280299E-08   2.42415058E-06   1.33892502E-06   1.19701235E-06   3.02256154E-07   9.22227794E-10   1.05852041E-06   1.02058201E+01   -2.76242286E-01   1.16104536E-01   1.03205271E-01   1.01954889E+01   -3.16559732E-01   -1.47026733E-01   1.03352793E-01   1.00675335E+01   -2.27257922E-01   3.30689959E-02   1.04639091E-01   1.68437016E+00   1.92271212E+06   8.32441235E+00   1.68433535E+00   1.92656625E+06   8.33896637E+00   1.68438590E+00   1.92040675E+06   8.31570721E+00 
0 70 8.18982571E-08   2.33477613E-06   1.19296556E-06   1.07488961E-06   2.57237986E-07   9.06332176E-10   9.21615026E-07   1.01679640E+01   -2.33797356E-01   1.10262826E-01   1.03692204E-01   1.01873579E+01   -2.50024587E-01   -1.36266291E-01   1.03547573E-01   1.00430136E+01   -1.89202741E-01   3.75689752E-02   1.04990870E-01   1.68413246E+00   1.88351088E+06   8.17638588E+00   1.68421102E+00   1.88780962E+06   8.19261837E+00   1.68413579E+00   1.88368025E+06   8.17702484E+00 
0 80 6.98836615E-08   2.15977457E-06   1.07294886E-06   9.83567816E-07   2.12152926E-07   9.32243838E-10   8.19392483E-07   1.01180115E+01   -1.87260747E-01   9.50226411E-02   1.04331270E-01   1.01481495E+01   -2.02811748E-01   -1.28120080E-01   1.04068272E-01   9.99873638E+00   -1.41424924E-01   4.24509794E-02   1.05568476E-01   1.68303370E+00   1.84902225E+06   8.04615402E+00   1.68329310E+00   1.85523400E+06   8.06960964E+00   1.68312442E+00   1.85112312E+06   8.05408669E+00 
0 90 6.17129032E-08   1.98567773E-06   9.71729719E-07   9.12760527E-07   1.81159393E-07   9.52635748E-10   7.34883372E-07   1.00574112E+01   -1.32661179E-01   8.59941691E-02   1.05086483E-01   1.00898132E+01   -1.67920545E-01   -1.15885250E-01   1.04789250E-01   9.94256306E+00   -1.03282511E-01   5.11174053E-02   1.06273517E-01   1.68163240E+00   1.82266338E+06   7.94662046E+00   1.68210757E+00   1.83063500E+06   7.97672176E+00   1.68175411E+00   1.82463575E+06   7.95406866E+00 
