X_coord,Y_coord,Ref_Wind,Num_Turb,Sim_ID,Turbine,Wind_Direction,X_rotated,Y_rotated
1415.0,-2789.0,5.8663497,80,hornsrev_262_8,T26,-8,1013.0755386916996,-2958.787581578732
1474.0,-3347.0,5.85876226,80,hornsrev_262_8,T27,-8,993.8427644117356,-3519.568376893172
1533.0,-3904.0,5.86218214,80,hornsrev_262_8,T28,-8,974.749163232732,-4079.358904138871
1680.0,0.0,5.94387293,80,hornsrev_262_8,T31,-8,1663.6503554858382,-233.81080961290996
1739.0,-558.0,5.89475298,80,hornsrev_262_8,T32,-8,1644.4175812058745,-794.59160492735
1798.0,-1116.0,5.90499353,80,hornsrev_262_8,T33,-8,1625.1848069259104,-1355.37240024179
1857.0,-1674.0,5.88028908,80,hornsrev_262_8,T34,-8,1605.9520326459465,-1916.1531955562305
1916.0,-2231.0,5.86981058,80,hornsrev_262_8,T35,-8,1586.8584314669429,-2475.9437228019287
1975.0,-2789.0,5.85660744,80,hornsrev_262_8,T36,-8,1567.625657186979,-3036.724518116369
2035.0,-3347.0,5.85676813,80,hornsrev_262_8,T37,-8,1549.3831509757567,-3597.644486531769
2094.0,-3904.0,5.85481787,80,hornsrev_262_8,T38,-8,1530.289549796753,-4157.435013777467
2240.0,0.0,5.93274403,80,hornsrev_262_8,T41,-8,2218.2004739811177,-311.74774615054656
2299.0,-558.0,5.88347721,80,hornsrev_262_8,T42,-8,2198.967699701154,-872.5285414649866
2358.0,-1116.0,5.8940711,80,hornsrev_262_8,T43,-8,2179.73492542119,-1433.3093367794268
2418.0,-1674.0,5.86290121,80,hornsrev_262_8,T44,-8,2161.492419209968,-1994.229305194827
2477.0,-2231.0,5.86155605,80,hornsrev_262_8,T45,-8,2142.398818030964,-2554.019832440525
2536.0,-2789.0,5.86745119,80,hornsrev_262_8,T46,-8,2123.166043751,-3114.8006277549657
2595.0,-3347.0,5.84527016,80,hornsrev_262_8,T47,-8,2103.933269471036,-3675.581423069405
2654.0,-3904.0,5.84847736,80,hornsrev_262_8,T48,-8,2084.8396682920325,-4235.371950315104
2800.0,0.0,5.86285925,80,hornsrev_262_8,T51,-8,2772.750592476397,-389.6846826881832
2859.0,-558.0,5.82401562,80,hornsrev_262_8,T52,-8,2753.5178181964334,-950.4654780026232
2919.0,-1116.0,5.82221651,80,hornsrev_262_8,T53,-8,2735.275311985211,-1511.3854464180235
2978.0,-1674.0,5.81232214,80,hornsrev_262_8,T54,-8,2716.042537705247,-2072.166241732464
3037.0,-2231.0,5.81417751,80,hornsrev_262_8,T55,-8,2696.9489365262434,-2631.956768978162
3096.0,-2789.0,5.82265663,80,hornsrev_262_8,T56,-8,2677.716162246279,-3192.737564292602
3156.0,-3347.0,5.80663919,80,hornsrev_262_8,T57,-8,2659.473656035057,-3753.657532708002
3215.0,-3904.0,5.8267889,80,hornsrev_262_8,T58,-8,2640.380054856053,-4313.448059953701
3360.0,0.0,5.5745635,80,hornsrev_262_8,T61,-8,3327.3007109716764,-467.6216192258199
3419.0,-558.0,5.56077337,80,hornsrev_262_8,T62,-8,3308.067936691713,-1028.40241454026
3479.0,-1116.0,5.57799864,80,hornsrev_262_8,T63,-8,3289.82543048049,-1589.32238295566
3538.0,-1674.0,5.57633257,80,hornsrev_262_8,T64,-8,3270.5926562005266,-2150.1031782701
3597.0,-2231.0,5.59118795,80,hornsrev_262_8,T65,-8,3251.4990550215225,-2709.893705515799
3657.0,-2789.0,5.61797237,80,hornsrev_262_8,T66,-8,3233.2565488103,-3270.813673931199
3716.0,-3347.0,5.61277437,80,hornsrev_262_8,T67,-8,3214.0237745303366,-3831.594469245639
3775.0,-3904.0,5.82746267,80,hornsrev_262_8,T68,-8,3194.9301733513325,-4391.384996491338
3920.0,0.0,5.26915646,80,hornsrev_262_8,T71,-8,3881.850829466956,-545.5585557634565
3979.0,-558.0,5.25073576,80,hornsrev_262_8,T72,-8,3862.618055186992,-1106.3393510778965
4039.0,-1116.0,5.26867247,80,hornsrev_262_8,T73,-8,3844.3755489757696,-1667.2593194932967
4098.0,-1674.0,5.26708603,80,hornsrev_262_8,T74,-8,3825.142774695806,-2228.040114807737
4158.0,-2231.0,5.28622913,80,hornsrev_262_8,T75,-8,3807.039441585544,-2787.9698151543957
4217.0,-2789.0,5.30850983,80,hornsrev_262_8,T76,-8,3787.806667305579,-3348.7506104688355
4276.0,-3347.0,5.30598879,80,hornsrev_262_8,T77,-8,3768.573893025616,-3909.531405783276
4336.0,-3904.0,5.86142683,80,hornsrev_262_8,T78,-8,3750.470559915354,-4469.461106129935
4480.0,0.0,5.15074492,80,hornsrev_262_8,T81,-8,4436.400947962236,-623.4954923010931
4539.0,-558.0,5.1179285,80,hornsrev_262_8,T82,-8,4417.168173682271,-1184.2762876155332
4599.0,-1116.0,5.1256547,80,hornsrev_262_8,T83,-8,4398.92566747105,-1745.1962560309337
4658.0,-1674.0,5.11951733,80,hornsrev_262_8,T84,-8,4379.692893191085,-2305.9770513453736
4718.0,-2231.0,5.12863302,80,hornsrev_262_8,T85,-8,4361.589560080823,-2865.906751692032
4777.0,-2789.0,5.14056158,80,hornsrev_262_8,T86,-8,4342.356785800859,-3426.6875470064724
4837.0,-3347.0,5.12719631,80,hornsrev_262_8,T87,-8,4324.114279589637,-3987.607515421872
4896.0,-3904.0,5.86434078,80,hornsrev_262_8,T88,-8,4305.020678410633,-4547.398042667571
5040.0,0.0,5.12639093,80,hornsrev_262_8,T91,-8,4990.951066457515,-701.4324288387298
5100.0,-558.0,5.10420513,80,hornsrev_262_8,T92,-8,4972.708560246292,-1262.35239725413
5159.0,-1116.0,5.09620476,80,hornsrev_262_8,T93,-8,4953.475785966329,-1823.13319256857
5219.0,-1674.0,5.08984947,80,hornsrev_262_8,T94,-8,4935.233279755106,-2384.0531609839704
5278.0,-2231.0,5.09313726,80,hornsrev_262_8,T95,-8,4916.139678576102,-2943.8436882296687
5338.0,-2789.0,5.09073162,80,hornsrev_262_8,T96,-8,4897.89717236488,-3504.7636566450687
5397.0,-3347.0,5.0841217,80,hornsrev_262_8,T97,-8,4878.664398084917,-4065.544451959509
5457.0,-3904.0,5.87688398,80,hornsrev_262_8,T98,-8,4860.561064974654,-4625.474152306168
0.0,0.0,6.09211588,80,hornsrev_263_8,T1,-7,0.0,0.0
59.0,-558.0,6.07669449,80,hornsrev_263_8,T2,-7,-9.442870673234296,-561.0310438767614
118.0,-1116.0,6.08558369,80,hornsrev_263_8,T3,-7,-18.885741346468592,-1122.0620877535227
177.0,-1674.0,6.07278728,80,hornsrev_263_8,T4,-7,-28.328612019702888,-1683.093131630284
235.0,-2231.0,6.06370926,80,hornsrev_263_8,T5,-7,-38.64215950117335,-2243.009760011999
294.0,-2789.0,6.07227325,80,hornsrev_263_8,T6,-7,-48.08503017440762,-2804.0408038887604
353.0,-3347.0,6.07118177,80,hornsrev_263_8,T7,-7,-57.527900847641945,-3365.071847765522
412.0,-3904.0,6.08474588,80,hornsrev_263_8,T8,-7,-66.84890217747107,-3925.1103454906415
560.0,0.0,5.83145714,80,hornsrev_263_8,T11,-7,555.8258449191403,-68.24683230688258
619.0,-558.0,5.78043985,80,hornsrev_263_8,T12,-7,546.3829742459061,-629.277876183644
678.0,-1116.0,5.78314734,80,hornsrev_263_8,T13,-7,536.9401035726717,-1190.3089200604054
737.0,-1674.0,5.75681639,80,hornsrev_263_8,T14,-7,527.4972328994374,-1751.3399639371669
796.0,-2231.0,5.7535162,80,hornsrev_263_8,T15,-7,518.1762315696083,-2311.378461662287
855.0,-2789.0,5.74094057,80,hornsrev_263_8,T16,-7,508.73336089637405,-2872.409505539048
914.0,-3347.0,5.7360177,80,hornsrev_263_8,T17,-7,499.29049022313967,-3433.440549415809
973.0,-3904.0,5.72776031,80,hornsrev_263_8,T18,-7,489.9694888933106,-3993.479047140929
1120.0,0.0,5.84693623,80,hornsrev_263_8,T21,-7,1111.6516898382806,-136.49366461376516
1179.0,-558.0,5.80137539,80,hornsrev_263_8,T22,-7,1102.2088191650462,-697.5247084905266
1238.0,-1116.0,5.80279493,80,hornsrev_263_8,T23,-7,1092.7659484918122,-1258.555752367288
1297.0,-1674.0,5.77878666,80,hornsrev_263_8,T24,-7,1083.3230778185778,-1819.5867962440493
1356.0,-2231.0,5.76938295,80,hornsrev_263_8,T25,-7,1074.0020764887486,-2379.625293969169
1415.0,-2789.0,5.75947189,80,hornsrev_263_8,T26,-7,1064.5592058155144,-2940.6563378459305
1474.0,-3347.0,5.73521948,80,hornsrev_263_8,T27,-7,1055.11633514228,-3501.687381722692
1533.0,-3904.0,5.7429986,80,hornsrev_263_8,T28,-7,1045.795333812451,-4061.725879447812
1680.0,0.0,5.8406148,80,hornsrev_263_8,T31,-7,1667.477534757421,-204.74049692064776
1739.0,-558.0,5.7936635,80,hornsrev_263_8,T32,-7,1658.0346640841865,-765.7715407974092
1798.0,-1116.0,5.79410458,80,hornsrev_263_8,T33,-7,1648.5917934109525,-1326.8025846741705
1857.0,-1674.0,5.76902437,80,hornsrev_263_8,T34,-7,1639.148922737718,-1887.833628550932
1916.0,-2231.0,5.7593751,80,hornsrev_263_8,T35,-7,1629.8279214078889,-2447.872126276052
1975.0,-2789.0,5.74767303,80,hornsrev_263_8,T36,-7,1620.385050734655,-3008.9031701528133
2035.0,-3347.0,5.7332716,80,hornsrev_263_8,T37,-7,1611.9347262130616,-3570.05608337298
2094.0,-3904.0,5.72635746,80,hornsrev_263_8,T38,-7,1602.6137248832324,-4130.094581098099
2240.0,0.0,5.83183861,80,hornsrev_263_8,T41,-7,2223.303379676561,-272.9873292275303
2299.0,-558.0,5.7848897,80,hornsrev_263_8,T42,-7,2213.860509003327,-834.0183731042918
2358.0,-1116.0,5.78549623,80,hornsrev_263_8,T43,-7,2204.4176383300924,-1395.0494169810531
2418.0,-1674.0,5.75194311,80,hornsrev_263_8,T44,-7,2195.9673138085,-1956.20233020122
2477.0,-2231.0,5.74396086,80,hornsrev_263_8,T45,-7,2186.6463124786706,-2516.2408279263395
2536.0,-2789.0,5.7528429,80,hornsrev_263_8,T46,-7,2177.2034418054363,-3077.271871803101
2595.0,-3347.0,5.72186708,80,hornsrev_263_8,T47,-7,2167.760571132202,-3638.302915679862
2654.0,-3904.0,5.71973372,80,hornsrev_263_8,T48,-7,2158.4395698023727,-4198.341413404982
2800.0,0.0,5.80875301,80,hornsrev_263_8,T51,-7,2779.129224595701,-341.2341615344129
2859.0,-558.0,5.76425171,80,hornsrev_263_8,T52,-7,2769.686353922468,-902.2652054111744
2919.0,-1116.0,5.75734663,80,hornsrev_263_8,T53,-7,2761.236029400874,-1463.4181186313408
2978.0,-1674.0,5.73280144,80,hornsrev_263_8,T54,-7,2751.7931587276403,-2024.4491625081023
3037.0,-2231.0,5.72674656,80,hornsrev_263_8,T55,-7,2742.4721573978104,-2584.4876602332224
3096.0,-2789.0,5.73529816,80,hornsrev_263_8,T56,-7,2733.0292867245767,-3145.5187041099834
3156.0,-3347.0,5.71270657,80,hornsrev_263_8,T57,-7,2724.578962202984,-3706.67161733015
3215.0,-3904.0,5.70779514,80,hornsrev_263_8,T58,-7,2715.2579608731544,-4266.71011505527
3360.0,0.0,5.68156862,80,hornsrev_263_8,T61,-7,3334.955069514842,-409.4809938412955
3419.0,-558.0,5.65445709,80,hornsrev_263_8,T62,-7,3325.512198841608,-970.512037718057
3479.0,-1116.0,5.65939426,80,hornsrev_263_8,T63,-7,3317.0618743200143,-1531.6649509382237
3538.0,-1674.0,5.64228201,80,hornsrev_263_8,T64,-7,3307.6190036467806,-2092.6959948149847
3597.0,-2231.0,5.64457798,80,hornsrev_263_8,T65,-7,3298.298002316951,-2652.734492540105
3657.0,-2789.0,5.67028904,80,hornsrev_263_8,T66,-7,3289.8476777953583,-3213.887405760272
3716.0,-3347.0,5.64771318,80,hornsrev_263_8,T67,-7,3280.404807122124,-3774.9184496370326
3775.0,-3904.0,5.7072773,80,hornsrev_263_8,T68,-7,3271.0838057922947,-4334.956947362152
3920.0,0.0,5.38633347,80,hornsrev_263_8,T71,-7,3890.780914433982,-477.7278261481781
3979.0,-558.0,5.38020086,80,hornsrev_263_8,T72,-7,3881.338043760748,-1038.7588700249394
4039.0,-1116.0,5.4028244,80,hornsrev_263_8,T73,-7,3872.887719239154,-1599.911783245106
4098.0,-1674.0,5.3959341,80,hornsrev_263_8,T74,-7,3863.444848565921,-2160.942827121867
4158.0,-2231.0,5.41303539,80,hornsrev_263_8,T75,-7,3855.116393387733,-2721.1031941903925
4217.0,-2789.0,5.44451094,80,hornsrev_263_8,T76,-7,3845.673522714498,-3282.134238067154
4276.0,-3347.0,5.44287777,80,hornsrev_263_8,T77,-7,3836.230652041264,-3843.165281943915
4336.0,-3904.0,5.72606993,80,hornsrev_263_8,T78,-7,3827.902196863077,-4403.32564901244
4480.0,0.0,5.14146852,80,hornsrev_263_8,T81,-7,4446.6067593531225,-545.9746584550606
4539.0,-558.0,5.13177299,80,hornsrev_263_8,T82,-7,4437.163888679888,-1107.0057023318222
4599.0,-1116.0,5.15268612,80,hornsrev_263_8,T83,-7,4428.713564158295,-1668.1586155519883
4658.0,-1674.0,5.14717484,80,hornsrev_263_8,T84,-7,4419.270693485061,-2229.18965942875
4718.0,-2231.0,5.16243935,80,hornsrev_263_8,T85,-7,4410.942238306873,-2789.3500264972754
4777.0,-2789.0,5.19300032,80,hornsrev_263_8,T86,-7,4401.499367633638,-3350.3810703740364
4837.0,-3347.0,5.18528461,80,hornsrev_263_8,T87,-7,4393.049043112046,-3911.533983594203
4896.0,-3904.0,5.73097038,80,hornsrev_263_8,T88,-7,4383.728041782217,-4471.572481319323
5040.0,0.0,5.03908205,80,hornsrev_263_8,T91,-7,5002.432604272263,-614.2214907619433
5100.0,-558.0,5.02330208,80,hornsrev_263_8,T92,-7,4993.98227975067,-1175.37440398211
5159.0,-1116.0,5.03524494,80,hornsrev_263_8,T93,-7,4984.539409077435,-1736.4054478588712
5219.0,-1674.0,5.03026724,80,hornsrev_263_8,T94,-7,4976.089084555842,-2297.5583610790377
5278.0,-2231.0,5.03458691,80,hornsrev_263_8,T95,-7,4966.768083226014,-2857.596858804158
5338.0,-2789.0,5.03741026,80,hornsrev_263_8,T96,-7,4958.31775870442,-3418.749772024324
5397.0,-3347.0,5.0411582,80,hornsrev_263_8,T97,-7,4948.874888031186,-3979.7808159010856
5457.0,-3904.0,5.75802612,80,hornsrev_263_8,T98,-7,4940.546432852999,-4539.941182969611
0.0,0.0,6.08845615,80,hornsrev_264_8,T1,-6,0.0,0.0
59.0,-558.0,6.06874132,80,hornsrev_264_8,T2,-6,0.3499093233774886,-561.110396948288
118.0,-1116.0,6.08963728,80,hornsrev_264_8,T3,-6,0.6998186467549772,-1122.220793896576
177.0,-1674.0,6.06981754,80,hornsrev_264_8,T4,-6,1.0497279701324658,-1683.3311908448643
235.0,-2231.0,6.0682888,80,hornsrev_264_8,T5,-6,0.5096438614093302,-2243.342537434516
294.0,-2789.0,6.09893274,80,hornsrev_264_8,T6,-6,0.8595531847868187,-2804.4529343828044
353.0,-3347.0,6.06597519,80,hornsrev_264_8,T7,-6,1.209462508164279,-3365.5633313310923
412.0,-3904.0,6.08256626,80,hornsrev_264_8,T8,-6,1.663900294809423,-3925.679206384012
560.0,0.0,5.66766739,80,hornsrev_264_8,T11,-6,556.932261406233,-58.53593942988594
619.0,-558.0,5.61886549,80,hornsrev_264_8,T12,-6,557.2821707296106,-619.6463363781739
678.0,-1116.0,5.62084723,80,hornsrev_264_8,T13,-6,557.632080052988,-1180.756733326462
737.0,-1674.0,5.56771469,80,hornsrev_264_8,T14,-6,557.9819893763655,-1741.8671302747505
796.0,-2231.0,5.57458496,80,hornsrev_264_8,T15,-6,558.4364271630106,-2301.98300532767
855.0,-2789.0,5.57124758,80,hornsrev_264_8,T16,-6,558.7863364863881,-2863.093402275958
914.0,-3347.0,5.57820702,80,hornsrev_264_8,T17,-6,559.1362458097656,-3424.203799224246
973.0,-3904.0,5.51973009,80,hornsrev_264_8,T18,-6,559.5906835964108,-3984.319674277166
1120.0,0.0,5.70370817,80,hornsrev_264_8,T21,-6,1113.864522812466,-117.07187885977189
1179.0,-558.0,5.66207933,80,hornsrev_264_8,T22,-6,1114.2144321358437,-678.1822758080599
1238.0,-1116.0,5.66692162,80,hornsrev_264_8,T23,-6,1114.5643414592212,-1239.292672756348
1297.0,-1674.0,5.62162495,80,hornsrev_264_8,T24,-6,1114.9142507825984,-1800.4030697046362
1356.0,-2231.0,5.61895275,80,hornsrev_264_8,T25,-6,1115.3686885692437,-2360.518944757556
1415.0,-2789.0,5.62099266,80,hornsrev_264_8,T26,-6,1115.7185978926211,-2921.629341705844
1474.0,-3347.0,5.59233379,80,hornsrev_264_8,T27,-6,1116.0685072159986,-3482.739738654132
1533.0,-3904.0,5.57163906,80,hornsrev_264_8,T28,-6,1116.5229450026438,-4042.855613707052
1680.0,0.0,5.69519567,80,hornsrev_264_8,T31,-6,1670.796784218699,-175.60781828965784
1739.0,-558.0,5.65239,80,hornsrev_264_8,T32,-6,1671.1466935420767,-736.7182152379459
1798.0,-1116.0,5.65607023,80,hornsrev_264_8,T33,-6,1671.4966028654542,-1297.8286121862338
1857.0,-1674.0,5.60916138,80,hornsrev_264_8,T34,-6,1671.8465121888314,-1858.9390091345224
1916.0,-2231.0,5.6060667,80,hornsrev_264_8,T35,-6,1672.300949975477,-2419.054884187442
1975.0,-2789.0,5.60695791,80,hornsrev_264_8,T36,-6,1672.650859298854,-2980.16528113573
2035.0,-3347.0,5.5826478,80,hornsrev_264_8,T37,-6,1673.9952905176,-3541.380206547285
2094.0,-3904.0,5.58110619,80,hornsrev_264_8,T38,-6,1674.449728304245,-4101.496081600206
2240.0,0.0,5.68803549,80,hornsrev_264_8,T41,-6,2227.729045624932,-234.14375771954377
2299.0,-558.0,5.64451361,80,hornsrev_264_8,T42,-6,2228.0789549483097,-795.2541546678318
2358.0,-1116.0,5.64820194,80,hornsrev_264_8,T43,-6,2228.4288642716874,-1356.3645516161198
2418.0,-1674.0,5.62074852,80,hornsrev_264_8,T44,-6,2229.773295490433,-1917.579477027676
2477.0,-2231.0,5.59066391,80,hornsrev_264_8,T45,-6,2230.2277332770777,-2477.6953520805955
2536.0,-2789.0,5.58996391,80,hornsrev_264_8,T46,-6,2230.5776426004554,-3038.8057490288834
2595.0,-3347.0,5.57200146,80,hornsrev_264_8,T47,-6,2230.927551923833,-3599.9161459771717
2654.0,-3904.0,5.56888485,80,hornsrev_264_8,T48,-6,2231.381989710478,-4160.032021030092
2800.0,0.0,5.67581844,80,hornsrev_264_8,T51,-6,2784.661307031165,-292.6796971494297
2859.0,-558.0,5.63331509,80,hornsrev_264_8,T52,-6,2785.0112163545427,-853.7900940977177
2919.0,-1116.0,5.62765741,80,hornsrev_264_8,T53,-6,2786.3556475732885,-1415.005019509273
2978.0,-1674.0,5.60454273,80,hornsrev_264_8,T54,-6,2786.705556896666,-1976.1154164575617
3037.0,-2231.0,5.58021021,80,hornsrev_264_8,T55,-6,2787.1599946833107,-2536.231291510481
3096.0,-2789.0,5.57963514,80,hornsrev_264_8,T56,-6,2787.5099040066884,-3097.3416884587696
3156.0,-3347.0,5.55860233,80,hornsrev_264_8,T57,-6,2788.854335225434,-3658.556613870325
3215.0,-3904.0,5.55610275,80,hornsrev_264_8,T58,-6,2789.30877301208,-4218.672488923245
3360.0,0.0,5.63909674,80,hornsrev_264_8,T61,-6,3341.593568437398,-351.2156365793157
3419.0,-558.0,5.60195827,80,hornsrev_264_8,T62,-6,3341.943477760776,-912.3260335276036
3479.0,-1116.0,5.60002756,80,hornsrev_264_8,T63,-6,3343.287908979521,-1473.5409589391593
3538.0,-1674.0,5.58024025,80,hornsrev_264_8,T64,-6,3343.637818302899,-2034.651355887448
3597.0,-2231.0,5.5569458,80,hornsrev_264_8,T65,-6,3344.092256089544,-2594.7672309403674
3657.0,-2789.0,5.5550909,80,hornsrev_264_8,T66,-6,3345.43668730829,-3155.982156351923
3716.0,-3347.0,5.54361868,80,hornsrev_264_8,T67,-6,3345.786596631667,-3717.092553300211
3775.0,-3904.0,5.55595732,80,hornsrev_264_8,T68,-6,3346.2410344183127,-4277.208428353131
3920.0,0.0,5.51110315,80,hornsrev_264_8,T71,-6,3898.525829843631,-409.7515760092016
3979.0,-558.0,5.48915815,80,hornsrev_264_8,T72,-6,3898.8757391670088,-970.8619729574896
4039.0,-1116.0,5.5005374,80,hornsrev_264_8,T73,-6,3900.2201703857545,-1532.0768983690452
4098.0,-1674.0,5.48857403,80,hornsrev_264_8,T74,-6,3900.570079709132,-2093.1872953173333
4158.0,-2231.0,5.49234581,80,hornsrev_264_8,T75,-6,3902.019039391145,-2653.407698833521
4217.0,-2789.0,5.47916651,80,hornsrev_264_8,T76,-6,3902.3689487145225,-3214.518095781809
4276.0,-3347.0,5.48005486,80,hornsrev_264_8,T77,-6,3902.7188580379006,-3775.6284927300967
4336.0,-3904.0,5.55956268,80,hornsrev_264_8,T78,-6,3904.1678177199137,-4335.848896246284
4480.0,0.0,5.29570532,80,hornsrev_264_8,T81,-6,4455.458091249864,-468.28751543908754
4539.0,-558.0,5.28812551,80,hornsrev_264_8,T82,-6,4455.808000573242,-1029.3979123873755
4599.0,-1116.0,5.31451702,80,hornsrev_264_8,T83,-6,4457.152431791988,-1590.6128377989312
4658.0,-1674.0,5.31185961,80,hornsrev_264_8,T84,-6,4457.502341115365,-2151.7232347472195
4718.0,-2231.0,5.32007027,80,hornsrev_264_8,T85,-6,4458.951300797378,-2711.9436382634067
4777.0,-2789.0,5.32306528,80,hornsrev_264_8,T86,-6,4459.301210120756,-3273.054035211695
4837.0,-3347.0,5.32785845,80,hornsrev_264_8,T87,-6,4460.645641339502,-3834.26896062325
4896.0,-3904.0,5.56678772,80,hornsrev_264_8,T88,-6,4461.100079126147,-4394.38483567617
5040.0,0.0,5.10565042,80,hornsrev_264_8,T91,-6,5012.390352656097,-526.8234548689735
5100.0,-558.0,5.09507513,80,hornsrev_264_8,T92,-6,5013.734783874843,-1088.038380280529
5159.0,-1116.0,5.13092709,80,hornsrev_264_8,T93,-6,5014.0846931982205,-1649.1487772288172
5219.0,-1674.0,5.12470961,80,hornsrev_264_8,T94,-6,5015.429124416966,-2210.363702640373
5278.0,-2231.0,5.14320993,80,hornsrev_264_8,T95,-6,5015.883562203611,-2770.479577693293
5338.0,-2789.0,5.1747632,80,hornsrev_264_8,T96,-6,5017.227993422358,-3331.6945031048485
5397.0,-3347.0,5.15890121,80,hornsrev_264_8,T97,-6,5017.577902745735,-3892.804900053136
5457.0,-3904.0,5.582582,80,hornsrev_264_8,T98,-6,5019.026862427749,-4453.025303569324
0.0,0.0,6.07710981,80,hornsrev_265_8,T1,-5,0.0,0.0
59.0,-558.0,6.07865191,80,hornsrev_265_8,T2,-5,10.14258273421973,-561.0188303573059
118.0,-1116.0,6.08446455,80,hornsrev_265_8,T3,-5,20.28516546843946,-1122.0376607146118
177.0,-1674.0,6.0658803,80,hornsrev_265_8,T4,-5,30.42774820265919,-1683.0564910719177
235.0,-2231.0,6.07973766,80,hornsrev_265_8,T5,-5,39.661291981534845,-2242.991970988384
294.0,-2789.0,6.07578754,80,hornsrev_265_8,T6,-5,49.803874715754574,-2804.0108013456897
353.0,-3347.0,6.06165791,80,hornsrev_265_8,T7,-5,59.94645744997428,-3365.029631702996
412.0,-3904.0,6.07276106,80,hornsrev_265_8,T8,-5,70.17619592694166,-3925.0522673622095
560.0,0.0,5.44920158,80,hornsrev_265_8,T11,-5,557.8690309313776,-48.80721593868857
619.0,-558.0,5.40418243,80,hornsrev_265_8,T12,-5,568.0116136655972,-609.8260462959945
678.0,-1116.0,5.41217852,80,hornsrev_265_8,T13,-5,578.154196399817,-1170.8448766533004
737.0,-1674.0,5.34660196,80,hornsrev_265_8,T14,-5,588.2967791340367,-1731.8637070106065
796.0,-2231.0,5.35352468,80,hornsrev_265_8,T15,-5,598.5265176110041,-2291.88634266982
855.0,-2789.0,5.3513732,80,hornsrev_265_8,T16,-5,608.6691003452238,-2852.9051730271262
914.0,-3347.0,5.35975981,80,hornsrev_265_8,T17,-5,618.8116830794436,-3413.924003384432
973.0,-3904.0,5.29912996,80,hornsrev_265_8,T18,-5,629.0414215564109,-3973.946639043646
1120.0,0.0,5.52534151,80,hornsrev_265_8,T21,-5,1115.738061862755,-97.61443187737714
1179.0,-558.0,5.493536,80,hornsrev_265_8,T22,-5,1125.880644596975,-658.633262234683
1238.0,-1116.0,5.49360752,80,hornsrev_265_8,T23,-5,1136.0232273311944,-1219.652092591989
1297.0,-1674.0,5.4456048,80,hornsrev_265_8,T24,-5,1146.1658100654142,-1780.670922949295
1356.0,-2231.0,5.44522667,80,hornsrev_265_8,T25,-5,1156.3955485423817,-2340.6935586085087
1415.0,-2789.0,5.44170523,80,hornsrev_265_8,T26,-5,1166.5381312766012,-2901.7123889658146
1474.0,-3347.0,5.41441441,80,hornsrev_265_8,T27,-5,1176.680714010821,-3462.7312193231205
1533.0,-3904.0,5.39734888,80,hornsrev_265_8,T28,-5,1186.9104524877885,-4022.7538549823344
1680.0,0.0,5.51122332,80,hornsrev_265_8,T31,-5,1673.6070927941323,-146.42164781606573
1739.0,-558.0,5.4775486,80,hornsrev_265_8,T32,-5,1683.749675528352,-707.4404781733716
1798.0,-1116.0,5.47713566,80,hornsrev_265_8,T33,-5,1693.892258262572,-1268.4593085306774
1857.0,-1674.0,5.4274292,80,hornsrev_265_8,T34,-5,1704.034840996792,-1829.4781388879835
1916.0,-2231.0,5.42590141,80,hornsrev_265_8,T35,-5,1714.264579473759,-2389.500774547197
1975.0,-2789.0,5.42202806,80,hornsrev_265_8,T36,-5,1724.407162207979,-2950.5196049045035
2035.0,-3347.0,5.41122198,80,hornsrev_265_8,T37,-5,1735.5459396402905,-3511.625591004557
2094.0,-3904.0,5.39118385,80,hornsrev_265_8,T38,-5,1745.7756781172577,-4071.6482266637695
2240.0,0.0,5.50440454,80,hornsrev_265_8,T41,-5,2231.47612372551,-195.2288637547543
2299.0,-558.0,5.46927071,80,hornsrev_265_8,T42,-5,2241.6187064597298,-756.2476941120601
2358.0,-1116.0,5.46852064,80,hornsrev_265_8,T43,-5,2251.7612891939493,-1317.266524469366
2418.0,-1674.0,5.43315268,80,hornsrev_265_8,T44,-5,2262.900066626261,-1878.3725105694195
2477.0,-2231.0,5.40556717,80,hornsrev_265_8,T45,-5,2273.129805103228,-2438.395146228633
2536.0,-2789.0,5.40668535,80,hornsrev_265_8,T46,-5,2283.272387837448,-2999.4139765859395
2595.0,-3347.0,5.39610195,80,hornsrev_265_8,T47,-5,2293.414970571668,-3560.432806943245
2654.0,-3904.0,5.37601709,80,hornsrev_265_8,T48,-5,2303.644709048635,-4120.455442602459
2800.0,0.0,5.49498081,80,hornsrev_265_8,T51,-5,2789.345154656888,-244.03607969344287
2859.0,-558.0,5.46028042,80,hornsrev_265_8,T52,-5,2799.487737391108,-805.0549100507487
2919.0,-1116.0,5.45539522,80,hornsrev_265_8,T53,-5,2810.626514823419,-1366.1608961508025
2978.0,-1674.0,5.4196229,80,hornsrev_265_8,T54,-5,2820.7690975576384,-1927.179726508108
3037.0,-2231.0,5.39746618,80,hornsrev_265_8,T55,-5,2830.9988360346056,-2487.202362167322
3096.0,-2789.0,5.3969655,80,hornsrev_265_8,T56,-5,2841.1414187688256,-3048.221192524628
3156.0,-3347.0,5.37144327,80,hornsrev_265_8,T57,-5,2852.280196201137,-3609.3271786246814
3215.0,-3904.0,5.36901426,80,hornsrev_265_8,T58,-5,2862.5099346781044,-4169.349814283895
3360.0,0.0,5.48112822,80,hornsrev_265_8,T61,-5,3347.214185588265,-292.84329563213146
