X_coord,Y_coord,Ref_Wind,Num_Turb,Sim_ID,Turbine,Wind_Direction,X_rotated,Y_rotated
1533.0,-3904.0,6.08516502,80,hornsrev_255_8,T28,-15,470.3347396209008,-4167.744021974687
1680.0,0.0,5.96151352,80,hornsrev_255_8,T31,-15,1622.7553881656347,-434.8159957722348
1739.0,-558.0,5.96894026,80,hornsrev_255_8,T32,-15,1535.323984749483,-989.0729305025836
1798.0,-1116.0,5.96857882,80,hornsrev_255_8,T33,-15,1447.8925813333317,-1543.329865232933
1857.0,-1674.0,5.96993542,80,hornsrev_255_8,T34,-15,1360.46117791718,-2097.586799963281
1916.0,-2231.0,5.98521519,80,hornsrev_255_8,T35,-15,1273.288593546131,-2650.877808867341
1975.0,-2789.0,6.0001049,80,hornsrev_255_8,T36,-15,1185.8571901299797,-3205.13474359769
2035.0,-3347.0,5.97968674,80,hornsrev_255_8,T37,-15,1099.391712540117,-3759.650497373141
2094.0,-3904.0,6.08921909,80,hornsrev_255_8,T38,-15,1012.2191281690682,-4312.941506277201
2240.0,0.0,5.52086496,80,hornsrev_255_8,T41,-15,2163.673850887513,-579.7546610296465
2299.0,-558.0,5.51275396,80,hornsrev_255_8,T42,-15,2076.2424474713616,-1134.011595759995
2358.0,-1116.0,5.50378466,80,hornsrev_255_8,T43,-15,1988.81104405521,-1688.268530490344
2418.0,-1674.0,5.51258612,80,hornsrev_255_8,T44,-15,1902.3455664653477,-2242.784284265796
2477.0,-2231.0,5.487854,80,hornsrev_255_8,T45,-15,1815.1729820942985,-2796.0752931698557
2536.0,-2789.0,5.51151705,80,hornsrev_255_8,T46,-15,1727.741578678147,-3350.332227900204
2595.0,-3347.0,5.48735714,80,hornsrev_255_8,T47,-15,1640.3101752619953,-3904.589162630553
2654.0,-3904.0,6.0880332,80,hornsrev_255_8,T48,-15,1553.1375908909465,-4457.880171534613
2800.0,0.0,5.49241829,80,hornsrev_255_8,T51,-15,2704.592313609391,-724.6933262870581
2859.0,-558.0,5.4798665,80,hornsrev_255_8,T52,-15,2617.16091019324,-1278.9502610174068
2919.0,-1116.0,5.47064734,80,hornsrev_255_8,T53,-15,2530.6954326033774,-1833.4660147928585
2978.0,-1674.0,5.47049141,80,hornsrev_255_8,T54,-15,2443.264029187226,-2387.7229495232077
3037.0,-2231.0,5.44495153,80,hornsrev_255_8,T55,-15,2356.0914448161766,-2941.013958427267
3096.0,-2789.0,5.4692173,80,hornsrev_255_8,T56,-15,2268.660041400025,-3495.270893157616
3156.0,-3347.0,5.45977163,80,hornsrev_255_8,T57,-15,2182.1945638101624,-4049.786646933067
3215.0,-3904.0,6.08835411,80,hornsrev_255_8,T58,-15,2095.021979439114,-4603.077655837127
3360.0,0.0,5.48035145,80,hornsrev_255_8,T61,-15,3245.5107763312694,-869.6319915444697
3419.0,-558.0,5.46868134,80,hornsrev_255_8,T62,-15,3158.0793729151183,-1423.8889262748185
3479.0,-1116.0,5.45860147,80,hornsrev_255_8,T63,-15,3071.6138953252557,-1978.40468005027
3538.0,-1674.0,5.45958519,80,hornsrev_255_8,T64,-15,2984.182491909104,-2532.661614780619
3597.0,-2231.0,5.43451118,80,hornsrev_255_8,T65,-15,2897.009907538055,-3085.9526236846787
3657.0,-2789.0,5.45209789,80,hornsrev_255_8,T66,-15,2810.5444299481924,-3640.46837746013
3716.0,-3347.0,5.45554209,80,hornsrev_255_8,T67,-15,2723.1130265320407,-4194.725312190479
3775.0,-3904.0,6.08693838,80,hornsrev_255_8,T68,-15,2635.940442160992,-4748.016321094538
3920.0,0.0,5.30188322,80,hornsrev_255_8,T71,-15,3786.429239053148,-1014.5706568018812
3979.0,-558.0,5.30516052,80,hornsrev_255_8,T72,-15,3698.997835636997,-1568.82759153223
4039.0,-1116.0,5.30455208,80,hornsrev_255_8,T73,-15,3612.5323580471336,-2123.3433453076814
4098.0,-1674.0,5.31273699,80,hornsrev_255_8,T74,-15,3525.1009546309824,-2677.60028003803
4158.0,-2231.0,5.29690552,80,hornsrev_255_8,T75,-15,3438.8942960862223,-3231.1501079871923
4217.0,-2789.0,5.32004166,80,hornsrev_255_8,T76,-15,3351.4628926700707,-3785.4070427175416
4276.0,-3347.0,5.4546442,80,hornsrev_255_8,T77,-15,3264.031489253919,-4339.66397744789
4336.0,-3904.0,6.08934116,80,hornsrev_255_8,T78,-15,3177.82483070916,-4893.213805397052
4480.0,0.0,5.18515539,80,hornsrev_255_8,T81,-15,4327.347701775026,-1159.509322059293
4539.0,-558.0,5.18136263,80,hornsrev_255_8,T82,-15,4239.916298358875,-1713.7662567896418
4599.0,-1116.0,5.17426443,80,hornsrev_255_8,T83,-15,4153.450820769012,-2268.282010565093
4658.0,-1674.0,5.18300152,80,hornsrev_255_8,T84,-15,4066.01941735286,-2822.5389452954423
4718.0,-2231.0,5.16459799,80,hornsrev_255_8,T85,-15,3979.8127588081006,-3376.0887732446045
4777.0,-2789.0,5.18086767,80,hornsrev_255_8,T86,-15,3892.381355391949,-3930.345707974953
4837.0,-3347.0,5.44139671,80,hornsrev_255_8,T87,-15,3805.9158778020874,-4484.8614617504045
4896.0,-3904.0,6.09265518,80,hornsrev_255_8,T88,-15,3718.743293431038,-5038.152470654464
5040.0,0.0,5.17609596,80,hornsrev_255_8,T91,-15,4868.266164496904,-1304.4479873167045
5100.0,-558.0,5.17758226,80,hornsrev_255_8,T92,-15,4781.800686907042,-1858.963741092156
5159.0,-1116.0,5.16507435,80,hornsrev_255_8,T93,-15,4694.369283490891,-2413.2206758225047
5219.0,-1674.0,5.167974,80,hornsrev_255_8,T94,-15,4607.903805901027,-2967.736429597956
5278.0,-2231.0,5.15557146,80,hornsrev_255_8,T95,-15,4520.731221529979,-3521.027438502016
5338.0,-2789.0,5.17201567,80,hornsrev_255_8,T96,-15,4434.265743940116,-4075.543192277467
5397.0,-3347.0,5.45389128,80,hornsrev_255_8,T97,-15,4346.834340523965,-4629.800127007817
5457.0,-3904.0,6.09332943,80,hornsrev_255_8,T98,-15,4260.627681979205,-5183.349954956979
0.0,0.0,6.12705946,80,hornsrev_256_8,T1,-14,0.0,0.0
59.0,-558.0,6.09427452,80,hornsrev_256_8,T2,-14,-77.7449698943308,-555.6984071023865
118.0,-1116.0,6.1168437,80,hornsrev_256_8,T3,-14,-155.4899397886616,-1111.396814204773
177.0,-1674.0,6.08974791,80,hornsrev_256_8,T4,-14,-233.2349096829924,-1667.0952213071594
235.0,-2231.0,6.08674908,80,hornsrev_256_8,T5,-14,-311.7082534079996,-2221.5814107876704
294.0,-2789.0,6.1023345,80,hornsrev_256_8,T6,-14,-389.4532233023304,-2777.279817890056
353.0,-3347.0,6.09685278,80,hornsrev_256_8,T7,-14,-467.19819319666107,-3332.978224992443
412.0,-3904.0,6.10971117,80,hornsrev_256_8,T8,-14,-544.7012411953923,-3887.706336368554
560.0,0.0,6.12291765,80,hornsrev_256_8,T11,-14,543.365606714558,-135.47626153581393
619.0,-558.0,6.09227943,80,hornsrev_256_8,T12,-14,465.6206368202272,-691.1746686382003
678.0,-1116.0,6.11497831,80,hornsrev_256_8,T13,-14,387.8756669258964,-1246.8730757405867
737.0,-1674.0,6.08787394,80,hornsrev_256_8,T14,-14,310.1306970315656,-1802.5714828429727
796.0,-2231.0,6.07317162,80,hornsrev_256_8,T15,-14,232.62764903283448,-2357.299594219084
855.0,-2789.0,6.0950098,80,hornsrev_256_8,T16,-14,154.8826791385036,-2912.99800132147
914.0,-3347.0,6.058568,80,hornsrev_256_8,T17,-14,77.13770924417292,-3468.6964084238566
973.0,-3904.0,6.09991693,80,hornsrev_256_8,T18,-14,-0.3653387545582518,-4023.424519799967
1120.0,0.0,6.11610603,80,hornsrev_256_8,T21,-14,1086.731213429116,-270.95252307162787
1179.0,-558.0,6.08608484,80,hornsrev_256_8,T22,-14,1008.9862435347852,-826.6509301740143
1238.0,-1116.0,6.10957813,80,hornsrev_256_8,T23,-14,931.2412736404544,-1382.3493372764003
1297.0,-1674.0,6.08262587,80,hornsrev_256_8,T24,-14,853.4963037461237,-1938.0477443787872
1356.0,-2231.0,6.06759357,80,hornsrev_256_8,T25,-14,775.9932557473924,-2492.7758557548977
1415.0,-2789.0,6.08789015,80,hornsrev_256_8,T26,-14,698.2482858530616,-3048.474262857284
1474.0,-3347.0,6.0768714,80,hornsrev_256_8,T27,-14,620.5033159587309,-3604.17266995967
1533.0,-3904.0,6.09671593,80,hornsrev_256_8,T28,-14,543.0002679599997,-4158.90078133578
1680.0,0.0,6.05478716,80,hornsrev_256_8,T31,-14,1630.096820143674,-406.4287846074418
1739.0,-558.0,6.03062248,80,hornsrev_256_8,T32,-14,1552.3518502493432,-962.127191709828
1798.0,-1116.0,6.05861902,80,hornsrev_256_8,T33,-14,1474.6068803550124,-1517.8255988122146
1857.0,-1674.0,6.03220177,80,hornsrev_256_8,T34,-14,1396.8619104606817,-2073.5240059146013
1916.0,-2231.0,6.02147579,80,hornsrev_256_8,T35,-14,1319.3588624619506,-2628.252117290712
1975.0,-2789.0,6.04545355,80,hornsrev_256_8,T36,-14,1241.6138925676196,-3183.950524393098
2035.0,-3347.0,6.03574848,80,hornsrev_256_8,T37,-14,1164.8392183995652,-3739.890853391084
2094.0,-3904.0,6.10379028,80,hornsrev_256_8,T38,-14,1087.3361704008337,-4294.6189647671945
2240.0,0.0,5.5335083,80,hornsrev_256_8,T41,-14,2173.462426858232,-541.9050461432557
2299.0,-558.0,5.50822306,80,hornsrev_256_8,T42,-14,2095.717456963901,-1097.603453245642
2358.0,-1116.0,5.54061365,80,hornsrev_256_8,T43,-14,2017.9724870695704,-1653.3018603480286
2418.0,-1674.0,5.52065039,80,hornsrev_256_8,T44,-14,1941.197812901516,-2209.2421893460146
2477.0,-2231.0,5.52678204,80,hornsrev_256_8,T45,-14,1863.6947649027848,-2763.970300722125
2536.0,-2789.0,5.54698133,80,hornsrev_256_8,T46,-14,1785.9497950084535,-3319.668707824512
2595.0,-3347.0,5.53078938,80,hornsrev_256_8,T47,-14,1708.2048251141227,-3875.367114926898
2654.0,-3904.0,6.10201883,80,hornsrev_256_8,T48,-14,1630.701777115392,-4430.0952263030085
2800.0,0.0,5.44842243,80,hornsrev_256_8,T51,-14,2716.82803357279,-677.3813076790697
2859.0,-558.0,5.41123247,80,hornsrev_256_8,T52,-14,2639.0830636784594,-1233.079714781456
2919.0,-1116.0,5.4292593,80,hornsrev_256_8,T53,-14,2562.3083895104046,-1789.0200437794422
2978.0,-1674.0,5.41432428,80,hornsrev_256_8,T54,-14,2484.5634196160736,-2344.7184508818286
3037.0,-2231.0,5.4104743,80,hornsrev_256_8,T55,-14,2407.0603716173428,-2899.446562257939
3096.0,-2789.0,5.42595148,80,hornsrev_256_8,T56,-14,2329.315401723012,-3455.1449693603254
3156.0,-3347.0,5.38649368,80,hornsrev_256_8,T57,-14,2252.540727554957,-4011.085298358312
3215.0,-3904.0,6.09266901,80,hornsrev_256_8,T58,-14,2175.0376795562256,-4565.813409734422
3360.0,0.0,5.43827677,80,hornsrev_256_8,T61,-14,3260.193640287348,-812.8575692148836
3419.0,-558.0,5.40135527,80,hornsrev_256_8,T62,-14,3182.448670393017,-1368.55597631727
3479.0,-1116.0,5.41850138,80,hornsrev_256_8,T63,-14,3105.6739962249626,-1924.496305315256
3538.0,-1674.0,5.40395117,80,hornsrev_256_8,T64,-14,3027.929026330632,-2480.1947124176427
3597.0,-2231.0,5.39885855,80,hornsrev_256_8,T65,-14,2950.4259783319008,-3034.922823793753
3657.0,-2789.0,5.4055748,80,hornsrev_256_8,T66,-14,2873.651304163846,-3590.8631527917387
3716.0,-3347.0,5.37794876,80,hornsrev_256_8,T67,-14,2795.906334269515,-4146.561559894126
3775.0,-3904.0,6.09062338,80,hornsrev_256_8,T68,-14,2718.403286270784,-4701.289671270236
3920.0,0.0,5.36882019,80,hornsrev_256_8,T71,-14,3803.559247001906,-948.3338307506976
3979.0,-558.0,5.34313869,80,hornsrev_256_8,T72,-14,3725.814277107576,-1504.032237853084
4039.0,-1116.0,5.36559963,80,hornsrev_256_8,T73,-14,3649.0396029395206,-2059.97256685107
4098.0,-1674.0,5.35377169,80,hornsrev_256_8,T74,-14,3571.2946330451896,-2615.6709739534563
4158.0,-2231.0,5.34916925,80,hornsrev_256_8,T75,-14,3494.7618807727345,-3170.6410072251665
4217.0,-2789.0,5.36372805,80,hornsrev_256_8,T76,-14,3417.016910878404,-3726.3394143275527
4276.0,-3347.0,5.3752985,80,hornsrev_256_8,T77,-14,3339.2719409840734,-4282.03782142994
4336.0,-3904.0,6.09362173,80,hornsrev_256_8,T78,-14,3262.739188711618,-4837.007854701649
4480.0,0.0,5.20187521,80,hornsrev_256_8,T81,-14,4346.924853716464,-1083.8100922865117
4539.0,-558.0,5.18226624,80,hornsrev_256_8,T82,-14,4269.179883822133,-1639.5084993888977
4599.0,-1116.0,5.20476198,80,hornsrev_256_8,T83,-14,4192.405209654078,-2195.448828386884
4658.0,-1674.0,5.19357109,80,hornsrev_256_8,T84,-14,4114.660239759748,-2751.1472354892703
4718.0,-2231.0,5.19502115,80,hornsrev_256_8,T85,-14,4038.127487487293,-3306.117268760981
4777.0,-2789.0,5.2100215,80,hornsrev_256_8,T86,-14,3960.382517592962,-3861.815675863367
4837.0,-3347.0,5.39546394,80,hornsrev_256_8,T87,-14,3883.607843424907,-4417.756004861353
4896.0,-3904.0,6.09663153,80,hornsrev_256_8,T88,-14,3806.104795426176,-4972.484116237463
5040.0,0.0,5.14628983,80,hornsrev_256_8,T91,-14,4890.290460431022,-1219.2863538223253
5100.0,-558.0,5.13154268,80,hornsrev_256_8,T92,-14,4813.515786262968,-1775.2266828203117
5159.0,-1116.0,5.14309216,80,hornsrev_256_8,T93,-14,4735.770816368637,-2330.925089922698
5219.0,-1674.0,5.12292147,80,hornsrev_256_8,T94,-14,4658.996142200582,-2886.865418920684
5278.0,-2231.0,5.12539625,80,hornsrev_256_8,T95,-14,4581.493094201851,-3441.5935302967946
5338.0,-2789.0,5.1368351,80,hornsrev_256_8,T96,-14,4504.718420033796,-3997.53385929478
5397.0,-3347.0,5.41095448,80,hornsrev_256_8,T97,-14,4426.973450139465,-4553.232266397167
5457.0,-3904.0,6.10542488,80,hornsrev_256_8,T98,-14,4350.4406978670095,-5108.2022996688775
0.0,0.0,6.10632181,80,hornsrev_257_8,T1,-13,0.0,0.0
59.0,-558.0,6.10032463,80,hornsrev_257_8,T2,-13,-68.0348545015478,-556.9706083564494
118.0,-1116.0,6.09398985,80,hornsrev_257_8,T3,-13,-136.0697090030956,-1113.9412167128987
177.0,-1674.0,6.1033988,80,hornsrev_257_8,T4,-13,-204.10456350464335,-1670.911825069348
235.0,-2231.0,6.08418751,80,hornsrev_257_8,T5,-13,-272.8888370166326,-2226.683112306668
294.0,-2789.0,6.1103344,80,hornsrev_257_8,T6,-13,-340.9236915181804,-2783.6537206631174
353.0,-3347.0,6.09608793,80,hornsrev_257_8,T7,-13,-408.95854601972815,-3340.624329019567
412.0,-3904.0,6.09030056,80,hornsrev_257_8,T8,-13,-476.7684494669321,-3896.620567311231
560.0,0.0,6.0995512,80,hornsrev_257_8,T11,-13,545.6472362797317,-125.9725904325644
619.0,-558.0,6.09402275,80,hornsrev_257_8,T12,-13,477.61238177818393,-682.9431987890138
678.0,-1116.0,6.08794069,80,hornsrev_257_8,T13,-13,409.5775272766361,-1239.9138071454631
737.0,-1674.0,6.09730673,80,hornsrev_257_8,T14,-13,341.5426727750884,-1796.8844155019124
796.0,-2231.0,6.0650897,80,hornsrev_257_8,T15,-13,273.73276932788445,-2352.880653793576
855.0,-2789.0,6.09364033,80,hornsrev_257_8,T16,-13,205.6979148263366,-2909.8512621500254
914.0,-3347.0,6.05434752,80,hornsrev_257_8,T17,-13,137.66306032478883,-3466.821870506475
973.0,-3904.0,6.08707714,80,hornsrev_257_8,T18,-13,69.85315687758487,-4022.818108798139
1120.0,0.0,6.0927515,80,hornsrev_257_8,T21,-13,1091.2944725594634,-251.9451808651288
1179.0,-558.0,6.08850288,80,hornsrev_257_8,T22,-13,1023.2596180579156,-808.9157892215782
1238.0,-1116.0,6.08292532,80,hornsrev_257_8,T23,-13,955.224763556368,-1365.8863975780275
1297.0,-1674.0,6.09183931,80,hornsrev_257_8,T24,-13,887.18990905482,-1922.8570059344768
1356.0,-2231.0,6.05990171,80,hornsrev_257_8,T25,-13,819.3800056076161,-2478.8532442261408
1415.0,-2789.0,6.08699846,80,hornsrev_257_8,T26,-13,751.3451511060682,-3035.82385258259
1474.0,-3347.0,6.07170868,80,hornsrev_257_8,T27,-13,683.3102966045207,-3592.79446093904
1533.0,-3904.0,6.08278704,80,hornsrev_257_8,T28,-13,615.5003931573167,-4148.790699230704
