,X_coord,Y_coord,Ref_wind,Num_tot_turb,ID,Turb_num,IDnum
0,0.0,0.0,7.4797616,2,2_turbine_240_degrees_279.0_meters,0,0
1,241.6210876558584,139.49999999999997,7.57623148,2,2_turbine_240_degrees_279.0_meters,1,0
2,0.0,0.0,7.47360182,2,2_turbine_241_degrees_279.0_meters,0,1
3,244.01889829189145,135.26188404872804,7.56752729,2,2_turbine_241_degrees_279.0_meters,1,1
4,0.0,0.0,7.46784782,2,2_turbine_242_degrees_279.0_meters,0,2
5,246.34237840764064,130.98256601726354,7.55792332,2,2_turbine_242_degrees_279.0_meters,1,2
6,0.0,0.0,7.49173546,2,2_turbine_243_degrees_279.0_meters,0,3
7,248.59082024855465,126.66334942733354,7.51761532,2,2_turbine_243_degrees_279.0_meters,1,3
8,0.0,0.0,7.48339224,2,2_turbine_244_degrees_279.0_meters,0,4
9,250.7635389174676,122.3055499541526,7.50035381,2,2_turbine_244_degrees_279.0_meters,1,4
10,0.0,0.0,7.44775724,2,2_turbine_245_degrees_279.0_meters,0,5
11,252.85987258322533,117.91049502565514,7.49375725,2,2_turbine_245_degrees_279.0_meters,1,5
12,0.0,0.0,7.43949652,2,2_turbine_246_degrees_279.0_meters,0,6
13,254.87918268228563,113.47952341814826,7.45918131,2,2_turbine_246_degrees_279.0_meters,1,6
14,0.0,0.0,7.4412384,2,2_turbine_247_degrees_279.0_meters,0,7
15,256.82085411323084,109.01398484850738,7.42024326,2,2_turbine_247_degrees_279.0_meters,1,7
16,0.0,0.0,7.44484901,2,2_turbine_248_degrees_279.0_meters,0,8
17,258.68429542413367,104.51523956303946,7.36896563,2,2_turbine_248_degrees_279.0_meters,1,8
18,0.0,0.0,7.43987465,2,2_turbine_249_degrees_279.0_meters,0,9
19,260.4689389927193,99.98465792313876,7.32154608,2,2_turbine_249_degrees_279.0_meters,1,9
20,0.0,0.0,7.43814945,2,2_turbine_250_degrees_279.0_meters,0,10
21,262.17424119926847,95.42361998786156,7.24805546,2,2_turbine_250_degrees_279.0_meters,1,10
22,0.0,0.0,7.4262557,2,2_turbine_251_degrees_279.0_meters,0,11
23,263.7996825922094,90.83351509354672,7.1765461,2,2_turbine_251_degrees_279.0_meters,1,11
24,0.0,0.0,7.42346907,2,2_turbine_252_degrees_279.0_meters,0,12
25,265.34476804634784,86.21574143061032,7.08723116,2,2_turbine_252_degrees_279.0_meters,1,12
26,0.0,0.0,7.41898584,2,2_turbine_253_degrees_279.0_meters,0,13
27,266.80902691368686,81.57170561764356,6.97298098,2,2_turbine_253_degrees_279.0_meters,1,13
28,0.0,0.0,7.40453577,2,2_turbine_254_degrees_279.0_meters,0,14
29,268.19201316679096,76.90282227294277,6.83376694,2,2_turbine_254_degrees_279.0_meters,1,14
30,0.0,0.0,7.39596319,2,2_turbine_255_degrees_279.0_meters,0,15
31,269.49330553465006,72.21051358360329,6.6922574,2,2_turbine_255_degrees_279.0_meters,1,15
32,0.0,0.0,7.39225912,2,2_turbine_256_degrees_279.0_meters,0,16
33,270.712507631003,67.49620887230729,6.5718832,2,2_turbine_256_degrees_279.0_meters,1,16
34,0.0,0.0,7.38424873,2,2_turbine_257_degrees_279.0_meters,0,17
35,271.84924807508065,62.76134416193834,6.43158913,2,2_turbine_257_degrees_279.0_meters,1,17
36,0.0,0.0,7.37088966,2,2_turbine_258_degrees_279.0_meters,0,18
37,272.9031806047318,58.007361738154856,6.26610184,2,2_turbine_258_degrees_279.0_meters,1,18
38,0.0,0.0,7.37247229,2,2_turbine_259_degrees_279.0_meters,0,19
39,273.87398418189827,53.235709710056,6.10291862,2,2_turbine_259_degrees_279.0_meters,1,19
40,0.0,0.0,7.37003851,2,2_turbine_260_degrees_279.0_meters,0,20
41,274.76136309040606,48.44784156907356,5.95289993,2,2_turbine_260_degrees_279.0_meters,1,20
42,0.0,0.0,7.3668952,2,2_turbine_261_degrees_279.0_meters,0,21
43,275.56504702604343,43.645215746224416,5.78274298,2,2_turbine_261_degrees_279.0_meters,1,21
44,0.0,0.0,7.35494661,2,2_turbine_262_degrees_279.0_meters,0,22
45,276.2847911788981,38.829295167858255,5.60295486,2,2_turbine_262_degrees_279.0_meters,1,22
46,0.0,0.0,7.36029863,2,2_turbine_263_degrees_279.0_meters,0,23
47,276.92037630792885,34.001546810036146,5.44060326,2,2_turbine_263_degrees_279.0_meters,1,23
48,0.0,0.0,7.35583973,2,2_turbine_264_degrees_279.0_meters,0,24
49,277.4716088077482,29.16344125167532,5.29856777,2,2_turbine_264_degrees_279.0_meters,1,24
50,0.0,0.0,7.3424077,2,2_turbine_265_degrees_279.0_meters,0,25
51,277.938320767597,24.316452226596628,5.1493535,2,2_turbine_265_degrees_279.0_meters,1,25
52,0.0,0.0,7.35067177,2,2_turbine_266_degrees_279.0_meters,0,26
53,278.320370022491,19.46205617461096,5.04404402,2,2_turbine_266_degrees_279.0_meters,1,26
54,0.0,0.0,7.36074686,2,2_turbine_267_degrees_279.0_meters,0,27
55,278.6176401965261,14.60173179178133,4.95401144,2,2_turbine_267_degrees_279.0_meters,1,27
56,0.0,0.0,7.34705114,2,2_turbine_268_degrees_279.0_meters,0,28
57,278.83004073832774,9.736959579997771,4.90302849,2,2_turbine_268_degrees_279.0_meters,1,28
58,0.0,0.0,7.3288846,2,2_turbine_269_degrees_279.0_meters,0,29
59,278.9575069486332,4.8692213960021,4.86123371,2,2_turbine_269_degrees_279.0_meters,1,29
60,0.0,0.0,7.3347826,2,2_turbine_270_degrees_279.0_meters,0,30
61,279.0,0.0,4.85890722,2,2_turbine_270_degrees_279.0_meters,1,30
62,0.0,0.0,7.3277998,2,2_turbine_271_degrees_279.0_meters,0,31
