x_coord,y_coord,ref_wind_speed,wind_speed,turb_num,num_tot_turb,ID,IDnum
0.0,0.0,4.35939169,6,0,3,3_turbine_155th_simulation,0
2633.1036345206385,-226.0,4.38713598,6,1,3,3_turbine_155th_simulation,0
57.85483646481089,-545.0,4.35892916,6,2,3,3_turbine_155th_simulation,0
0.0,0.0,4.35568428,6,0,3,3_turbine_141th_simulation,1
1935.4994029543805,264.0,4.38367414,6,1,3,3_turbine_141th_simulation,1
354.5770802034458,-94.0,3.98927855,6,2,3,3_turbine_141th_simulation,1
0.0,0.0,4.35030031,6,0,3,3_turbine_169th_simulation,2
538.9965490806611,-299.0,4.38320684,6,1,3,3_turbine_169th_simulation,2
2711.032311582314,-16.0,4.14301538,6,2,3,3_turbine_169th_simulation,2
0.0,0.0,4.3474679,6,0,3,3_turbine_97th_simulation,3
3617.029341231453,240.0,4.38737488,6,1,3,3_turbine_97th_simulation,3
558.4763266709233,-17.0,3.2065258,6,2,3,3_turbine_97th_simulation,3
0.0,0.0,4.35492897,6,0,3,3_turbine_83th_simulation,4
2951.0098053165034,189.0,4.29674625,6,1,3,3_turbine_83th_simulation,4
1267.7297083009264,330.0,4.3768177,6,2,3,3_turbine_83th_simulation,4
0.0,0.0,4.34849024,6,0,3,3_turbine_196th_simulation,5
1975.4494280410304,248.0,3.80827999,6,1,3,3_turbine_196th_simulation,5
496.338077124301,253.0,4.3582058,6,2,3,3_turbine_196th_simulation,5
0.0,0.0,4.35422277,6,0,3,3_turbine_68th_simulation,6
2335.076961593837,362.0,4.3483367,6,1,3,3_turbine_68th_simulation,6
727.6019539567689,515.0,4.37224627,6,2,3,3_turbine_68th_simulation,6
0.0,0.0,4.35483027,6,0,3,3_turbine_182th_simulation,7
2051.42883554484,-316.0,4.29949045,6,1,3,3_turbine_182th_simulation,7
1216.475972011567,-430.0,4.36223125,6,2,3,3_turbine_182th_simulation,7
0.0,0.0,4.35533428,6,0,3,3_turbine_6th_simulation,8
1629.8308386647818,-375.0,4.3835125,6,1,3,3_turbine_6th_simulation,8
2554.881238114981,-212.0,4.37080669,6,2,3,3_turbine_6th_simulation,8
0.0,0.0,4.35335541,6,0,3,3_turbine_54th_simulation,9
1437.1871431690374,-112.0,4.02605009,6,1,3,3_turbine_54th_simulation,9
1034.0678316091537,-33.0,3.65924001,6,2,3,3_turbine_54th_simulation,9
0.0,0.0,4.35399199,6,0,3,3_turbine_40th_simulation,10
2049.0568781605,255.0,3.76483893,6,1,3,3_turbine_40th_simulation,10
999.2551869859544,302.0,4.36547136,6,2,3,3_turbine_40th_simulation,10
0.0,0.0,4.34558916,6,0,3,3_turbine_41th_simulation,11
508.20821036894273,-16.0,3.14087868,6,1,3,3_turbine_41th_simulation,11
2974.355333626687,-238.0,4.38506842,6,2,3,3_turbine_41th_simulation,11
0.0,0.0,4.35538197,6,0,3,3_turbine_7th_simulation,12
3611.745785122256,-293.0,4.3948226,6,1,3,3_turbine_7th_simulation,12
1432.1690455359048,-541.0,4.37328339,6,2,3,3_turbine_7th_simulation,12
0.0,0.0,4.35421324,6,0,3,3_turbine_55th_simulation,13
3496.1376947667177,499.0,4.18983221,6,1,3,3_turbine_55th_simulation,13
614.1924407576962,527.0,4.38612652,6,2,3,3_turbine_55th_simulation,13
0.0,0.0,4.32873249,6,0,3,3_turbine_183th_simulation,14
626.243813579159,-48.0,3.1256094,6,1,3,3_turbine_183th_simulation,14
306.3053724766678,-6.0,2.9790895,6,2,3,3_turbine_183th_simulation,14
0.0,0.0,4.35238504,6,0,3,3_turbine_197th_simulation,15
585.1960347001517,-393.0,4.37518883,6,1,3,3_turbine_197th_simulation,15
2811.3919919665477,-189.0,4.35535002,6,2,3,3_turbine_197th_simulation,15
0.0,0.0,4.34638834,6,0,3,3_turbine_69th_simulation,16
3034.9874927699084,412.0,4.42184258,6,1,3,3_turbine_69th_simulation,16
560.1940397701442,69.0,3.98385954,6,2,3,3_turbine_69th_simulation,16
0.0,0.0,4.35438967,6,0,3,3_turbine_82th_simulation,17
766.5259441072992,-521.0,4.36633253,6,1,3,3_turbine_82th_simulation,17
2739.982740662552,-409.0,4.30966187,6,2,3,3_turbine_82th_simulation,17
0.0,0.0,4.35488033,6,0,3,3_turbine_168th_simulation,18
1288.5133701217585,206.0,4.36908627,6,1,3,3_turbine_168th_simulation,18
3544.26754904062,315.0,4.3051157,6,2,3,3_turbine_168th_simulation,18
0.0,0.0,4.34168053,6,0,3,3_turbine_96th_simulation,19
1646.1814872712698,180.0,3.72413254,6,1,3,3_turbine_96th_simulation,19
349.35353143332617,200.0,4.38057947,6,2,3,3_turbine_96th_simulation,19
0.0,0.0,4.35201502,6,0,3,3_turbine_140th_simulation,20
2024.575504938345,254.0,4.33719444,6,1,3,3_turbine_140th_simulation,20
378.4919389637348,421.0,4.36528254,6,2,3,3_turbine_140th_simulation,20
0.0,0.0,4.35395145,6,0,3,3_turbine_154th_simulation,21
2419.3948786254973,-210.0,4.37932062,6,1,3,3_turbine_154th_simulation,21
454.1601650748854,-517.0,4.37547874,6,2,3,3_turbine_154th_simulation,21
0.0,0.0,4.35433817,6,0,3,3_turbine_142th_simulation,22
2054.5770802034453,-94.0,3.9706912,6,1,3,3_turbine_142th_simulation,22
1161.414611953378,-179.0,4.36234379,6,2,3,3_turbine_142th_simulation,22
0.0,0.0,4.32809544,6,0,3,3_turbine_156th_simulation,23
299.26644644620137,110.0,4.36677217,6,1,3,3_turbine_156th_simulation,23
1137.9929096130566,20.0,3.4620266,6,2,3,3_turbine_156th_simulation,23
0.0,0.0,4.35521841,6,0,3,3_turbine_80th_simulation,24
3086.629271189019,325.0,4.35404015,6,1,3,3_turbine_80th_simulation,24
1353.01626188028,487.0,4.39381123,6,2,3,3_turbine_80th_simulation,24
0.0,0.0,4.3455925,6,0,3,3_turbine_94th_simulation,25
165.81937706029566,-269.0,4.38825035,6,1,3,3_turbine_94th_simulation,25
2870.785693862475,14.0,4.17860794,6,2,3,3_turbine_94th_simulation,25
0.0,0.0,4.3437438,6,0,3,3_turbine_181th_simulation,26
1052.0865526513098,-129.0,4.28853893,6,1,3,3_turbine_181th_simulation,26
175.43537307409542,-272.0,4.38931704,6,2,3,3_turbine_181th_simulation,26
0.0,0.0,4.35424137,6,0,3,3_turbine_195th_simulation,27
1803.5007310346296,-247.0,4.35258961,6,1,3,3_turbine_195th_simulation,27
184.25980613548973,-434.0,4.374856,6,2,3,3_turbine_195th_simulation,27
0.0,0.0,4.35604048,6,0,3,3_turbine_43th_simulation,28
167.6787791354509,-472.0,4.38029432,6,1,3,3_turbine_43th_simulation,28
2991.8170316813084,-103.0,4.2913413,6,2,3,3_turbine_43th_simulation,28
0.0,0.0,4.35495377,6,0,3,3_turbine_57th_simulation,29
1120.815989091834,467.0,4.36716413,6,1,3,3_turbine_57th_simulation,29
2975.9925998314698,300.0,4.35775137,6,2,3,3_turbine_57th_simulation,29
0.0,0.0,4.3572464,6,0,3,3_turbine_5th_simulation,30
1690.066904757727,-247.0,4.16346359,6,1,3,3_turbine_5th_simulation,30
40.13775620754495,-326.0,4.37605715,6,2,3,3_turbine_5th_simulation,30
0.0,0.0,4.35239458,6,0,3,3_turbine_56th_simulation,31
3173.131798579425,391.0,4.12673712,6,1,3,3_turbine_56th_simulation,31
592.6693591231748,387.0,4.3737545,6,2,3,3_turbine_56th_simulation,31
0.0,0.0,4.35530519,6,0,3,3_turbine_4th_simulation,32
2474.103299527824,-68.0,4.08328581,6,1,3,3_turbine_4th_simulation,32
1595.5748374671352,55.0,4.03100967,6,2,3,3_turbine_4th_simulation,32
0.0,0.0,4.34149742,6,0,3,3_turbine_42th_simulation,33
459.2389449101703,71.0,4.01293278,6,1,3,3_turbine_42th_simulation,33
3124.860429975337,121.0,4.22175646,6,2,3,3_turbine_42th_simulation,33
0.0,0.0,4.35417032,6,0,3,3_turbine_194th_simulation,34
1083.403042154931,-42.0,3.74892235,6,1,3,3_turbine_194th_simulation,34
2501.942772088769,143.0,4.31378174,6,2,3,3_turbine_194th_simulation,34
0.0,0.0,4.35418463,6,0,3,3_turbine_180th_simulation,35
1108.429914625503,111.0,4.27332687,6,1,3,3_turbine_180th_simulation,35
2864.942647082497,46.0,3.913378,6,2,3,3_turbine_180th_simulation,35
0.0,0.0,4.3557539,6,0,3,3_turbine_95th_simulation,36
2521.741715973592,241.0,4.37625694,6,1,3,3_turbine_95th_simulation,36
3555.1128705929445,405.0,4.38049173,6,2,3,3_turbine_95th_simulation,36
0.0,0.0,4.3551774,6,0,3,3_turbine_81th_simulation,37
1224.0080130786716,474.0,4.36981726,6,1,3,3_turbine_81th_simulation,37
3255.3034216069464,153.0,4.34804153,6,2,3,3_turbine_81th_simulation,37
0.0,0.0,4.33766747,6,0,3,3_turbine_157th_simulation,38
1913.7670054862149,-52.0,3.81935048,6,1,3,3_turbine_157th_simulation,38
391.9314544645758,23.0,3.11906838,6,2,3,3_turbine_157th_simulation,38
0.0,0.0,4.35377407,6,0,3,3_turbine_143th_simulation,39
997.1137697681252,46.0,3.83243799,6,1,3,3_turbine_143th_simulation,39
2858.0236076798296,113.0,4.16971684,6,2,3,3_turbine_143th_simulation,39
0.0,0.0,4.34189987,6,0,3,3_turbine_85th_simulation,40
417.9816082863017,142.0,4.35780907,6,1,3,3_turbine_85th_simulation,40
2361.0996348632666,94.0,3.83949542,6,2,3,3_turbine_85th_simulation,40
0.0,0.0,4.35484076,6,0,3,3_turbine_91th_simulation,41
1397.289853344364,-142.0,4.30804014,6,1,3,3_turbine_91th_simulation,41
1909.9156450684643,-81.0,3.66094351,6,2,3,3_turbine_91th_simulation,41
0.0,0.0,4.3545146,6,0,3,3_turbine_147th_simulation,42
1144.245388825465,232.0,4.37416983,6,1,3,3_turbine_147th_simulation,42
3838.801538000477,440.0,4.40042591,6,2,3,3_turbine_147th_simulation,42
0.0,0.0,4.34574604,6,0,3,3_turbine_153th_simulation,43
3213.6170535155115,-394.0,4.36498117,6,1,3,3_turbine_153th_simulation,43
448.7079607187711,-204.0,4.3761158,6,2,3,3_turbine_153th_simulation,43
