x_coord,y_coord,ref_wind_speed,wind_speed,turb_num,num_tot_turb,ID,IDnum
0.0,0.0,4.35501719,6,0,3,3_turbine_46th_simulation,44
2622.1523962178258,-108.0,4.17544031,6,1,3,3_turbine_46th_simulation,44
1351.023600267334,-8.0,3.74888444,6,2,3,3_turbine_46th_simulation,44
0.0,0.0,4.34865236,6,0,3,3_turbine_0th_simulation,45
609.9601595320364,12.0,3.2854414,6,1,3,3_turbine_0th_simulation,45
2046.755944989756,-83.0,4.05538988,6,2,3,3_turbine_0th_simulation,45
0.0,0.0,4.35516739,6,0,3,3_turbine_52th_simulation,46
2244.4718745775226,-47.0,3.94560003,6,1,3,3_turbine_52th_simulation,46
1464.613458316786,68.0,4.08482122,6,2,3,3_turbine_52th_simulation,46
0.0,0.0,4.35232782,6,0,3,3_turbine_184th_simulation,47
2717.530797983079,204.0,4.36042881,6,1,3,3_turbine_184th_simulation,47
842.2732426688954,59.0,3.92458963,6,2,3,3_turbine_184th_simulation,47
0.0,0.0,4.32335424,6,0,3,3_turbine_190th_simulation,48
1973.602654710133,-150.0,4.2581625,6,1,3,3_turbine_190th_simulation,48
302.18702083076505,-48.0,3.45295358,6,2,3,3_turbine_190th_simulation,48
0.0,0.0,4.34828424,6,0,3,3_turbine_191th_simulation,49
1319.963177214068,170.0,4.32442141,6,1,3,3_turbine_191th_simulation,49
647.7251061076081,43.0,3.66125464,6,2,3,3_turbine_191th_simulation,49
0.0,0.0,4.35388613,6,0,3,3_turbine_185th_simulation,50
332.9567288217354,491.0,4.38547945,6,1,3,3_turbine_185th_simulation,50
2318.8087190109504,342.0,4.30683279,6,2,3,3_turbine_185th_simulation,50
0.0,0.0,4.34864187,6,0,3,3_turbine_1th_simulation,51
2191.974374398432,111.0,4.25695992,6,1,3,3_turbine_1th_simulation,51
610.0707107096546,-140.0,4.35456419,6,2,3,3_turbine_1th_simulation,51
0.0,0.0,4.34728384,6,0,3,3_turbine_53th_simulation,52
2223.4970378056646,-71.0,3.97325134,6,1,3,3_turbine_53th_simulation,52
533.9781278535424,-168.0,4.35379267,6,2,3,3_turbine_53th_simulation,52
0.0,0.0,4.35245657,6,0,3,3_turbine_47th_simulation,53
3095.191239996984,84.0,4.26939249,6,1,3,3_turbine_47th_simulation,53
502.9408626744421,423.0,4.37820196,6,2,3,3_turbine_47th_simulation,53
0.0,0.0,4.35567141,6,0,3,3_turbine_152th_simulation,54
1994.034138508129,520.0,4.39312935,6,1,3,3_turbine_152th_simulation,54
2740.6147057129674,379.0,4.3916254,6,2,3,3_turbine_152th_simulation,54
0.0,0.0,4.34105253,6,0,3,3_turbine_146th_simulation,55
1446.3838737362937,-45.0,3.27460194,6,1,3,3_turbine_146th_simulation,55
458.7667846144277,-73.0,3.9701705,6,2,3,3_turbine_146th_simulation,55
0.0,0.0,4.35564661,6,0,3,3_turbine_90th_simulation,56
1996.8150025229688,479.0,4.3712182,6,1,3,3_turbine_90th_simulation,56
2574.1763954887165,380.0,4.24701166,6,2,3,3_turbine_90th_simulation,56
0.0,0.0,4.35509682,6,0,3,3_turbine_84th_simulation,57
1418.52119954597,-209.0,4.37835598,6,1,3,3_turbine_84th_simulation,57
2813.4420000725386,-235.0,3.81822276,6,2,3,3_turbine_84th_simulation,57
0.0,0.0,4.3517971,6,0,3,3_turbine_92th_simulation,58
778.044175972288,-38.0,3.58116722,6,1,3,3_turbine_92th_simulation,58
3129.635006805081,-402.0,4.39906454,6,2,3,3_turbine_92th_simulation,58
0.0,0.0,4.34626722,6,0,3,3_turbine_178th_simulation,59
1068.424925228548,-135.0,4.08535147,6,1,3,3_turbine_178th_simulation,59
511.5373455468966,-217.0,4.3478775,6,2,3,3_turbine_178th_simulation,59
0.0,0.0,4.35131121,6,0,3,3_turbine_86th_simulation,60
2310.350977588527,-110.0,4.25078678,6,1,3,3_turbine_86th_simulation,60
600.7081704337029,-312.0,4.38005066,6,2,3,3_turbine_86th_simulation,60
0.0,0.0,4.34286356,6,0,3,3_turbine_150th_simulation,61
227.51939126215305,-251.0,4.38661671,6,1,3,3_turbine_150th_simulation,61
2373.926033932357,-275.0,4.01090145,6,2,3,3_turbine_150th_simulation,61
0.0,0.0,4.35155916,6,0,3,3_turbine_144th_simulation,62
1267.775251934666,85.0,4.0781374,6,1,3,3_turbine_144th_simulation,62
839.9840121052284,-25.0,3.48744941,6,2,3,3_turbine_144th_simulation,62
0.0,0.0,4.33260632,6,0,3,3_turbine_51th_simulation,63
358.1447966953988,-94.0,4.25538158,6,1,3,3_turbine_51th_simulation,63
1105.6958621140393,70.0,3.95270491,6,2,3,3_turbine_51th_simulation,63
0.0,0.0,4.35579443,6,0,3,3_turbine_3th_simulation,64
3218.407191940448,330.0,3.82332826,6,1,3,3_turbine_3th_simulation,64
2215.295248240189,379.0,4.39828062,6,2,3,3_turbine_3th_simulation,64
0.0,0.0,4.35161781,6,0,3,3_turbine_45th_simulation,65
2531.940365230432,21.0,4.13453245,6,1,3,3_turbine_45th_simulation,65
629.765589523603,303.0,4.36527252,6,2,3,3_turbine_45th_simulation,65
0.0,0.0,4.35168171,6,0,3,3_turbine_193th_simulation,66
776.7909544963964,-37.0,3.5755465,6,1,3,3_turbine_193th_simulation,66
2330.2052354399507,-37.0,3.74274468,6,2,3,3_turbine_193th_simulation,66
0.0,0.0,4.35252047,6,0,3,3_turbine_187th_simulation,67
1992.5841110333288,166.0,4.3303175,6,1,3,3_turbine_187th_simulation,67
689.7715431168431,357.0,4.36434174,6,2,3,3_turbine_187th_simulation,67
0.0,0.0,4.34246302,6,0,3,3_turbine_79th_simulation,68
328.0790559786265,236.0,4.36568975,6,1,3,3_turbine_79th_simulation,68
1149.836825166872,110.0,4.22970057,6,2,3,3_turbine_79th_simulation,68
0.0,0.0,4.34844971,6,0,3,3_turbine_186th_simulation,69
2010.704418569796,-146.0,4.16155386,6,1,3,3_turbine_186th_simulation,69
521.8681002042672,-234.0,4.37625599,6,2,3,3_turbine_186th_simulation,69
0.0,0.0,4.35548735,6,0,3,3_turbine_78th_simulation,70
2976.266182205437,-200.0,3.92318654,6,1,3,3_turbine_78th_simulation,70
1785.2996403223526,-250.0,4.37742329,6,2,3,3_turbine_78th_simulation,70
0.0,0.0,4.34072065,6,0,3,3_turbine_192th_simulation,71
369.0074434285562,165.0,4.36294794,6,1,3,3_turbine_192th_simulation,71
3502.9846516299617,139.0,4.16364622,6,2,3,3_turbine_192th_simulation,71
0.0,0.0,4.34277916,6,0,3,3_turbine_44th_simulation,72
1988.195502802019,290.0,4.37526941,6,1,3,3_turbine_44th_simulation,72
467.5899252989517,111.0,4.3300457,6,2,3,3_turbine_44th_simulation,72
0.0,0.0,4.33280706,6,0,3,3_turbine_50th_simulation,73
2318.943878757369,-221.0,4.35817623,6,1,3,3_turbine_50th_simulation,73
344.5758083495848,-29.0,3.08757687,6,2,3,3_turbine_50th_simulation,73
0.0,0.0,4.35466814,6,0,3,3_turbine_2th_simulation,74
1221.959572079678,-214.0,4.35116291,6,1,3,3_turbine_2th_simulation,74
2514.427530306193,-284.0,4.04530239,6,2,3,3_turbine_2th_simulation,74
0.0,0.0,4.35161877,6,0,3,3_turbine_145th_simulation,75
591.8056836935016,349.0,4.3976326,6,1,3,3_turbine_145th_simulation,75
1920.126546860568,173.0,4.33775187,6,2,3,3_turbine_145th_simulation,75
0.0,0.0,4.35508966,6,0,3,3_turbine_151th_simulation,76
1310.5769194248192,10.0,3.74665809,6,1,3,3_turbine_151th_simulation,76
3544.820449881251,-303.0,4.41067934,6,2,3,3_turbine_151th_simulation,76
0.0,0.0,4.34723425,6,0,3,3_turbine_179th_simulation,77
571.5512865030099,107.0,4.28289413,6,1,3,3_turbine_179th_simulation,77
2954.2302365409496,-239.0,4.39144278,6,2,3,3_turbine_179th_simulation,77
0.0,0.0,4.35376453,6,0,3,3_turbine_87th_simulation,78
969.1579570610576,18.0,3.61110044,6,1,3,3_turbine_87th_simulation,78
3565.7110090753918,235.0,4.37558889,6,2,3,3_turbine_87th_simulation,78
0.0,0.0,4.35257244,6,0,3,3_turbine_93th_simulation,79
2522.4993687419487,-58.0,3.76890874,6,1,3,3_turbine_93th_simulation,79
855.6443907176657,-68.0,3.94689965,6,2,3,3_turbine_93th_simulation,79
0.0,0.0,4.35422707,6,0,3,3_turbine_136th_simulation,80
1906.791619599116,300.0,4.3712635,6,1,3,3_turbine_136th_simulation,80
355.54880289880884,523.0,4.38751841,6,2,3,3_turbine_136th_simulation,80
0.0,0.0,4.35512304,6,0,3,3_turbine_122th_simulation,81
2692.360608250491,-105.0,4.02243376,6,1,3,3_turbine_122th_simulation,81
1443.4118420142554,-189.0,4.35133219,6,2,3,3_turbine_122th_simulation,81
0.0,0.0,4.34818411,6,0,3,3_turbine_37th_simulation,82
529.1094379000468,208.0,4.3708539,6,1,3,3_turbine_37th_simulation,82
2718.3095215581834,128.0,4.11461449,6,2,3,3_turbine_37th_simulation,82
0.0,0.0,4.33533669,6,0,3,3_turbine_23th_simulation,83
2476.02084627272,-324.0,4.39042425,6,1,3,3_turbine_23th_simulation,83
356.8780468253244,-110.0,4.34239578,6,2,3,3_turbine_23th_simulation,83
0.0,0.0,4.35485983,6,0,3,3_turbine_22th_simulation,84
3128.711713126285,-257.0,4.32601786,6,1,3,3_turbine_22th_simulation,84
1322.6237621849518,-135.0,4.31668901,6,2,3,3_turbine_22th_simulation,84
0.0,0.0,4.35775375,6,0,3,3_turbine_36th_simulation,85
2649.7770276398683,-159.0,4.30142069,6,1,3,3_turbine_36th_simulation,85
39.328155747806704,-334.0,4.36196995,6,2,3,3_turbine_36th_simulation,85
0.0,0.0,4.35825729,6,0,3,3_turbine_123th_simulation,86
2854.097978049745,30.0,4.19329548,6,1,3,3_turbine_123th_simulation,86
20.58575021374964,-294.0,4.36251783,6,2,3,3_turbine_123th_simulation,86
0.0,0.0,4.3524332,6,0,3,3_turbine_137th_simulation,87
1800.0850746897988,22.0,3.47405887,6,1,3,3_turbine_137th_simulation,87
830.2770980131971,-9.0,3.43664885,6,2,3,3_turbine_137th_simulation,87
0.0,0.0,4.35355997,6,0,3,3_turbine_121th_simulation,88
2443.3456401217427,-87.0,3.97794271,6,1,3,3_turbine_121th_simulation,88
957.7411420755805,-163.0,4.3415885,6,2,3,3_turbine_121th_simulation,88
0.0,0.0,4.35576296,6,0,3,3_turbine_135th_simulation,89
3281.7359347868637,-76.0,3.30109048,6,1,3,3_turbine_135th_simulation,89
2671.02480906267,-55.0,4.17514038,6,2,3,3_turbine_135th_simulation,89
0.0,0.0,4.35460949,6,0,3,3_turbine_109th_simulation,90
3266.341066412819,-127.0,4.30478811,6,1,3,3_turbine_109th_simulation,90
987.7112771884716,-433.0,4.36403275,6,2,3,3_turbine_109th_simulation,90
0.0,0.0,4.336164,6,0,3,3_turbine_20th_simulation,91
869.3015074720633,-67.0,2.98063588,6,1,3,3_turbine_20th_simulation,91
418.8450444368577,-68.0,3.91335249,6,2,3,3_turbine_20th_simulation,91
0.0,0.0,4.35567474,6,0,3,3_turbine_34th_simulation,92
1948.4227589058876,519.0,4.3857255,6,1,3,3_turbine_34th_simulation,92
2863.405778632558,420.0,4.21397638,6,2,3,3_turbine_34th_simulation,92
0.0,0.0,4.34956551,6,0,3,3_turbine_35th_simulation,93
3019.9216349501417,275.0,4.35215282,6,1,3,3_turbine_35th_simulation,93
643.9204905070122,143.0,4.35997915,6,2,3,3_turbine_35th_simulation,93
0.0,0.0,4.35143375,6,0,3,3_turbine_21th_simulation,94
2992.118349477761,300.0,4.12693167,6,1,3,3_turbine_21th_simulation,94
525.5874573999099,356.0,4.37896299,6,2,3,3_turbine_21th_simulation,94
0.0,0.0,4.35544062,6,0,3,3_turbine_108th_simulation,95
3650.471680834475,83.0,4.04975462,6,1,3,3_turbine_108th_simulation,95
1647.9656495825052,54.0,4.03875113,6,2,3,3_turbine_108th_simulation,95
0.0,0.0,4.34705591,6,0,3,3_turbine_134th_simulation,96
2522.435515585012,356.0,4.33288431,6,1,3,3_turbine_134th_simulation,96
471.21700897392753,225.0,4.37820387,6,2,3,3_turbine_134th_simulation,96
0.0,0.0,4.34997654,6,0,3,3_turbine_120th_simulation,97
1991.489330456651,68.0,3.82036829,6,1,3,3_turbine_120th_simulation,97
664.5442183190022,148.0,4.3606534,6,2,3,3_turbine_120th_simulation,97
0.0,0.0,4.35392618,6,0,3,3_turbine_118th_simulation,98
2347.6054726948823,-269.0,4.37698936,6,1,3,3_turbine_118th_simulation,98
674.1032158996068,-509.0,4.38566256,6,2,3,3_turbine_118th_simulation,98
0.0,0.0,4.35463142,6,0,3,3_turbine_124th_simulation,99
1003.6393820307512,491.0,4.38112164,6,1,3,3_turbine_124th_simulation,99
2462.799166822186,260.0,4.38933802,6,2,3,3_turbine_124th_simulation,99
0.0,0.0,4.34475374,6,0,3,3_turbine_130th_simulation,100
3631.6072245691785,-281.0,4.2634058,6,1,3,3_turbine_130th_simulation,100
431.08502891746,-191.0,4.36270571,6,2,3,3_turbine_130th_simulation,100
0.0,0.0,4.33022308,6,0,3,3_turbine_25th_simulation,101
514.1062333581149,122.0,4.32287455,6,1,3,3_turbine_25th_simulation,101
173.01059164658363,230.0,4.36513042,6,2,3,3_turbine_25th_simulation,101
0.0,0.0,4.35544443,6,0,3,3_turbine_31th_simulation,102
1624.060061644639,-256.0,4.37695837,6,1,3,3_turbine_31th_simulation,102
3105.01722585326,-421.0,4.36502743,6,2,3,3_turbine_31th_simulation,102
0.0,0.0,4.35527563,6,0,3,3_turbine_19th_simulation,103
3254.555888407253,-406.0,4.37221384,6,1,3,3_turbine_19th_simulation,103
1531.7058039089447,-208.0,4.35976458,6,2,3,3_turbine_19th_simulation,103
0.0,0.0,4.3544364,6,0,3,3_turbine_18th_simulation,104
3504.591953786835,428.0,4.29865122,6,1,3,3_turbine_18th_simulation,104
1064.1897373936963,315.0,4.38787937,6,2,3,3_turbine_18th_simulation,104
0.0,0.0,4.35583305,6,0,3,3_turbine_30th_simulation,105
3524.7620478021668,-352.0,4.3807888,6,1,3,3_turbine_30th_simulation,105
2494.711767737484,-536.0,4.40204239,6,2,3,3_turbine_30th_simulation,105
0.0,0.0,4.35562944,6,0,3,3_turbine_24th_simulation,106
1865.609917568701,6.0,3.92049313,6,1,3,3_turbine_24th_simulation,106
3432.127687747103,-101.0,4.2023201,6,2,3,3_turbine_24th_simulation,106
0.0,0.0,4.34990358,6,0,3,3_turbine_131th_simulation,107
1081.058957259047,48.0,3.73054123,6,1,3,3_turbine_131th_simulation,107
765.347039131242,-49.0,3.66495728,6,2,3,3_turbine_131th_simulation,107
0.0,0.0,4.34831381,6,0,3,3_turbine_125th_simulation,108
2416.783116164607,-26.0,4.04847145,6,1,3,3_turbine_125th_simulation,108
560.7232601163578,-183.0,4.36336899,6,2,3,3_turbine_125th_simulation,108
0.0,0.0,4.34019423,6,0,3,3_turbine_119th_simulation,109
403.24287768448767,-12.0,2.9856472,6,1,3,3_turbine_119th_simulation,109
2122.848502988786,-80.0,4.0595541,6,2,3,3_turbine_119th_simulation,109
0.0,0.0,4.35464334,6,0,3,3_turbine_133th_simulation,110
3467.557622794991,-1.0,4.26382017,6,1,3,3_turbine_133th_simulation,110
197.1488974271469,-446.0,4.3719182,6,2,3,3_turbine_133th_simulation,110
0.0,0.0,4.35385752,6,0,3,3_turbine_127th_simulation,111
2138.4712912166115,-252.0,4.38591433,6,1,3,3_turbine_127th_simulation,111
1044.3095636084258,-49.0,3.79055357,6,2,3,3_turbine_127th_simulation,111
0.0,0.0,4.35461664,6,0,3,3_turbine_32th_simulation,112
2744.157500505532,-45.0,3.83715034,6,1,3,3_turbine_32th_simulation,112
1215.2478764457774,-87.0,4.12058353,6,2,3,3_turbine_32th_simulation,112
0.0,0.0,4.35493851,6,0,3,3_turbine_26th_simulation,113
1224.9610164383614,409.0,4.38139343,6,1,3,3_turbine_26th_simulation,113
2791.518820931757,280.0,4.28287983,6,2,3,3_turbine_26th_simulation,113
0.0,0.0,4.35294199,6,0,3,3_turbine_27th_simulation,114
141.62701054759737,-358.0,4.38304901,6,1,3,3_turbine_27th_simulation,114
2520.331452800615,-171.0,4.32520056,6,2,3,3_turbine_27th_simulation,114
0.0,0.0,4.35475206,6,0,3,3_turbine_33th_simulation,115
327.694785447693,-544.0,4.36038017,6,1,3,3_turbine_33th_simulation,115
1941.865069863664,-303.0,4.40540218,6,2,3,3_turbine_33th_simulation,115
0.0,0.0,4.34721327,6,0,3,3_turbine_126th_simulation,116
1662.647827324064,171.0,4.28272772,6,1,3,3_turbine_126th_simulation,116
266.28537743039305,307.0,4.37178898,6,2,3,3_turbine_126th_simulation,116
0.0,0.0,4.3539443,6,0,3,3_turbine_132th_simulation,117
3332.710980123577,-37.0,4.25437975,6,1,3,3_turbine_132th_simulation,117
859.1455318593235,-397.0,4.37706232,6,2,3,3_turbine_132th_simulation,117
0.0,0.0,4.35385227,6,0,3,3_turbine_117th_simulation,118
2136.3832798070785,257.0,3.67115188,6,1,3,3_turbine_117th_simulation,118
977.6351039792124,277.0,4.37818003,6,2,3,3_turbine_117th_simulation,118
0.0,0.0,4.35315323,6,0,3,3_turbine_103th_simulation,119
2699.7847557306386,84.0,4.25212383,6,1,3,3_turbine_103th_simulation,119
80.21618537207678,-302.0,4.36120892,6,2,3,3_turbine_103th_simulation,119
0.0,0.0,4.35120344,6,0,3,3_turbine_16th_simulation,120
2865.171500037478,305.0,4.1117897,6,1,3,3_turbine_16th_simulation,120
497.13454764626977,361.0,4.3725729,6,2,3,3_turbine_16th_simulation,120
0.0,0.0,4.35401249,6,0,3,3_turbine_17th_simulation,121
