RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 3.49950227E-07   5.86888336E-06   6.90529475E-07   9.82524170E-07   1.33074195E-06   7.23305902E-07   3.14629084E-04   1.80083408E+01   -6.48455648E-03   1.86555029E-03   1.05037101E-01   1.80060616E+01   -1.81394555E-02   -2.84145208E-04   1.05050236E-01   1.80091991E+01   -3.30266682E-03   -4.43810318E-03   1.05031952E-01   1.67678690E+00   2.30000000E+06   1.76187878E+01   1.67679143E+00   2.30000000E+06   1.76211472E+01   1.67679155E+00   2.30000000E+06   1.76212025E+01 
0 10 2.35733907E-07   4.72253942E-06   1.22615722E-06   1.16330420E-06   8.46490707E-07   5.45758061E-09   3.86012471E-06   1.78872681E+01   -5.10722324E-02   -3.55867017E-03   1.05752930E-01   1.78901711E+01   -8.22251067E-02   5.87346824E-03   1.05731823E-01   1.78916626E+01   -4.66522090E-02   -2.05260031E-02   1.05722338E-01   1.67629039E+00   2.30000000E+06   1.74449997E+01   1.67630959E+00   2.30000000E+06   1.74500999E+01   1.67630935E+00   2.30000000E+06   1.74500427E+01 
0 20 2.11814807E-07   3.93284427E-06   1.32655487E-06   1.27807880E-06   7.45795489E-07   4.78946616E-09   3.29518957E-06   1.78710594E+01   -7.97413960E-02   -1.06910812E-02   1.05867960E-01   1.78820591E+01   -9.36275423E-02   9.38014127E-03   1.05793640E-01   1.78723965E+01   -7.06988573E-02   -2.05608569E-02   1.05844818E-01   1.67610610E+00   2.30000000E+06   1.73991222E+01   1.67612267E+00   2.30000000E+06   1.74030361E+01   1.67611396E+00   2.30000000E+06   1.74009819E+01 
0 30 1.77383825E-07   3.52915822E-06   1.28420413E-06   1.23501582E-06   5.93457742E-07   4.30136060E-09   2.88928004E-06   1.78998299E+01   -9.05098021E-02   -2.64315382E-02   1.05726279E-01   1.78986797E+01   -1.04602218E-01   -4.83004609E-03   1.05720408E-01   1.78981209E+01   -7.55410418E-02   -2.78261863E-02   1.05710730E-01   1.67602754E+00   2.30000000E+06   1.73811035E+01   1.67603767E+00   2.30000000E+06   1.73833790E+01   1.67601275E+00   2.30000000E+06   1.73777924E+01 
0 40 1.51524688E-07   3.20745335E-06   1.18471655E-06   1.15209389E-06   4.86817328E-07   3.98932087E-09   2.58022760E-06   1.79038086E+01   -8.91698971E-02   -5.29883318E-02   1.05734907E-01   1.78896484E+01   -1.12168550E-01   -2.75887921E-02   1.05804108E-01   1.78971710E+01   -7.57355392E-02   -4.36743796E-02   1.05747737E-01   1.67588222E+00   2.30000000E+06   1.73496399E+01   1.67588902E+00   2.30000000E+06   1.73510628E+01   1.67585123E+00   2.30000000E+06   1.73432140E+01 
0 50 1.28593484E-07   2.99873250E-06   1.06757420E-06   1.04525441E-06   4.07292816E-07   3.74302012E-09   2.30764203E-06   1.78816242E+01   -8.75659436E-02   -7.04912543E-02   1.05891138E-01   1.78665943E+01   -1.10318705E-01   -3.39660533E-02   1.05965078E-01   1.78711300E+01   -7.70125091E-02   -4.87537533E-02   1.05933592E-01   1.67570949E+00   2.30000000E+06   1.73148823E+01   1.67571807E+00   2.30000000E+06   1.73165417E+01   1.67568302E+00   2.30000000E+06   1.73097668E+01 
0 60 1.14623980E-07   2.85619421E-06   9.82540769E-07   9.37791697E-07   3.67935144E-07   3.54900465E-09   2.08828033E-06   1.78516350E+01   -8.78582820E-02   -7.06484765E-02   1.06084906E-01   1.78424320E+01   -9.97233987E-02   -2.59614997E-02   1.06126614E-01   1.78419170E+01   -7.58475810E-02   -3.84761319E-02   1.06129214E-01   1.67554164E+00   2.30000000E+06   1.72833252E+01   1.67555618E+00   2.30000000E+06   1.72859974E+01   1.67552555E+00   2.30000000E+06   1.72804012E+01 
0 70 1.02520275E-07   2.72069883E-06   9.20120385E-07   8.44559338E-07   3.36331851E-07   3.41380857E-09   1.91644017E-06   1.78180962E+01   -8.70459154E-02   -6.90721050E-02   1.06299341E-01   1.78124809E+01   -8.91971439E-02   -2.41891947E-02   1.06323428E-01   1.78128071E+01   -7.16269016E-02   -3.22701931E-02   1.06321029E-01   1.67565215E+00   2.30000000E+06   1.72508202E+01   1.67563498E+00   2.30000000E+06   1.72537022E+01   1.67566919E+00   2.30000000E+06   1.72479458E+01 
0 80 8.98642085E-08   2.59011472E-06   8.55656936E-07   7.69606118E-07   3.01232035E-07   3.27861582E-09   1.77121433E-06   1.77770615E+01   -8.27835575E-02   -7.59454742E-02   1.06564984E-01   1.77724361E+01   -8.31454843E-02   -3.33286561E-02   1.06586345E-01   1.77759666E+01   -6.75107613E-02   -3.92226987E-02   1.06564060E-01   1.67586434E+00   2.30000000E+06   1.72137394E+01   1.67585027E+00   2.30000000E+06   1.72163029E+01   1.67588449E+00   2.30000000E+06   1.72100677E+01 
0 90 8.16055987E-08   2.45629235E-06   7.82686641E-07   7.06853314E-07   2.78630665E-07   3.12648130E-09   1.63696711E-06   1.77335320E+01   -7.71520138E-02   -8.51160884E-02   1.06850609E-01   1.77310352E+01   -7.93627501E-02   -4.27528173E-02   1.06862269E-01   1.77344322E+01   -6.40188754E-02   -4.79263328E-02   1.06839254E-01   1.67605746E+00   2.30000000E+06   1.71771793E+01   1.67603874E+00   2.30000000E+06   1.71808567E+01   1.67607486E+00   2.30000000E+06   1.71737213E+01 
0 100 7.69801289E-08   2.31941453E-06   7.11725022E-07   6.47593936E-07   2.66619139E-07   2.98723024E-09   1.51880602E-06   1.76993465E+01   -7.27513209E-02   -8.89326334E-02   1.07080556E-01   1.77003345E+01   -7.52576515E-02   -4.60050441E-02   1.07074238E-01   1.77022533E+01   -6.00585304E-02   -4.96599115E-02   1.07057042E-01   1.67619121E+00   2.30000000E+06   1.71498947E+01   1.67615807E+00   2.30000000E+06   1.71568165E+01   1.67620325E+00   2.30000000E+06   1.71473255E+01 
0 110 7.17503426E-08   2.18512355E-06   6.50011373E-07   5.88546015E-07   2.51806028E-07   2.86352964E-09   1.41514306E-06   1.76809330E+01   -6.96176812E-02   -8.84549916E-02   1.07213721E-01   1.76846046E+01   -7.09233433E-02   -4.49803621E-02   1.07192807E-01   1.76870213E+01   -5.57564087E-02   -4.75900546E-02   1.07169271E-01   1.67625952E+00   2.30000000E+06   1.71351929E+01   1.67620742E+00   2.30000000E+06   1.71464405E+01   1.67626715E+00   2.30000000E+06   1.71335201E+01 
0 120 6.51156142E-08   2.05907531E-06   6.02419675E-07   5.33121863E-07   2.31242637E-07   2.75174283E-09   1.32397224E-06   1.76750431E+01   -6.71167672E-02   -8.89208391E-02   1.07270271E-01   1.76801300E+01   -6.71180040E-02   -4.39226851E-02   1.07239962E-01   1.76837749E+01   -5.19605204E-02   -4.77062725E-02   1.07207358E-01   1.67628384E+00   2.30000000E+06   1.71298103E+01   1.67621553E+00   2.30000000E+06   1.71447163E+01   1.67628491E+00   2.30000000E+06   1.71295929E+01 
0 130 5.90825522E-08   1.94892687E-06   5.68723465E-07   4.90410798E-07   2.11450669E-07   2.65317679E-09   1.24482017E-06   1.76736660E+01   -6.41014799E-02   -9.22444165E-02   1.07299946E-01   1.76805038E+01   -6.38030469E-02   -4.48053218E-02   1.07256345E-01   1.76826363E+01   -4.90596443E-02   -5.08998334E-02   1.07233100E-01   1.67629135E+00   2.30000000E+06   1.71281567E+01   1.67621553E+00   2.30000000E+06   1.71447220E+01   1.67627978E+00   2.30000000E+06   1.71307201E+01 
0 140 5.42790630E-08   1.84757550E-06   5.39345990E-07   4.62133357E-07   1.94728429E-07   2.56552735E-09   1.17538934E-06   1.76703987E+01   -6.07175454E-02   -9.57369804E-02   1.07341558E-01   1.76803989E+01   -6.05992079E-02   -4.73742895E-02   1.07276075E-01   1.76772213E+01   -4.69198041E-02   -5.42847253E-02   1.07285760E-01   1.67630279E+00   2.30000000E+06   1.71255741E+01   1.67622960E+00   2.30000000E+06   1.71417046E+01   1.67627406E+00   2.30000000E+06   1.71320000E+01 
0 150 4.96609083E-08   1.75130333E-06   5.06021820E-07   4.38967191E-07   1.78794096E-07   2.48251775E-09   1.11226746E-06   1.76625938E+01   -5.79516068E-02   -9.61202309E-02   1.07410654E-01   1.76764717E+01   -5.76843396E-02   -4.92949449E-02   1.07320048E-01   1.76665802E+01   -4.52426001E-02   -5.51708974E-02   1.07370935E-01   1.67632878E+00   2.30000000E+06   1.71196842E+01   1.67626345E+00   2.30000000E+06   1.71343365E+01   1.67628348E+00   2.30000000E+06   1.71298923E+01 
0 160 4.53934632E-08   1.66177892E-06   4.67621390E-07   4.12458945E-07   1.65103486E-07   2.40049980E-09   1.05331424E-06   1.76508904E+01   -5.61286137E-02   -9.26467031E-02   1.07503355E-01   1.76677990E+01   -5.58788702E-02   -4.80421297E-02   1.07393429E-01   1.76534157E+01   -4.39896323E-02   -5.31516299E-02   1.07472144E-01   1.67636752E+00   2.30000000E+06   1.71107254E+01   1.67630839E+00   2.30000000E+06   1.71243114E+01   1.67631233E+00   2.30000000E+06   1.71234283E+01 
0 170 4.26722373E-08   1.58055536E-06   4.26688615E-07   3.80695752E-07   1.57261027E-07   2.31966668E-09   9.97197503E-07   1.76381721E+01   -5.48993796E-02   -8.66855159E-02   1.07602537E-01   1.76560860E+01   -5.57829887E-02   -4.30546626E-02   1.07485317E-01   1.76416969E+01   -4.35107686E-02   -4.93491888E-02   1.07565202E-01   1.67640913E+00   2.30000000E+06   1.71008492E+01   1.67634964E+00   2.30000000E+06   1.71148834E+01   1.67635262E+00   2.30000000E+06   1.71142120E+01 
0 180 4.11679508E-08   1.50761036E-06   3.86317964E-07   3.44426098E-07   1.53266114E-07   2.24190178E-09   9.44429814E-07   1.76278706E+01   -5.38438447E-02   -8.00009072E-02   1.07687578E-01   1.76446896E+01   -5.68202399E-02   -3.61405127E-02   1.07575357E-01   1.76346226E+01   -4.39695232E-02   -4.48333509E-02   1.07630216E-01   1.67644286E+00   2.30000000E+06   1.70926266E+01   1.67637539E+00   2.30000000E+06   1.71088886E+01   1.67639089E+00   2.30000000E+06   1.71052074E+01 
0 190 3.94299526E-08   1.44255284E-06   3.48781356E-07   3.04800011E-07   1.47944718E-07   2.16906382E-09   8.95485925E-07   1.76220741E+01   -5.25994562E-02   -7.39011019E-02   1.07745536E-01   1.76369915E+01   -5.75011708E-02   -2.98637394E-02   1.07643418E-01   1.76331978E+01   -4.49586250E-02   -3.99759226E-02   1.07660376E-01   1.67646289E+00   2.30000000E+06   1.70876503E+01   1.67638218E+00   2.30000000E+06   1.71072826E+01   1.67641580E+00   2.30000000E+06   1.70992413E+01 
