RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 1.21226336E-07   4.02485966E-06   6.68609914E-07   7.24655251E-07   4.48443245E-07   2.12742336E-07   1.38642921E-04   1.19742098E+01   -1.38878003E-02   8.83966032E-03   1.05312303E-01   1.19747524E+01   -6.42813463E-03   6.06626365E-03   1.05307274E-01   1.19743118E+01   -2.78036259E-02   2.11572537E-04   1.05311014E-01   1.67622852E+00   2.27860875E+06   1.16977911E+01   1.67620516E+00   2.27866700E+06   1.16991911E+01   1.67624128E+00   2.27857650E+06   1.16970158E+01 
0 10 2.31766933E-07   3.51451399E-06   1.48105050E-06   1.15917669E-06   7.99502573E-07   1.62033165E-09   1.30198760E-06   1.17133064E+01   -1.01178467E-01   5.56429476E-02   1.07663266E-01   1.17055016E+01   -9.36578438E-02   2.89979018E-02   1.07719906E-01   1.17070217E+01   -1.31093919E-01   -4.61979187E-04   1.07706316E-01   1.68071401E+00   2.26169950E+06   1.12917824E+01   1.68070555E+00   2.26176325E+06   1.12933168E+01   1.68074203E+00   2.26148450E+06   1.12866230E+01 
0 20 2.29324939E-07   3.06108814E-06   1.79684002E-06   1.54228348E-06   7.69484359E-07   1.57261060E-09   1.19341473E-06   1.17540827E+01   -1.58632204E-01   8.74509662E-02   1.07281327E-01   1.17131977E+01   -1.43959880E-01   5.92959225E-02   1.07627563E-01   1.17540359E+01   -1.83834746E-01   1.45109436E-02   1.07250392E-01   1.68116236E+00   2.25696675E+06   1.11781435E+01   1.68116355E+00   2.25694550E+06   1.11776342E+01   1.68116963E+00   2.25683650E+06   1.11750193E+01 
0 30 1.89216209E-07   2.75360662E-06   1.81006112E-06   1.59196338E-06   5.91099308E-07   1.72745285E-09   1.21880009E-06   1.19131069E+01   -1.92218572E-01   7.45011345E-02   1.05898283E-01   1.18319855E+01   -1.73790470E-01   5.62034249E-02   1.06594391E-01   1.18977537E+01   -2.09736913E-01   2.06114370E-02   1.05997570E-01   1.68122375E+00   2.25566525E+06   1.11468935E+01   1.68122244E+00   2.25570075E+06   1.11477499E+01   1.68123078E+00   2.25546700E+06   1.11421375E+01 
0 40 1.53677391E-07   2.41765929E-06   1.66095685E-06   1.49804100E-06   4.56726895E-07   1.43093448E-09   1.04284493E-06   1.19680309E+01   -2.39388108E-01   3.87288928E-02   1.05479337E-01   1.18852110E+01   -2.06849933E-01   2.36595683E-02   1.06189936E-01   1.19514589E+01   -2.17447817E-01   1.38590438E-02   1.05595455E-01   1.68126011E+00   2.25239350E+06   1.10683365E+01   1.68126214E+00   2.25253800E+06   1.10718069E+01   1.68125594E+00   2.25214125E+06   1.10622826E+01 
0 50 1.28047148E-07   2.28218482E-06   1.44945125E-06   1.34760944E-06   3.75666275E-07   1.26276445E-09   9.00670045E-07   1.19478178E+01   -2.61468798E-01   2.10592933E-02   1.05696462E-01   1.18650637E+01   -2.09103912E-01   6.79735700E-03   1.06415510E-01   1.19313889E+01   -2.15774819E-01   9.09887441E-03   1.05822317E-01   1.68105698E+00   2.24816100E+06   1.09667139E+01   1.68106115E+00   2.24821175E+06   1.09679308E+01   1.68103802E+00   2.24793300E+06   1.09612398E+01 
0 60 1.08335236E-07   2.25714894E-06   1.28537829E-06   1.18522394E-06   3.19170027E-07   1.22459898E-09   8.19957449E-07   1.19107599E+01   -2.60008842E-01   3.24280336E-02   1.06051676E-01   1.18200312E+01   -2.05794767E-01   1.51099982E-02   1.06847167E-01   1.18827276E+01   -2.08396107E-01   1.85513534E-02   1.06285319E-01   1.68058300E+00   2.24400675E+06   1.08669624E+01   1.68055892E+00   2.24384400E+06   1.08630552E+01   1.68055725E+00   2.24383250E+06   1.08627834E+01 
0 70 9.18194587E-08   2.21372829E-06   1.16084811E-06   1.05463084E-06   2.72077870E-07   1.21959765E-09   7.66002870E-07   1.18771353E+01   -2.48944148E-01   4.14463691E-02   1.06392182E-01   1.17770348E+01   -1.97711766E-01   1.87599547E-02   1.07279330E-01   1.18350286E+01   -1.93793878E-01   2.97864471E-02   1.06746159E-01   1.67988086E+00   2.24006000E+06   1.07722015E+01   1.67981911E+00   2.23976800E+06   1.07651892E+01   1.67983806E+00   2.23985700E+06   1.07673254E+01 
0 80 7.97991717E-08   2.10482881E-06   1.05616550E-06   9.65849154E-07   2.36084617E-07   1.22370625E-09   7.23886217E-07   1.18450232E+01   -2.19098642E-01   3.85250300E-02   1.06737018E-01   1.17332878E+01   -1.80747062E-01   8.33747722E-03   1.07736617E-01   1.17949190E+01   -1.73348621E-01   3.59681621E-02   1.07150599E-01   1.67897964E+00   2.23628600E+06   1.06815786E+01   1.67892265E+00   2.23607475E+06   1.06765089E+01   1.67890131E+00   2.23599650E+06   1.06746292E+01 
0 90 7.21938704E-08   1.95370171E-06   9.61077717E-07   8.96560039E-07   2.11725421E-07   1.21938226E-09   6.82307530E-07   1.18102226E+01   -1.81506813E-01   3.98088992E-02   1.07114635E-01   1.16907005E+01   -1.57532796E-01   3.08392104E-03   1.08189039E-01   1.17582989E+01   -1.51036978E-01   4.30942029E-02   1.07533954E-01   1.67799485E+00   2.23294550E+06   1.06013756E+01   1.67799163E+00   2.23293550E+06   1.06011362E+01   1.67791665E+00   2.23270325E+06   1.05955582E+01 
