RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.38142703E-08   2.28021145E-06   1.13036606E-06   4.07761547E-07   2.67334315E-07   1.17827227E-07   9.24865089E-05   8.82280254E+00   -4.34021616E+00   -1.00069307E-02   1.06875800E-01   8.85561752E+00   -4.32506895E+00   -4.18247655E-02   1.06632181E-01   1.68633330E+00   2.14173300E+06   9.59240818E+00   1.68637431E+00   2.14356000E+06   9.61074924E+00 
0 10 9.22459620E-08   1.53906694E-06   9.70494966E-07   7.29252747E-07   3.05098979E-07   1.22541199E-09   1.06998425E-06   8.54793453E+00   -4.30662394E+00   -1.33240655E-01   1.09874919E-01   8.54508209E+00   -4.18504047E+00   -2.84007996E-01   1.10517986E-01   1.67557693E+00   2.07063838E+06   8.88299465E+00   1.67564094E+00   2.07006162E+06   8.88081646E+00 
0 20 5.00771229E-08   1.11809538E-06   7.20809226E-07   4.68498712E-07   1.87777502E-07   1.23768529E-09   1.11024144E-06   8.81424141E+00   -4.51670361E+00   -1.94841087E-01   1.06510177E-01   8.82191277E+00   -4.29285765E+00   -3.61112595E-01   1.07494786E-01   1.67903244E+00   2.03573712E+06   8.75120449E+00   1.67836988E+00   2.04314912E+06   8.77919292E+00 
0 30 4.23159143E-08   9.30312524E-07   5.83409019E-07   4.09963917E-07   1.33588330E-07   9.75697412E-10   9.99446002E-07   8.64207554E+00   -4.33027840E+00   -2.48719886E-01   1.09336413E-01   8.61215973E+00   -4.26251173E+00   -4.21340406E-01   1.09960154E-01   1.68423283E+00   1.93439875E+06   8.36854267E+00   1.68395758E+00   1.94780038E+06   8.41914845E+00 
0 40 2.73507421E-08   8.33116758E-07   5.09642632E-07   3.99956235E-07   8.84299212E-08   8.63087324E-10   8.41336259E-07   8.59606266E+00   -4.29386139E+00   -2.38069192E-01   1.10259242E-01   8.54875946E+00   -4.24114084E+00   -3.83670509E-01   1.10963613E-01   1.68403542E+00   1.87897012E+06   8.15923977E+00   1.68428779E+00   1.89292875E+06   8.21194839E+00 
0 50 1.94222682E-08   7.41413146E-07   4.39773032E-07   3.38466293E-07   5.88912847E-08   8.00636668E-10   7.01496958E-07   8.52881527E+00   -4.22767496E+00   -2.66250640E-01   1.11526854E-01   8.49533367E+00   -4.23084927E+00   -3.74877036E-01   1.11834921E-01   1.68237722E+00   1.83552925E+06   7.99520302E+00   1.68318939E+00   1.85267375E+06   8.05994225E+00 
0 60 1.72741732E-08   6.31603029E-07   3.76403307E-07   2.88177489E-07   5.00518347E-08   7.63181851E-10   6.09207632E-07   8.41756058E+00   -4.17013884E+00   -2.78452039E-01   1.13181561E-01   8.37674713E+00   -4.19642305E+00   -3.72633219E-01   1.13456249E-01   1.68028259E+00   1.80316088E+06   7.87297726E+00   1.68135893E+00   1.81838175E+06   7.93045235E+00 
0 70 1.23620314E-08   5.35019467E-07   3.23542679E-07   2.52704723E-07   3.58662717E-08   7.35495442E-10   5.34697620E-07   8.35959339E+00   -4.16302347E+00   -2.63747811E-01   1.13987237E-01   8.32326221E+00   -4.16610670E+00   -3.48073334E-01   1.14367835E-01   1.67885828E+00   1.78581488E+06   7.80747700E+00   1.68014205E+00   1.80132838E+06   7.86605740E+00 
0 80 9.31396560E-09   4.83084136E-07   2.89779734E-07   2.33879376E-07   2.68942006E-08   7.02155889E-10   4.68416147E-07   8.28794479E+00   -4.16329145E+00   -2.51010776E-01   1.14866912E-01   8.28448296E+00   -4.14733171E+00   -3.29649657E-01   1.15015179E-01   1.67744052E+00   1.77065125E+06   7.75021839E+00   1.67948270E+00   1.79310650E+06   7.83501148E+00 
0 90 8.40500913E-09   4.40996047E-07   2.56611003E-07   2.14954696E-07   2.48563747E-08   6.77110479E-10   4.14292913E-07   8.21708012E+00   -4.17472267E+00   -2.55049706E-01   1.15649253E-01   8.24408913E+00   -4.12962627E+00   -3.34077805E-01   1.15631588E-01   1.67575467E+00   1.75451125E+06   7.68927240E+00   1.67875838E+00   1.78468700E+06   7.80321836E+00 
