RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.20116660E-08   2.18869673E-06   1.21763844E-06   4.00765771E-07   2.61328722E-07   1.18912730E-07   9.33563715E-05   8.62894630E+00   -4.80690479E+00   2.46304385E-02   1.06392771E-01   8.60120296E+00   -4.78768396E+00   -4.68822867E-02   1.06746510E-01   1.68638730E+00   2.14429100E+06   9.61808872E+00   1.68637228E+00   2.14345750E+06   9.60972118E+00 
0 10 8.94127368E-08   1.47260175E-06   9.88088914E-07   6.81294750E-07   2.95946535E-07   1.23488819E-09   1.09172493E-06   8.24646282E+00   -4.67988348E+00   9.96388122E-02   1.10989653E-01   8.22835064E+00   -4.66970539E+00   -2.56170422E-01   1.11049503E-01   1.67552102E+00   2.07140288E+06   8.88634777E+00   1.67585278E+00   2.06813888E+06   8.87355614E+00 
0 20 4.85765526E-08   1.06773962E-06   7.40444250E-07   4.52345347E-07   1.82912302E-07   1.24461030E-09   1.10840415E-06   8.60118008E+00   -4.96925688E+00   1.77943736E-01   1.06267929E-01   8.52916050E+00   -4.84324694E+00   -3.44829589E-01   1.07496373E-01   1.67802954E+00   2.04679938E+06   8.79297638E+00   1.67831564E+00   2.04373850E+06   8.78141785E+00 
0 30 4.06203675E-08   8.93802337E-07   5.95056292E-07   3.83333600E-07   1.29065910E-07   9.89496596E-10   9.94492098E-07   8.40899563E+00   -4.81309080E+00   2.04728797E-01   1.09203450E-01   8.33153725E+00   -4.72016382E+00   -3.21945459E-01   1.10343084E-01   1.68393576E+00   1.94865725E+06   8.42238331E+00   1.68403649E+00   1.94452575E+06   8.40678310E+00 
0 40 2.73456475E-08   7.89908199E-07   5.22319226E-07   3.93054876E-07   8.72240165E-08   8.64364469E-10   8.40336952E-07   8.38484001E+00   -4.75564623E+00   2.70275682E-01   1.09999537E-01   8.28938580E+00   -4.66754484E+00   -2.53069639E-01   1.11328013E-01   1.68428767E+00   1.89291950E+06   8.21191311E+00   1.68421209E+00   1.88787312E+06   8.19285774E+00 
0 50 1.89372571E-08   7.05073603E-07   4.51286809E-07   3.25462508E-07   5.85021205E-08   8.01144928E-10   7.02801628E-07   8.40783978E+00   -4.71118927E+00   2.86637783E-01   1.10299990E-01   8.25797558E+00   -4.63360977E+00   -2.33342215E-01   1.12109706E-01   1.68328869E+00   1.85512512E+06   8.06919861E+00   1.68312824E+00   1.85121262E+06   8.05442524E+00 
0 60 1.69077090E-08   6.09295967E-07   3.86753811E-07   2.73957596E-07   4.86919447E-08   7.60839058E-10   6.13741975E-07   8.35213566E+00   -4.62881088E+00   2.82937527E-01   1.11534633E-01   8.16726112E+00   -4.57093668E+00   -2.39519760E-01   1.13602258E-01   1.68154740E+00   1.82131125E+06   7.94151449E+00   1.68140078E+00   1.81902450E+06   7.93287945E+00 
0 70 1.23331327E-08   5.16854072E-07   3.30759292E-07   2.48230577E-07   3.54480250E-08   7.28875404E-10   5.36275934E-07   8.32854748E+00   -4.59537077E+00   3.08292031E-01   1.12136535E-01   8.10073853E+00   -4.53304386E+00   -2.19777793E-01   1.14680856E-01   1.68028688E+00   1.80321800E+06   7.87319279E+00   1.68008864E+00   1.80063925E+06   7.86345577E+00 
0 80 9.34066602E-09   4.61124813E-07   2.93085606E-07   2.28311293E-07   2.66518843E-08   6.95951796E-10   4.69873555E-07   8.31451035E+00   -4.58109140E+00   3.13680142E-01   1.12489499E-01   8.05927753E+00   -4.52094889E+00   -2.15283215E-01   1.15310006E-01   1.67948294E+00   1.79310900E+06   7.83502102E+00   1.67923820E+00   1.79019988E+06   7.82403564E+00 
0 90 7.86939669E-09   4.14635224E-07   2.61439482E-07   2.07272151E-07   2.15968932E-08   6.72377209E-10   4.17241949E-07   8.28255177E+00   -4.57136822E+00   3.13006073E-01   1.12949543E-01   8.02011585E+00   -4.50724125E+00   -2.22671926E-01   1.15887128E-01   1.67866910E+00   1.78368800E+06   7.79944658E+00   1.67837501E+00   1.78044850E+06   7.78721333E+00 
0 100 6.76955647E-09   3.69395906E-07   2.28698894E-07   1.88820678E-07   1.87332247E-08   6.47083220E-10   3.74102058E-07   8.24458122E+00   -4.56204510E+00   3.00976008E-01   1.13441050E-01   7.98642731E+00   -4.49319983E+00   -2.27155194E-01   1.16389759E-01   1.67763400E+00   1.77262262E+06   7.75766277E+00   1.67739773E+00   1.77021812E+06   7.74858284E+00 
0 110 5.72775427E-09   3.30149817E-07   1.98804699E-07   1.70235452E-07   1.60802855E-08   6.17088380E-10   3.39426208E-07   8.20813942E+00   -4.54968214E+00   2.84382880E-01   1.13911249E-01   7.96184206E+00   -4.48329401E+00   -2.29027197E-01   1.16755106E-01   1.67649579E+00   1.76139312E+06   7.71525908E+00   1.67645264E+00   1.76098325E+06   7.71371126E+00 
