RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.37804271E-08   2.24194469E-06   1.20734376E-06   4.07338575E-07   2.67201273E-07   1.17847542E-07   9.25025233E-05   8.66778755E+00   -4.64546776E+00   -8.20371229E-03   1.06858201E-01   8.70057011E+00   -4.63419390E+00   -4.03848216E-02   1.06605612E-01   1.68634224E+00   2.14208775E+06   9.59597015E+00   1.68637669E+00   2.14369075E+06   9.61206245E+00 
0 10 9.22675696E-08   1.51563461E-06   1.00472289E-06   7.29167255E-07   3.05398743E-07   1.22537458E-09   1.06928235E-06   8.39256954E+00   -4.58935642E+00   -1.08245648E-01   1.09940261E-01   8.38384151E+00   -4.50357199E+00   -2.63400853E-01   1.10495180E-01   1.67558837E+00   2.07164238E+06   8.88875198E+00   1.67578614E+00   2.06874625E+06   8.87584972E+00 
0 20 5.01025070E-08   1.10251131E-06   7.43291764E-07   4.69425089E-07   1.87778980E-07   1.23865740E-09   1.11050701E-06   8.64802074E+00   -4.79727697E+00   -1.59728751E-01   1.06669366E-01   8.66273594E+00   -4.64401054E+00   -3.21128190E-01   1.07309125E-01   1.67885947E+00   2.03771462E+06   8.75867176E+00   1.67859578E+00   2.04067062E+06   8.76983356E+00 
0 30 4.22294626E-08   9.17435102E-07   6.03076842E-07   4.10129275E-07   1.33362903E-07   9.76294823E-10   9.99635290E-07   8.47786427E+00   -4.59739065E+00   -2.11284637E-01   1.09599821E-01   8.46180344E+00   -4.61343431E+00   -3.73784810E-01   1.09654799E-01   1.68415177E+00   1.93904088E+06   8.38607121E+00   1.68407917E+00   1.94260725E+06   8.39953804E+00 
0 40 2.72968759E-08   8.21510071E-07   5.25759219E-07   4.00230391E-07   8.81450006E-08   8.63249361E-10   8.41420501E-07   8.42988586E+00   -4.55446625E+00   -2.03688323E-01   1.10587373E-01   8.39941788E+00   -4.59776926E+00   -3.30965817E-01   1.10611126E-01   1.68415415E+00   1.88463225E+06   8.18062019E+00   1.68419838E+00   1.88706800E+06   8.18981743E+00 
0 50 1.93560705E-08   7.30806221E-07   4.54623802E-07   3.38137625E-07   5.87344715E-08   8.00708888E-10   7.01543740E-07   8.36104870E+00   -4.48746586E+00   -2.36199334E-01   1.11897036E-01   8.35318184E+00   -4.57680035E+00   -3.23022544E-01   1.11463219E-01   1.68274677E+00   1.84279975E+06   8.02265739E+00   1.68289399E+00   1.84591962E+06   8.03443813E+00 
0 60 1.72503150E-08   6.21995184E-07   3.89001826E-07   2.87624118E-07   4.99629529E-08   7.63318853E-10   6.09441258E-07   8.24695969E+00   -4.42587996E+00   -2.52964795E-01   1.13618262E-01   8.24406147E+00   -4.53233337E+00   -3.22486579E-01   1.13031700E-01   1.68085778E+00   1.81100825E+06   7.90260983E+00   1.68089271E+00   1.81150400E+06   7.90448141E+00 
0 70 1.23523503E-08   5.26664337E-07   3.32917040E-07   2.52535926E-07   3.58546544E-08   7.35733530E-10   5.34982803E-07   8.18752289E+00   -4.41700363E+00   -2.36220926E-01   1.14450678E-01   8.19717884E+00   -4.49245358E+00   -3.00044835E-01   1.13933682E-01   1.67956209E+00   1.79406575E+06   7.83863354E+00   1.67959642E+00   1.79448375E+06   7.84021187E+00 
0 80 9.27769328E-09   4.74891863E-07   2.97696232E-07   2.33745808E-07   2.67281006E-08   7.02406577E-10   4.68830621E-07   8.11733627E+00   -4.41548347E+00   -2.20305175E-01   1.15322128E-01   8.16275311E+00   -4.46788979E+00   -2.82537431E-01   1.14575222E-01   1.67830431E+00   1.77968262E+06   7.78432178E+00   1.67890811E+00   1.78638150E+06   7.80961704E+00 
0 90 8.34775093E-09   4.32739739E-07   2.63859164E-07   2.14771418E-07   2.45977301E-08   6.77423118E-10   4.14758574E-07   8.04965305E+00   -4.42460060E+00   -2.21856594E-01   1.16075337E-01   8.12373066E+00   -4.44901800E+00   -2.87520528E-01   1.15189798E-01   1.67683160E+00   1.76461662E+06   7.72743130E+00   1.67813909E+00   1.77790762E+06   7.77761889E+00 
0 100 6.89761137E-09   3.87170616E-07   2.26712785E-07   1.94921483E-07   1.96351770E-08   6.51540766E-10   3.71201367E-07   7.99625015E+00   -4.43302679E+00   -2.45828256E-01   1.16653614E-01   8.08167458E+00   -4.43543577E+00   -3.05741668E-01   1.15774952E-01   1.67566454E+00   1.74986475E+06   7.67546654E+00   1.67714584E+00   1.76769962E+06   7.73907232E+00 
0 110 5.91842353E-09   3.43238099E-07   1.96683004E-07   1.73651159E-07   1.61004863E-08   6.23480823E-10   3.37028041E-07   7.96103811E+00   -4.43645191E+00   -2.66586185E-01   1.17043354E-01   8.04300785E+00   -4.42546082E+00   -3.20255160E-01   1.16279200E-01   1.67685628E+00   1.73204075E+06   7.63652945E+00   1.67607725E+00   1.75746875E+06   7.70043993E+00 
0 120 5.32933031E-09   3.07358988E-07   1.75069545E-07   1.52245562E-07   1.41498582E-08   5.95471561E-10   3.10268945E-07   7.94110632E+00   -4.43892336E+00   -2.66717792E-01   1.17266878E-01   8.01755142E+00   -4.41359234E+00   -3.20771366E-01   1.16645128E-01   1.67758298E+00   1.72037125E+06   7.61103678E+00   1.67585397E+00   1.74712650E+06   7.66948462E+00 
0 130 4.48513804E-09   2.77946100E-07   1.57201782E-07   1.31882729E-07   1.16388037E-08   5.66013847E-10   2.87179063E-07   7.92464495E+00   -4.44044733E+00   -2.51255810E-01   1.17461272E-01   7.99942493E+00   -4.40162230E+00   -3.09553593E-01   1.16937079E-01   1.67811179E+00   1.71141900E+06   7.59148026E+00   1.67660868E+00   1.73586812E+06   7.64489031E+00 
0 140 4.00300637E-09   2.51208320E-07   1.41032359E-07   1.13962436E-07   1.10358078E-08   5.35638034E-10   2.66236611E-07   7.91077805E+00   -4.44069147E+00   -2.33526886E-01   1.17635258E-01   7.98434591E+00   -4.38825750E+00   -2.93838143E-01   1.17210023E-01   1.67853165E+00   1.70399088E+06   7.57525349E+00   1.67721021E+00   1.72644138E+06   7.62429762E+00 
0 150 3.70715880E-09   2.26924044E-07   1.27029907E-07   9.93582390E-08   1.05503695E-08   5.07236808E-10   2.47517306E-07   7.90639353E+00   -4.43801928E+00   -2.23200053E-01   1.17717057E-01   7.97246838E+00   -4.37465954E+00   -2.82149792E-01   1.17450140E-01   1.67875087E+00   1.69998488E+06   7.56650209E+00   1.67767179E+00   1.71889700E+06   7.60781622E+00 
0 160 3.17826654E-09   2.06507508E-07   1.15386761E-07   8.83519888E-08   8.61936567E-09   4.83073415E-10   2.30556864E-07   7.91492748E+00   -4.43186808E+00   -2.19052419E-01   1.17669195E-01   7.96085548E+00   -4.36244917E+00   -2.77843833E-01   1.17675446E-01   1.67874920E+00   1.70001700E+06   7.56657219E+00   1.67804968E+00   1.71249338E+06   7.59382725E+00 
0 170 2.72883316E-09   1.89479891E-07   1.05526439E-07   8.07509295E-08   7.09272818E-09   4.63569877E-10   2.15126576E-07   7.93257332E+00   -4.42315435E+00   -2.15689182E-01   1.17529146E-01   7.94905615E+00   -4.35264826E+00   -2.78035760E-01   1.17882892E-01   1.67861247E+00   1.70252388E+06   7.57204866E+00   1.67837000E+00   1.70688662E+06   7.58157921E+00 
0 180 2.46460186E-09   1.74932836E-07   9.72365797E-08   7.42443618E-08   6.47448362E-09   4.47657328E-10   2.00969779E-07   7.95475626E+00   -4.41243553E+00   -2.10692748E-01   1.17346630E-01   7.93824148E+00   -4.34592056E+00   -2.78830171E-01   1.18056394E-01   1.67843008E+00   1.70581525E+06   7.57923889E+00   1.67864120E+00   1.70200062E+06   7.57090521E+00 
0 190 2.28094699E-09   1.62750709E-07   9.01826454E-08   6.71552556E-08   6.13285911E-09   4.34164676E-10   1.87723245E-07   7.98008490E+00   -4.39937830E+00   -2.04407379E-01   1.17141150E-01   7.92909575E+00   -4.34157085E+00   -2.77787149E-01   1.18195117E-01   1.67822313E+00   1.70947888E+06   7.58724213E+00   1.67887557E+00   1.69766700E+06   7.56143856E+00 
0 200 2.08495732E-09   1.52684635E-07   8.40975645E-08   5.97345604E-08   5.65309621E-09   4.22316793E-10   1.75206921E-07   8.00826454E+00   -4.38378906E+00   -1.97493002E-01   1.16918512E-01   7.92155647E+00   -4.33813190E+00   -2.74166167E-01   1.18311077E-01   1.67797136E+00   1.71383888E+06   7.59676647E+00   1.67909002E+00   1.69360200E+06   7.55255842E+00 
0 210 1.88376492E-09   1.44133068E-07   7.89527590E-08   5.25600221E-08   5.08387732E-09   4.11280510E-10   1.63402461E-07   8.03762436E+00   -4.36641502E+00   -1.90747380E-01   1.16693504E-01   7.91479921E+00   -4.33450985E+00   -2.68871039E-01   1.18421070E-01   1.67767370E+00   1.71886525E+06   7.60774708E+00   1.67930079E+00   1.68950950E+06   7.54361820E+00 
0 220 1.68006264E-09   1.36524264E-07   7.45661595E-08   4.59741578E-08   4.48546622E-09   4.00365852E-10   1.52184413E-07   8.06466293E+00   -4.34837580E+00   -1.85222849E-01   1.16498634E-01   7.90802670E+00   -4.33028793E+00   -2.63600081E-01   1.18535861E-01   1.67737305E+00   1.72381350E+06   7.61855698E+00   1.67951453E+00   1.68525050E+06   7.53431416E+00 
0 230 1.51920954E-09   1.29689170E-07   7.05097349E-08   4.03133527E-08   3.99913125E-09   3.89121402E-10   1.41500323E-07   8.08615398E+00   -4.33101654E+00   -1.81818947E-01   1.16361931E-01   7.90105915E+00   -4.32554245E+00   -2.59799719E-01   1.18655592E-01   1.67712271E+00   1.72784125E+06   7.62735558E+00   1.67972386E+00   1.68096762E+06   7.52495813E+00 
0 240 1.45059453E-09   1.23598625E-07   6.65665638E-08   3.57675241E-08   3.91710886E-09   3.77479853E-10   1.31303125E-07   8.10091400E+00   -4.31569481E+00   -1.80635229E-01   1.16288677E-01   7.89449310E+00   -4.32077694E+00   -2.57723749E-01   1.18769437E-01   1.67694139E+00   1.73070888E+06   7.63361979E+00   1.67990899E+00   1.67707762E+06   7.51645994E+00 
0 250 1.43559153E-09   1.18054977E-07   6.27983141E-08   3.21928582E-08   4.07299794E-09   3.65568908E-10   1.21481847E-07   8.10940647E+00   -4.30348015E+00   -1.80954069E-01   1.16267420E-01   7.88888454E+00   -4.31659937E+00   -2.56647378E-01   1.18867226E-01   1.67681658E+00   1.73265862E+06   7.63787937E+00   1.68005550E+00   1.67392775E+06   7.50957918E+00 
0 260 1.39552270E-09   1.12866246E-07   5.93553970E-08   2.92961104E-08   4.08857836E-09   3.53808899E-10   1.12219510E-07   8.11238861E+00   -4.29497099E+00   -1.81694746E-01   1.16286092E-01   7.88412714E+00   -4.31331301E+00   -2.55778879E-01   1.18948825E-01   1.67673719E+00   1.73389088E+06   7.64057112E+00   1.68016696E+00   1.67148538E+06   7.50424385E+00 
0 270 1.33708833E-09   1.07876815E-07   5.62859377E-08   2.67499569E-08   3.95364941E-09   3.42669282E-10   1.03734692E-07   8.11027241E+00   -4.29001236E+00   -1.81811780E-01   1.16341121E-01   7.87975597E+00   -4.31077766E+00   -2.54738331E-01   1.19021244E-01   1.67670989E+00   1.73431212E+06   7.64149141E+00   1.68025887E+00   1.66943812E+06   7.49977112E+00 
0 280 1.27505539E-09   1.03089064E-07   5.35219584E-08   2.44853524E-08   3.73470588E-09   3.32480043E-10   9.60613420E-08   8.10345554E+00   -4.28785467E+00   -1.80526659E-01   1.16432928E-01   7.87541819E+00   -4.30859852E+00   -2.53466368E-01   1.19091667E-01   1.67674792E+00   1.73372412E+06   7.64020681E+00   1.68034601E+00   1.66747200E+06   7.49547625E+00 
0 290 1.19907739E-09   9.85743966E-08   5.10084490E-08   2.24647181E-08   3.41216366E-09   3.23401611E-10   8.91093563E-08   8.09267139E+00   -4.28764439E+00   -1.77624241E-01   1.16558902E-01   7.87109327E+00   -4.30644274E+00   -2.52091885E-01   1.19162671E-01   1.67685497E+00   1.73206062E+06   7.63657284E+00   1.68043411E+00   1.66545575E+06   7.49107170E+00 
0 300 1.12357845E-09   9.43672731E-08   4.86822955E-08   2.06094697E-08   3.06650372E-09   3.15396709E-10   8.27042115E-08   8.07911015E+00   -4.28865194E+00   -1.73544943E-01   1.16710529E-01   7.86698675E+00   -4.30419970E+00   -2.50832647E-01   1.19232431E-01   1.67701876E+00   1.72949012E+06   7.63095760E+00   1.68052053E+00   1.66344975E+06   7.48668957E+00 
0 310 1.09207920E-09   9.04408211E-08   4.64861998E-08   1.88875298E-08   2.88198221E-09   3.08360115E-10   7.66824400E-08   8.06428623E+00   -4.29037809E+00   -1.69107020E-01   1.16873927E-01   7.86330080E+00   -4.30200529E+00   -2.49883488E-01   1.19297385E-01   1.67721510E+00   1.72636388E+06   7.62412834E+00   1.68059945E+00   1.66159188E+06   7.48263073E+00 
0 320 1.09329235E-09   8.67746692E-08   4.44179733E-08   1.73077392E-08   2.80904344E-09   3.02169623E-10   7.09677508E-08   8.04959011E+00   -4.29246664E+00   -1.65015370E-01   1.17035270E-01   7.86009502E+00   -4.30008793E+00   -2.49311432E-01   1.19355083E-01   1.67741942E+00   1.72305888E+06   7.61690807E+00   1.68066704E+00   1.65997875E+06   7.47910690E+00 
0 330 1.08996201E-09   8.33408720E-08   4.25037570E-08   1.59722244E-08   2.68518496E-09   2.96722535E-10   6.56539640E-08   8.03612328E+00   -4.29457378E+00   -1.61528900E-01   1.17183626E-01   7.85725260E+00   -4.29858828E+00   -2.48995468E-01   1.19405843E-01   1.67761290E+00   1.71987525E+06   7.60995340E+00   1.68072379E+00   1.65860950E+06   7.47611570E+00 
0 340 1.08283615E-09   8.00826854E-08   4.07571328E-08   1.48891974E-08   2.53563948E-09   2.91900393E-10   6.08222592E-08   8.02461910E+00   -4.29635620E+00   -1.58528984E-01   1.17312245E-01   7.85460043E+00   -4.29747915E+00   -2.48738214E-01   1.19451910E-01   1.67778540E+00   1.71699462E+06   7.60366058E+00   1.68077278E+00   1.65741662E+06   7.47350979E+00 
0 350 1.09590959E-09   7.69558355E-08   3.91546600E-08   1.39944580E-08   2.50293097E-09   2.87579099E-10   5.64569298E-08   8.01535320E+00   -4.29747677E+00   -1.55799821E-01   1.17419638E-01   7.85207129E+00   -4.29663420E+00   -2.48396620E-01   1.19495057E-01   1.67793560E+00   1.71444850E+06   7.59809828E+00   1.68081653E+00   1.65634288E+06   7.47116423E+00 
0 360 1.12647836E-09   7.39579917E-08   3.76620974E-08   1.32195144E-08   2.58148125E-09   2.83662316E-10   5.25522985E-08   8.00824833E+00   -4.29762936E+00   -1.53296769E-01   1.17508322E-01   7.84971619E+00   -4.29591846E+00   -2.47937009E-01   1.19535744E-01   1.67806864E+00   1.71216512E+06   7.59311008E+00   1.68085563E+00   1.65537275E+06   7.46904516E+00 
0 370 1.14432219E-09   7.11102359E-08   3.62670036E-08   1.25197834E-08   2.61851318E-09   2.80087314E-10   4.91153749E-08   8.00305462E+00   -4.29660082E+00   -1.51185066E-01   1.17582381E-01   7.84760618E+00   -4.29523611E+00   -2.47439936E-01   1.19573757E-01   1.67819059E+00   1.71004862E+06   7.58848667E+00   1.68089032E+00   1.65450950E+06   7.46715927E+00 
0 380 1.12820153E-09   6.84493671E-08   3.49710447E-08   1.18572325E-08   2.51747845E-09   2.76791756E-10   4.61495375E-08   7.99947119E+00   -4.29435396E+00   -1.49726301E-01   1.17645398E-01   7.84575939E+00   -4.29453230E+00   -2.47042522E-01   1.19609073E-01   1.67830503E+00   1.70803738E+06   7.58409309E+00   1.68092072E+00   1.65374550E+06   7.46549034E+00 
0 390 1.08528753E-09   6.59916424E-08   3.37692292E-08   1.11959038E-08   2.33054975E-09   2.73730261E-10   4.35856400E-08   7.99722004E+00   -4.29104471E+00   -1.49092272E-01   1.17699504E-01   7.84412098E+00   -4.29378843E+00   -2.46832862E-01   1.19642191E-01   1.67841256E+00   1.70612800E+06   7.57992172E+00   1.68094814E+00   1.65305362E+06   7.46397877E+00 
0 400 1.03488085E-09   6.37243716E-08   3.26443832E-08   1.05312994E-08   2.17083018E-09   2.70869660E-10   4.13262313E-08   7.99606562E+00   -4.28700209E+00   -1.49264947E-01   1.17745288E-01   7.84259796E+00   -4.29300690E+00   -2.46770471E-01   1.19673967E-01   1.67851067E+00   1.70436850E+06   7.57607794E+00   1.68097413E+00   1.65239562E+06   7.46254158E+00 
0 410 9.86053128E-10   6.16234104E-08   3.15755493E-08   9.88677318E-09   2.07856332E-09   2.68175426E-10   3.92783654E-08   7.99579668E+00   -4.28266525E+00   -1.50055140E-01   1.17782421E-01   7.84110403E+00   -4.29220438E+00   -2.46711537E-01   1.19705230E-01   1.67859578E+00   1.70282925E+06   7.57271576E+00   1.68099988E+00   1.65173862E+06   7.46110582E+00 
0 420 9.33747746E-10   5.96632646E-08   3.05477919E-08   9.29935950E-09   1.99185624E-09   2.65625549E-10   3.73605964E-08   7.99620581E+00   -4.27845430E+00   -1.51199251E-01   1.17810741E-01   7.83960342E+00   -4.29141521E+00   -2.46514216E-01   1.19736254E-01   1.67866504E+00   1.70156538E+06   7.56995487E+00   1.68102586E+00   1.65107288E+06   7.45965147E+00 
0 430 8.79715578E-10   5.77993013E-08   2.95608498E-08   8.79120154E-09   1.88004567E-09   2.63209121E-10   3.55052805E-08   7.99706030E+00   -4.27466774E+00   -1.52459428E-01   1.17831156E-01   7.83811855E+00   -4.29068947E+00   -2.46126577E-01   1.19766586E-01   1.67871833E+00   1.70058525E+06   7.56781340E+00   1.68105125E+00   1.65041738E+06   7.45821953E+00 
0 440 8.41253289E-10   5.59782194E-08   2.86152844E-08   8.34879899E-09   1.80384929E-09   2.60907795E-10   3.36951338E-08   7.99812365E+00   -4.27144003E+00   -1.53676227E-01   1.17845669E-01   7.83670616E+00   -4.29007435E+00   -2.45601296E-01   1.19795404E-01   1.67875826E+00   1.69984862E+06   7.56620455E+00   1.68107474E+00   1.64980762E+06   7.45688772E+00 
0 450 8.28467905E-10   5.41707763E-08   2.77100138E-08   7.95390687E-09   1.80314930E-09   2.58719435E-10   3.19803704E-08   7.99917269E+00   -4.26877880E+00   -1.54776305E-01   1.17856868E-01   7.83543587E+00   -4.28960180E+00   -2.45049745E-01   1.19821712E-01   1.67878866E+00   1.69928575E+06   7.56497478E+00   1.68109488E+00   1.64928388E+06   7.45574331E+00 
0 460 8.27551028E-10   5.23887032E-08   2.68448996E-08   7.60561925E-09   1.81697746E-09   2.56652727E-10   3.04760803E-08   8.00002003E+00   -4.26661634E+00   -1.55743897E-01   1.17867343E-01   7.83437300E+00   -4.28928947E+00   -2.44583800E-01   1.19844601E-01   1.67881393E+00   1.69881712E+06   7.56395102E+00   1.68111038E+00   1.64888025E+06   7.45486212E+00 
0 470 8.19151025E-10   5.06675981E-08   2.60219615E-08   7.30173388E-09   1.77718240E-09   2.54719940E-10   2.93043438E-08   8.00052547E+00   -4.26485157E+00   -1.56585038E-01   1.17879234E-01   7.83355427E+00   -4.28913593E+00   -2.44274780E-01   1.19863547E-01   1.67883790E+00   1.69836975E+06   7.56297350E+00   1.68112051E+00   1.64861425E+06   7.45428085E+00 
0 480 7.98320965E-10   4.90315628E-08   2.52320405E-08   7.02294667E-09   1.69529690E-09   2.52902144E-10   2.84800912E-08   8.00060749E+00   -4.26338673E+00   -1.57280758E-01   1.17894009E-01   7.83296776E+00   -4.28911686E+00   -2.44141221E-01   1.19878724E-01   1.67886364E+00   1.69788875E+06   7.56192303E+00   1.68112576E+00   1.64847562E+06   7.45397806E+00 
0 490 7.72897801E-10   4.74842636E-08   2.44581919E-08   6.73912481E-09   1.63866321E-09   2.51171278E-10   2.78981886E-08   8.00024128E+00   -4.26215029E+00   -1.57776147E-01   1.17912278E-01   7.83254910E+00   -4.28918743E+00   -2.44153947E-01   1.19891047E-01   1.67889273E+00   1.69734500E+06   7.56073523E+00   1.68112767E+00   1.64842588E+06   7.45386934E+00 
0 500 7.49534712E-10   4.60127048E-08   2.36838318E-08   6.43656684E-09   1.64154734E-09   2.49505500E-10   2.74332681E-08   7.99946356E+00   -4.26110029E+00   -1.57992795E-01   1.17933854E-01   7.83219957E+00   -4.28929615E+00   -2.44249508E-01   1.19901955E-01   1.67892516E+00   1.69673612E+06   7.55940485E+00   1.68112838E+00   1.64840912E+06   7.45383263E+00 
0 510 7.26573579E-10   4.45952111E-08   2.29029737E-08   6.12986240E-09   1.66588032E-09   2.47880161E-10   2.69654077E-08   7.99835873E+00   -4.26022387E+00   -1.57869920E-01   1.17957897E-01   7.83181810E+00   -4.28940058E+00   -2.44348139E-01   1.19912840E-01   1.67895961E+00   1.69608462E+06   7.55798149E+00   1.68112969E+00   1.64837175E+06   7.45375109E+00 
0 520 7.00662528E-10   4.32061391E-08   2.21200445E-08   5.84443116E-09   1.65813241E-09   2.46270893E-10   2.64034536E-08   7.99704981E+00   -4.25953007E+00   -1.57405674E-01   1.17983058E-01   7.83133888E+00   -4.28948641E+00   -2.44372204E-01   1.19924605E-01   1.67899406E+00   1.69543212E+06   7.55655622E+00   1.68113327E+00   1.64828012E+06   7.45355082E+00 
0 530 6.75278389E-10   4.18241086E-08   2.13476898E-08   5.59464031E-09   1.60209679E-09   2.44668619E-10   2.57159556E-08   7.99567413E+00   -4.25902939E+00   -1.56671688E-01   1.18007787E-01   7.83074713E+00   -4.28957176E+00   -2.44264379E-01   1.19937360E-01   1.67902577E+00   1.69482988E+06   7.55524063E+00   1.68113887E+00   1.64813088E+06   7.45322466E+00 
0 540 6.59740651E-10   4.04401703E-08   2.06025526E-08   5.37672795E-09   1.51477186E-09   2.43078363E-10   2.49422616E-08   7.99436569E+00   -4.25872374E+00   -1.55786365E-01   1.18030623E-01   7.83008194E+00   -4.28969240E+00   -2.43998408E-01   1.19950533E-01   1.67905211E+00   1.69432650E+06   7.55414104E+00   1.68114591E+00   1.64794788E+06   7.45282507E+00 
0 550 6.61322941E-10   3.90630248E-08   1.99023074E-08   5.17862375E-09   1.41838474E-09   2.41523634E-10   2.41756410E-08   7.99322033E+00   -4.25859547E+00   -1.54871121E-01   1.18050583E-01   7.82942057E+00   -4.28988791E+00   -2.43581235E-01   1.19963065E-01   1.67907166E+00   1.69395338E+06   7.55332565E+00   1.68115246E+00   1.64777262E+06   7.45244217E+00 
0 560 6.79944212E-10   3.77084106E-08   1.92545357E-08   4.99223018E-09   1.32782429E-09   2.40013870E-10   2.35081945E-08   7.99227619E+00   -4.25860453E+00   -1.54018357E-01   1.18067421E-01   7.82885647E+00   -4.29018164E+00   -2.43047923E-01   1.19973823E-01   1.67908418E+00   1.69371362E+06   7.55280209E+00   1.68115711E+00   1.64765088E+06   7.45217609E+00 
0 570 7.09555137E-10   3.63826480E-08   1.86508391E-08   4.80156803E-09   1.25908239E-09   2.38548820E-10   2.29921664E-08   7.99150896E+00   -4.25869036E+00   -1.53285593E-01   1.18081681E-01   7.82847452E+00   -4.29057837E+00   -2.42454827E-01   1.19981863E-01   1.67909110E+00   1.69358062E+06   7.55251169E+00   1.68115830E+00   1.64762038E+06   7.45210934E+00 
0 580 7.40714656E-10   3.50848062E-08   1.80773370E-08   4.59058214E-09   1.22473542E-09   2.37121045E-10   2.26115766E-08   7.99085140E+00   -4.25878382E+00   -1.52702957E-01   1.18094429E-01   7.82832813E+00   -4.29106045E+00   -2.41869718E-01   1.19986668E-01   1.67909503E+00   1.69350700E+06   7.55235100E+00   1.68115520E+00   1.64770212E+06   7.45228815E+00 
0 590 7.62363561E-10   3.38101174E-08   1.75187882E-08   4.36366676E-09   1.21390886E-09   2.35715170E-10   2.23120278E-08   7.99022388E+00   -4.25882006E+00   -1.52284160E-01   1.18106835E-01   7.82842302E+00   -4.29159546E+00   -2.41356462E-01   1.19988330E-01   1.67909849E+00   1.69344038E+06   7.55220509E+00   1.68114793E+00   1.64789438E+06   7.45270824E+00 
0 600 7.65343067E-10   3.25492415E-08   1.69650942E-08   4.13762313E-09   1.19767318E-09   2.34315900E-10   2.20226521E-08   7.98956060E+00   -4.25875711E+00   -1.52023241E-01   1.18119791E-01   7.82871628E+00   -4.29214430E+00   -2.40958363E-01   1.19987503E-01   1.67910385E+00   1.69333762E+06   7.55198097E+00   1.68113732E+00   1.64817312E+06   7.45331717E+00 
0 610 7.45897788E-10   3.12992832E-08   1.64104037E-08   3.93376443E-09   1.15523568E-09   2.32903336E-10   2.16767919E-08   7.98882818E+00   -4.25858402E+00   -1.51891679E-01   1.18133672E-01   7.82912636E+00   -4.29266453E+00   -2.40686759E-01   1.19985282E-01   1.67911220E+00   1.69317575E+06   7.55162716E+00   1.68112493E+00   1.64849800E+06   7.45402670E+00 
0 620 7.07535142E-10   3.00606366E-08   1.58541837E-08   3.76128728E-09   1.09266340E-09   2.31461184E-10   2.12358948E-08   7.98803091E+00   -4.25832033E+00   -1.51845187E-01   1.18148275E-01   7.82955694E+00   -4.29312134E+00   -2.40520507E-01   1.19982913E-01   1.67912376E+00   1.69295425E+06   7.55114317E+00   1.68111253E+00   1.64882250E+06   7.45473576E+00 
0 630 6.58929300E-10   2.88377429E-08   1.53018824E-08   3.61445451E-09   1.03394548E-09   2.29985628E-10   2.07038493E-08   7.98720694E+00   -4.25801134E+00   -1.51835069E-01   1.18162915E-01   7.82992315E+00   -4.29349375E+00   -2.40417033E-01   1.19981453E-01   1.67913735E+00   1.69269250E+06   7.55057144E+00   1.68110168E+00   1.64910700E+06   7.45535707E+00 
