RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.01108505E-08   2.24103610E-06   9.72480507E-07   3.97680537E-07   2.54071296E-07   1.19928046E-07   9.41714388E-05   9.05391312E+00   -3.87447119E+00   -1.03834299E-02   1.06704816E-01   9.06145000E+00   -3.86212969E+00   -1.96903609E-04   1.06679484E-01   1.68636715E+00   2.14319975E+06   9.60713291E+00   1.68636394E+00   2.14304575E+06   9.60558605E+00 
0 10 8.68838441E-08   1.51476900E-06   8.72610997E-07   6.70840620E-07   2.87643218E-07   1.24376209E-09   1.02868921E-06   8.62105560E+00   -3.77358961E+00   -1.74236968E-01   1.11778475E-01   8.72980976E+00   -3.81239867E+00   -1.03477851E-01   1.10303819E-01   1.67614412E+00   2.06545438E+06   8.86341953E+00   1.67575765E+00   2.06900562E+06   8.87682915E+00 
0 20 4.75324597E-08   1.09135567E-06   6.58801696E-07   4.44019008E-07   1.78399347E-07   1.28532385E-09   1.07818312E-06   9.02672005E+00   -4.06792974E+00   -3.13834608E-01   1.06592834E-01   8.98893547E+00   -3.91704750E+00   -1.86942011E-01   1.07548669E-01   1.67849517E+00   2.04178000E+06   8.77402306E+00   1.67839575E+00   2.04286800E+06   8.77813148E+00 
0 30 3.94570279E-08   9.07018489E-07   5.24740926E-07   3.74102200E-07   1.24609784E-07   1.01581732E-09   9.77066179E-07   8.80444813E+00   -3.93766379E+00   -3.64363760E-01   1.09619036E-01   8.83235741E+00   -3.88427925E+00   -2.40833476E-01   1.09539375E-01   1.68409288E+00   1.94196488E+06   8.39711285E+00   1.68399334E+00   1.94635588E+06   8.41369343E+00 
0 40 2.67484914E-08   7.90076854E-07   4.62645261E-07   3.77020740E-07   8.59807656E-08   8.73026929E-10   8.25949428E-07   8.74812603E+00   -3.85839272E+00   -4.00496989E-01   1.10786133E-01   8.77633095E+00   -3.78780031E+00   -1.87605426E-01   1.10797368E-01   1.68418169E+00   1.88611725E+06   8.18622684E+00   1.68426752E+00   1.89145762E+06   8.20639324E+00 
0 50 1.84960278E-08   7.04647505E-07   3.99071070E-07   3.16510722E-07   5.74984256E-08   8.06895661E-10   6.95441429E-07   8.74735737E+00   -3.83939934E+00   -4.26894337E-01   1.11146852E-01   8.73841381E+00   -3.74280834E+00   -1.87160626E-01   1.11653849E-01   1.68302035E+00   1.84871875E+06   8.04500771E+00   1.68329787E+00   1.85535538E+06   8.07006836E+00 
0 60 1.62677463E-08   6.10456198E-07   3.42051010E-07   2.66811782E-07   4.68533550E-08   7.60355445E-10   6.07289394E-07   8.63349056E+00   -3.75883698E+00   -4.55242068E-01   1.12933896E-01   8.65642929E+00   -3.68973708E+00   -2.11159661E-01   1.12938672E-01   1.68118155E+00   1.81570825E+06   7.92035723E+00   1.68160272E+00   1.82218762E+06   7.94482374E+00 
0 70 1.17900862E-08   5.19229900E-07   2.93318124E-07   2.39414931E-07   3.42881386E-08   7.25661142E-10   5.33653918E-07   8.57990456E+00   -3.72251248E+00   -4.57258403E-01   1.13885649E-01   8.59710789E+00   -3.66362882E+00   -2.07354754E-01   1.13824718E-01   1.67986202E+00   1.79776462E+06   7.85260057E+00   1.68028164E+00   1.80314800E+06   7.87292862E+00 
0 80 8.90015350E-09   4.66348780E-07   2.61583978E-07   2.18364264E-07   2.52628656E-08   6.92428948E-10   4.69823789E-07   8.53722668E+00   -3.71709037E+00   -4.48461384E-01   1.14546388E-01   8.55018044E+00   -3.67273498E+00   -2.09309489E-01   1.14369266E-01   1.67908275E+00   1.78838625E+06   7.81718731E+00   1.67945087E+00   1.79272450E+06   7.83356857E+00 
0 90 7.59169705E-09   4.20406110E-07   2.35120680E-07   1.99060182E-07   2.08089244E-08   6.63655020E-10   4.16831426E-07   8.48332214E+00   -3.69462919E+00   -4.52444673E-01   1.15375653E-01   8.50896549E+00   -3.67189145E+00   -2.11916387E-01   1.14865705E-01   1.67815542E+00   1.77808175E+06   7.77827692E+00   1.67862082E+00   1.78315012E+06   7.79741526E+00 
0 100 6.52633991E-09   3.77832663E-07   2.04627241E-07   1.79540010E-07   1.80999695E-08   6.35844377E-10   3.74706843E-07   8.44029713E+00   -3.68124032E+00   -4.59011674E-01   1.16013840E-01   8.46793270E+00   -3.66404676E+00   -2.15802118E-01   1.15389399E-01   1.67711318E+00   1.76737600E+06   7.73785067E+00   1.67766261E+00   1.77291625E+06   7.75877094E+00 
0 110 5.58664626E-09   3.40381575E-07   1.76633563E-07   1.60413961E-07   1.55028346E-08   6.06047601E-10   3.41572928E-07   8.40658092E+00   -3.67114925E+00   -4.65031356E-01   1.16506830E-01   8.43280792E+00   -3.65539908E+00   -2.17974305E-01   1.15851618E-01   1.67614114E+00   1.75806088E+06   7.70267582E+00   1.67668009E+00   1.76315312E+06   7.72190475E+00 
0 120 4.85276974E-09   3.06943065E-07   1.55938764E-07   1.42417122E-07   1.29878304E-08   5.76196590E-10   3.14554484E-07   8.38588905E+00   -3.66088820E+00   -4.65936929E-01   1.16835147E-01   8.40815639E+00   -3.64503527E+00   -2.14399338E-01   1.16204143E-01   1.67567337E+00   1.74973762E+06   7.67518902E+00   1.67587483E+00   1.75560650E+06   7.69340801E+00 
0 130 4.29930402E-09   2.77314882E-07   1.38891608E-07   1.23459245E-07   1.13234817E-08   5.46591161E-10   2.91692771E-07   8.36975765E+00   -3.65390110E+00   -4.58917677E-01   1.17089830E-01   8.39136696E+00   -3.63588572E+00   -2.07317978E-01   1.16461359E-01   1.67638385E+00   1.73928475E+06   7.65235424E+00   1.67576599E+00   1.74840212E+06   7.67227173E+00 
0 140 3.81354370E-09   2.50676692E-07   1.24562860E-07   1.06191635E-07   1.02585540E-08   5.17015708E-10   2.71453757E-07   8.35194302E+00   -3.64916515E+00   -4.47673559E-01   1.17352299E-01   8.37865639E+00   -3.62715173E+00   -1.99103579E-01   1.16670467E-01   1.67701674E+00   1.72952162E+06   7.63102627E+00   1.67631304E+00   1.74034850E+06   7.65467787E+00 
0 150 3.41083339E-09   2.26843241E-07   1.12259350E-07   9.17690741E-08   9.47032142E-09   4.89095764E-10   2.52814829E-07   8.33493328E+00   -3.64475441E+00   -4.37454164E-01   1.17601290E-01   8.36689091E+00   -3.61945105E+00   -1.92226857E-01   1.16863526E-01   1.67754078E+00   1.72106912E+06   7.61256170E+00   1.67678940E+00   1.73308225E+06   7.63880444E+00 
0 160 2.95613756E-09   2.06353477E-07   1.01507204E-07   8.07507448E-08   8.05191736E-09   4.65135402E-10   2.35416238E-07   8.31998158E+00   -3.63983703E+00   -4.32737976E-01   1.17822617E-01   8.35592937E+00   -3.61369157E+00   -1.88768193E-01   1.17035910E-01   1.67794633E+00   1.71426525E+06   7.59769821E+00   1.67719483E+00   1.72668812E+06   7.62483644E+00 
0 170 2.54501997E-09   1.89185101E-07   9.22167089E-08   7.30986613E-08   6.69317846E-09   4.45595061E-10   2.19336130E-07   8.30702972E+00   -3.63564897E+00   -4.32519794E-01   1.18010007E-01   8.34605598E+00   -3.60966063E+00   -1.88354343E-01   1.17183961E-01   1.67826223E+00   1.70879150E+06   7.58574057E+00   1.67753327E+00   1.72119125E+06   7.61282825E+00 
0 180 2.30277442E-09   1.74777952E-07   8.45724557E-08   6.65708626E-08   6.08077499E-09   4.29655367E-10   2.04524682E-07   8.29504490E+00   -3.63325071E+00   -4.33201432E-01   1.18172228E-01   8.33774948E+00   -3.60631919E+00   -1.87956333E-01   1.17307238E-01   1.67853785E+00   1.70387912E+06   7.57500935E+00   1.67781782E+00   1.71644838E+06   7.60246706E+00 
0 190 2.13235452E-09   1.62561889E-07   7.83607206E-08   6.01044263E-08   5.67897107E-09   4.16184281E-10   1.90738575E-07   8.28333569E+00   -3.63232803E+00   -4.32984591E-01   1.18321337E-01   8.33145905E+00   -3.60284162E+00   -1.85080856E-01   1.17406160E-01   1.67880368E+00   1.69900838E+06   7.56436872E+00   1.67806351E+00   1.71225388E+06   7.59330416E+00 
0 200 1.93157756E-09   1.51988459E-07   7.29719147E-08   5.34317266E-08   5.10800380E-09   4.04187850E-10   1.77792913E-07   8.27261257E+00   -3.63206410E+00   -4.31405813E-01   1.18454948E-01   8.32643986E+00   -3.59906530E+00   -1.80020362E-01   1.17491789E-01   1.67905247E+00   1.69432025E+06   7.55412722E+00   1.67828691E+00   1.70835712E+06   7.58479166E+00 
