RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.15835284E-08   2.18921082E-06   1.16936053E-06   3.97287181E-07   2.59662698E-07   1.19312261E-07   9.36736687E-05   8.69032288E+00   -4.63873053E+00   -4.09781411E-02   1.06673442E-01   8.68456841E+00   -4.62829542E+00   3.05617172E-02   1.06784768E-01   1.68637109E+00   2.14339600E+06   9.60910320E+00   1.68637502E+00   2.14359600E+06   9.61111069E+00 
0 10 8.83145077E-08   1.48361869E-06   9.68807512E-07   6.80585799E-07   2.92839815E-07   1.23792854E-09   1.08299764E-06   8.29763317E+00   -4.53702259E+00   -2.66945571E-01   1.11086681E-01   8.30412674E+00   -4.51204967E+00   2.28827357E-01   1.11268632E-01   1.67560184E+00   2.07169025E+06   8.88923264E+00   1.67558300E+00   2.07162312E+06   8.88855934E+00 
0 20 4.84918488E-08   1.06898608E-06   7.23733194E-07   4.49151713E-07   1.81574208E-07   1.20854893E-09   1.07938297E-06   8.57968712E+00   -4.71202946E+00   -4.32775855E-01   1.07686177E-01   8.57157135E+00   -4.68640566E+00   3.65441114E-01   1.07921198E-01   1.67867768E+00   2.03976000E+06   8.76639557E+00   1.67810500E+00   2.04599812E+06   8.78995037E+00 
0 30 4.01786089E-08   8.93009542E-07   5.80623748E-07   3.78483179E-07   1.27238948E-07   9.87776194E-10   9.87631097E-07   8.38335323E+00   -4.60775232E+00   -4.45179045E-01   1.10446401E-01   8.39551926E+00   -4.58797932E+00   4.53401625E-01   1.10397719E-01   1.68407822E+00   1.94264938E+06   8.39969730E+00   1.68388188E+00   1.95068638E+06   8.43004608E+00 
0 40 2.66348223E-08   7.85633802E-07   5.07200582E-07   3.85315303E-07   8.55910187E-08   8.62721894E-10   8.34337641E-07   8.32149982E+00   -4.56960869E+00   -3.87769431E-01   1.11546695E-01   8.35436058E+00   -4.49738932E+00   4.92176980E-01   1.11549586E-01   1.68422723E+00   1.88879638E+06   8.19634342E+00   1.68431020E+00   1.89471500E+06   8.21869278E+00 
0 50 1.87734841E-08   6.95003450E-07   4.40556846E-07   3.20700707E-07   5.80712474E-08   7.98937083E-10   6.98697932E-07   8.31354046E+00   -4.55544472E+00   -3.84356230E-01   1.11990981E-01   8.35550690E+00   -4.46101236E+00   4.55831230E-01   1.12037331E-01   1.68310225E+00   1.85060362E+06   8.05212498E+00   1.68331206E+00   1.85571500E+06   8.07142639E+00 
0 60 1.67375109E-08   5.98466784E-07   3.77522184E-07   2.75670175E-07   4.82423523E-08   7.53274776E-10   6.08837979E-07   8.20560074E+00   -4.48721552E+00   -3.87335956E-01   1.13706745E-01   8.28963757E+00   -4.38702536E+00   4.03830886E-01   1.13378003E-01   1.68136716E+00   1.81850738E+06   7.93092680E+00   1.68172264E+00   1.82412062E+06   7.95212317E+00 
0 70 1.17920997E-08   5.09159918E-07   3.22603455E-07   2.39383695E-07   3.44070230E-08   7.25061733E-10   5.34283856E-07   8.16611767E+00   -4.46133375E+00   -3.82483751E-01   1.14446938E-01   8.27228165E+00   -4.34297419E+00   3.78709435E-01   1.13989606E-01   1.68015122E+00   1.80144650E+06   7.86650372E+00   1.68057287E+00   1.80704800E+06   7.88765526E+00 
0 80 8.92924046E-09   4.55009314E-07   2.87561363E-07   2.19426227E-07   2.52668908E-08   6.92341628E-10   4.68480778E-07   8.13161373E+00   -4.44179153E+00   -3.75890106E-01   1.15063809E-01   8.25403786E+00   -4.33246183E+00   3.76774192E-01   1.14354961E-01   1.67933512E+00   1.79134325E+06   7.82835340E+00   1.67978489E+00   1.79680188E+06   7.84896517E+00 
0 90 7.78497888E-09   4.09095918E-07   2.57911353E-07   2.03013727E-07   2.16136851E-08   6.64334532E-10   4.15457492E-07   8.08847523E+00   -4.42265415E+00   -3.73143137E-01   1.15726978E-01   8.22576141E+00   -4.31993723E+00   3.76855671E-01   1.14781715E-01   1.67841053E+00   1.78083550E+06   7.78867483E+00   1.67893887E+00   1.78673275E+06   7.81094313E+00 
0 100 6.63909372E-09   3.65155984E-07   2.24854247E-07   1.83959273E-07   1.88879667E-08   6.38023467E-10   3.72766777E-07   8.05314445E+00   -4.41128635E+00   -3.82066995E-01   1.16234548E-01   8.20137787E+00   -4.30887079E+00   3.74378353E-01   1.15127631E-01   1.67739964E+00   1.77023762E+06   7.74865627E+00   1.67800784E+00   1.77651412E+06   7.77235746E+00 
0 110 5.58180568E-09   3.26276421E-07   1.96360588E-07   1.63087236E-07   1.55908300E-08   6.09196416E-10   3.38598511E-07   8.02327633E+00   -4.39936352E+00   -3.92854512E-01   1.16667248E-01   8.18112469E+00   -4.29868603E+00   3.72152090E-01   1.15404449E-01   1.67643023E+00   1.76077112E+06   7.71291018E+00   1.67709315E+00   1.76717750E+06   7.73710108E+00 
0 120 5.00763253E-09   2.92506257E-07   1.74273907E-07   1.42635898E-07   1.33478784E-08   5.79997605E-10   3.11470075E-07   8.00336170E+00   -4.39036465E+00   -3.94353390E-01   1.16964020E-01   8.16887093E+00   -4.28891706E+00   3.73857588E-01   1.15580417E-01   1.67564094E+00   1.75348100E+06   7.68538189E+00   1.67636681E+00   1.76017300E+06   7.71065140E+00 
