,X_coord,Y_coord,Ref_Wind_Speed,Wind_angle,Spacing
237,331.45442699807285,-168.8844659031114,7.55163527,297.0,372.0
238,0.0,0.0,7.49279356,298.0,372.0
239,328.45650454352085,-174.64342135635138,7.56625128,298.0,372.0
240,0.0,0.0,7.49564075,299.0,372.0
241,325.3585310558552,-180.34917873163738,7.56941128,299.0,372.0
242,0.0,0.0,7.50099802,300.0,372.0
243,322.1614502078112,-185.99999999999997,7.57178211,300.0,372.0
244,0.0,0.0,7.52118015,240.0,465.0
245,402.701812759764,232.49999999999997,7.56287241,240.0,465.0
246,0.0,0.0,7.50969458,241.0,465.0
247,406.698163819819,225.43647341454673,7.56061697,241.0,465.0
248,0.0,0.0,7.51781893,242.0,465.0
249,410.57063067940106,218.30427669543923,7.55410624,242.0,465.0
250,0.0,0.0,7.49304247,243.0,465.0
251,414.3180337475911,211.10558237888924,7.57284451,243.0,465.0
252,0.0,0.0,7.49863148,244.0,465.0
253,417.93923152911265,203.842583256921,7.56386948,244.0,465.0
254,0.0,0.0,7.50720739,245.0,465.0
255,421.4331209720422,196.51749170942523,7.53660727,245.0,465.0
256,0.0,0.0,7.48997736,246.0,465.0
257,424.7986378038094,189.1325390302471,7.53616619,246.0,465.0
258,0.0,0.0,7.49036741,247.0,465.0
259,428.0347568553848,181.6899747475123,7.52922964,247.0,465.0
260,0.0,0.0,7.48661184,248.0,465.0
261,431.1404923735561,174.19206593839908,7.5277791,248.0,465.0
262,0.0,0.0,7.48426533,249.0,465.0
263,434.11489832119884,166.64109653856463,7.51185465,249.0,465.0
264,0.0,0.0,7.48404837,250.0,465.0
265,436.9570686654474,159.03936664643595,7.50910616,250.0,465.0
266,0.0,0.0,7.47953606,251.0,465.0
267,439.6661376536823,151.38919182257786,7.50284719,251.0,465.0
268,0.0,0.0,7.48489571,252.0,465.0
269,442.2412800772464,143.69290238435053,7.48770285,252.0,465.0
270,0.0,0.0,7.47610044,253.0,465.0
271,444.6817115228115,135.9528426960726,7.46116877,253.0,465.0
272,0.0,0.0,7.44887638,254.0,465.0
273,446.9866886113183,128.1713704549046,7.43963814,254.0,465.0
274,0.0,0.0,7.45597649,255.0,465.0
275,449.1555092244168,120.35085597267215,7.38600874,255.0,465.0
276,0.0,0.0,7.44837809,256.0,465.0
277,451.1875127183384,112.4936814538455,7.32946205,256.0,465.0
278,0.0,0.0,7.44512367,257.0,465.0
279,453.0820801251344,104.60224026989722,7.23069859,257.0,465.0
280,0.0,0.0,7.42237854,258.0,465.0
281,454.83863434121963,96.67893623025809,7.13069677,258.0,465.0
282,0.0,0.0,7.41932201,259.0,465.0
283,456.45664030316374,88.72618285009334,6.99712706,259.0,465.0
284,0.0,0.0,7.4141016,260.0,465.0
285,457.93560515067674,80.7464026151226,6.84518623,260.0,465.0
286,0.0,0.0,7.40241003,261.0,465.0
287,459.2750783767391,72.74202624370736,6.65504789,261.0,465.0
288,0.0,0.0,7.39769173,262.0,465.0
289,460.47465196483023,64.71549194643043,6.48653412,262.0,465.0
290,0.0,0.0,7.40446377,263.0,465.0
291,461.5339605132147,56.66924468339358,6.29007387,263.0,465.0
292,0.0,0.0,7.39892721,264.0,465.0
293,462.45268134624706,48.60573541945887,6.07887554,264.0,465.0
294,0.0,0.0,7.39593506,265.0,465.0
295,463.2305346126617,40.527420377661045,5.88262033,265.0,465.0
296,0.0,0.0,7.38769865,266.0,465.0
297,463.86728337081826,32.43676029101827,5.69514561,266.0,465.0
298,0.0,0.0,7.38160372,267.0,465.0
299,464.3627336608768,24.336219652968882,5.53682709,267.0,465.0
300,0.0,0.0,7.38449478,268.0,465.0
301,464.7167345638795,16.22826596666295,5.39785814,268.0,465.0
302,0.0,0.0,7.39462757,269.0,465.0
303,464.92917824772195,8.115368993336833,5.3146081,269.0,465.0
304,0.0,0.0,7.39993382,270.0,465.0
305,465.0,0.0,5.29913807,270.0,465.0
306,0.0,0.0,7.3936882,271.0,465.0
307,464.92917824772195,-8.115368993336833,5.35068798,271.0,465.0
308,0.0,0.0,7.38426971,272.0,465.0
309,464.7167345638795,-16.22826596666295,5.46127558,272.0,465.0
310,0.0,0.0,7.38115644,273.0,465.0
311,464.3627336608768,-24.336219652968882,5.62971115,273.0,465.0
312,0.0,0.0,7.38746834,274.0,465.0
313,463.86728337081826,-32.43676029101827,5.80675602,274.0,465.0
314,0.0,0.0,7.39548683,275.0,465.0
315,463.2305346126617,-40.527420377661045,6.00011683,275.0,465.0
316,0.0,0.0,7.39841413,276.0,465.0
317,462.45268134624706,-48.60573541945887,6.1916256,276.0,465.0
318,0.0,0.0,7.40378428,277.0,465.0
319,461.5339605132147,-56.66924468339358,6.39298868,277.0,465.0
320,0.0,0.0,7.39753962,278.0,465.0
321,460.47465196483023,-64.71549194643043,6.57709789,278.0,465.0
322,0.0,0.0,7.40261412,279.0,465.0
323,459.2750783767391,-72.74202624370736,6.74213743,279.0,465.0
324,0.0,0.0,7.41478968,280.0,465.0
325,457.93560515067674,-80.7464026151226,6.92601395,280.0,465.0
326,0.0,0.0,7.4194212,281.0,465.0
327,456.45664030316374,-88.72618285009334,7.06059313,281.0,465.0
328,0.0,0.0,7.42289734,282.0,465.0
329,454.83863434121963,-96.67893623025809,7.1804347,282.0,465.0
330,0.0,0.0,7.44557571,283.0,465.0
331,453.0820801251344,-104.60224026989722,7.26930714,283.0,465.0
332,0.0,0.0,7.44803143,284.0,465.0
333,451.1875127183384,-112.4936814538455,7.35846424,284.0,465.0
334,0.0,0.0,7.45624113,285.0,465.0
335,449.1555092244168,-120.35085597267215,7.40719414,285.0,465.0
336,0.0,0.0,7.44871664,286.0,465.0
337,446.9866886113183,-128.1713704549046,7.45458984,286.0,465.0
338,0.0,0.0,7.47651815,287.0,465.0
339,444.6817115228115,-135.9528426960726,7.47210121,287.0,465.0
340,0.0,0.0,7.48494577,288.0,465.0
341,442.2412800772464,-143.69290238435053,7.49553871,288.0,465.0
342,0.0,0.0,7.47972727,289.0,465.0
343,439.6661376536823,-151.38919182257786,7.50868988,289.0,465.0
344,0.0,0.0,7.48390532,290.0,465.0
345,436.9570686654474,-159.03936664643595,7.51325083,290.0,465.0
346,0.0,0.0,7.4838624,291.0,465.0
347,434.11489832119884,-166.64109653856463,7.51527119,291.0,465.0
348,0.0,0.0,7.48597097,292.0,465.0
349,431.1404923735561,-174.19206593839908,7.53126192,292.0,465.0
350,0.0,0.0,7.4897933,293.0,465.0
351,428.0347568553848,-181.6899747475123,7.53143454,293.0,465.0
352,0.0,0.0,7.48954058,294.0,465.0
353,424.7986378038094,-189.1325390302471,7.53799009,294.0,465.0
354,0.0,0.0,7.50600529,295.0,465.0
355,421.4331209720422,-196.51749170942523,7.53815508,295.0,465.0
356,0.0,0.0,7.49700832,296.0,465.0
357,417.93923152911265,-203.842583256921,7.56587791,296.0,465.0
358,0.0,0.0,7.49127817,297.0,465.0
359,414.3180337475911,-211.10558237888924,7.57453346,297.0,465.0
360,0.0,0.0,7.51653194,298.0,465.0
361,410.57063067940106,-218.30427669543923,7.55532026,298.0,465.0
362,0.0,0.0,7.50884008,299.0,465.0
363,406.698163819819,-225.43647341454673,7.56179237,299.0,465.0
364,0.0,0.0,7.52085543,300.0,465.0
365,402.701812759764,-232.49999999999997,7.56341171,300.0,465.0
366,0.0,0.0,7.52745771,240.0,558.0
367,483.2421753117168,278.99999999999994,7.56338596,240.0,558.0
368,0.0,0.0,7.52057076,241.0,558.0
369,488.03779658378284,270.52376809745607,7.5633769,241.0,558.0
370,0.0,0.0,7.52492237,242.0,558.0
371,492.6847568152813,261.9651320345271,7.55270672,242.0,558.0
372,0.0,0.0,7.51184797,243.0,558.0
373,497.1816404971093,253.3266988546671,7.56140518,243.0,558.0
374,0.0,0.0,7.50623131,244.0,558.0
375,501.5270778349352,244.6110999083052,7.55692482,244.0,558.0
376,0.0,0.0,7.51009703,245.0,558.0
377,505.71974516645065,235.82099005131028,7.53644514,245.0,558.0
378,0.0,0.0,7.49208546,246.0,558.0
379,509.75836536457126,226.95904683629652,7.53087807,246.0,558.0
380,0.0,0.0,7.49801922,247.0,558.0
381,513.6417082264617,218.02796969701475,7.53140259,247.0,558.0
382,0.0,0.0,7.49398899,248.0,558.0
383,517.3685908482673,209.03047912607892,7.52367783,248.0,558.0
384,0.0,0.0,7.48588657,249.0,558.0
385,520.9378779854386,199.96931584627754,7.52668953,249.0,558.0
386,0.0,0.0,7.49330616,250.0,558.0
387,524.3484823985369,190.84723997572314,7.51414347,250.0,558.0
388,0.0,0.0,7.48374319,251.0,558.0
389,527.5993651844188,181.66703018709345,7.51482773,251.0,558.0
390,0.0,0.0,7.48099566,252.0,558.0
391,530.6895360926957,172.43148286122064,7.51669979,252.0,558.0
392,0.0,0.0,7.47155571,253.0,558.0
393,533.6180538273737,163.14341123528712,7.49645901,253.0,558.0
394,0.0,0.0,7.47471428,254.0,558.0
395,536.3840263335819,153.80564454588554,7.48333597,254.0,558.0
396,0.0,0.0,7.45748711,255.0,558.0
397,538.9866110693001,144.42102716720657,7.45077801,255.0,558.0
398,0.0,0.0,7.47361946,256.0,558.0
399,541.425015262006,134.99241774461458,7.40691471,256.0,558.0
400,0.0,0.0,7.44981337,257.0,558.0
401,543.6984961501613,125.52268832387668,7.37789249,257.0,558.0
402,0.0,0.0,7.43058348,258.0,558.0
403,545.8063612094636,116.01472347630971,7.3050642,258.0,558.0
404,0.0,0.0,7.42827034,259.0,558.0
405,547.7479683637965,106.471419420112,7.21607733,259.0,558.0
406,0.0,0.0,7.41381502,260.0,558.0
