RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.17377233E-08   2.29247530E-06   9.44700389E-07   3.98289444E-07   2.60350390E-07   1.19244078E-07   9.36199140E-05   9.11852264E+00   -3.70379758E+00   -4.35728468E-02   1.06769361E-01   9.11432457E+00   -3.69286394E+00   2.95898616E-02   1.06858477E-01   1.68635464E+00   2.14261475E+06   9.60125923E+00   1.68636799E+00   2.14323925E+06   9.60752869E+00 
0 10 8.88086120E-08   1.54481143E-06   8.66872938E-07   6.80499966E-07   2.94183820E-07   1.23826094E-09   1.08401230E-06   8.71340084E+00   -3.63339734E+00   -2.94259280E-01   1.11272670E-01   8.71815109E+00   -3.62006760E+00   2.49246225E-01   1.11380011E-01   1.67577076E+00   2.06888625E+06   8.87637806E+00   1.67572343E+00   2.06931575E+06   8.87800026E+00 
0 20 4.85504899E-08   1.10909286E-06   6.61506249E-07   4.50725196E-07   1.81990600E-07   1.20779553E-09   1.08008987E-06   9.01869011E+00   -3.77947855E+00   -4.55013305E-01   1.07784979E-01   9.02134514E+00   -3.76004028E+00   3.97518694E-01   1.07861929E-01   1.67867959E+00   2.03973762E+06   8.76631069E+00   1.67811561E+00   2.04588550E+06   8.78952599E+00 
0 30 4.04431795E-08   9.29215844E-07   5.24677375E-07   3.78616704E-07   1.27850257E-07   9.86464133E-10   9.88138822E-07   8.81217194E+00   -3.68937373E+00   -4.78892535E-01   1.10580020E-01   8.83453274E+00   -3.69033432E+00   4.93637711E-01   1.10299550E-01   1.68411338E+00   1.94097938E+06   8.39339161E+00   1.68395483E+00   1.94791138E+06   8.41956711E+00 
0 40 2.67334475E-08   8.15073236E-07   4.61516549E-07   3.85272358E-07   8.59766942E-08   8.62577898E-10   8.35340529E-07   8.77691746E+00   -3.65944839E+00   -4.12850499E-01   1.11364469E-01   8.80030632E+00   -3.61507535E+00   5.41889369E-01   1.11216493E-01   1.68420208E+00   1.88727900E+06   8.19061470E+00   1.68427503E+00   1.89198700E+06   8.20839214E+00 
0 50 1.89823144E-08   7.21055471E-07   3.98092595E-07   3.21510186E-07   5.86892739E-08   7.98581701E-10   6.99668476E-07   8.76972580E+00   -3.64277434E+00   -4.12384242E-01   1.11807965E-01   8.80966377E+00   -3.58218884E+00   5.16768992E-01   1.11546054E-01   1.68301892E+00   1.84868788E+06   8.04489136E+00   1.68318295E+00   1.85251700E+06   8.05935001E+00 
0 60 1.68122867E-08   6.20918058E-07   3.41305849E-07   2.76320947E-07   4.85683955E-08   7.53073659E-10   6.10229733E-07   8.66663170E+00   -3.58744025E+00   -4.13088500E-01   1.13392681E-01   8.74585342E+00   -3.51738071E+00   4.77287143E-01   1.12752736E-01   1.68118155E+00   1.81570800E+06   7.92035627E+00   1.68150258E+00   1.82060588E+06   7.93885088E+00 
0 70 1.18759003E-08   5.28717180E-07   2.94091990E-07   2.40624672E-07   3.46110944E-08   7.24224514E-10   5.35256675E-07   8.62872982E+00   -3.56818628E+00   -4.06882554E-01   1.14083245E-01   8.72929764E+00   -3.48167157E+00   4.58954662E-01   1.13254212E-01   1.67994261E+00   1.79877750E+06   7.85642529E+00   1.68032753E+00   1.80375300E+06   7.87521362E+00 
0 80 9.02229935E-09   4.72517542E-07   2.63021434E-07   2.22082306E-07   2.56080792E-08   6.91659396E-10   4.68951754E-07   8.59472942E+00   -3.55357456E+00   -4.03178245E-01   1.14670083E-01   8.71062851E+00   -3.47305465E+00   4.55152094E-01   1.13592729E-01   1.67909610E+00   1.78854200E+06   7.81777525E+00   1.67946911E+00   1.79294362E+06   7.83439589E+00 
0 90 7.84026533E-09   4.26041424E-07   2.36328702E-07   2.04983181E-07   2.17976854E-08   6.63607724E-10   4.15863497E-07   8.55253315E+00   -3.54163575E+00   -4.00098026E-01   1.15290746E-01   8.68369007E+00   -3.46634531E+00   4.52325433E-01   1.13958173E-01   1.67812967E+00   1.77780738E+06   7.77724028E+00   1.67857099E+00   1.78259825E+06   7.79533100E+00 
