,X_coord,Y_coord,Ref_Wind_Speed,ID
72,0.0,0.0,7.32696629,24.0
73,968.314687781804,-548.0,7.36104774,24.0
74,1424.593453791692,-443.0,7.22434473,24.0
75,0.0,0.0,7.31979752,25.0
76,2317.9026343557985,-48.0,6.80617666,25.0
77,625.1190136561198,-274.0,7.37903786,25.0
78,0.0,0.0,7.31824493,26.0
79,2728.276665037148,401.0,7.40687466,26.0
80,698.601510855648,-30.0,5.74155998,26.0
81,0.0,0.0,7.31465673,27.0
82,3134.04449116082,98.0,7.21130228,27.0
83,520.4517157000196,-235.0,7.39051294,27.0
84,0.0,0.0,7.32980347,28.0
85,2896.3035616295174,340.0,7.35985184,28.0
86,1792.2585505314942,-41.0,6.52383041,28.0
87,0.0,0.0,7.32943249,29.0
88,267.59586902954425,540.0,7.33835411,29.0
89,2892.1804054549707,-72.0,7.07203674,29.0
90,0.0,0.0,7.32067013,30.0
91,1976.2573883341836,325.0,6.46467066,30.0
92,138.15625334745528,332.0,7.31171179,30.0
93,0.0,0.0,7.32942486,31.0
94,1389.0839663449624,480.0,7.3643899,31.0
95,3466.1480285923217,369.0,7.14242458,31.0
96,0.0,0.0,7.32670736,32.0
97,3314.0471341605376,-47.0,7.11734056,32.0
98,951.2803371002788,338.0,7.38426304,32.0
99,0.0,0.0,7.28882408,33.0
100,311.24048307148496,159.0,7.37040663,33.0
101,3634.0483194217168,381.0,7.41473866,33.0
102,0.0,0.0,7.31532955,34.0
103,395.5340007727214,-327.0,7.36052418,34.0
104,1742.8876284159146,-193.0,7.25162983,34.0
105,0.0,0.0,7.32945156,35.0
106,1796.3524740082926,-274.0,7.35850191,35.0
107,2360.07947128356,-132.0,7.16257763,35.0
108,0.0,0.0,7.29795885,36.0
109,472.77831528482056,61.0,6.39741707,36.0
110,1813.52351893734,372.0,7.40038061,36.0
111,0.0,0.0,7.32772112,37.0
112,1057.6721689702229,418.0,7.37205935,37.0
113,2716.212479608038,508.0,7.10931349,37.0
114,0.0,0.0,7.31667948,38.0
115,2145.5506719489936,-297.0,7.40194845,38.0
116,657.6340281070468,-15.0,5.47514963,38.0
117,0.0,0.0,7.32850361,39.0
118,3588.808707188504,-442.0,7.42718649,39.0
119,1347.3780456362597,-48.0,6.42488909,39.0
120,0.0,0.0,7.32765675,40.0
121,1082.9914784824932,379.0,7.40589714,40.0
122,3013.291481676001,531.0,7.33634567,40.0
123,0.0,0.0,7.33237457,41.0
124,3673.764682236053,49.0,7.20641899,41.0
125,231.5366799149492,-599.0,7.38507891,41.0
126,0.0,0.0,7.28663397,42.0
127,1534.4410874593225,69.0,6.76998329,42.0
128,274.64183866876056,-177.0,7.40660429,42.0
129,0.0,0.0,7.32629681,43.0
130,1601.0201426607184,533.0,7.32294655,43.0
131,959.4598991279104,399.0,7.33437204,43.0
132,0.0,0.0,7.32696724,44.0
133,1128.4399958642114,-35.0,6.1532526,44.0
134,2461.479812381885,120.0,7.11591768,44.0
135,0.0,0.0,7.32266474,45.0
136,606.0169413185595,380.0,7.37243795,45.0
137,2080.631562088776,-52.0,6.66176558,45.0
138,0.0,0.0,7.32057238,46.0
139,792.2266089769388,-89.0,6.87732649,46.0
140,1966.9463993676447,271.0,7.3827033,46.0
141,0.0,0.0,7.31261206,47.0
142,274.15466800160084,311.0,7.37811995,47.0
143,2979.165642099125,-317.0,7.40470314,47.0
144,0.0,0.0,7.30361652,48.0
145,463.3316472685452,-148.0,7.33649778,48.0
146,1464.652206279587,140.0,7.25171423,48.0
147,0.0,0.0,7.32321739,49.0
148,2157.7746173101627,560.0,7.38986683,49.0
149,854.5753984494945,148.0,7.28457355,49.0
150,0.0,0.0,7.32594585,50.0
151,1941.484155651653,-1.0,6.5169816,50.0
152,1008.326880940594,-242.0,7.32956028,50.0
153,0.0,0.0,7.32655001,51.0
154,3413.377659252789,233.0,7.41806316,51.0
155,627.2116363533132,524.0,7.39242983,51.0
156,0.0,0.0,7.3263464,52.0
157,1472.8959965482056,551.0,7.41614866,52.0
158,1009.1493312951048,379.0,7.35447216,52.0
159,0.0,0.0,7.32206821,53.0
160,775.8981360640802,-166.0,7.3107419,53.0
161,3521.752243279604,-581.0,7.44408751,53.0
162,0.0,0.0,7.32919121,54.0
163,116.63365899901646,418.0,7.36469793,54.0
164,1272.13683347211,368.0,6.37569666,54.0
165,0.0,0.0,7.32977438,55.0
166,328.4232524194349,583.0,7.36519527,55.0
167,2795.033707610099,-76.0,6.99148178,55.0
168,0.0,0.0,7.28555059,56.0
169,1729.5622996771704,-552.0,7.42162704,56.0
170,296.07487847815133,-158.0,7.36393404,56.0
171,0.0,0.0,7.32980728,57.0
172,1998.4996579522613,563.0,6.40664387,57.0
173,319.9419310733756,590.0,7.41643,57.0
174,0.0,0.0,7.32949162,58.0
175,2225.884388369115,62.0,7.0754981,58.0
176,3139.754591175408,-296.0,7.44029951,58.0
177,0.0,0.0,7.32409143,59.0
178,1784.8463207680002,-99.0,6.90102959,59.0
179,947.7769859934964,112.0,7.18272448,59.0
180,0.0,0.0,7.31817579,60.0
181,280.8341360073064,361.0,7.34762096,60.0
182,2441.473413283073,341.0,6.62040949,60.0
183,0.0,0.0,7.32748318,61.0
184,3130.753390559946,290.0,7.37490368,61.0
185,404.08046630474337,546.0,7.39568186,61.0
186,0.0,0.0,7.32949066,62.0
187,3602.937670010737,-508.0,7.37651587,62.0
188,1515.5222160944986,-335.0,7.38707399,62.0
189,0.0,0.0,7.32519865,63.0
190,2808.1616833001613,404.0,7.37042999,63.0
191,291.82586685758224,-460.0,7.42172909,63.0
192,0.0,0.0,7.31588554,64.0
193,410.1907751593444,319.0,7.34841871,64.0
194,2095.7619659428697,-44.0,6.65199804,64.0
195,0.0,0.0,7.3167882,65.0
196,2829.0610023762083,-7.0,6.64203835,65.0
197,658.750133127869,122.0,7.27429342,65.0
198,0.0,0.0,7.31012297,66.0
199,238.15676881886017,297.0,7.37331533,66.0
200,1807.6613336494504,-113.0,7.08476973,66.0
201,0.0,0.0,7.33520937,67.0
202,174.2726406351594,222.0,7.41890955,67.0
203,1362.910263738725,115.0,6.86467314,67.0
204,0.0,0.0,7.32410097,68.0
205,829.1053338751813,239.0,7.36039019,68.0
206,2806.324192819529,338.0,7.09463358,68.0
207,0.0,0.0,7.33026028,69.0
208,1424.4730030352084,59.0,6.647089,69.0
209,95.3945977477074,-405.0,7.34192991,69.0
210,0.0,0.0,7.31987524,70.0
211,1803.6113073192,-115.0,6.61802292,70.0
212,707.9134503180486,-196.0,7.37256289,70.0
213,0.0,0.0,7.31997681,71.0
214,240.2457095645468,-371.0,7.37254286,71.0
215,2776.9842297462164,-118.0,7.14333153,71.0
216,0.0,0.0,7.32838964,72.0
217,1256.4894330386423,317.0,7.37471676,72.0
218,3609.356681008325,70.0,7.17857981,72.0
219,0.0,0.0,7.3043623,73.0
220,1876.2002842225809,489.0,7.44091177,73.0
221,266.60541750031604,260.0,7.37776184,73.0
222,0.0,0.0,7.32715845,74.0
223,1186.168211738826,-201.0,7.36487627,74.0
224,1765.3012432715905,-153.0,6.07476139,74.0
225,0.0,0.0,7.32889462,75.0
226,1278.21893918649,424.0,7.35185337,75.0
227,2998.227796101657,143.0,7.2851572,75.0
228,0.0,0.0,7.32664442,76.0
229,842.7224245194648,-437.0,7.39454079,76.0
230,2770.472195375592,-397.0,6.69688129,76.0
231,0.0,0.0,7.32799721,77.0
232,3220.529435710586,473.0,7.46449232,77.0
233,406.7330897127745,-558.0,7.35750628,77.0
234,0.0,0.0,7.32752514,78.0
235,1232.9491186828582,-360.0,7.400805,78.0
236,363.5180033184588,-592.0,7.3428483,78.0
237,0.0,0.0,7.32854462,79.0
238,1401.8267208592954,54.0,6.64867115,79.0
239,2761.9785837853365,296.0,7.39449167,79.0
240,0.0,0.0,7.32568169,80.0
241,1434.0482348389746,39.0,4.95006943,80.0
242,1134.3596429459117,83.0,6.81008863,80.0
243,0.0,0.0,7.27535439,81.0
244,272.14867545150446,-135.0,7.38173819,81.0
245,3220.603353017908,466.0,7.48849821,81.0
246,0.0,0.0,7.32836723,82.0
247,1719.6419071676828,-563.0,7.28605747,82.0
248,1357.9530275598402,-461.0,7.34039307,82.0
249,0.0,0.0,7.33385038,83.0
250,132.35982052103142,525.0,7.3881917,83.0
251,2143.237046143715,6.0,6.63271999,83.0
252,0.0,0.0,7.32709551,84.0
253,2896.671688689991,-253.0,7.01746893,84.0
254,1032.7341223384265,-331.0,7.34600401,84.0
255,0.0,0.0,7.33558464,85.0
256,3298.2949298798108,518.0,7.10420799,85.0
257,125.47880828784582,591.0,7.34741974,85.0
258,0.0,0.0,7.33069706,86.0
259,120.16736837208644,-445.0,7.35755348,86.0
260,1477.9359919679764,81.0,6.92159843,86.0
261,0.0,0.0,7.32842255,87.0
262,2217.261282928441,-322.0,7.09013414,87.0
263,1221.1608024987318,-419.0,7.38267517,87.0
264,0.0,0.0,7.33018303,88.0
265,3408.274429133105,49.0,7.11883974,88.0
266,2415.356431644944,355.0,7.40453196,88.0
267,0.0,0.0,7.32898092,89.0
268,1405.7524591591214,-588.0,7.30297947,89.0
269,1749.7732379592646,-563.0,5.17052031,89.0
270,0.0,0.0,7.32239008,90.0
271,2840.578604962025,429.0,7.41355085,90.0
272,275.7412026083466,-407.0,7.36312103,90.0
273,0.0,0.0,7.32912397,91.0
274,341.53661550363086,577.0,7.36456156,91.0
275,2205.889201119705,444.0,7.23420525,91.0
276,0.0,0.0,7.31959438,92.0
277,766.6832083511549,-93.0,6.90746021,92.0
278,1784.5699819807694,135.0,7.1947875,92.0
279,0.0,0.0,7.33600044,93.0
280,1719.486076302178,43.0,6.63017416,93.0
281,97.85477831366006,579.0,7.35868502,93.0
282,0.0,0.0,7.31470728,94.0
283,329.10669155974387,336.0,7.39611149,94.0
284,1596.043017994533,-158.0,7.29750967,94.0
285,0.0,0.0,7.32399845,95.0
286,1343.0094650516514,277.0,5.60886717,95.0
287,933.2101894367688,242.0,7.28523588,95.0
288,0.0,0.0,7.32517242,96.0
289,179.15274638170376,-399.0,7.39934969,96.0
290,2763.6572021200427,21.0,6.9314599,96.0
291,0.0,0.0,7.33036089,97.0
292,3232.926225845257,269.0,7.40847731,97.0
293,2545.179851184791,456.0,7.41562033,97.0
294,0.0,0.0,7.33889008,98.0
295,28.753101180257545,434.0,7.36263275,98.0
296,3035.6487138124653,-201.0,7.35859156,98.0
297,0.0,0.0,7.32813883,99.0
298,3617.323528470009,-247.0,7.41080379,99.0
299,234.08389273088832,478.0,7.34592628,99.0
300,0.0,0.0,7.31604195,100.0
301,670.6616935710117,-97.0,6.94915676,100.0
302,1690.3926053732605,255.0,7.40927505,100.0
303,0.0,0.0,7.32420301,101.0
304,2380.091837873508,93.0,7.11243057,101.0
305,763.5710944410234,-346.0,7.3761425,101.0
306,0.0,0.0,7.33000755,102.0
307,3264.9386702479837,381.0,6.29368401,102.0
308,2034.8906158835505,420.0,7.40852928,102.0
309,0.0,0.0,7.32848978,103.0
310,2418.7755709996645,14.0,5.89309692,103.0
311,1370.7007862913604,6.0,6.22670746,103.0
312,0.0,0.0,7.31737661,104.0
313,711.2267016817241,40.0,6.07161665,104.0
314,1561.4589795411698,174.0,7.25438976,104.0
315,0.0,0.0,7.33027983,105.0
316,3869.062394550612,-565.0,7.45928907,105.0
317,2211.028345148011,-219.0,7.37629938,105.0
318,0.0,0.0,7.32843018,106.0
319,3178.464246046455,189.0,7.36643171,106.0
320,983.6027980056242,547.0,7.40619802,106.0
321,0.0,0.0,7.32522821,107.0
322,2890.358866955069,120.0,7.26661539,107.0
323,579.9129891994762,471.0,7.38447762,107.0
324,0.0,0.0,7.26591492,108.0
325,291.588724545938,10.0,4.75134897,108.0
326,3464.4148680084727,-246.0,7.3414278,108.0
327,0.0,0.0,7.33002758,109.0
328,3355.287290734169,-548.0,7.45386696,109.0
329,1994.9103383362133,-111.0,7.08026075,109.0
330,0.0,0.0,7.32786846,110.0
331,1074.0114967197785,-429.0,7.35695553,110.0
332,3018.331020904721,236.0,7.37727785,110.0
333,0.0,0.0,7.32687378,111.0
334,1116.083852733539,148.0,7.30514956,111.0
335,2834.6810172076985,-466.0,7.40280437,111.0
336,0.0,0.0,7.31990099,112.0
337,1381.940228522973,-321.0,6.74199247,112.0
338,469.45404556720496,-396.0,7.38395929,112.0
339,0.0,0.0,7.32892561,113.0
340,1299.43050573785,-590.0,7.36319828,113.0
341,1931.2718412605916,-378.0,7.38536596,113.0
342,0.0,0.0,7.29579353,114.0
343,386.9023965039023,160.0,7.36823463,114.0
344,1215.8436266481551,109.0,6.07659292,114.0
345,0.0,0.0,7.30702829,115.0
346,438.56847653216255,-193.0,7.34290934,115.0
347,3096.617210912016,262.0,7.43817139,115.0
348,0.0,0.0,7.32681513,116.0
349,2337.017853348104,230.0,7.39581347,116.0
350,830.9626416535498,487.0,7.37704134,116.0
351,0.0,0.0,7.32686424,117.0
352,2226.39871852133,337.0,7.42688227,117.0
353,203.57529841877889,-444.0,7.39671612,117.0
354,0.0,0.0,7.30532885,118.0
355,1481.4378080765173,-288.0,7.37348652,118.0
356,502.6290749912528,-4.0,5.13134241,118.0
357,0.0,0.0,7.32490301,119.0
358,2362.045144913437,-170.0,6.21671152,119.0
359,927.860999931944,-156.0,7.29381275,119.0
360,0.0,0.0,7.36608219,120.0
361,1560.880096846336,-47.0,6.25379753,120.0
362,918.6150944400874,77.0,6.76901054,120.0
363,0.0,0.0,7.27799416,121.0
364,379.610941432215,-76.0,6.70242262,121.0
365,1064.3669458890936,-196.0,7.28418636,121.0
366,0.0,0.0,7.32623434,122.0
367,2407.9014923762948,149.0,7.08157063,122.0
368,1076.3096368882002,52.0,6.47143221,122.0
369,0.0,0.0,7.30087996,123.0
370,507.4797058368417,-68.0,6.4960556,123.0
371,1339.602541401604,194.0,7.35874987,123.0
372,0.0,0.0,7.32256603,124.0
373,391.4079614273879,-424.0,7.34404659,124.0
374,3953.911156912119,325.0,7.4148078,124.0
375,0.0,0.0,7.32565737,125.0
376,1675.4474032855246,38.0,6.49063969,125.0
377,1081.7043710725366,-109.0,7.03926754,125.0
378,0.0,0.0,7.32981062,126.0
379,3224.320566561888,103.0,7.26319981,126.0
380,254.04951867894303,537.0,7.39037275,126.0
381,0.0,0.0,7.2772851,127.0
382,334.96303341551084,-19.0,4.93771601,127.0
383,2605.740908374256,-313.0,7.36997318,127.0
384,0.0,0.0,7.32059956,128.0
385,2656.679772585868,-4.0,6.85645676,128.0
386,250.1716073173416,-380.0,7.38766861,128.0
387,0.0,0.0,7.28614187,129.0
388,2011.9782465314647,-303.0,7.39293671,129.0
389,272.34638472588085,173.0,7.3901248,129.0
390,0.0,0.0,7.30901241,130.0
391,2617.5161796228617,-513.0,7.40794992,130.0
392,540.3058124025401,-20.0,5.33350515,130.0
393,0.0,0.0,7.30747318,131.0
394,524.6575091011314,18.0,5.36256599,131.0
395,2042.294443501484,-426.0,7.40931416,131.0
396,0.0,0.0,7.31738424,132.0
397,390.43620879072296,-350.0,7.3761282,132.0
398,1971.222764798319,-349.0,6.35024691,132.0
399,0.0,0.0,7.33006239,133.0
400,2854.664559976076,-125.0,6.70713043,133.0
401,2136.571946340903,-207.0,7.37282896,133.0
402,0.0,0.0,7.31179667,134.0
403,1933.26781146688,-27.0,6.53265762,134.0
404,447.1041600220892,254.0,7.38675928,134.0
405,0.0,0.0,7.32705975,135.0
406,3171.064070285585,-480.0,7.43345165,135.0
407,1114.0902709058646,-14.0,6.02745581,135.0
408,0.0,0.0,7.32776213,136.0
409,1287.0054870973322,-123.0,7.17313957,136.0
410,2107.1027819003184,-377.0,7.37457466,136.0
411,0.0,0.0,7.32371998,137.0
412,1532.0282760241016,-97.0,6.94685602,137.0
413,108.24491439410669,338.0,7.33738327,137.0
414,0.0,0.0,7.32609081,138.0
415,2212.5021179366386,-186.0,7.33237028,138.0
416,350.213100459624,-503.0,7.34343815,138.0
417,0.0,0.0,7.32224274,139.0
418,290.1347680643776,412.0,7.34331179,139.0
419,2506.3915466634407,97.0,7.11020803,139.0
420,0.0,0.0,7.3258667,140.0
421,1021.3865945740208,-77.0,6.64474297,140.0
422,3051.4045250086883,-236.0,7.34901953,140.0
423,0.0,0.0,7.30518007,141.0
424,2896.499469399175,591.0,7.40241766,141.0
425,520.6460047720811,-63.0,6.30793571,141.0
426,0.0,0.0,7.32752991,142.0
427,1625.1430652605356,-551.0,5.70007229,142.0
428,902.7523098336763,-568.0,7.38672113,142.0
429,0.0,0.0,7.32487154,143.0
430,616.7863731425646,-531.0,7.34497595,143.0
431,1286.5742225990896,-341.0,7.36947012,143.0
432,0.0,0.0,7.33431816,144.0
433,2635.263312345201,247.0,7.43144274,144.0
434,143.487398101081,-573.0,7.38332129,144.0
435,0.0,0.0,7.33278275,145.0
436,2460.390304785616,-228.0,7.31194544,145.0
437,78.77911996596913,-392.0,7.3510704,145.0
438,0.0,0.0,7.32037783,146.0
439,407.4768838314935,-389.0,7.38432789,146.0
440,2047.135214825952,-32.0,6.60903168,146.0
441,0.0,0.0,7.33365583,147.0
442,2158.175033455981,325.0,7.37871647,147.0
443,155.23664869538334,572.0,7.33232832,147.0
444,0.0,0.0,7.31787872,148.0
445,2127.561955194228,-545.0,7.35329056,148.0
446,697.0612994517322,-46.0,6.00563192,148.0
447,0.0,0.0,7.32989216,149.0
448,2316.6586616594395,-97.0,7.02032232,149.0
449,2710.068125002085,-197.0,7.20501995,149.0
450,0.0,0.0,7.32361317,150.0
451,857.9355575541878,-194.0,7.36992693,150.0
452,2062.405809403503,-198.0,6.06172228,150.0
453,0.0,0.0,7.32630348,151.0
454,1043.6534901777875,18.0,6.08601046,151.0
455,3509.0724552603124,-311.0,7.4386034,151.0
456,0.0,0.0,7.33139372,152.0
457,1487.3321126957114,549.0,6.25334406,152.0
458,228.91153541418,582.0,7.35936832,152.0
459,0.0,0.0,7.32097626,153.0
460,3612.831668581179,-278.0,7.14239073,153.0
461,508.8527310749137,-367.0,7.38572836,153.0
462,0.0,0.0,7.31320763,154.0
463,583.1696515378021,131.0,7.29824877,154.0
464,2280.400485914138,183.0,6.75292873,154.0
465,0.0,0.0,7.30392742,155.0
466,1043.2050580915843,-189.0,6.96635962,155.0
467,228.82502953080711,-279.0,7.3691082,155.0
468,0.0,0.0,7.32738972,156.0
469,749.4655622945153,-561.0,7.34460688,156.0
470,2055.345162901313,-443.0,7.21042395,156.0
471,0.0,0.0,7.31426144,157.0
472,521.3997153525938,-185.0,7.1032548,157.0
473,27.29486709963703,-278.0,7.35671711,157.0
474,0.0,0.0,7.32876682,158.0
475,1337.743224501205,250.0,7.38880873,158.0
476,3225.6037737891866,-303.0,7.43831921,158.0
477,0.0,0.0,7.33829165,159.0
478,26.67568889619861,-398.0,7.35823727,159.0
479,1818.9901739474813,-420.0,6.48371077,159.0
480,0.0,0.0,7.32780838,160.0
481,1135.9540545399343,-342.0,7.35695314,160.0
482,2770.422876511652,16.0,6.95636272,160.0
483,0.0,0.0,7.31910324,161.0
484,730.3924080916522,-42.0,5.98483753,161.0
485,2418.3276775904887,585.0,7.39090014,161.0
486,0.0,0.0,7.31639624,162.0
487,609.1930409968693,-189.0,7.33439827,162.0
488,2137.4793806820544,-346.0,7.30002832,162.0
489,0.0,0.0,7.31388235,163.0
490,152.28579737356588,-307.0,7.37196255,163.0
491,1103.6954523077798,-306.0,5.91074371,163.0
492,0.0,0.0,7.31262493,164.0
493,581.8954984802083,131.0,7.31890106,164.0
494,2008.204130097454,-209.0,7.34313822,164.0
495,0.0,0.0,7.28386497,165.0
496,1962.250405224752,-101.0,6.6369648,165.0
497,226.65084948978935,-182.0,7.37704372,165.0
498,0.0,0.0,7.32762861,166.0
499,845.4333866778153,-565.0,7.35730457,166.0
500,2258.833460394967,-450.0,7.16096973,166.0
501,0.0,0.0,7.32829428,167.0
502,1982.3186969200024,490.0,7.15483952,167.0
503,1237.5650168013417,392.0,7.35934401,167.0
504,0.0,0.0,7.32348728,168.0
505,523.5134287948877,439.0,7.37598801,168.0
506,2205.1684670326927,-181.0,7.32781792,168.0
507,0.0,0.0,7.28989792,169.0
508,321.56320100267163,164.0,7.39542627,169.0
509,1474.406860211438,512.0,7.40624332,169.0
510,0.0,0.0,7.33846569,170.0
511,1604.0285013863368,239.0,7.37984467,170.0
512,32.988124672840506,479.0,7.37936354,170.0
513,0.0,0.0,7.32135105,171.0
514,3183.062775156101,-535.0,7.32879829,171.0
515,498.580804835869,-385.0,7.35132742,171.0
516,0.0,0.0,7.32567549,172.0
517,872.8353150277403,-344.0,7.39366913,172.0
518,2746.927309696649,132.0,7.25384378,172.0
519,0.0,0.0,7.30192041,173.0
520,662.1037681000272,-170.0,7.34871435,173.0
521,264.91933532317944,-317.0,7.35157824,173.0
522,0.0,0.0,7.31853247,174.0
523,2044.480999787702,-184.0,7.34473753,174.0
524,653.1839663030278,201.0,7.37103271,174.0
525,0.0,0.0,7.30489111,175.0
526,2520.158677858719,572.0,7.4072032,175.0
527,488.2416951929354,-8.0,5.12647915,175.0
528,0.0,0.0,7.27521992,176.0
529,2206.46360141494,426.0,7.38375854,176.0
530,327.8342190117105,-22.0,4.95218277,176.0
531,0.0,0.0,7.32725286,177.0
532,1091.029752199148,434.0,7.33888245,177.0
533,1689.9111083009986,300.0,7.33656216,177.0
534,0.0,0.0,7.32485485,178.0
535,1488.3018128524564,295.0,7.34883261,178.0
536,1014.986286535664,141.0,7.28064632,178.0
537,0.0,0.0,7.32970524,179.0
538,1784.1697741994549,-402.0,7.42035961,179.0
539,3194.0512619220312,-524.0,7.22844315,179.0
540,0.0,0.0,7.33668327,180.0
541,1758.3593491546835,-509.0,6.97581339,180.0
542,83.37702666664381,-596.0,7.37218618,180.0
543,0.0,0.0,7.2823,181.0
544,2197.442692455548,426.0,7.39407492,181.0
545,308.96479870744685,134.0,7.344491,181.0
546,0.0,0.0,7.32621145,182.0
547,2887.9071469658006,376.0,7.42869711,182.0
548,1001.5834134578288,-203.0,7.35268307,182.0
549,0.0,0.0,7.3259058,183.0
550,3043.7575947220416,150.0,7.32944012,183.0
551,499.7649673931951,-511.0,7.39567471,183.0
552,0.0,0.0,7.32933903,184.0
553,3435.647228065469,79.0,7.20314455,184.0
554,1462.0498394706583,307.0,7.35191345,184.0
555,0.0,0.0,7.32381773,185.0
556,1750.5875622066994,-408.0,7.4495821,185.0
557,934.9225997579985,-106.0,7.08774328,185.0
558,0.0,0.0,7.31809092,186.0
559,1098.292787734113,-283.0,5.07943153,186.0
560,624.5579394665319,-283.0,7.33232355,186.0
561,0.0,0.0,7.31278038,187.0
562,450.59461569031146,263.0,7.37427616,187.0
563,1792.086837773419,467.0,7.35209131,187.0
564,0.0,0.0,7.32722521,188.0
565,2006.469999734269,182.0,7.3538208,188.0
566,200.36276986246776,-448.0,7.34626961,188.0
567,0.0,0.0,7.29503012,189.0
568,1598.285807795312,-17.0,6.36565685,189.0
569,282.3107307938008,209.0,7.40816307,189.0
570,0.0,0.0,7.32822037,190.0
571,1387.8624617971527,-160.0,7.28970671,190.0
572,2071.726131728856,-280.0,7.25536251,190.0
573,0.0,0.0,7.26976061,191.0
574,601.4674426393218,120.0,6.44703627,191.0
575,231.8502344701284,190.0,7.39663839,191.0
576,0.0,0.0,7.30835915,192.0
577,878.7258632657989,317.0,5.68881321,192.0
578,419.0794640188883,282.0,7.36601257,192.0
579,0.0,0.0,7.32724714,193.0
580,184.24524700857728,424.0,7.37619162,193.0
581,3425.517606215121,-420.0,7.42546463,193.0
582,0.0,0.0,7.32838726,194.0
583,2173.0779750533165,-23.0,6.62781239,194.0
584,1344.6258481265877,281.0,7.36467648,194.0
585,0.0,0.0,7.32864237,195.0
586,1121.1054117170934,538.0,7.36610794,195.0
587,3121.966166594935,552.0,6.60408354,195.0
588,0.0,0.0,7.32690525,196.0
589,492.3052202390972,545.0,7.39686108,196.0
590,3096.870658504711,139.0,7.34193134,196.0
591,0.0,0.0,7.32894468,197.0
592,3804.971575369369,22.0,7.06522274,197.0
593,1388.9108020762924,177.0,7.3162756,197.0
594,0.0,0.0,7.32989645,198.0
595,2006.495383582822,-23.0,6.5538516,198.0
596,2739.1695530289653,-3.0,5.65767097,198.0
597,0.0,0.0,7.30891085,199.0
598,536.3441145270262,108.0,7.21022797,199.0
599,3478.6907955188813,577.0,7.44504309,199.0
600,0.0,0.0,7.33870745,200.0
