RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 7.00239156E-08   2.18637979E-06   1.08131997E-06   3.96956324E-07   2.53750812E-07   1.19963261E-07   9.41991748E-05   8.83636093E+00   -4.34370661E+00   -1.19506726E-02   1.06724232E-01   8.84408569E+00   -4.33218336E+00   2.32075597E-03   1.06701434E-01   1.68636334E+00   2.14301375E+06   9.60526562E+00   1.68635988E+00   2.14285450E+06   9.60366726E+00 
0 10 8.66926229E-08   1.48347362E-06   9.21026810E-07   6.69539133E-07   2.87157349E-07   1.24330812E-09   1.02846082E-06   8.39320087E+00   -4.21974564E+00   -1.68293104E-01   1.11956134E-01   8.52406120E+00   -4.24970579E+00   -9.67400372E-02   1.10328473E-01   1.67634487E+00   2.06357738E+06   8.85633087E+00   1.67565751E+00   2.06991162E+06   8.88024998E+00 
0 20 4.73565152E-08   1.07000835E-06   6.88059743E-07   4.42771722E-07   1.77780791E-07   1.28375632E-09   1.07731216E-06   8.78861046E+00   -4.52912664E+00   -3.11238825E-01   1.06727488E-01   8.76574230E+00   -4.34774351E+00   -1.70479611E-01   1.07780635E-01   1.67865157E+00   2.04005000E+06   8.76749039E+00   1.67837501E+00   2.04309412E+06   8.77898502E+00 
0 30 3.93058173E-08   8.89176761E-07   5.51625362E-07   3.71964234E-07   1.24174818E-07   1.01582953E-09   9.76299361E-07   8.56411457E+00   -4.38695002E+00   -3.68633062E-01   1.09861642E-01   8.61598969E+00   -4.29328156E+00   -2.19565943E-01   1.09803334E-01   1.68416691E+00   1.93823075E+06   8.38301182E+00   1.68394542E+00   1.94827938E+06   8.42095661E+00 
0 40 2.67174975E-08   7.74731461E-07   4.83321458E-07   3.76353142E-07   8.59196874E-08   8.72407702E-10   8.24412268E-07   8.50093651E+00   -4.31394243E+00   -4.03611213E-01   1.11092784E-01   8.56387234E+00   -4.18297148E+00   -1.68579549E-01   1.11133419E-01   1.68410110E+00   1.88197100E+06   8.17057133E+00   1.68430030E+00   1.89390950E+06   8.21565151E+00 
0 50 1.83961273E-08   6.90742013E-07   4.19130970E-07   3.15300440E-07   5.72488261E-08   8.07004075E-10   6.93780123E-07   8.49105453E+00   -4.29911995E+00   -4.26613986E-01   1.11534007E-01   8.52938652E+00   -4.13954878E+00   -1.68928087E-01   1.11967117E-01   1.68282282E+00   1.84439250E+06   8.02867126E+00   1.68340886E+00   1.85824025E+06   8.08096123E+00 
0 60 1.62116649E-08   5.98088491E-07   3.59271013E-07   2.65379640E-07   4.67110652E-08   7.60159269E-10   6.05969433E-07   8.37719345E+00   -4.22079182E+00   -4.56762463E-01   1.13325238E-01   8.44470692E+00   -4.07994127E+00   -1.95455477E-01   1.13343000E-01   1.68087757E+00   1.81128975E+06   7.90367270E+00   1.68181539E+00   1.82564588E+06   7.95788288E+00 
0 70 1.17405961E-08   5.08691983E-07   3.06283937E-07   2.37665958E-07   3.41736879E-08   7.25470350E-10   5.32734703E-07   8.32281590E+00   -4.18778610E+00   -4.56253886E-01   1.14267483E-01   8.38829231E+00   -4.05042171E+00   -1.94870755E-01   1.14237517E-01   1.67952824E+00   1.79365625E+06   7.83708715E+00   1.68055201E+00   1.80676412E+06   7.88658381E+00 
0 80 8.85735751E-09   4.56066289E-07   2.73399564E-07   2.16968715E-07   2.51092427E-08   6.92304658E-10   4.69249642E-07   8.28237152E+00   -4.18122292E+00   -4.45712864E-01   1.14892274E-01   8.34319782E+00   -4.05700016E+00   -1.97152615E-01   1.14780031E-01   1.67874980E+00   1.78459075E+06   7.80285501E+00   1.67976177E+00   1.79651425E+06   7.84787941E+00 
0 90 7.54333751E-09   4.10825038E-07   2.45451815E-07   1.97878677E-07   2.06645403E-08   6.63499367E-10   4.16466634E-07   8.22934628E+00   -4.15611124E+00   -4.48249102E-01   1.15717486E-01   8.30645847E+00   -4.05446386E+00   -2.00077429E-01   1.15244515E-01   1.67780995E+00   1.77444088E+06   7.76452827E+00   1.67897141E+00   1.78710388E+06   7.81234503E+00 
0 100 6.47421139E-09   3.68529214E-07   2.14310617E-07   1.78201162E-07   1.79378397E-08   6.35437425E-10   3.74282735E-07   8.18828773E+00   -4.14111900E+00   -4.55243379E-01   1.16332456E-01   8.26914501E+00   -4.04464436E+00   -2.02871174E-01   1.15745716E-01   1.67675459E+00   1.76387075E+06   7.72461462E+00   1.67804968E+00   1.77695662E+06   7.77402782E+00 
0 110 5.55504442E-09   3.31483960E-07   1.85876530E-07   1.59045570E-07   1.53911497E-08   6.05250017E-10   3.41288654E-07   8.15705776E+00   -4.12980032E+00   -4.61870670E-01   1.16799153E-01   8.23726368E+00   -4.03334808E+00   -2.03836352E-01   1.16191685E-01   1.67577910E+00   1.75473325E+06   7.69011068E+00   1.67710984E+00   1.76734288E+06   7.73772573E+00 
0 120 4.81478324E-09   2.98632870E-07   1.64602113E-07   1.40887664E-07   1.28858879E-08   5.75181180E-10   3.14593478E-07   8.13782978E+00   -4.11938715E+00   -4.63091105E-01   1.17114216E-01   8.21484661E+00   -4.02086878E+00   -1.99757501E-01   1.16536424E-01   1.67604220E+00   1.74437412E+06   7.66347218E+00   1.67633963E+00   1.75991675E+06   7.70968390E+00 
0 130 4.27459268E-09   2.69825193E-07   1.46935406E-07   1.22139127E-07   1.12144392E-08   5.45359646E-10   2.91772920E-07   8.12349510E+00   -4.11209917E+00   -4.55577523E-01   1.17355585E-01   8.19934750E+00   -4.01039410E+00   -1.92536846E-01   1.16791479E-01   1.67670560E+00   1.73437912E+06   7.64163733E+00   1.67574489E+00   1.75442250E+06   7.68893719E+00 
0 140 3.77541198E-09   2.43994407E-07   1.32168140E-07   1.05124087E-07   1.01327915E-08   5.15466503E-10   2.71530894E-07   8.10738850E+00   -4.10696363E+00   -4.43428278E-01   1.17606372E-01   8.18757439E+00   -4.00078773E+00   -1.84671804E-01   1.16999187E-01   1.67728841E+00   1.72518462E+06   7.62155199E+00   1.67579174E+00   1.74803062E+06   7.67146015E+00 
0 150 3.38524364E-09   2.20812211E-07   1.19478216E-07   9.10443489E-08   9.38439904E-09   4.87337448E-10   2.52908876E-07   8.09198952E+00   -4.10191679E+00   -4.32430923E-01   1.17846519E-01   8.17702007E+00   -3.99253702E+00   -1.77974835E-01   1.17184751E-01   1.67777026E+00   1.71724975E+06   7.60421801E+00   1.67627800E+00   1.74087362E+06   7.65582514E+00 
0 160 2.94689295E-09   2.00741354E-07   1.08358542E-07   8.04585696E-08   8.02832822E-09   4.63216188E-10   2.35489367E-07   8.07887650E+00   -4.09626293E+00   -4.27170336E-01   1.18057244E-01   8.16717434E+00   -3.98645735E+00   -1.74376443E-01   1.17347986E-01   1.67813873E+00   1.71095238E+06   7.59046078E+00   1.67669547E+00   1.73453512E+06   7.64197874E+00 
0 170 2.51605647E-09   1.83999688E-07   9.87800632E-08   7.28496659E-08   6.61172805E-09   4.43656917E-10   2.19365958E-07   8.06787777E+00   -4.09145212E+00   -4.26515102E-01   1.18230999E-01   8.15822506E+00   -3.98235893E+00   -1.73543885E-01   1.17486678E-01   1.67841887E+00   1.70601662E+06   7.57967854E+00   1.67704260E+00   1.72911275E+06   7.63013315E+00 
0 180 2.27801134E-09   1.69965432E-07   9.08356341E-08   6.63896600E-08   5.98836225E-09   4.27786029E-10   2.04557907E-07   8.05806637E+00   -4.08848906E+00   -4.26891834E-01   1.18374355E-01   8.15063572E+00   -3.97903395E+00   -1.72768608E-01   1.17602296E-01   1.67865705E+00   1.70171050E+06   7.57027149E+00   1.67733419E+00   1.72444462E+06   7.61993504E+00 
0 190 2.11601403E-09   1.58052728E-07   8.42484198E-08   5.98588841E-08   5.61592284E-09   4.14425910E-10   1.90779943E-07   8.04859257E+00   -4.08700085E+00   -4.26339328E-01   1.18501700E-01   8.14484978E+00   -3.97548962E+00   -1.69652119E-01   1.17696837E-01   1.67888510E+00   1.69748775E+06   7.56104660E+00   1.67758441E+00   1.72034725E+06   7.61098480E+00 
0 200 1.91530458E-09   1.47751294E-07   7.85501655E-08   5.30373399E-08   5.07321074E-09   4.02554878E-10   1.77850296E-07   8.04006958E+00   -4.08597898E+00   -4.24285680E-01   1.18613988E-01   8.14008617E+00   -3.97152781E+00   -1.64442137E-01   1.17781952E-01   1.67909908E+00   1.69342900E+06   7.55218029E+00   1.67781246E+00   1.71653788E+06   7.60266256E+00 
0 210 1.74181014E-09   1.38667275E-07   7.35473336E-08   4.67049617E-08   4.60429916E-09   3.91493310E-10   1.65640969E-07   8.03330231E+00   -4.08516550E+00   -4.20983642E-01   1.18704632E-01   8.13545895E+00   -3.96757150E+00   -1.59135193E-01   1.17866129E-01   1.67928112E+00   1.68989625E+06   7.54446268E+00   1.67802978E+00   1.71283662E+06   7.59457684E+00 
0 220 1.58949498E-09   1.30673087E-07   6.91141437E-08   4.10039185E-08   4.25509050E-09   3.80686510E-10   1.54072225E-07   8.02810192E+00   -4.08464193E+00   -4.17118579E-01   1.18775569E-01   8.13081837E+00   -3.96403122E+00   -1.55520990E-01   1.17948562E-01   1.67942536E+00   1.68704088E+06   7.53822517E+00   1.67823112E+00   1.70933862E+06   7.58693552E+00 
0 230 1.43382894E-09   1.23507562E-07   6.51224283E-08   3.61670445E-08   3.87596799E-09   3.69777126E-10   1.43035635E-07   8.02397728E+00   -4.08433914E+00   -4.13534462E-01   1.18832514E-01   8.12638855E+00   -3.96102643E+00   -1.54103667E-01   1.18025169E-01   1.67953706E+00   1.68479538E+06   7.53331995E+00   1.67840815E+00   1.70620838E+06   7.58009720E+00 
0 240 1.32683542E-09   1.16974377E-07   6.14507343E-08   3.21132063E-08   3.67652331E-09   3.58737512E-10   1.32576517E-07   8.02095699E+00   -4.08423233E+00   -4.10749227E-01   1.18875034E-01   8.12234211E+00   -3.95862913E+00   -1.54101759E-01   1.18092909E-01   1.67961776E+00   1.68315388E+06   7.52973413E+00   1.67855775E+00   1.70351788E+06   7.57421970E+00 
0 250 1.29994604E-09   1.10958027E-07   5.81077941E-08   2.87305824E-08   3.75756404E-09   3.47738338E-10   1.22716244E-07   8.01939392E+00   -4.08438015E+00   -4.08649087E-01   1.18898742E-01   8.11863804E+00   -3.95689678E+00   -1.54244900E-01   1.18151948E-01   1.67966306E+00   1.68222312E+06   7.52770042E+00   1.67868340E+00   1.70122725E+06   7.56921577E+00 
