RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 6.02163865E-08   4.42273767E-06   4.91324442E-07   5.01998670E-07   2.15059416E-07   6.41160227E-08   6.26691108E-05   7.92424059E+00   -8.04118998E-03   4.84016910E-03   1.06089592E-01   7.89820862E+00   -2.71439832E-02   1.82478819E-02   1.06441088E-01   7.92531633E+00   -2.92991474E-02   -9.12648719E-03   1.06076084E-01   1.67601955E+00   1.75693550E+06   7.69842625E+00   1.67614806E+00   1.75812562E+06   7.70292091E+00   1.67614830E+00   1.75812750E+06   7.70292759E+00 
0 10 1.96978561E-07   3.07660935E-06   1.62861829E-06   1.12145483E-06   6.80330231E-07   5.52018986E-10   7.79735899E-07   7.51358461E+00   -7.92680234E-02   -3.45883472E-03   1.11873403E-01   7.40523195E+00   -1.51801467E-01   6.27211928E-02   1.13544442E-01   7.46674538E+00   -1.62871227E-01   -4.98850234E-02   1.12510152E-01   1.68064702E+00   1.39161125E+06   6.89284706E+00   1.68099415E+00   1.40018600E+06   6.91157913E+00   1.68079472E+00   1.39518888E+06   6.90066242E+00 
0 20 1.68315623E-07   2.84840871E-06   1.87441901E-06   1.46947980E-06   5.68720452E-07   9.95263649E-10   1.00563716E-06   7.93847466E+00   -1.09886892E-01   1.35358945E-02   1.05963729E-01   7.89797878E+00   -2.20718697E-01   7.15088099E-02   1.06442802E-01   7.84163380E+00   -2.16996744E-01   -5.90952225E-02   1.07128508E-01   1.67962849E+00   1.36913612E+06   6.84374952E+00   1.67993331E+00   1.37550962E+06   6.85767221E+00   1.67932248E+00   1.36298638E+06   6.83031511E+00 
0 30 1.19231061E-07   2.42467968E-06   1.77222250E-06   1.33199671E-06   4.07803213E-07   1.17878962E-09   1.09032101E-06   8.34842014E+00   -1.05769783E-01   6.43132254E-02   1.00898273E-01   8.31669712E+00   -2.81086326E-01   9.99174342E-02   1.01148754E-01   8.16411972E+00   -2.69996047E-01   -7.82917216E-02   1.03046969E-01   1.67743003E+00   1.32918300E+06   6.75646973E+00   1.67737699E+00   1.32831962E+06   6.75458384E+00   1.67720354E+00   1.32551950E+06   6.74846697E+00 
0 40 9.35577802E-08   2.04874141E-06   1.43168995E-06   1.13538806E-06   3.23741517E-07   7.84157572E-10   7.96427173E-07   8.46893120E+00   -1.18893765E-01   8.28256384E-02   9.95333716E-02   8.39312840E+00   -2.95555621E-01   8.82260352E-02   1.00348175E-01   8.22126770E+00   -2.77409852E-01   -7.36554861E-02   1.02433555E-01   1.63981581E+00   1.23151162E+06   6.56436682E+00   1.63593316E+00   1.22405912E+06   6.55040550E+00   1.63956380E+00   1.23102800E+06   6.56346083E+00 
0 50 7.93681139E-08   1.91340564E-06   1.19725439E-06   9.88837314E-07   2.68619146E-07   5.84578108E-10   6.34221976E-07   8.44552040E+00   -1.41464666E-01   8.68979022E-02   9.98474658E-02   8.35389614E+00   -2.43487805E-01   8.38825256E-02   1.00905731E-01   8.18753529E+00   -2.46696487E-01   -4.04787026E-02   1.02913432E-01   1.59411442E+00   1.14358500E+06   6.39964533E+00   1.59048975E+00   1.13659212E+06   6.38654470E+00   1.59397995E+00   1.14332575E+06   6.39915943E+00 
0 60 6.63562716E-08   1.87555179E-06   1.04522007E-06   8.74332216E-07   2.18311044E-07   5.02580921E-10   5.33070079E-07   8.40801620E+00   -1.39940768E-01   1.04423434E-01   1.00379147E-01   8.29979038E+00   -1.69966787E-01   8.06362852E-02   1.01674139E-01   8.13603592E+00   -1.70304909E-01   -1.23546347E-02   1.03646949E-01   1.55599630E+00   1.06990100E+06   6.26160574E+00   1.55343664E+00   1.06494150E+06   6.25231457E+00   1.55472410E+00   1.06743638E+06   6.25698853E+00 
0 70 5.58354358E-08   1.73829983E-06   9.41922224E-07   8.04602848E-07   1.78119620E-07   5.09195242E-10   4.75467658E-07   8.33214951E+00   -1.41233578E-01   1.06830820E-01   1.01417951E-01   8.22557163E+00   -9.97567475E-02   7.45470375E-02   1.02731705E-01   8.07812881E+00   -1.01390384E-01   -2.40061642E-03   1.04498684E-01   1.52535999E+00   1.01044769E+06   6.15022612E+00   1.52456403E+00   1.00890012E+06   6.14732695E+00   1.52401173E+00   1.00782650E+06   6.14531565E+00 
0 80 4.67433239E-08   1.57326929E-06   8.58896897E-07   7.51126265E-07   1.41303431E-07   5.37926814E-10   4.40999798E-07   8.21590614E+00   -1.28185064E-01   8.36027637E-02   1.02982946E-01   8.12747574E+00   -5.08859046E-02   7.23965168E-02   1.04102440E-01   8.00317860E+00   -4.91047539E-02   -8.82827153E-04   1.05596028E-01   1.50213742E+00   9.65242375E+05   6.06553841E+00   1.50273001E+00   9.66397312E+05   6.06770229E+00   1.50225604E+00   9.65473625E+05   6.06597185E+00 
0 90 4.16529353E-08   1.44834416E-06   7.90369143E-07   7.06929370E-07   1.22784499E-07   5.40622325E-10   4.07620718E-07   8.11444378E+00   -1.11764081E-01   6.37199655E-02   1.04394935E-01   8.04332924E+00   -3.03610489E-02   6.46583065E-02   1.05313689E-01   7.93281984E+00   -1.82719100E-02   -2.55705090E-03   1.06656894E-01   1.48800957E+00   9.37681812E+05   6.01390648E+00   1.48845911E+00   9.38559375E+05   6.01555061E+00   1.48975372E+00   9.41086750E+05   6.02028513E+00 
0 100 3.67997686E-08   1.34682682E-06   7.39090069E-07   6.74161129E-07   1.09526262E-07   5.28765920E-10   3.68663848E-07   8.05596447E+00   -9.33136865E-02   5.00268489E-02   1.05267383E-01   8.00319672E+00   -2.40034629E-02   5.11755906E-02   1.05958261E-01   7.89800787E+00   -8.10160115E-03   -1.38647547E-02   1.07250005E-01   1.48349643E+00   9.28867938E+05   5.99739456E+00   1.48291326E+00   9.27728938E+05   5.99526072E+00   1.48613179E+00   9.34015125E+05   6.00703716E+00 
0 110 3.08456301E-08   1.24943051E-06   7.03212947E-07   6.54324367E-07   9.14175615E-08   5.27581367E-10   3.36649975E-07   8.03024864E+00   -7.94180930E-02   3.61232609E-02   1.05698310E-01   7.99016333E+00   -2.37293076E-02   3.60400341E-02   1.06233969E-01   7.89296818E+00   -1.00788269E-02   -3.39520685E-02   1.07429944E-01   1.48449206E+00   9.30812750E+05   6.00103807E+00   1.48307478E+00   9.28044375E+05   5.99585152E+00   1.48735213E+00   9.36398125E+05   6.01150179E+00 
0 120 2.76085270E-08   1.15236196E-06   6.77140576E-07   6.36005836E-07   8.06336544E-08   5.42596024E-10   3.19283629E-07   8.01767159E+00   -6.97528645E-02   2.98816767E-02   1.05933309E-01   7.98640156E+00   -2.12411322E-02   2.83062849E-02   1.06368646E-01   7.89926100E+00   -1.36382245E-02   -4.70964611E-02   1.07444204E-01   1.48464191E+00   9.31105438E+05   6.00158644E+00   1.48307264E+00   9.28040250E+05   5.99584389E+00   1.48761499E+00   9.36911500E+05   6.01246357E+00 
0 130 2.58274628E-08   1.06597724E-06   6.52945516E-07   6.13305303E-07   7.43074366E-08   5.63740721E-10   3.12814166E-07   7.99742222E+00   -6.55348524E-02   3.69836092E-02   1.06247708E-01   7.97659349E+00   -1.64792463E-02   3.49198654E-02   1.06564432E-01   7.90022039E+00   -1.37901036E-02   -4.41576317E-02   1.07524768E-01   1.48001325E+00   9.22062688E+05   5.98464584E+00   1.47891557E+00   9.19917375E+05   5.98062658E+00   1.48340023E+00   9.28680188E+05   5.99704266E+00 
0 140 2.28586803E-08   9.92583068E-07   6.21390370E-07   5.95041399E-07   6.36029327E-08   5.73210868E-10   3.02737504E-07   7.96249342E+00   -6.60728440E-02   5.17617352E-02   1.06743075E-01   7.95307970E+00   -1.52720036E-02   5.13604730E-02   1.06926546E-01   7.88708591E+00   -1.23254359E-02   -2.97584962E-02   1.07792690E-01   1.47099674E+00   9.04433250E+05   5.95161867E+00   1.47065687E+00   9.03768562E+05   5.95037365E+00   1.47523952E+00   9.12731125E+05   5.96716404E+00 
0 150 2.07751008E-08   9.24049118E-07   5.78791003E-07   5.77368723E-07   5.75170276E-08   5.65168301E-10   2.83689076E-07   7.92147636E+00   -6.67678416E-02   6.49252981E-02   1.07315801E-01   7.92324972E+00   -2.03249007E-02   6.77253157E-02   1.07361875E-01   7.86516476E+00   -1.35480510E-02   -1.38590671E-02   1.08173884E-01   1.46047592E+00   8.88054750E+05   5.91357040E+00   1.46077251E+00   8.88494125E+05   5.91464090E+00   1.46603644E+00   8.96285688E+05   5.93363190E+00 
0 160 2.03875867E-08   8.57480700E-07   5.30160492E-07   5.45986438E-07   5.90784346E-08   5.51888979E-10   2.63828497E-07   7.88776636E+00   -6.44135177E-02   7.03008473E-02   1.07790105E-01   7.89976168E+00   -2.82198656E-02   7.66187981E-02   1.07704915E-01   7.84549189E+00   -1.85096525E-02   -5.33993496E-03   1.08510077E-01   1.45188951E+00   8.75333062E+05   5.88256264E+00   1.45233297E+00   8.75990375E+05   5.88416481E+00   1.45861220E+00   8.85294750E+05   5.90684319E+00 
0 170 1.90349461E-08   7.94722780E-07   4.86055285E-07   5.01564159E-07   5.62178180E-08   5.41210465E-10   2.49027948E-07   7.86971998E+00   -5.93859740E-02   6.68080300E-02   1.08048819E-01   7.89065361E+00   -3.29215676E-02   7.56547153E-02   1.07848048E-01   7.83546448E+00   -2.45153420E-02   -7.79960537E-03   1.08689122E-01   1.44720876E+00   8.68391688E+05   5.86564398E+00   1.44716501E+00   8.68326812E+05   5.86548567E+00   1.45455015E+00   8.79276688E+05   5.89217472E+00 
0 180 1.64705600E-08   7.32922274E-07   4.51089448E-07   4.57480439E-07   4.72088324E-08   5.31438782E-10   2.37552158E-07   7.86591625E+00   -5.41065671E-02   5.79243787E-02   1.08106531E-01   7.89260960E+00   -3.13941538E-02   6.80984557E-02   1.07835308E-01   7.83511353E+00   -2.85159014E-02   -1.81395058E-02   1.08704969E-01   1.44601047E+00   8.66614000E+05   5.86131096E+00   1.44518232E+00   8.65385312E+05   5.85831642E+00   1.45325613E+00   8.77358750E+05   5.88749981E+00 
0 190 1.50253570E-08   6.66379890E-07   4.22148815E-07   4.20514709E-07   4.11765058E-08   5.21506061E-10   2.28169966E-07   7.86639690E+00   -5.12345284E-02   4.92657609E-02   1.08098574E-01   7.89523029E+00   -2.47537736E-02   6.06000684E-02   1.07805878E-01   7.83823204E+00   -2.93222293E-02   -2.85649318E-02   1.08647026E-01   1.44621432E+00   8.66916500E+05   5.86204863E+00   1.44487262E+00   8.64925688E+05   5.85719633E+00   1.45296919E+00   8.76933500E+05   5.88646364E+00 
0 200 1.52703130E-08   5.99329212E-07   3.95623402E-07   3.88639222E-07   4.18498374E-08   5.11955422E-10   2.20820723E-07   7.86038637E+00   -5.18324375E-02   4.61261831E-02   1.08174384E-01   7.88994408E+00   -1.72248706E-02   5.91649190E-02   1.07875004E-01   7.83635426E+00   -2.76946295E-02   -3.18218917E-02   1.08643480E-01   1.44556773E+00   8.65957062E+05   5.85971022E+00   1.44428194E+00   8.64049125E+05   5.85505962E+00   1.45205617E+00   8.75580000E+05   5.88316488E+00 
0 210 1.53284425E-08   5.41298164E-07   3.70828019E-07   3.61175893E-07   4.21608810E-08   5.02506536E-10   2.14539369E-07   7.84339476E+00   -5.48494495E-02   5.04101887E-02   1.08399101E-01   7.87505722E+00   -1.35173835E-02   6.49128854E-02   1.08067974E-01   7.82474613E+00   -2.59895530E-02   -2.56947968E-02   1.08772792E-01   1.44294000E+00   8.62057562E+05   5.85020542E+00   1.44214022E+00   8.60870438E+05   5.84731197E+00   1.44979477E+00   8.72227125E+05   5.87499237E+00 
0 220 1.43051953E-08   4.96178870E-07   3.47747175E-07   3.37762003E-07   3.87195662E-08   4.92414498E-10   2.07875473E-07   7.81825972E+00   -5.78847639E-02   5.95195331E-02   1.08738333E-01   7.85452318E+00   -1.52913192E-02   7.38099292E-02   1.08336292E-01   7.80456448E+00   -2.63320580E-02   -1.37487594E-02   1.09028779E-01   1.43867052E+00   8.55718875E+05   5.83475590E+00   1.43840253E+00   8.55320938E+05   5.83378553E+00   1.44639242E+00   8.67180688E+05   5.86269236E+00 
0 230 1.27358994E-08   4.60984921E-07   3.25540469E-07   3.16717689E-07   3.40197523E-08   4.81795492E-10   2.00194776E-07   7.79147768E+00   -5.90049624E-02   6.91546276E-02   1.09105803E-01   7.83329868E+00   -2.05413215E-02   8.08486864E-02   1.08617276E-01   7.78094625E+00   -2.91895457E-02   -1.89458707E-03   1.09344669E-01   1.43399930E+00   8.48779562E+05   5.81784201E+00   1.43401515E+00   8.48803188E+05   5.81789970E+00   1.44256282E+00   8.61497875E+05   5.84884119E+00 
0 240 1.11776917E-08   4.29581632E-07   3.03309633E-07   2.96919268E-07   3.01834717E-08   4.72350659E-10   1.91804531E-07   7.76881886E+00   -5.78508377E-02   7.66773745E-02   1.09421909E-01   7.81471634E+00   -2.55767200E-02   8.41095969E-02   1.08867489E-01   7.75964022E+00   -3.32839154E-02   5.93012106E-03   1.09639540E-01   1.43017936E+00   8.43101688E+05   5.80400276E+00   1.43021178E+00   8.43149812E+05   5.80412006E+00   1.43907607E+00   8.56321125E+05   5.83622360E+00 
0 250 9.74999814E-09   3.99024628E-07   2.80844915E-07   2.78162219E-07   2.67819136E-08   4.65747996E-10   1.83640751E-07   7.75294685E+00   -5.57160638E-02   8.20155293E-02   1.09648086E-01   7.80057955E+00   -2.78879888E-02   8.51231962E-02   1.09061778E-01   7.74441814E+00   -3.65978777E-02   9.27893631E-03   1.09856747E-01   1.42782199E+00   8.39596188E+05   5.79545879E+00   1.42779005E+00   8.39548812E+05   5.79534340E+00   1.43644881E+00   8.52419000E+05   5.82671261E+00 
0 260 8.59233662E-09   3.70037327E-07   2.58430333E-07   2.60084363E-07   2.37484805E-08   4.62135885E-10   1.75939732E-07   7.74342442E+00   -5.42705096E-02   8.64759460E-02   1.09788857E-01   7.79119825E+00   -2.74267048E-02   8.65797997E-02   1.09194338E-01   7.73576975E+00   -3.79323214E-02   1.02720242E-02   1.09985396E-01   1.42673683E+00   8.37982312E+05   5.79152489E+00   1.42674196E+00   8.37989875E+05   5.79154348E+00   1.43479645E+00   8.49964000E+05   5.82072878E+00 
0 270 7.91558197E-09   3.43988887E-07   2.36760371E-07   2.41748722E-07   2.20596590E-08   4.60648880E-10   1.68596642E-07   7.73768759E+00   -5.41573912E-02   9.12734866E-02   1.09878957E-01   7.78540516E+00   -2.58428771E-02   9.01002511E-02   1.09279707E-01   7.73115635E+00   -3.75053398E-02   1.18443808E-02   1.10058650E-01   1.42623782E+00   8.37239875E+05   5.78971529E+00   1.42639923E+00   8.37480000E+05   5.79030085E+00   1.43386447E+00   8.48579188E+05   5.81735373E+00 
0 280 7.57718155E-09   3.21390672E-07   2.16342301E-07   2.22910884E-07   2.14590798E-08   4.60349148E-10   1.61585461E-07   7.73255110E+00   -5.48377521E-02   9.65616480E-02   1.09962009E-01   7.78109646E+00   -2.49997452E-02   9.53506008E-02   1.09345898E-01   7.72693920E+00   -3.66192274E-02   1.58679187E-02   1.10126629E-01   1.42563391E+00   8.36341562E+05   5.78752613E+00   1.42593288E+00   8.36786312E+05   5.78860998E+00   1.43322408E+00   8.47627562E+05   5.81503391E+00 
0 290 7.20703719E-09   3.01973330E-07   1.97834751E-07   2.03975674E-07   2.06153086E-08   4.60433386E-10   1.54821279E-07   7.72591066E+00   -5.53153083E-02   1.01283923E-01   1.10066563E-01   7.77644682E+00   -2.58341115E-02   1.00522704E-01   1.09417565E-01   7.72044086E+00   -3.64345312E-02   2.20228229E-02   1.10226914E-01   1.42458034E+00   8.34774062E+05   5.78370523E+00   1.42482913E+00   8.35144250E+05   5.78460789E+00   1.43252146E+00   8.46583250E+05   5.81248856E+00 
0 300 6.62187416E-09   2.85110588E-07   1.81368051E-07   1.85639109E-07   1.88371594E-08   4.60583155E-10   1.48395614E-07   7.71751118E+00   -5.47939539E-02   1.04040146E-01   1.10195361E-01   7.77077723E+00   -2.79362947E-02   1.03654258E-01   1.09503783E-01   7.71118975E+00   -3.70848849E-02   2.82548498E-02   1.10366523E-01   1.42312765E+00   8.32612438E+05   5.77843666E+00   1.42307508E+00   8.32534250E+05   5.77824593E+00   1.43162167E+00   8.45245750E+05   5.80922890E+00 
0 310 5.92525806E-09   2.69722449E-07   1.66566068E-07   1.68515072E-07   1.65884799E-08   4.60495198E-10   1.42205778E-07   7.70838261E+00   -5.31226806E-02   1.04242571E-01   1.10333115E-01   7.76449299E+00   -3.00156381E-02   1.03976160E-01   1.09598555E-01   7.70053577E+00   -3.76855768E-02   3.24439332E-02   1.10526696E-01   1.42154276E+00   8.30253500E+05   5.77268696E+00   1.42104423E+00   8.29511562E+05   5.77087879E+00   1.43058407E+00   8.43703375E+05   5.80546951E+00 
0 320 5.40001954E-09   2.54969393E-07   1.52936636E-07   1.52916797E-07   1.51008877E-08   4.59965122E-10   1.36320935E-07   7.69975281E+00   -5.08857518E-02   1.02601908E-01   1.10461719E-01   7.75831890E+00   -3.10050137E-02   1.02421574E-01   1.09691076E-01   7.69061136E+00   -3.71784754E-02   3.38325165E-02   1.10677049E-01   1.42008233E+00   8.28079438E+05   5.76738834E+00   1.41921830E+00   8.26793188E+05   5.76425314E+00   1.42954397E+00   8.42156938E+05   5.80170012E+00 
0 330 5.19218046E-09   2.40687228E-07   1.40233723E-07   1.38777764E-07   1.49899861E-08   4.58822841E-10   1.31054577E-07   7.69223976E+00   -4.89960648E-02   1.00735590E-01   1.10571973E-01   7.75263071E+00   -3.06891967E-02   1.00790761E-01   1.09775312E-01   7.68306875E+00   -3.52184139E-02   3.33130471E-02   1.10793382E-01   1.41885889E+00   8.26257938E+05   5.76294851E+00   1.41792238E+00   8.24863375E+05   5.75954914E+00   1.42860031E+00   8.40753750E+05   5.79828024E+00 
0 340 5.08502751E-09   2.27241884E-07   1.28709587E-07   1.25962032E-07   1.52219624E-08   4.56772176E-10   1.26250711E-07   7.68569183E+00   -4.80141565E-02   1.00251511E-01   1.10666335E-01   7.74735737E+00   -2.95781028E-02   1.00445740E-01   1.09851852E-01   7.67818213E+00   -3.23928930E-02   3.25536765E-02   1.10870898E-01   1.41783166E+00   8.24728250E+05   5.75922012E+00   1.41719413E+00   8.23778875E+05   5.75690603E+00   1.42776597E+00   8.39512875E+05   5.79525566E+00 
0 350 4.77648410E-09   2.15115918E-07   1.18655521E-07   1.14706879E-07   1.44867975E-08   4.53708682E-10   1.21877619E-07   7.67957640E+00   -4.79025654E-02   1.01854995E-01   1.10753551E-01   7.74223900E+00   -2.84738373E-02   1.01635508E-01   1.09924704E-01   7.67498541E+00   -2.97546983E-02   3.28063369E-02   1.10922836E-01   1.41688883E+00   8.23324062E+05   5.75579739E+00   1.41681671E+00   8.23216562E+05   5.75553560E+00   1.42699885E+00   8.38372000E+05   5.79247475E+00 
0 360 4.23912594E-09   2.04531702E-07   1.09820384E-07   1.05124741E-07   1.26599717E-08   4.49628140E-10   1.17741692E-07   7.67356539E+00   -4.82690483E-02   1.05018020E-01   1.10839874E-01   7.73720217E+00   -2.80168597E-02   1.03634290E-01   1.09995916E-01   7.67209339E+00   -2.80642379E-02   3.42477672E-02   1.10969044E-01   1.41595912E+00   8.21939250E+05   5.75242186E+00   1.41647208E+00   8.22703375E+05   5.75428486E+00   1.42627084E+00   8.37289062E+05   5.78983545E+00 
0 370 3.77005405E-09   1.95273572E-07   1.01419474E-07   9.66941514E-08   1.09347722E-08   4.44630777E-10   1.13608479E-07   7.66789055E+00   -4.86526005E-02   1.08417273E-01   1.10923417E-01   7.73254919E+00   -2.83374805E-02   1.05391443E-01   1.10062428E-01   7.66850758E+00   -2.71857753E-02   3.61461230E-02   1.11024514E-01   1.41507781E+00   8.20626438E+05   5.74922228E+00   1.41591990E+00   8.21880875E+05   5.75227976E+00   1.42560935E+00   8.36305000E+05   5.78743696E+00 
0 380 3.65884922E-09   1.86912743E-07   9.27546893E-08   8.87118929E-08   1.06020774E-08   4.38972941E-10   1.09373190E-07   7.66320658E+00   -4.87708747E-02   1.10810064E-01   1.10995397E-01   7.72878361E+00   -2.90573835E-02   1.06251873E-01   1.10117860E-01   7.66399813E+00   -2.62240842E-02   3.75636220E-02   1.11093417E-01   1.41436386E+00   8.19562812E+05   5.74662971E+00   1.41509831E+00   8.20657000E+05   5.74929667E+00   1.42508745E+00   8.35528625E+05   5.78554440E+00 
0 390 3.76072640E-09   1.79127113E-07   8.40362517E-08   8.08587899E-08   1.11348868E-08   4.32966524E-10   1.05075344E-07   7.66010714E+00   -4.85948622E-02   1.11677229E-01   1.11046866E-01   7.72629213E+00   -2.96450797E-02   1.06278606E-01   1.10156722E-01   7.65903044E+00   -2.43182499E-02   3.80028747E-02   1.11169629E-01   1.41392958E+00   8.18915688E+05   5.74505234E+00   1.41412032E+00   8.19199875E+05   5.74574518E+00   1.42477536E+00   8.35064250E+05   5.78441286E+00 
0 400 3.72221498E-09   1.71706688E-07   7.61615340E-08   7.33847756E-08   1.11162377E-08   4.26935876E-10   1.00830242E-07   7.65868807E+00   -4.82103638E-02   1.11237682E-01   1.11075237E-01   7.72507906E+00   -2.97946967E-02   1.06027432E-01   1.10178307E-01   7.65440893E+00   -2.13675126E-02   3.76185589E-02   1.11241467E-01   1.41378999E+00   8.18707625E+05   5.74454546E+00   1.41318822E+00   8.17810938E+05   5.74236012E+00   1.42468250E+00   8.34926125E+05   5.78407621E+00 
0 410 3.41479711E-09   1.64509032E-07   6.96186362E-08   6.67595828E-08   1.00787263E-08   4.21163077E-10   9.68530571E-08   7.65840340E+00   -4.77273017E-02   1.10040240E-01   1.11086890E-01   7.72469807E+00   -2.96039153E-02   1.06026068E-01   1.10188186E-01   7.65079975E+00   -1.81111712E-02   3.69853899E-02   1.11298673E-01   1.41383326E+00   8.18772125E+05   5.74470282E+00   1.41247666E+00   8.16750625E+05   5.73977566E+00   1.42473066E+00   8.34997750E+05   5.78425074E+00 
0 420 2.97199776E-09   1.57396741E-07   6.40716351E-08   6.11308835E-08   8.57561844E-09   4.15839585E-10   9.33045854E-08   7.65829802E+00   -4.72041965E-02   1.08590610E-01   1.11094274E-01   7.72443056E+00   -2.94051692E-02   1.06397331E-01   1.10196091E-01   7.64840174E+00   -1.55368187E-02   3.66737992E-02   1.11337744E-01   1.41386783E+00   8.18823625E+05   5.74482822E+00   1.41203904E+00   8.16098250E+05   5.73818541E+00   1.42477953E+00   8.35070438E+05   5.78442764E+00 
