RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T002_omega   T002_power   T002_uref 
0 1 2.12240394E-08   1.42986585E-06   2.10006263E-07   1.69047468E-07   7.55480940E-08   2.53048089E-08   3.30863732E-05   5.80708694E+00   -7.26463556E-01   1.94199756E-02   1.07744239E-01   5.75857162E+00   -7.18949258E-01   -3.68462689E-02   1.08640216E-01   1.38813972E+00   7.80421625E+05   5.65122843E+00   1.38668954E+00   7.78253250E+05   5.64594316E+00 
0 10 2.64425832E-08   7.67765869E-07   3.68488742E-07   3.64470594E-07   8.83646720E-08   2.77331408E-10   4.06674673E-07   5.59763575E+00   -7.25678325E-01   1.13582693E-01   1.11860618E-01   5.56112432E+00   -7.62306273E-01   -2.37225831E-01   1.12254031E-01   1.23104167E+00   5.55190938E+05   5.09163284E+00   1.23049438E+00   5.54589250E+05   5.08996058E+00 
0 20 1.70884764E-08   5.47233071E-07   2.60210498E-07   2.08106854E-07   6.37212878E-08   3.31831090E-10   4.66243222E-07   5.94887543E+00   -8.58683944E-01   2.19093859E-01   1.05400495E-01   5.88388872E+00   -8.37264895E-01   -2.93963760E-01   1.06483005E-01   1.20061338E+00   5.21582500E+05   4.99821138E+00   1.19903362E+00   5.19828719E+05   4.99333620E+00 
0 30 1.39099647E-08   4.29812758E-07   2.06842486E-07   1.91851910E-07   4.49390072E-08   2.24516752E-10   3.94125323E-07   5.76405954E+00   -7.68835902E-01   2.44259179E-01   1.09125726E-01   5.72295284E+00   -8.06896150E-01   -2.54354477E-01   1.09715834E-01   1.12152183E+00   4.32663500E+05   4.75104237E+00   1.11951196E+00   4.30373438E+05   4.74467659E+00 
0 40 8.73950157E-09   3.68919444E-07   1.86792093E-07   1.93849104E-07   2.88117281E-08   1.95821748E-10   3.26488987E-07   5.74751043E+00   -7.33550012E-01   2.99911976E-01   1.09719343E-01   5.71098232E+00   -8.11195195E-01   -1.60533339E-01   1.10241160E-01   1.08756125E+00   3.93757781E+05   4.64289570E+00   1.08782780E+00   3.94064938E+05   4.64374924E+00 
0 50 6.68755362E-09   3.25752922E-07   1.63195409E-07   1.65452718E-07   1.99402894E-08   1.81341692E-10   2.63312103E-07   5.75028086E+00   -7.30527818E-01   2.76285678E-01   1.09959371E-01   5.69904804E+00   -8.00294340E-01   -1.45860389E-01   1.10741772E-01   1.06996429E+00   3.73419344E+05   4.58636045E+00   1.06997573E+00   3.73432625E+05   4.58639765E+00 
0 60 5.72902525E-09   2.75923952E-07   1.44612315E-07   1.45288027E-07   1.63460587E-08   1.73232512E-10   2.27668409E-07   5.68957615E+00   -7.06237555E-01   2.46042401E-01   1.11353941E-01   5.65630865E+00   -7.82202542E-01   -1.43682092E-01   1.11760914E-01   1.05545938E+00   3.56560594E+05   4.53949833E+00   1.05715120E+00   3.58531406E+05   4.54497623E+00 
0 70 4.11663725E-09   2.34378930E-07   1.30551911E-07   1.33645614E-07   1.16876624E-08   1.67243261E-10   1.98534423E-07   5.66366673E+00   -6.99794590E-01   2.51398176E-01   1.11970432E-01   5.63750744E+00   -7.70697773E-01   -1.31802991E-01   1.12259008E-01   1.05250299E+00   3.53113969E+05   4.52991772E+00   1.05413198E+00   3.55013562E+05   4.53519773E+00 
0 80 3.27087335E-09   2.13236092E-07   1.18603332E-07   1.22446650E-07   9.08227538E-09   1.60105151E-10   1.72905587E-07   5.65628004E+00   -7.01784968E-01   2.48702869E-01   1.12132400E-01   5.62575388E+00   -7.77283311E-01   -1.32148772E-01   1.12514675E-01   1.05277622E+00   3.53432688E+05   4.53080368E+00   1.05266583E+00   3.53303875E+05   4.53044558E+00 
0 90 2.84802870E-09   1.93873376E-07   1.06702096E-07   1.12525164E-07   7.50517515E-09   1.55237712E-10   1.53285484E-07   5.63538599E+00   -7.03213334E-01   2.53362328E-01   1.12493366E-01   5.61541080E+00   -7.83316493E-01   -1.41621947E-01   1.12708457E-01   1.04908264E+00   3.49316500E+05   4.51865673E+00   1.04971623E+00   3.49861688E+05   4.52087736E+00 
