RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.79339197E-08   4.33400646E-06   5.83987912E-07   6.18324179E-07   3.20843725E-07   1.26001780E-07   9.86269151E-05   9.94544125E+00   -6.33072713E-03   7.83000793E-03   1.05661318E-01   9.94656754E+00   -2.55360957E-02   -8.56169872E-03   1.05648987E-01   9.94731522E+00   -2.55258717E-02   -7.48723699E-03   1.05642512E-01   1.68640316E+00   2.15220150E+06   9.69750309E+00   1.68640065E+00   2.15239950E+06   9.69949245E+00   1.68640244E+00   2.15225600E+06   9.69805145E+00 
0 10 2.49489574E-07   3.59460500E-06   1.71041108E-06   1.22509289E-06   8.59564011E-07   1.00873365E-09   1.80308427E-06   9.54437256E+00   -7.94498995E-02   6.16070963E-02   1.10083066E-01   9.55637074E+00   -1.30733699E-01   -3.56795825E-02   1.09917708E-01   9.52515507E+00   -1.16807409E-01   -5.25876060E-02   1.10330246E-01   1.67921078E+00   2.08584662E+06   9.03135204E+00   1.67951465E+00   2.08718675E+06   9.04480553E+00   1.67908156E+00   2.08528538E+06   9.02571678E+00 
0 20 2.38119682E-07   3.27334965E-06   2.05715560E-06   1.71227930E-06   7.98202393E-07   1.31850653E-09   1.63359744E-06   9.73209476E+00   -1.15345858E-01   1.07984595E-01   1.08013257E-01   9.71873474E+00   -2.19383091E-01   -4.13773768E-02   1.08025320E-01   9.73664856E+00   -1.69459134E-01   -8.87467042E-02   1.07914135E-01   1.67583799E+00   2.07253638E+06   8.89772797E+00   1.67603779E+00   2.07325950E+06   8.90498638E+00   1.67555821E+00   2.07080638E+06   8.88362885E+00 
0 30 1.79561340E-07   2.87047624E-06   2.06345089E-06   1.67677558E-06   5.78119341E-07   1.59294056E-09   1.56434385E-06   1.00193272E+01   -2.03898847E-01   1.23828374E-01   1.04990482E-01   1.00164928E+01   -2.57019520E-01   -6.20486140E-02   1.04924381E-01   1.00251837E+01   -2.18856618E-01   -1.05072610E-01   1.04885891E-01   1.67675042E+00   2.05971200E+06   8.84173584E+00   1.67667520E+00   2.06043688E+06   8.84447289E+00   1.67708611E+00   2.05643500E+06   8.82936096E+00 
0 40 1.32863079E-07   2.48453352E-06   1.74354000E-06   1.48220226E-06   4.28293248E-07   1.20105959E-09   1.26771113E-06   1.01104670E+01   -2.58253485E-01   1.21080816E-01   1.04116753E-01   1.00845175E+01   -2.70001173E-01   -7.24831596E-02   1.04307950E-01   1.00732279E+01   -2.62514263E-01   -1.10297710E-01   1.04458980E-01   1.68064535E+00   2.01550138E+06   8.67479229E+00   1.68063259E+00   2.01567738E+06   8.67545700E+00   1.68079054E+00   2.01348362E+06   8.66717339E+00 
0 50 1.08421752E-07   2.34430559E-06   1.45944171E-06   1.31585898E-06   3.47562121E-07   9.72132153E-10   1.05373090E-06   1.01048489E+01   -2.54506469E-01   1.27612188E-01   1.04236037E-01   1.00539341E+01   -2.54550308E-01   -4.86049205E-02   1.04676448E-01   1.00389662E+01   -2.53097981E-01   -9.65953395E-02   1.04865901E-01   1.68336785E+00   1.96638750E+06   8.48933506E+00   1.68334830E+00   1.96689475E+06   8.49125004E+00   1.68337727E+00   1.96614062E+06   8.48840237E+00 
0 60 9.18959131E-08   2.32896286E-06   1.27587441E-06   1.16306080E-06   2.92466211E-07   8.93478180E-10   9.07187712E-07   1.01037960E+01   -2.28720739E-01   1.32844299E-01   1.04307510E-01   1.00221920E+01   -2.06207141E-01   -1.96909476E-02   1.05068527E-01   1.00270872E+01   -2.00900167E-01   -7.36283660E-02   1.05047449E-01   1.68436277E+00   1.92363750E+06   8.32790661E+00   1.68435919E+00   1.92405912E+06   8.32949924E+00   1.68435550E+00   1.92447775E+06   8.33108044E+00 
0 70 7.79086164E-08   2.25506801E-06   1.13556268E-06   1.03714410E-06   2.46112961E-07   8.79949558E-10   7.97539712E-07   1.00921946E+01   -1.98048398E-01   1.10183813E-01   1.04523435E-01   9.98898125E+00   -1.48086250E-01   -1.36387208E-02   1.05513431E-01   1.00069857E+01   -1.44794136E-01   -5.98273054E-02   1.05346724E-01   1.68416858E+00   1.88539762E+06   8.18350983E+00   1.68415868E+00   1.88486850E+06   8.18151188E+00   1.68419218E+00   1.88671100E+06   8.18846989E+00 
0 80 6.63551845E-08   2.10132430E-06   1.02166848E-06   9.42844792E-07   2.01921438E-07   9.06686393E-10   7.17806358E-07   1.00532198E+01   -1.72194481E-01   7.95312375E-02   1.05032012E-01   9.93132973E+00   -9.67609286E-02   -1.12892268E-02   1.06236935E-01   9.95306873E+00   -1.01829365E-01   -4.99568470E-02   1.06022537E-01   1.68313515E+00   1.85137675E+06   8.05504417E+00   1.68309617E+00   1.85046150E+06   8.05158806E+00   1.68320239E+00   1.85298900E+06   8.06113243E+00 
0 90 5.99629999E-08   1.92896732E-06   9.24385631E-07   8.71110160E-07   1.76322857E-07   9.20703236E-10   6.50459015E-07   9.99950504E+00   -1.39321879E-01   6.39196113E-02   1.05701871E-01   9.87346077E+00   -6.68635145E-02   -8.30364041E-03   1.06973566E-01   9.89325714E+00   -6.76845685E-02   -4.22445871E-02   1.06769137E-01   1.68171775E+00   1.82404125E+06   7.95182371E+00   1.68172169E+00   1.82410562E+06   7.95206642E+00   1.68183577E+00   1.82598438E+06   7.95916033E+00 
