RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.63531824E-08   4.42254623E-06   6.00398153E-07   6.29574458E-07   3.13669887E-07   1.24506727E-07   9.73662682E-05   9.94575596E+00   -3.22434939E-02   9.32074059E-03   1.05658233E-01   9.95011902E+00   -1.36850830E-02   1.12461799E-03   1.05611913E-01   9.94098091E+00   -2.37278957E-02   3.96388955E-03   1.05709426E-01   1.68640411E+00   2.15212450E+06   9.69673157E+00   1.68640018E+00   2.15243450E+06   9.69984436E+00   1.68640304E+00   2.15221375E+06   9.69762707E+00 
0 10 2.57273456E-07   3.67834718E-06   1.76759568E-06   1.26190139E-06   8.85493876E-07   1.00586872E-09   1.13865178E-06   9.53896332E+00   -1.94794804E-01   7.16852099E-02   1.10135950E-01   9.52661800E+00   -1.23354219E-01   2.73732655E-02   1.10251799E-01   9.50843143E+00   -1.44351348E-01   -6.11883076E-03   1.10517979E-01   1.67905438E+00   2.08516775E+06   9.02453613E+00   1.67958319E+00   2.08749288E+06   9.04787922E+00   1.67925060E+00   2.08602050E+06   9.03309822E+00 
0 20 2.43617990E-07   3.37179631E-06   2.12487612E-06   1.75613025E-06   8.16840895E-07   1.33527289E-09   1.20793970E-06   9.81983376E+00   -3.13969254E-01   1.04175381E-01   1.06956422E-01   9.73437405E+00   -1.79819316E-01   4.41505164E-02   1.07834585E-01   9.73308849E+00   -2.64334470E-01   -1.67482607E-02   1.07966863E-01   1.67550850E+00   2.07135838E+06   8.88590050E+00   1.67623305E+00   2.07397275E+06   8.91214657E+00   1.67601454E+00   2.07317488E+06   8.90413666E+00 
0 30 1.84154558E-07   2.94359324E-06   2.11796964E-06   1.71408988E-06   5.92934782E-07   1.62450153E-09   1.30903402E-06   1.01462460E+01   -3.99578303E-01   8.31927732E-02   1.03578798E-01   1.00561695E+01   -2.38165975E-01   1.62587631E-02   1.04490265E-01   1.00295324E+01   -3.09501827E-01   -3.68367322E-02   1.04817845E-01   1.67714703E+00   2.05583238E+06   8.82708549E+00   1.67658377E+00   2.06131250E+06   8.84777927E+00   1.67673481E+00   2.05986325E+06   8.84230614E+00 
0 40 1.36766005E-07   2.54762062E-06   1.79817437E-06   1.51854795E-06   4.40723085E-07   1.20167132E-09   1.04643937E-06   1.02268267E+01   -4.12809879E-01   9.01909024E-02   1.02839291E-01   1.01611834E+01   -2.62908578E-01   2.06155772E-03   1.03522405E-01   1.00922823E+01   -3.11188906E-01   -7.34466612E-02   1.04231142E-01   1.68087494E+00   2.01229162E+06   8.66267204E+00   1.68056607E+00   2.01658825E+06   8.67889690E+00   1.68085301E+00   2.01260138E+06   8.66384220E+00 
0 50 1.11698505E-07   2.40553527E-06   1.51079280E-06   1.34284119E-06   3.57680335E-07   9.58794821E-10   8.65003017E-07   1.02144051E+01   -3.66471946E-01   1.02550127E-01   1.03024453E-01   1.01315784E+01   -2.52315015E-01   1.55218896E-02   1.03875875E-01   1.00672598E+01   -2.89509028E-01   -7.59017617E-02   1.04540221E-01   1.68346441E+00   1.96380112E+06   8.47956848E+00   1.68326128E+00   1.96910750E+06   8.49960518E+00   1.68355894E+00   1.96113862E+06   8.46951485E+00 
0 60 9.41224130E-08   2.39898213E-06   1.31709521E-06   1.18151149E-06   2.99026482E-07   8.88043972E-10   7.54650841E-07   1.01918011E+01   -2.89565265E-01   1.17168203E-01   1.03327192E-01   1.00907497E+01   -2.26977319E-01   4.35494743E-02   1.04338668E-01   1.00429649E+01   -2.36578956E-01   -5.18389195E-02   1.04861364E-01   1.68438208E+00   1.92102150E+06   8.31802845E+00   1.68433237E+00   1.92685475E+06   8.34005547E+00   1.68440366E+00   1.91666850E+06   8.30159187E+00 
0 70 8.03518816E-08   2.31370882E-06   1.17008278E-06   1.05960282E-06   2.53593299E-07   8.72753314E-10   6.71431337E-07   1.01677904E+01   -2.15924352E-01   1.14678480E-01   1.03675209E-01   1.00632133E+01   -1.80721462E-01   5.28582297E-02   1.04715973E-01   1.00152664E+01   -1.69010296E-01   -4.20303270E-02   1.05255596E-01   1.68410611E+00   1.88221100E+06   8.17147732E+00   1.68421304E+00   1.88792850E+06   8.19306660E+00   1.68399179E+00   1.87712588E+06   8.15227509E+00 
0 80 6.89419295E-08   2.14645206E-06   1.04992705E-06   9.69354346E-07   2.09648704E-07   8.97713848E-10   6.14939836E-07   1.01148415E+01   -1.50651664E-01   1.05705418E-01   1.04334347E-01   1.00192232E+01   -1.24474920E-01   5.39434217E-02   1.05286799E-01   9.95524979E+00   -1.12879112E-01   -3.71249504E-02   1.06007457E-01   1.68298447E+00   1.84791200E+06   8.04196072E+00   1.68323290E+00   1.85373375E+06   8.06394482E+00   1.68275094E+00   1.84288612E+06   8.02298355E+00 
0 90 6.19954932E-08   1.97348436E-06   9.51042807E-07   8.96871938E-07   1.82332855E-07   9.14151754E-10   5.67236782E-07   1.00554571E+01   -9.84592438E-02   9.78711024E-02   1.05067424E-01   9.96373653E+00   -8.25598538E-02   5.73407225E-02   1.05984986E-01   9.88341522E+00   -8.10505375E-02   -2.99637113E-02   1.06895216E-01   1.68155801E+00   1.82147762E+06   7.94214296E+00   1.68191147E+00   1.82725388E+06   7.96395445E+00   1.68124986E+00   1.81672850E+06   7.92420959E+00 
