RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.44138697E-08   4.35359561E-06   5.90187881E-07   6.20296532E-07   3.06761081E-07   1.25847492E-07   9.84311919E-05   9.95394707E+00   -1.41397351E-02   -2.74419133E-03   1.05571292E-01   9.94260216E+00   -2.55182534E-02   1.50958942E-02   1.05692275E-01   9.94121170E+00   -2.50040591E-02   -7.90436286E-03   1.05705626E-01   1.68640351E+00   2.15217800E+06   9.69726753E+00   1.68639910E+00   2.15251450E+06   9.70064640E+00   1.68640077E+00   2.15239475E+06   9.69944286E+00 
0 10 2.51447062E-07   3.62468722E-06   1.71496470E-06   1.23101881E-06   8.65643358E-07   1.00111697E-09   8.58895930E-07   9.58172035E+00   -1.49233252E-01   2.00770535E-02   1.09641366E-01   9.51503372E+00   -1.24138936E-01   6.26002997E-02   1.10440023E-01   9.53041649E+00   -1.05344020E-01   -2.97446130E-03   1.10226609E-01   1.67910266E+00   2.08537650E+06   9.02663231E+00   1.67965364E+00   2.08780962E+06   9.05105877E+00   1.67944801E+00   2.08689038E+06   9.04183102E+00 
0 20 2.39045704E-07   3.31308843E-06   2.07758922E-06   1.72040461E-06   8.01384829E-07   1.30130529E-09   1.00845114E-06   9.78247738E+00   -2.70642936E-01   5.24461865E-02   1.07371889E-01   9.69256973E+00   -1.78935483E-01   9.29448083E-02   1.08417660E-01   9.70435524E+00   -1.85864002E-01   2.53892820E-02   1.08225331E-01   1.67565060E+00   2.07186400E+06   8.89097786E+00   1.67627406E+00   2.07412350E+06   8.91366100E+00   1.67605555E+00   2.07332412E+06   8.90563583E+00 
0 30 1.81025314E-07   2.89108107E-06   2.07409039E-06   1.68284453E-06   5.82548864E-07   1.58916202E-09   1.16621311E-06   1.00793047E+01   -3.03048730E-01   4.72068898E-02   1.04308970E-01   1.00200195E+01   -2.74256974E-01   1.07513405E-01   1.04911767E-01   1.00005789E+01   -2.46717513E-01   2.31819712E-02   1.05100736E-01   1.67693496E+00   2.05791950E+06   8.83496666E+00   1.67654073E+00   2.06172275E+06   8.84932804E+00   1.67662060E+00   2.06096000E+06   8.84644794E+00 
0 40 1.34953524E-07   2.50787161E-06   1.76982667E-06   1.48720869E-06   4.33690076E-07   1.18451349E-09   9.18448222E-07   1.01836252E+01   -3.33575249E-01   4.13847864E-02   1.03330784E-01   1.01180086E+01   -3.11494052E-01   8.82312655E-02   1.03987738E-01   1.00502062E+01   -2.24911943E-01   -4.03271010E-03   1.04696684E-01   1.68079758E+00   2.01338350E+06   8.66679573E+00   1.68052292E+00   2.01717425E+06   8.68110943E+00   1.68073285E+00   2.01429062E+06   8.67022133E+00 
0 50 1.09818018E-07   2.36786855E-06   1.49360358E-06   1.31741024E-06   3.51429549E-07   9.37687483E-10   7.45045554E-07   1.01808844E+01   -3.35048765E-01   6.76597953E-02   1.03410915E-01   1.01082602E+01   -2.82364935E-01   8.47572759E-02   1.04158282E-01   1.00116081E+01   -1.90828651E-01   -1.21235885E-02   1.05168276E-01   1.68344402E+00   1.96435775E+06   8.48166943E+00   1.68324149E+00   1.96959688E+06   8.50145340E+00   1.68349195E+00   1.96303988E+06   8.47669411E+00 
0 60 9.26097456E-08   2.35967650E-06   1.29397029E-06   1.15907085E-06   2.94075789E-07   8.68808137E-10   6.52299263E-07   1.01513042E+01   -2.99063832E-01   9.53381658E-02   1.03777751E-01   1.00819998E+01   -2.26011485E-01   8.54735523E-02   1.04496330E-01   9.97995663E+00   -1.40617847E-01   2.00582133E-03   1.05572782E-01   1.68438017E+00   1.92131212E+06   8.31912613E+00   1.68431771E+00   1.92818288E+06   8.34507084E+00   1.68439364E+00   1.91901912E+06   8.31046772E+00 
0 70 7.83373864E-08   2.27636815E-06   1.15194541E-06   1.03993284E-06   2.46705554E-07   8.52883875E-10   5.85197483E-07   1.01229343E+01   -2.43327409E-01   9.24582332E-02   1.04172111E-01   1.00464640E+01   -1.61150023E-01   6.93042874E-02   1.04964025E-01   9.95994854E+00   -1.03930742E-01   -1.03430927E-03   1.05881050E-01   1.68410730E+00   1.88226550E+06   8.17168331E+00   1.68424726E+00   1.89007338E+06   8.20116615E+00   1.68405700E+00   1.87992612E+06   8.16284943E+00 
0 80 6.70663027E-08   2.10519761E-06   1.03636944E-06   9.53643791E-07   2.03596812E-07   8.76991924E-10   5.43175418E-07   1.00748072E+01   -1.78424135E-01   8.56676549E-02   1.04786426E-01   9.99963188E+00   -1.07529156E-01   5.77426329E-02   1.05567761E-01   9.90927887E+00   -6.32483289E-02   -7.41539849E-03   1.06530719E-01   1.68298054E+00   1.84782462E+06   8.04163170E+00   1.68331897E+00   1.85589400E+06   8.07210159E+00   1.68290687E+00   1.84620050E+06   8.03549862E+00 
0 90 6.05445081E-08   1.93001529E-06   9.38176299E-07   8.84250937E-07   1.78030518E-07   8.93832952E-10   5.08101152E-07   1.00220766E+01   -1.28604397E-01   8.30930397E-02   1.05452716E-01   9.94185448E+00   -7.38399327E-02   5.50584048E-02   1.06294550E-01   9.85105419E+00   -3.47751379E-02   -1.13132847E-02   1.07266754E-01   1.68154216E+00   1.82122862E+06   7.94120264E+00   1.68203533E+00   1.82937438E+06   7.97196198E+00   1.68146241E+00   1.81997812E+06   7.93648052E+00 
