RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.68425687E-08   4.38365169E-06   5.93199729E-07   6.22167533E-07   3.16290368E-07   1.25449716E-07   9.81251142E-05   9.95679569E+00   3.91063513E-04   -4.46174853E-03   1.05542213E-01   9.94906616E+00   -1.60246938E-02   -8.38945433E-03   1.05622664E-01   9.94801521E+00   -3.11671719E-02   -1.12551637E-03   1.05634548E-01   1.68640399E+00   2.15214025E+06   9.69688797E+00   1.68640113E+00   2.15236725E+06   9.69916630E+00   1.68640578E+00   2.15198575E+06   9.69533920E+00 
0 10 2.54645670E-07   3.61976026E-06   1.73664318E-06   1.22900849E-06   8.77035916E-07   1.00004660E-09   1.76184494E-06   9.57678413E+00   -4.41247709E-02   -2.75357291E-02   1.09740950E-01   9.54586220E+00   -1.08367860E-01   -1.85565855E-02   1.10025391E-01   9.52143097E+00   -1.61017448E-01   -5.67229139E-03   1.10360220E-01   1.67902696E+00   2.08504925E+06   9.02334690E+00   1.67926836E+00   2.08609838E+06   9.03387928E+00   1.67893064E+00   2.08463575E+06   9.01919556E+00 
0 20 2.41368582E-07   3.31652018E-06   2.07617040E-06   1.72305988E-06   8.07843946E-07   1.31261269E-09   1.60094555E-06   9.81743240E+00   -1.82914197E-01   -5.42563275E-02   1.07004069E-01   9.66744995E+00   -2.12741539E-01   -1.40612340E-02   1.08597070E-01   9.71967506E+00   -2.54997760E-01   1.14860646E-02   1.08107507E-01   1.67550457E+00   2.07128725E+06   8.88544464E+00   1.67588723E+00   2.07271375E+06   8.89950752E+00   1.67576027E+00   2.07225675E+06   8.89491940E+00 
0 30 1.82029922E-07   2.89248987E-06   2.08431720E-06   1.68226961E-06   5.87073032E-07   1.59221791E-09   1.54309771E-06   1.00975513E+01   -2.32659474E-01   -9.22733620E-02   1.04105271E-01   1.00135536E+01   -2.36234650E-01   -4.44142297E-02   1.04975544E-01   1.00845661E+01   -3.17237854E-01   -2.43562018E-03   1.04277544E-01   1.67699075E+00   2.05737338E+06   8.83290482E+00   1.67678630E+00   2.05936475E+06   8.84042454E+00   1.67666876E+00   2.06049850E+06   8.84470558E+00 
0 40 1.34607703E-07   2.50274820E-06   1.77099764E-06   1.48161314E-06   4.35027999E-07   1.20293409E-09   1.24788050E-06   1.01838856E+01   -2.56634206E-01   -1.35266647E-01   1.03316419E-01   1.01435070E+01   -2.25886807E-01   -4.84916344E-02   1.03743300E-01   1.02068176E+01   -3.55148733E-01   -3.81168947E-02   1.03098825E-01   1.68078911E+00   2.01350300E+06   8.66724682E+00   1.68087375E+00   2.01230725E+06   8.66273117E+00   1.68024981E+00   2.02081200E+06   8.69484615E+00 
0 50 1.10048127E-07   2.35936113E-06   1.48668880E-06   1.31096851E-06   3.53594146E-07   9.61702828E-10   1.03175114E-06   1.01878290E+01   -2.65767694E-01   -1.49575859E-01   1.03338867E-01   1.00842361E+01   -1.94281444E-01   -3.27139981E-02   1.04396276E-01   1.01853075E+01   -3.33573192E-01   -3.94230671E-02   1.03355668E-01   1.68343174E+00   1.96469075E+06   8.48292732E+00   1.68352878E+00   1.96200175E+06   8.47277355E+00   1.68292618E+00   1.97692250E+06   8.52911568E+00 
0 60 9.32357977E-08   2.34874119E-06   1.29277589E-06   1.15568332E-06   2.96841961E-07   8.82510343E-10   8.88146133E-07   1.01848726E+01   -2.64893562E-01   -1.35484099E-01   1.03435367E-01   1.00156574E+01   -1.53811827E-01   -1.19770970E-02   1.05177000E-01   1.01519175E+01   -2.91747153E-01   -2.46978421E-02   1.03738986E-01   1.68437731E+00   1.92172650E+06   8.32069111E+00   1.68439150E+00   1.91942512E+06   8.31200123E+00   1.68418944E+00   1.93698638E+06   8.37831306E+00 
0 70 7.88976209E-08   2.26904103E-06   1.14917327E-06   1.03350328E-06   2.48509338E-07   8.71724526E-10   7.82501445E-07   1.01695271E+01   -2.40736455E-01   -1.26859024E-01   1.03689432E-01   9.98236179E+00   -1.03958264E-01   -9.22570750E-03   1.05636202E-01   1.01144552E+01   -2.31560513E-01   -2.65468843E-02   1.04202896E-01   1.68412006E+00   1.88289225E+06   8.17404938E+00   1.68407595E+00   1.88078875E+06   8.16610718E+00   1.68436670E+00   1.90039562E+06   8.24014378E+00 
0 80 6.73480827E-08   2.10305689E-06   1.03396428E-06   9.46341345E-07   2.04222772E-07   8.96837160E-10   7.05643515E-07   1.01295872E+01   -2.09113583E-01   -1.24354132E-01   1.04216546E-01   9.92923069E+00   -5.78740649E-02   -1.54671296E-02   1.06317617E-01   1.00465803E+01   -1.65045992E-01   -2.94947885E-02   1.05009377E-01   1.68302429E+00   1.84880812E+06   8.04534531E+00   1.68289113E+00   1.84585862E+06   8.03420734E+00   1.68374264E+00   1.86804088E+06   8.11796951E+00 
0 90 6.09253448E-08   1.92803077E-06   9.37936306E-07   8.80149059E-07   1.78825871E-07   9.12431741E-10   6.41273800E-07   1.00743332E+01   -1.77866057E-01   -1.19654581E-01   1.04913123E-01   9.86143970E+00   -2.42950451E-02   -1.62759740E-02   1.07156985E-01   9.96685791E+00   -9.84110385E-02   -2.77425256E-02   1.05958164E-01   1.68160510E+00   1.82222688E+06   7.94497204E+00   1.68134391E+00   1.81815350E+06   7.92959070E+00   1.68272996E+00   1.84245312E+06   8.02134800E+00 
