RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.33968627E-08   4.31912576E-06   5.88717228E-07   6.31190460E-07   3.02935916E-07   1.27256854E-07   9.95904920E-05   9.94770718E+00   -1.54645480E-02   1.30165383E-04   1.05637729E-01   9.95126438E+00   -1.85460467E-02   -5.01249451E-03   1.05599560E-01   9.94614124E+00   -1.87929608E-02   -6.37453375E-03   1.05654962E-01   1.68640196E+00   2.15230150E+06   9.69850731E+00   1.68640208E+00   2.15228650E+06   9.69835854E+00   1.68640149E+00   2.15233625E+06   9.69885731E+00 
0 10 2.50794272E-07   3.59672617E-06   1.71680972E-06   1.22764823E-06   8.63737796E-07   1.01856412E-09   1.58628188E-06   9.57503605E+00   -1.02618665E-01   2.38186959E-02   1.09724738E-01   9.55832577E+00   -1.42914057E-01   -1.26445862E-02   1.09898858E-01   9.56556988E+00   -1.21171460E-01   -2.84813028E-02   1.09865874E-01   1.67928529E+00   2.08617262E+06   9.03462410E+00   1.67936873E+00   2.08653950E+06   9.03830719E+00   1.67934418E+00   2.08643138E+06   9.03722191E+00 
0 20 2.38323537E-07   3.29453496E-06   2.06502091E-06   1.71828867E-06   7.98474787E-07   1.34177558E-09   1.47213598E-06   9.80451965E+00   -2.23013148E-01   5.36860041E-02   1.07126698E-01   9.73865128E+00   -2.43578732E-01   1.27511146E-03   1.07844844E-01   9.77291584E+00   -2.03815743E-01   -7.80956820E-02   1.07549064E-01   1.67575908E+00   2.07225238E+06   8.89487553E+00   1.67609048E+00   2.07345125E+06   8.90691090E+00   1.67597044E+00   2.07301488E+06   8.90253067E+00 
0 30 1.80016087E-07   2.87241755E-06   2.06299501E-06   1.68055283E-06   5.78739161E-07   1.60752656E-09   1.44364992E-06   1.00739489E+01   -2.73823351E-01   6.03850782E-02   1.04350843E-01   9.99836922E+00   -2.89936781E-01   -1.23654632E-02   1.05140015E-01   1.00531502E+01   -2.65580624E-01   -1.26289234E-01   1.04621172E-01   1.67696762E+00   2.05760012E+06   8.83376122E+00   1.67642260E+00   2.06284375E+06   8.85356140E+00   1.67677128E+00   2.05951025E+06   8.84097385E+00 
0 40 1.32906536E-07   2.48961464E-06   1.75389755E-06   1.49114817E-06   4.28696666E-07   1.18036103E-09   1.13799149E-06   1.01673241E+01   -3.09941918E-01   6.12783991E-02   1.03480011E-01   1.00731678E+01   -3.11534494E-01   -1.32365702E-02   1.04449205E-01   1.01482611E+01   -3.22984040E-01   -1.41813502E-01   1.03717208E-01   1.68078625E+00   2.01354338E+06   8.66739941E+00   1.68036318E+00   2.01931788E+06   8.68920422E+00   1.68078399E+00   2.01357538E+06   8.66751957E+00 
0 50 1.08721864E-07   2.34853906E-06   1.47283447E-06   1.32215393E-06   3.49033314E-07   9.64331837E-10   9.38373262E-07   1.01658545E+01   -3.00706625E-01   7.74370953E-02   1.03569642E-01   1.00607271E+01   -2.81362802E-01   1.20614888E-02   1.04627356E-01   1.01307344E+01   -2.95759410E-01   -1.37811780E-01   1.03956930E-01   1.68339300E+00   1.96572588E+06   8.48683643E+00   1.68319523E+00   1.97072900E+06   8.50572872E+00   1.68348837E+00   1.96313788E+06   8.47706318E+00 
0 60 9.17031642E-08   2.33462470E-06   1.28739464E-06   1.15778312E-06   2.91173933E-07   8.89239016E-10   8.04521619E-07   1.01468449E+01   -2.50756830E-01   9.60582420E-02   1.03843689E-01   1.00353909E+01   -2.29401141E-01   4.13575321E-02   1.04948454E-01   1.01086082E+01   -2.29810044E-01   -1.10960335E-01   1.04265019E-01   1.68436646E+00   1.92318500E+06   8.32619858E+00   1.68431985E+00   1.92800025E+06   8.34438133E+00   1.68439591E+00   1.91854588E+06   8.30868053E+00 
0 70 7.83315244E-08   2.25082772E-06   1.14012585E-06   1.03416176E-06   2.46666701E-07   8.69647632E-10   7.04795866E-07   1.01160831E+01   -1.99414432E-01   9.59268510E-02   1.04266122E-01   1.00117655E+01   -1.69158846E-01   4.85309735E-02   1.05291829E-01   1.00923958E+01   -1.83036372E-01   -8.96440148E-02   1.04541317E-01   1.68413925E+00   1.88385588E+06   8.17768860E+00   1.68425536E+00   1.89061625E+06   8.20321655E+00   1.68403041E+00   1.87875438E+06   8.15842438E+00 
0 80 6.69583073E-08   2.08729989E-06   1.02171009E-06   9.45025249E-07   2.03157612E-07   8.94043506E-10   6.36931247E-07   1.00664883E+01   -1.55114651E-01   8.87639150E-02   1.04902074E-01   9.96219158E+00   -1.12511620E-01   4.79773059E-02   1.05927654E-01   1.00432129E+01   -1.51538953E-01   -7.93937296E-02   1.05172522E-01   1.68303871E+00   1.84913738E+06   8.04658890E+00   1.68341219E+00   1.85832712E+06   8.08128929E+00   1.68281806E+00   1.84429200E+06   8.02829170E+00 
0 90 6.00195094E-08   1.91775462E-06   9.25617940E-07   8.75561057E-07   1.76434867E-07   9.08797926E-10   5.80188555E-07   1.00084105E+01   -1.15858756E-01   8.27867836E-02   1.05630711E-01   9.90216923E+00   -7.27374703E-02   5.14458641E-02   1.06675729E-01   9.98269272E+00   -1.29334196E-01   -7.55335763E-02   1.05928853E-01   1.68161094E+00   1.82231850E+06   7.94531822E+00   1.68223429E+00   1.83289875E+06   7.98527002E+00   1.68132257E+00   1.81782825E+06   7.92836285E+00 
