RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.50121467E-08   4.38213920E-06   5.96022119E-07   6.29748399E-07   3.06827076E-07   1.29313577E-07   1.01267979E-04   9.95305061E+00   -1.12112686E-02   6.27755886E-03   1.05581075E-01   9.93727112E+00   -3.48290205E-02   1.02576995E-02   1.05748124E-01   9.93916607E+00   -3.63498926E-02   1.95528613E-03   1.05727680E-01   1.68640482E+00   2.15206900E+06   9.69617367E+00   1.68640149E+00   2.15233300E+06   9.69882393E+00   1.68640316E+00   2.15220400E+06   9.69752979E+00 
0 10 2.56005563E-07   3.65552251E-06   1.75457285E-06   1.25615088E-06   8.81681387E-07   1.03385367E-09   1.88118452E-06   9.54915142E+00   -1.11970782E-01   4.81555201E-02   1.10028610E-01   9.47775936E+00   -1.68538272E-01   5.34358993E-02   1.10838696E-01   9.51213360E+00   -1.38012946E-01   4.36807312E-02   1.10456109E-01   1.67903495E+00   2.08508388E+06   9.02369404E+00   1.67921114E+00   2.08584812E+06   9.03136635E+00   1.67919707E+00   2.08578688E+06   9.03075218E+00 
0 20 2.43864037E-07   3.35186928E-06   2.10787516E-06   1.75331036E-06   8.16567535E-07   1.36353229E-09   1.66879056E-06   9.74535847E+00   -2.05326602E-01   9.20825005E-02   1.07809126E-01   9.64521217E+00   -2.58261949E-01   6.79809675E-02   1.08862028E-01   9.66603756E+00   -1.89062819E-01   7.67020658E-02   1.08699553E-01   1.67554414E+00   2.07148525E+06   8.88717461E+00   1.67550874E+00   2.07135950E+06   8.88591194E+00   1.67557609E+00   2.07159862E+06   8.88831234E+00 
0 30 1.83714320E-07   2.93036328E-06   2.11338192E-06   1.71136662E-06   5.91327080E-07   1.66492498E-09   1.58989167E-06   1.00663195E+01   -2.81029671E-01   1.11611567E-01   1.04478240E-01   9.98867607E+00   -3.23908776E-01   5.82422800E-02   1.05184853E-01   9.97096348E+00   -2.75156975E-01   7.60018229E-02   1.05426751E-01   1.67708945E+00   2.05640150E+06   8.82923508E+00   1.67706037E+00   2.05668838E+06   8.83031845E+00   1.67671847E+00   2.06002038E+06   8.84290028E+00 
0 40 1.36494876E-07   2.53815665E-06   1.79890924E-06   1.51435768E-06   4.39824561E-07   1.24367250E-09   1.26162354E-06   1.01858473E+01   -3.12718302E-01   9.12792161E-02   1.03332356E-01   1.01108685E+01   -3.42414379E-01   4.15467918E-02   1.04026690E-01   1.00672026E+01   -3.19482744E-01   6.09463006E-02   1.04486689E-01   1.68087447E+00   2.01229788E+06   8.66269588E+00   1.68072355E+00   2.01441962E+06   8.67070770E+00   1.68020594E+00   2.02138525E+06   8.69701099E+00 
0 50 1.11576952E-07   2.39328369E-06   1.51128802E-06   1.34533468E-06   3.58534322E-07   9.80637127E-10   1.02351578E-06   1.01698790E+01   -2.99746633E-01   8.21847618E-02   1.03543483E-01   1.00830173E+01   -2.86734581E-01   4.42709364E-02   1.04393162E-01   1.00422020E+01   -3.02364051E-01   5.26461117E-02   1.04789034E-01   1.68346477E+00   1.96379062E+06   8.47952843E+00   1.68337023E+00   1.96632588E+06   8.48910141E+00   1.68300867E+00   1.97508738E+06   8.52218628E+00 
0 60 9.40522753E-08   2.38849316E-06   1.31329512E-06   1.18141281E-06   2.99143608E-07   9.08640552E-10   8.75516491E-07   1.01386805E+01   -2.53697515E-01   9.20872614E-02   1.03922330E-01   1.00187130E+01   -2.17416778E-01   5.87153919E-02   1.05133384E-01   1.00201893E+01   -2.29620978E-01   6.19604252E-02   1.05082728E-01   1.68437839E+00   1.92156788E+06   8.32009125E+00   1.68437386E+00   1.92221275E+06   8.32252693E+00   1.68427324E+00   1.93168375E+06   8.35829067E+00 
0 70 7.98887640E-08   2.30727824E-06   1.16771969E-06   1.05368360E-06   2.50861433E-07   8.94345042E-10   7.65861557E-07   1.01193314E+01   -2.04626888E-01   8.23599473E-02   1.04219779E-01   9.95931530E+00   -1.42490715E-01   5.81136160E-02   1.05862878E-01   1.00062599E+01   -1.61053538E-01   6.00638613E-02   1.05320401E-01   1.68412471E+00   1.88312050E+06   8.17491150E+00   1.68410289E+00   1.88205275E+06   8.17087936E+00   1.68428504E+00   1.89272925E+06   8.21119499E+00 
0 80 6.90077826E-08   2.13108319E-06   1.05097092E-06   9.63984803E-07   2.08806782E-07   9.17976029E-10   6.85703526E-07   1.00787754E+01   -1.54778361E-01   7.32603744E-02   1.04747400E-01   9.89373589E+00   -7.13793114E-02   5.37668429E-02   1.06676258E-01   9.95954132E+00   -1.14449687E-01   4.99659479E-02   1.05918653E-01   1.68301857E+00   1.84867925E+06   8.04485798E+00   1.68295383E+00   1.84723000E+06   8.03938580E+00   1.68347812E+00   1.86012138E+06   8.08806515E+00 
0 90 6.17437479E-08   1.95046277E-06   9.55318228E-07   8.97496875E-07   1.81184674E-07   9.34638700E-10   6.19768514E-07   1.00219545E+01   -1.11880079E-01   7.58380145E-02   1.05450921E-01   9.83435440E+00   -2.96462011E-02   5.62043302E-02   1.07423142E-01   9.90565300E+00   -7.13377744E-02   4.48572375E-02   1.06604449E-01   1.68157279E+00   1.82171288E+06   7.94303131E+00   1.68150258E+00   1.82060625E+06   7.93885279E+00   1.68239844E+00   1.83592950E+06   7.99671412E+00 
0 100 5.61789193E-08   1.80615893E-06   8.80470452E-07   8.43101418E-07   1.65920085E-07   9.37913747E-10   5.60183992E-07   9.98605537E+00   -8.30671340E-02   7.59589672E-02   1.05941743E-01   9.80557251E+00   -1.25133311E-02   5.64160571E-02   1.07841656E-01   9.87866592E+00   -4.67093438E-02   4.15776372E-02   1.07008092E-01   1.68042648E+00   1.80507050E+06   7.88018799E+00   1.68036568E+00   1.80425962E+06   7.87712622E+00   1.68155706E+00   1.82146262E+06   7.94208622E+00 
0 110 4.78267879E-08   1.68444410E-06   8.31197667E-07   8.02039494E-07   1.41573636E-07   9.42429357E-10   5.08826645E-07   9.97719193E+00   -6.79493323E-02   6.77586347E-02   1.06145814E-01   9.80432701E+00   -1.53649775E-02   4.96833064E-02   1.07959904E-01   9.87917423E+00   -4.40899171E-02   3.26355137E-02   1.07112497E-01   1.67982852E+00   1.79734575E+06   7.85101891E+00   1.67975545E+00   1.79643600E+06   7.84758377E+00   1.68111753E+00   1.81476012E+06   7.91677713E+00 
