RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.68042704E-08   4.34877984E-06   5.85402404E-07   6.18345155E-07   3.17098113E-07   1.24891969E-07   9.77064483E-05   9.95146561E+00   -2.72958316E-02   2.23588059E-03   1.05597183E-01   9.95247173E+00   -2.19239909E-02   1.87330254E-04   1.05588399E-01   9.95170212E+00   -2.30716169E-02   -2.82122823E-03   1.05595618E-01   1.68640292E+00   2.15222525E+06   9.69774246E+00   1.68639755E+00   2.15262650E+06   9.70177078E+00   1.68640041E+00   2.15241350E+06   9.69963169E+00 
0 10 2.49879264E-07   3.60459489E-06   1.71180625E-06   1.21846836E-06   8.60909381E-07   9.96655425E-10   1.21111350E-06   9.55806065E+00   -1.26852170E-01   3.46728824E-02   1.09913811E-01   9.54861641E+00   -1.74568698E-01   -1.92378815E-02   1.10086851E-01   9.54919243E+00   -9.52377617E-02   -2.42318353E-03   1.10048912E-01   1.67907095E+00   2.08523938E+06   9.02525520E+00   1.67955959E+00   2.08738725E+06   9.04681873E+00   1.67943764E+00   2.08684438E+06   9.04136848E+00 
0 20 2.38407736E-07   3.29045315E-06   2.06114828E-06   1.70909482E-06   7.99622910E-07   1.31056810E-09   1.24710425E-06   9.74314499E+00   -2.19414145E-01   8.45116153E-02   1.07855111E-01   9.78376579E+00   -2.45862439E-01   -5.04905134E-02   1.07464239E-01   9.64771366E+00   -1.72430724E-01   2.72460980E-03   1.08915947E-01   1.67550194E+00   2.07133525E+06   8.88566875E+00   1.67602062E+00   2.07319675E+06   8.90435696E+00   1.67623019E+00   2.07396250E+06   8.91204453E+00 
0 30 1.80195201E-07   2.87355670E-06   2.06494133E-06   1.66794928E-06   5.80865731E-07   1.60669389E-09   1.33477477E-06   1.00518465E+01   -3.19735378E-01   9.02632773E-02   1.04632974E-01   1.01006384E+01   -3.05469394E-01   -6.23094104E-02   1.04129739E-01   9.97085667E+00   -2.73121297E-01   -8.50028638E-03   1.05431072E-01   1.67698157E+00   2.05746288E+06   8.83324242E+00   1.67664111E+00   2.06076350E+06   8.84570599E+00   1.67649221E+00   2.06218400E+06   8.85107040E+00 
0 40 1.33608069E-07   2.48396759E-06   1.75827245E-06   1.47799074E-06   4.30823007E-07   1.19434884E-09   1.07227459E-06   1.01615324E+01   -3.58026445E-01   8.79198536E-02   1.03570461E-01   1.01599464E+01   -3.64524543E-01   -7.80454651E-02   1.03560179E-01   1.00906534E+01   -3.17933202E-01   -1.77963376E-02   1.04270846E-01   1.68076718E+00   2.01381138E+06   8.66841125E+00   1.68063605E+00   2.01563075E+06   8.67528152E+00   1.68067396E+00   2.01510800E+06   8.67330742E+00 
0 50 1.08685732E-07   2.34224763E-06   1.47956098E-06   1.31144486E-06   3.48704560E-07   9.41295486E-10   8.84583756E-07   1.01491508E+01   -3.24330449E-01   9.80655029E-02   1.03757709E-01   1.01419954E+01   -3.55182439E-01   -8.08327943E-02   1.03783093E-01   1.00672112E+01   -2.98426211E-01   -7.57365953E-03   1.04554087E-01   1.68342340E+00   1.96491525E+06   8.48377514E+00   1.68338442E+00   1.96595225E+06   8.48769093E+00   1.68346560E+00   1.96376612E+06   8.47943592E+00 
0 60 9.21066601E-08   2.33331730E-06   1.28673162E-06   1.15284047E-06   2.92744716E-07   8.79198547E-10   7.77944535E-07   1.01227350E+01   -2.72373676E-01   1.08299159E-01   1.04105756E-01   1.01219931E+01   -2.92600632E-01   -6.85184449E-02   1.04044713E-01   1.00291758E+01   -2.60436445E-01   2.40982044E-02   1.04988284E-01   1.68437743E+00   1.92171400E+06   8.32064342E+00   1.68436682E+00   1.92314038E+06   8.32602978E+00   1.68439066E+00   1.91958075E+06   8.31258869E+00 
0 70 7.85328780E-08   2.25533381E-06   1.14726640E-06   1.03305354E-06   2.47742975E-07   8.66035244E-10   6.95233723E-07   1.01036234E+01   -2.29787529E-01   9.79275033E-02   1.04406700E-01   1.01074457E+01   -2.16507360E-01   -6.65209964E-02   1.04278192E-01   1.00031643E+01   -2.15347484E-01   3.71762030E-02   1.05337173E-01   1.68411291E+00   1.88254150E+06   8.17272472E+00   1.68415451E+00   1.88465062E+06   8.18068886E+00   1.68407512E+00   1.88074562E+06   8.16594410E+00 
0 80 6.71737794E-08   2.09085874E-06   1.03006607E-06   9.44068915E-07   2.04816104E-07   8.90518714E-10   6.36643620E-07   1.00616026E+01   -1.78133443E-01   8.56197700E-02   1.04961351E-01   1.00625439E+01   -1.40763506E-01   -6.02724440E-02   1.04843788E-01   9.96281052E+00   -1.61910295E-01   4.25131433E-02   1.05864875E-01   1.68299401E+00   1.84812700E+06   8.04277325E+00   1.68309927E+00   1.85053250E+06   8.05185604E+00   1.68291879E+00   1.84645888E+06   8.03647423E+00 
0 90 6.04388219E-08   1.92107268E-06   9.30722479E-07   8.73249633E-07   1.78038391E-07   9.06103137E-10   5.86539841E-07   1.00090885E+01   -1.31473854E-01   7.76038021E-02   1.05628498E-01   9.99744225E+00   -8.55869278E-02   -4.76353876E-02   1.05631664E-01   9.90696049E+00   -1.13683410E-01   5.35448119E-02   1.06568597E-01   1.68156135E+00   1.82153188E+06   7.94234800E+00   1.68169630E+00   1.82369338E+06   7.95050955E+00   1.68139935E+00   1.81900312E+06   7.93279886E+00 
