RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.85483047E-08   4.49850495E-06   6.11397127E-07   6.41379245E-07   3.21658973E-07   1.26238120E-07   9.88081447E-05   9.95644379E+00   -2.26459838E-02   -2.61924881E-03   1.05545968E-01   9.95814133E+00   -2.29026452E-02   -6.96105126E-04   1.05526887E-01   9.93308067E+00   -3.96377146E-02   1.65419036E-03   1.05791882E-01   1.68640447E+00   2.15209100E+06   9.69639397E+00   1.68640172E+00   2.15232075E+06   9.69870090E+00   1.68640375E+00   2.15215100E+06   9.69699669E+00 
0 10 2.63466603E-07   3.72396880E-06   1.81518783E-06   1.28810882E-06   9.06570904E-07   1.01435271E-09   1.25176450E-06   9.54941368E+00   -1.14869274E-01   -2.36354582E-02   1.10058643E-01   9.57713795E+00   -1.41819298E-01   -8.64574034E-03   1.09683760E-01   9.49840546E+00   -1.56751558E-01   7.74223683E-03   1.10589653E-01   1.67903554E+00   2.08508662E+06   9.02372169E+00   1.67945397E+00   2.08691662E+06   9.04209423E+00   1.67931128E+00   2.08628638E+06   9.03576756E+00 
0 20 2.49563783E-07   3.41566124E-06   2.15469299E-06   1.77777474E-06   8.35291246E-07   1.38934686E-09   1.30842807E-06   9.81678200E+00   -2.26242304E-01   -4.66929451E-02   1.07024513E-01   9.79752064E+00   -2.46691003E-01   -2.25566272E-02   1.07143484E-01   9.72584724E+00   -2.34905303E-01   -9.98302642E-03   1.07958108E-01   1.67558825E+00   2.07164188E+06   8.88874626E+00   1.67608488E+00   2.07343075E+06   8.90670586E+00   1.67626631E+00   2.07409488E+06   8.91337395E+00 
0 30 1.86775893E-07   2.99034400E-06   2.16076000E-06   1.73521846E-06   6.02597481E-07   1.70020720E-09   1.40022814E-06   1.01192122E+01   -2.85734296E-01   -5.28216511E-02   1.03898212E-01   1.01240740E+01   -2.19535485E-01   -4.62133214E-02   1.03813305E-01   1.00447979E+01   -3.17670882E-01   -3.37137021E-02   1.04600765E-01   1.67710304E+00   2.05626700E+06   8.82872677E+00   1.67661643E+00   2.06099962E+06   8.84659767E+00   1.67644513E+00   2.06263038E+06   8.85275555E+00 
0 40 1.38523120E-07   2.58060891E-06   1.83146210E-06   1.53625592E-06   4.48512196E-07   1.24290256E-09   1.11413794E-06   1.02177572E+01   -3.04956198E-01   -8.79696980E-02   1.02990389E-01   1.02041969E+01   -2.19749317E-01   -7.00774342E-02   1.03113748E-01   1.01191416E+01   -3.29209715E-01   -5.38099408E-02   1.03922434E-01   1.68089724E+00   2.01197338E+06   8.66147041E+00   1.68049657E+00   2.01753012E+06   8.68245316E+00   1.68024421E+00   2.02088575E+06   8.69512463E+00 
0 50 1.12927488E-07   2.43133377E-06   1.53610779E-06   1.35861478E-06   3.62876079E-07   9.78562009E-10   9.17807029E-07   1.02461729E+01   -2.85395175E-01   -1.03997752E-01   1.02765664E-01   1.01712542E+01   -1.95804119E-01   -5.16106710E-02   1.03527933E-01   1.00761700E+01   -2.89424986E-01   -5.41576967E-02   1.04429476E-01   1.68347478E+00   1.96351425E+06   8.47848511E+00   1.68327165E+00   1.96884838E+06   8.49862671E+00   1.68295133E+00   1.97636788E+06   8.52702141E+00 
0 60 9.52176151E-08   2.41945008E-06   1.33614196E-06   1.19382298E-06   3.03022802E-07   9.02188657E-10   8.01638578E-07   1.02587080E+01   -2.50314832E-01   -9.89947021E-02   1.02709949E-01   1.01103859E+01   -1.33780703E-01   -3.36030647E-02   1.04233988E-01   1.00239553E+01   -2.05672547E-01   -3.95701826E-02   1.05054475E-01   1.68438458E+00   1.92063212E+06   8.31655884E+00   1.68434274E+00   1.92584312E+06   8.33623600E+00   1.68418729E+00   1.93710638E+06   8.37876606E+00 
0 70 8.09433658E-08   2.34141294E-06   1.18700621E-06   1.06823586E-06   2.54943757E-07   8.88498719E-10   7.15348165E-07   1.02466383E+01   -2.14149609E-01   -1.08344309E-01   1.02931708E-01   1.00388203E+01   -9.20252204E-02   -2.17885859E-02   1.05084233E-01   9.99260139E+00   -1.31733730E-01   -3.07389963E-02   1.05490737E-01   1.68410373E+00   1.88209300E+06   8.17103100E+00   1.68422329E+00   1.88855188E+06   8.19542027E+00   1.68437231E+00   1.90112300E+06   8.24289036E+00 
0 80 6.93761635E-08   2.17398406E-06   1.06673440E-06   9.75910552E-07   2.10638092E-07   9.13424891E-10   6.53212282E-07   1.01907444E+01   -1.85690939E-01   -1.22876793E-01   1.03617348E-01   9.95189476E+00   -6.62548542E-02   -1.62101518E-02   1.06120989E-01   9.93624306E+00   -8.37878138E-02   -2.20703036E-02   1.06203683E-01   1.68299687E+00   1.84818988E+06   8.04301071E+00   1.68335164E+00   1.85673338E+06   8.07527161E+00   1.68375564E+00   1.86847025E+06   8.11959076E+00 
0 90 6.22190868E-08   1.99414853E-06   9.65708182E-07   9.05499405E-07   1.82718111E-07   9.28831068E-10   5.99355303E-07   1.01118250E+01   -1.66409060E-01   -1.30582616E-01   1.04552291E-01   9.86423779E+00   -5.75381182E-02   -1.53820943E-02   1.07177392E-01   9.86583042E+00   -5.97576611E-02   -1.44580584E-02   1.07071392E-01   1.68157697E+00   1.82177875E+06   7.94328022E+00   1.68215609E+00   1.83149350E+06   7.97996378E+00   1.68268847E+00   1.84160362E+06   8.01814079E+00 
0 100 5.69863730E-08   1.84325279E-06   8.88285967E-07   8.47881154E-07   1.68058193E-07   9.34617495E-10   5.49487368E-07   1.00560808E+01   -1.52565762E-01   -1.34294391E-01   1.05254851E-01   9.80679989E+00   -4.92410362E-02   -1.91215929E-02   1.07909746E-01   9.82113266E+00   -5.40037863E-02   -1.26306387E-02   1.07666843E-01   1.68045294E+00   1.80542488E+06   7.88152647E+00   1.68113625E+00   1.81503612E+06   7.91781902E+00   1.68170726E+00   1.82387025E+06   7.95117760E+00 
