RealTimeStep Cycle rho   rhoV[0]   rhoV[1]   rhoV[2]   rhoE   rhok   rhoOmega   probe1@MHH@63.3_V_x   probe1@MHH@63.3_V_y   probe1@MHH@63.3_V_z   probe1@MHH@63.3_ti   probe2@MHH@63.3_V_x   probe2@MHH@63.3_V_y   probe2@MHH@63.3_V_z   probe2@MHH@63.3_ti   probe3@MHH@63.3_V_x   probe3@MHH@63.3_V_y   probe3@MHH@63.3_V_z   probe3@MHH@63.3_ti   T001_omega   T001_power   T001_uref   T003_omega   T003_power   T003_uref   T002_omega   T002_power   T002_uref 
0 1 8.04696469E-08   4.29523834E-06   5.86431554E-07   6.29145120E-07   2.91047627E-07   1.27635545E-07   9.99400509E-05   9.95116329E+00   -1.38173113E-02   1.49578443E-02   1.05601482E-01   9.94077206E+00   -3.05078886E-02   4.72673867E-03   1.05710477E-01   9.95021725E+00   -1.69821121E-02   9.47648566E-03   1.05612174E-01   1.68640316E+00   2.15220250E+06   9.69751549E+00   1.68640089E+00   2.15238025E+06   9.69929790E+00   1.68639791E+00   2.15260200E+06   9.70152569E+00 
0 10 2.48473015E-07   3.58953525E-06   1.69344435E-06   1.21281255E-06   8.55728388E-07   1.02199249E-09   2.43737418E-06   9.53736019E+00   -1.07386671E-01   9.25389901E-02   1.10164843E-01   9.49767399E+00   -1.54439747E-01   1.67736374E-02   1.10586412E-01   9.55202579E+00   -1.04515634E-01   3.65527906E-02   1.10028312E-01   1.67915571E+00   2.08560675E+06   9.02894306E+00   1.67957282E+00   2.08744688E+06   9.04741669E+00   1.67968607E+00   2.08795600E+06   9.05252743E+00 
0 20 2.36890202E-07   3.28616784E-06   2.05339779E-06   1.70727265E-06   7.95137396E-07   1.33157141E-09   2.07166067E-06   9.77254009E+00   -2.09642351E-01   1.43064082E-01   1.07441172E-01   9.66414452E+00   -2.30190113E-01   2.56211292E-02   1.08603567E-01   9.79911327E+00   -1.96620584E-01   6.72004297E-02   1.07243121E-01   1.67572045E+00   2.07211412E+06   8.89348793E+00   1.67619824E+00   2.07384538E+06   8.91086864E+00   1.67621064E+00   2.07389075E+06   8.91132355E+00 
0 30 1.79366495E-07   2.87639023E-06   2.06878212E-06   1.67720054E-06   5.78396339E-07   1.61557734E-09   1.85934675E-06   1.00680027E+01   -3.02423298E-01   1.46067008E-01   1.04381926E-01   1.00016260E+01   -3.00499767E-01   1.53386202E-02   1.05043679E-01   1.01346188E+01   -2.20704228E-01   8.32759961E-02   1.03769973E-01   1.67687726E+00   2.05848262E+06   8.83709335E+00   1.67635822E+00   2.06345175E+06   8.85585690E+00   1.67624855E+00   2.06448100E+06   8.85974407E+00 
0 40 1.33601517E-07   2.48933884E-06   1.75252967E-06   1.48506115E-06   4.30782336E-07   1.22416000E-09   1.49060656E-06   1.01444931E+01   -3.39132726E-01   1.39226824E-01   1.03670262E-01   1.00963926E+01   -3.17854971E-01   -2.05873512E-02   1.04152255E-01   1.02363253E+01   -2.56054819E-01   7.54745454E-02   1.02806762E-01   1.68078661E+00   2.01353912E+06   8.66738319E+00   1.68031514E+00   2.01995412E+06   8.69160652E+00   1.68021262E+00   2.02129925E+06   8.69668579E+00 
0 50 1.09046148E-07   2.34354934E-06   1.46865227E-06   1.31212698E-06   3.49389609E-07   9.87902649E-10   1.21956907E-06   1.01363087E+01   -3.28876853E-01   1.39929980E-01   1.03807695E-01   1.00679045E+01   -2.80733287E-01   -2.57432610E-02   1.04501657E-01   1.02261763E+01   -2.48029411E-01   8.13075826E-02   1.02967851E-01   1.68343985E+00   1.96447075E+06   8.48209667E+00   1.68317270E+00   1.97127050E+06   8.50777340E+00   1.68314958E+00   1.97182388E+06   8.50986290E+00 
0 60 9.18926943E-08   2.33297692E-06   1.28190175E-06   1.15565558E-06   2.91894281E-07   9.18555842E-10   1.03533762E-06   1.01233463E+01   -2.90324032E-01   1.39758319E-01   1.04009494E-01   1.00251760E+01   -2.28001297E-01   -1.21896258E-02   1.05014473E-01   1.01926832E+01   -2.18512595E-01   8.67739469E-02   1.03377774E-01   1.68437850E+00   1.92155850E+06   8.32005692E+00   1.68431473E+00   1.92844738E+06   8.34606934E+00   1.68431604E+00   1.92833338E+06   8.34563923E+00 
0 70 7.79694673E-08   2.25367853E-06   1.14072520E-06   1.03170407E-06   2.45641559E-07   9.01041852E-10   8.93187632E-07   1.01048155E+01   -2.43058860E-01   1.19383223E-01   1.04311474E-01   9.98277473E+00   -1.72812581E-01   -1.38172740E-02   1.05551504E-01   1.01460056E+01   -1.83789104E-01   8.57077688E-02   1.03957839E-01   1.68410826E+00   1.88231188E+06   8.17185783E+00   1.68424523E+00   1.88993988E+06   8.20066166E+00   1.68424320E+00   1.88981188E+06   8.20017815E+00 
0 80 6.67270896E-08   2.09504356E-06   1.02443869E-06   9.39031906E-07   2.02390652E-07   9.19686716E-10   7.85017676E-07   1.00626659E+01   -1.90983549E-01   9.49713439E-02   1.04878299E-01   9.92710114E+00   -1.10393226E-01   -2.13939808E-02   1.06253795E-01   1.00753021E+01   -1.46518663E-01   7.78846145E-02   1.04807861E-01   1.68297684E+00   1.84774050E+06   8.04131317E+00   1.68333232E+00   1.85623600E+06   8.07339287E+00   1.68332148E+00   1.85595762E+06   8.07234287E+00 
0 90 5.96225362E-08   1.92168363E-06   9.27368092E-07   8.70520580E-07   1.74701128E-07   9.33546795E-10   6.96613711E-07   1.00108995E+01   -1.35678723E-01   7.65299052E-02   1.05551608E-01   9.87024593E+00   -6.07126281E-02   -2.24443693E-02   1.06977560E-01   9.99839973E+00   -1.04854174E-01   6.92654774E-02   1.05738468E-01   1.68154228E+00   1.82123025E+06   7.94120884E+00   1.68206513E+00   1.82989200E+06   7.97391605E+00   1.68201625E+00   1.82904438E+06   7.97071552E+00 
